FID,serial,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id_zonamusculacion,nomzonamusculacion,ubicacion,foto,id_maquina,nommaquina,nivel,icono,funcion,desarrollo,precauciones,maquinafoto1,maquinafoto2,x,y
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61f4,22957,POINT (366028.15259832365 4058008.69129965),,,,,,,-1,-1,-1,0,,110,Cl. María Martínez Sierra,Número 31,http://geoportal.malaga.eu/img/deportes/fz_110.jpg,58,Máquina de fondos,4,http://geoportal.malaga.eu/img/deportes/im58.png,Fortalecer la musculatura del hombro y abdomen.Aumentar la fuerza muscular de la espalda.,Súbase al aparato apoyando los brazos sobre las barras y dejando piernas en el aire. Flexione y extienda sus codos.,"Ejercicio de fuerza. Debe realizarse de manera controlada.En caso de dolor o molestia, suspenda la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_58_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_58_2.jpg,366028.1526,4058008.6914
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61f5,22958,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61f6,22959,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,12,Espiral,1,http://geoportal.malaga.eu/img/deportes/im12.png,"Aaumentar, o mantener, la flexibilidad y movilidad de la muñeca y del codo.","Situados frente al aparato, y agarrando el asidero con una mano, desplazamos éste de un extremo a otro de la espiral. Repetimos con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_12_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_12_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61f7,22960,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,19,Pasarela o rampa,1,http://geoportal.malaga.eu/img/deportes/im19.png,Mejorar la movilidad de los miembros inferiores.Aumentar el equilibrio,"Colóquese frente a la escalera, agarrándose con ambas manos a la barandilla. Suba los peldaños y baje por la rampa. Recórralo ahora en sentido contrario.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_19_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_19_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61f8,22961,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61f9,22962,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,20,Paso de obstáculos,1,http://geoportal.malaga.eu/img/deportes/im20.png,Mejorar la marchaAumentar el equilibrio,"Colóquese entre las barras paralelas y, agarrándose con ambas manos, ponga un pie a cada lado de los apoyos del suelo (tal como se ve en la imagen) e inicie el desplazamiento hacia delante. Cuando se encuentre seguro, realícelo hacia atrás.",Caminar lentamente y no hacer giros bruscos.,http://geoportal.malaga.eu/img/deportes/fm_20_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_20_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61fa,22963,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,23,Rodillo giratorio,1,http://geoportal.malaga.eu/img/deportes/im23.png,Mantener o aumentar la flexibilidad de la muñeca.,"Colóquese frente al aparato y agarrando los asideros, gire la muñeca hacia arriba y hacia abajo.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_23_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_23_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61fb,22964,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,24,Rodillo para muñecas,1,http://geoportal.malaga.eu/img/deportes/im24.png,Mantener o aumentar la flexibilidad y movilidad de la muñeca y codo.,"Sitúese frente a la placa y, agarrando el asidero con una mano, muévalahacia la derecha y hacia la izquierda. Repita con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_24_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_24_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61fc,22965,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,26,Silla con pedales,1,http://geoportal.malaga.eu/img/deportes/im26.png,Aumentar la capacidad cardiaca y pulmonar.Desarrollar la movilidad articular de la rodilla,"Siéntese cómodamente en el banco y coloque ambos pies sobre los pedales. Pedalee. Como variante, puede realizar el pedaleo hacia atrás.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_26_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_26_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61fd,22966,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61fe,22967,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_61ff,22968,POINT (365303.7164983107 4059755.4295996297),,,,,,,-1,-1,-1,0,,111,Cmno. Huertecilla,Número 49,http://geoportal.malaga.eu/img/deportes/fz_111.jpg,46,Espaldera inclinada,3,http://geoportal.malaga.eu/img/deportes/im46.png,Aumentar la amplitud de movimientos en hombros y columna.,Apoye la espalda cuidadosamente sobre la estructura y eleve los brazos hasta agarrar el arco superior.,Ejercicio contraindicado para personas con problemas de espalda y cuello. No se deben elevar las piernas.,http://geoportal.malaga.eu/img/deportes/fm_46_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_46_2.jpg,365303.7165,4059755.4297
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6200,22969,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6201,22970,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,13,Giro de cintura sentado,1,http://geoportal.malaga.eu/img/deportes/im13.png,Mejorar la musculatura abdominal.,"Sentados sobre la plataforma giratoria, con las manos agarrando la empuñadura, realizamos rotaciones de caderas, llevando rodillas de un lado a otro y manteniendo quietos los hombros.",Debe realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_13_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_13_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6202,22971,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6203,22972,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6204,22973,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,5,Barras paralelas verticales,1,http://geoportal.malaga.eu/img/deportes/im5.png,Fortalecer los músculos de glúteos y muslos.,"Colóquese entre las dos barras con las manos agarradas a los asideros a la altura del pecho. Flexione sus rodillas y vuelva a ponerse erguido, sin levantar los talones del suelo ni desplazar las manos por la barra.",Mantener la espalda recta durante la ejecución.No flexionar excesivamente las rodillas.,http://geoportal.malaga.eu/img/deportes/fm_5_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_5_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6205,22974,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,8,Bicicleta doble de pies y manos,1,http://geoportal.malaga.eu/img/deportes/im8.png,Aumentar la resistencia de los miembros inferiores y superiores.Mejorar la amplitud articular en la rodilla.,"Siéntese en el banco, coloque ambos pies sobre los pedales y las manos sobre los asideros. Pedalee de manera coordinada hacia delante.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_8_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_8_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6206,22975,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,38,Press de piernas 1,2,http://geoportal.malaga.eu/img/deportes/im38.png,Fortalecer la musculatura de muslos y glúteos.,"Nos sentamos en el banco, apoyando la espalda en el respaldo y los pies sobre la tablilla. Empujamos hasta extender las piernas y volvemos a la posición de inicio.",Realizar sólo una semiflexión de rodillas para evitar lesiones.Subir y bajar con precaución.,http://geoportal.malaga.eu/img/deportes/fm_38_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_38_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6207,22976,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,46,Espaldera inclinada,3,http://geoportal.malaga.eu/img/deportes/im46.png,Aumentar la amplitud de movimientos en hombros y columna.,Apoye la espalda cuidadosamente sobre la estructura y eleve los brazos hasta agarrar el arco superior.,Ejercicio contraindicado para personas con problemas de espalda y cuello. No se deben elevar las piernas.,http://geoportal.malaga.eu/img/deportes/fm_46_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_46_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6208,22977,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,53,Máquina de remo,3,http://geoportal.malaga.eu/img/deportes/im53.png,"Desarrollar los músculos del tren superior, glúteos y muslos.","Siéntese en el banco y apoye los pies sobre el soporte. Agarre con fuerza las dos barras por la empuñadura y tire de ellas hacia el pecho, como el movimiento de remar.",Mantener siempre la espalda recta durante la ejecución.Realizar el movimiento de manera controlada.,http://geoportal.malaga.eu/img/deportes/fm_53_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_53_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6209,22978,POINT (365849.3884983201 4058879.8990996405),,,,,,,-1,-1,-1,0,,112,Pl. Niña de los Peines,Número 1,http://geoportal.malaga.eu/img/deportes/fz_112.jpg,54,Barra de dominadas,4,http://geoportal.malaga.eu/img/deportes/im54.png,"Desarrollar la musculatura de espalda, pecho y brazos.","Colóquese bajo la barra y agárrese a esta, extendiendo los brazos hacia arriba. Cargue el peso en los brazos, flexione sus codos e intente elevar su cuerpo hasta acercar el pecho a la barra.","Ejercicio de fuerza. Debe realizarse de manera controlada para evitar caídas.En caso de dolor o molestia, suspender la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_54_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_54_2.jpg,365849.3885,4058879.8992
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_620a,22979,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_620b,22980,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,15,Masaje de espalda 1,1,http://geoportal.malaga.eu/img/deportes/im15.png,Descargar la musculatura dorsal.,Coloque la espalda sobre los rodillos y haga rodar su espalda de derecha a izquierda con suavidad.,Presionar la espalda con moderación.,http://geoportal.malaga.eu/img/deportes/fm_15_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_15_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_620c,22981,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_620d,22982,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_620e,22983,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,16,Masaje de espalda 2,2,http://geoportal.malaga.eu/img/deportes/im16.png,Descargar la musculatura dorsal.,"Repose la espalda sobre los rodillos.Apoye las manos en las barras laterales. Desplácese lentamente sobre el rodillo de arriba a abajo, flexionando las rodillas.",Presionar la espalda con moderación.Evitar una flexión excesiva de las rodillas.,http://geoportal.malaga.eu/img/deportes/fm_16_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_16_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_620f,22984,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,40,Press de brazos,2,http://geoportal.malaga.eu/img/deportes/im40.png,Desarrollar la musculatura del hombro y brazo.,Siéntese en el banco con la espalda recta y agarre el extremo de la barra. Estire sus brazos hacia arriba y bájelos con fuerza hasta dejarlos a la altura de tus hombros.,Mantenga siempre la espalda recta durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_40_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_40_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6210,22985,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,41,Step,2,http://geoportal.malaga.eu/img/deportes/im41.png,Desarrollar la capacidad cardiaca y pulmonar. Tonificar el tronco y los miembros superiores e inferiores.,"Agárrese a la barra y súbase a la plataforma movible con cuidado. Empuje la base alternativamente con los pies, a la vez que mueve sus brazos arriba y abajo.",Suba y baje con cuidado,http://geoportal.malaga.eu/img/deportes/fm_41_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_41_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6211,22986,POINT (366031.7270983234 4058437.736999645),,,,,,,-1,-1,-1,0,,113,Cl. Escritor julio Balbas,Número 20,http://geoportal.malaga.eu/img/deportes/fz_113.jpg,51,Pony,3,http://geoportal.malaga.eu/img/deportes/im51.png,"Fortalecer la musculatura de espalda, gluteos y muslos.","Sentado, con las manos en los manillares y los pies apoyados en las plataformas, acercar las manos hacia el cuerpo mientras realizamos una extensión de piernas.",No arquear la espalda durante la ejecución.Debe realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_51_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_51_2.jpg,366031.7271,4058437.7371
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6212,22987,POINT (369845.76749838307 4058589.2651996533),,,,,,,-1,-1,-1,0,,114,Pso. Abel Sánchez,Número 1,http://geoportal.malaga.eu/img/deportes/fz_114.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,369845.7675,4058589.2653
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6213,22988,POINT (369845.76749838307 4058589.2651996533),,,,,,,-1,-1,-1,0,,114,Pso. Abel Sánchez,Número 1,http://geoportal.malaga.eu/img/deportes/fz_114.jpg,29,Andador,2,http://geoportal.malaga.eu/img/deportes/im29.png,"Mejorar la movilidad, tonicidad y coordinación de miembros inferiores. Aumentar la capacidad cardiaca y pulmonar","Admite dos modalidades:- Sitúese de lado al aparato, realizando movimientos circulares con una mano. Repetir con la otra.- Sitúese frente a las ruedas y agarre cada asidero con una mano.Gire ambas ruedas hacia fuera; a continuación cambie el sentido de la rotación.",Agarrar el asa con fuerza antes de subirNo abandonar el aparato hasta que los pedales estén parados y en paralelo.,http://geoportal.malaga.eu/img/deportes/fm_29_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_29_2.jpg,369845.7675,4058589.2653
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6214,22989,POINT (369845.76749838307 4058589.2651996533),,,,,,,-1,-1,-1,0,,114,Pso. Abel Sánchez,Número 1,http://geoportal.malaga.eu/img/deportes/fz_114.jpg,33,Elíptica,2,http://geoportal.malaga.eu/img/deportes/im33.png,"Mejorar la movilidad, tonicidad y coordinación de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.","Súbase a los estribos, sujetándose a las manillas.Mueva las piernas y los brazos alternativamente, como si estuviera caminando.","Al disponer de partes móviles, se debe tener mucho cuidado al subir y bajar del aparato.",http://geoportal.malaga.eu/img/deportes/fm_33_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_33_2.jpg,369845.7675,4058589.2653
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6215,22990,POINT (369845.76749838307 4058589.2651996533),,,,,,,-1,-1,-1,0,,114,Pso. Abel Sánchez,Número 1,http://geoportal.malaga.eu/img/deportes/fz_114.jpg,40,Press de brazos,2,http://geoportal.malaga.eu/img/deportes/im40.png,Desarrollar la musculatura del hombro y brazo.,Siéntese en el banco con la espalda recta y agarre el extremo de la barra. Estire sus brazos hacia arriba y bájelos con fuerza hasta dejarlos a la altura de tus hombros.,Mantenga siempre la espalda recta durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_40_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_40_2.jpg,369845.7675,4058589.2653
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6216,22991,POINT (369845.76749838307 4058589.2651996533),,,,,,,-1,-1,-1,0,,114,Pso. Abel Sánchez,Número 1,http://geoportal.malaga.eu/img/deportes/fz_114.jpg,50,Péndulo o surf,3,http://geoportal.malaga.eu/img/deportes/im50.png,Tonificar la musculatura de brazos y pecho. Mejorar la coordinación general del cuerpo.,"Sujete con fuerza la barra con las manos y suba a la la plataforma. Bien asegurado, mueva las piernas y desplace el péndulo a ambos lados.",Realizar movimientos lentos y controlados para evitar desequilibrios.,http://geoportal.malaga.eu/img/deportes/fm_50_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_50_2.jpg,369845.7675,4058589.2653
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6217,22992,POINT (365609.4421983165 4058394.4112996445),,,,,,,-1,-1,-1,0,,115,Ctra. Coín,Número 72,http://geoportal.malaga.eu/img/deportes/fz_115.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,365609.4422,4058394.4114
