FID,serial,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id_zonamusculacion,nomzonamusculacion,ubicacion,foto,id_maquina,nommaquina,nivel,icono,funcion,desarrollo,precauciones,maquinafoto1,maquinafoto2,x,y
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63f5,23468,POINT (378602.03419851034 4064541.570099616),,,,,,,-1,-1,-1,0,,19,Pl. del Padre Ciganda,,http://geoportal.malaga.eu/img/deportes/fz_19.jpg,52,Press de banca vertical,3,http://geoportal.malaga.eu/img/deportes/im52.png,"Desarrollar la musculatura de miembros superiores, pecho y hombros.Mejorar movilidad de hombros y codos.","Sentado en la silla, sujete las manillas con ambas manos y empuje lentamente hasta extender completamente los brazos.",Debe realizar movimientos lentos y controlados. No retenga la respiración durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_52_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_52_2.jpg,378602.0342,4064541.5702
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63f6,23469,POINT (378602.03419851034 4064541.570099616),,,,,,,-1,-1,-1,0,,19,Pl. del Padre Ciganda,,http://geoportal.malaga.eu/img/deportes/fz_19.jpg,53,Máquina de remo,3,http://geoportal.malaga.eu/img/deportes/im53.png,"Desarrollar los músculos del tren superior, glúteos y muslos.","Siéntese en el banco y apoye los pies sobre el soporte. Agarre con fuerza las dos barras por la empuñadura y tire de ellas hacia el pecho, como el movimiento de remar.",Mantener siempre la espalda recta durante la ejecución.Realizar el movimiento de manera controlada.,http://geoportal.malaga.eu/img/deportes/fm_53_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_53_2.jpg,378602.0342,4064541.5702
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63f7,23470,POINT (378602.03419851034 4064541.570099616),,,,,,,-1,-1,-1,0,,19,Pl. del Padre Ciganda,,http://geoportal.malaga.eu/img/deportes/fz_19.jpg,58,Máquina de fondos,4,http://geoportal.malaga.eu/img/deportes/im58.png,Fortalecer la musculatura del hombro y abdomen.Aumentar la fuerza muscular de la espalda.,Súbase al aparato apoyando los brazos sobre las barras y dejando piernas en el aire. Flexione y extienda sus codos.,"Ejercicio de fuerza. Debe realizarse de manera controlada.En caso de dolor o molestia, suspenda la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_58_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_58_2.jpg,378602.0342,4064541.5702
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63f8,23482,POINT (381582.5720985535 4063861.1293996284),,,,,,,-1,-1,-1,0,,20,Cl. Escritor Bernardino Domínguez,,http://geoportal.malaga.eu/img/deportes/fz_20.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,381582.5721,4063861.1295
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63f9,23471,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,1,Arco para brazos,1,http://geoportal.malaga.eu/img/deportes/im1.png,Mejorar limitaciones de la articulación del hombro.Aumentar flexibilidad de la muñeca y movilidad del hombro,"Colocados debajo del arco, perpendicularmente a éste, con la espalda erguida y piernas separadas agarramos la anilla con una mano y la desplazamos desde un extremo a otro; repetimos con la otra mano. Cambiamos de posición, para situarnos paralelos al arco, y realizamos el ejercicio con las dos manos a la vez.",Se debe abandonar el ejercicio si aparecen mareos o dolor de cuello.Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_1_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_1_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63fa,23472,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63fb,23473,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63fc,23474,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63fd,23475,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,26,Silla con pedales,1,http://geoportal.malaga.eu/img/deportes/im26.png,Aumentar la capacidad cardiaca y pulmonar.Desarrollar la movilidad articular de la rodilla,"Siéntese cómodamente en el banco y coloque ambos pies sobre los pedales. Pedalee. Como variante, puede realizar el pedaleo hacia atrás.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_26_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_26_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63fe,23476,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,3,Barra a media altura,1,http://geoportal.malaga.eu/img/deportes/im3.png,Fortalecer los gemelos.,Coloque las manos sobre la barra y eleve los talones. Repita el ejercicio varias veces.,Agarrar firmemente la barra.,http://geoportal.malaga.eu/img/deportes/fm_3_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_3_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_63ff,23477,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,59,Rodillo de brazos,1,http://geoportal.malaga.eu/img/deportes/im59.png,Mejorar la movilidad general de las muñecas,"De pie, con la espalda erguida, las piernas separadas y ligeramente flexionadas, agarramos las empuñaduras y hacemos círculos adelante y atrás.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_59_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_59_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6400,23478,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,6,Barras paralelas,1,http://geoportal.malaga.eu/img/deportes/im6.png,Mejorar la postura.Mejorar la movilidad de las articulaciones de las piernas.Mejorar la flexibilidad general.,"De pie, cogidos a las barras, nos desplazamos de distintas formas: - Agachándonos cada 2 ó 3 pasos, - Elevando rodillas alternativamente.- Poniéndonos de puntillas.- Elevando una rodilla y soltando la mano contraria.",Vigilar el correcto apoyo de los pies.Evitar arquear excesivamente la espalda.,http://geoportal.malaga.eu/img/deportes/fm_6_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_6_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6401,23479,POINT (373570.1671984351 4065681.341399595),,,,,,,-1,-1,-1,0,,2,Cl. Julio Mathias,Número 10,http://geoportal.malaga.eu/img/deportes/fz_2.jpg,34,Escalón,2,http://geoportal.malaga.eu/img/deportes/im34.png,Fortalecer muslos y glúteos.Tonificar músculos de brazos y espalda.,Sitúese frente al aparato y agarre los asideros laterales. Apoye uno de los pies sobre la plataforma elevada e intente subir el otro pie. Baje y repita con la pierna contraria.,Agarrarse bien para evitar caídas.No recomendado para usuarios con problemas de rodilla.,http://geoportal.malaga.eu/img/deportes/fm_34_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_34_2.jpg,373570.1672,4065681.3415
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6402,23480,POINT (381582.5720985535 4063861.1293996284),,,,,,,-1,-1,-1,0,,20,Cl. Escritor Bernardino Domínguez,,http://geoportal.malaga.eu/img/deportes/fz_20.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,381582.5721,4063861.1295
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6403,23481,POINT (381582.5720985535 4063861.1293996284),,,,,,,-1,-1,-1,0,,20,Cl. Escritor Bernardino Domínguez,,http://geoportal.malaga.eu/img/deportes/fz_20.jpg,15,Masaje de espalda 1,1,http://geoportal.malaga.eu/img/deportes/im15.png,Descargar la musculatura dorsal.,Coloque la espalda sobre los rodillos y haga rodar su espalda de derecha a izquierda con suavidad.,Presionar la espalda con moderación.,http://geoportal.malaga.eu/img/deportes/fm_15_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_15_2.jpg,381582.5721,4063861.1295
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6404,23483,POINT (381582.5720985535 4063861.1293996284),,,,,,,-1,-1,-1,0,,20,Cl. Escritor Bernardino Domínguez,,http://geoportal.malaga.eu/img/deportes/fz_20.jpg,16,Masaje de espalda 2,2,http://geoportal.malaga.eu/img/deportes/im16.png,Descargar la musculatura dorsal.,"Repose la espalda sobre los rodillos.Apoye las manos en las barras laterales. Desplácese lentamente sobre el rodillo de arriba a abajo, flexionando las rodillas.",Presionar la espalda con moderación.Evitar una flexión excesiva de las rodillas.,http://geoportal.malaga.eu/img/deportes/fm_16_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_16_2.jpg,381582.5721,4063861.1295
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6405,23484,POINT (381582.5720985535 4063861.1293996284),,,,,,,-1,-1,-1,0,,20,Cl. Escritor Bernardino Domínguez,,http://geoportal.malaga.eu/img/deportes/fz_20.jpg,42,Ascensor o pullover vertical,3,http://geoportal.malaga.eu/img/deportes/im42.png,Mejorar la amplitud de la articulación del hombro. Fortalecer los músculos de la espalda y la zona anterior de brazos y antebrazos.,Nos sentamos mirando hacia fuera y con las manos agarrando las barras superiores. Flexionamos codos y empujamos hacia abajo acercando los codos al cuerpo.,Realizar los movimientos de forma controlada.,http://geoportal.malaga.eu/img/deportes/fm_42_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_42_2.jpg,381582.5721,4063861.1295
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6406,23485,POINT (374772.41009845334 4065401.7861996014),,,,,,,-1,-1,-1,0,,21,Cl. Sierra de Grazalema,,http://geoportal.malaga.eu/img/deportes/fz_21.jpg,6,Barras paralelas,1,http://geoportal.malaga.eu/img/deportes/im6.png,Mejorar la postura.Mejorar la movilidad de las articulaciones de las piernas.Mejorar la flexibilidad general.,"De pie, cogidos a las barras, nos desplazamos de distintas formas: - Agachándonos cada 2 ó 3 pasos, - Elevando rodillas alternativamente.- Poniéndonos de puntillas.- Elevando una rodilla y soltando la mano contraria.",Vigilar el correcto apoyo de los pies.Evitar arquear excesivamente la espalda.,http://geoportal.malaga.eu/img/deportes/fm_6_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_6_2.jpg,374772.4101,4065401.7863
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6407,23486,POINT (374772.41009845334 4065401.7861996014),,,,,,,-1,-1,-1,0,,21,Cl. Sierra de Grazalema,,http://geoportal.malaga.eu/img/deportes/fz_21.jpg,33,Elíptica,2,http://geoportal.malaga.eu/img/deportes/im33.png,"Mejorar la movilidad, tonicidad y coordinación de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.","Súbase a los estribos, sujetándose a las manillas.Mueva las piernas y los brazos alternativamente, como si estuviera caminando.","Al disponer de partes móviles, se debe tener mucho cuidado al subir y bajar del aparato.",http://geoportal.malaga.eu/img/deportes/fm_33_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_33_2.jpg,374772.4101,4065401.7863
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6408,23487,POINT (374772.41009845334 4065401.7861996014),,,,,,,-1,-1,-1,0,,21,Cl. Sierra de Grazalema,,http://geoportal.malaga.eu/img/deportes/fz_21.jpg,38,Press de piernas 1,2,http://geoportal.malaga.eu/img/deportes/im38.png,Fortalecer la musculatura de muslos y glúteos.,"Nos sentamos en el banco, apoyando la espalda en el respaldo y los pies sobre la tablilla. Empujamos hasta extender las piernas y volvemos a la posición de inicio.",Realizar sólo una semiflexión de rodillas para evitar lesiones.Subir y bajar con precaución.,http://geoportal.malaga.eu/img/deportes/fm_38_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_38_2.jpg,374772.4101,4065401.7863
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6409,23488,POINT (374772.41009845334 4065401.7861996014),,,,,,,-1,-1,-1,0,,21,Cl. Sierra de Grazalema,,http://geoportal.malaga.eu/img/deportes/fz_21.jpg,52,Press de banca vertical,3,http://geoportal.malaga.eu/img/deportes/im52.png,"Desarrollar la musculatura de miembros superiores, pecho y hombros.Mejorar movilidad de hombros y codos.","Sentado en la silla, sujete las manillas con ambas manos y empuje lentamente hasta extender completamente los brazos.",Debe realizar movimientos lentos y controlados. No retenga la respiración durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_52_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_52_2.jpg,374772.4101,4065401.7863
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_640a,23489,POINT (374772.41009845334 4065401.7861996014),,,,,,,-1,-1,-1,0,,21,Cl. Sierra de Grazalema,,http://geoportal.malaga.eu/img/deportes/fz_21.jpg,53,Máquina de remo,3,http://geoportal.malaga.eu/img/deportes/im53.png,"Desarrollar los músculos del tren superior, glúteos y muslos.","Siéntese en el banco y apoye los pies sobre el soporte. Agarre con fuerza las dos barras por la empuñadura y tire de ellas hacia el pecho, como el movimiento de remar.",Mantener siempre la espalda recta durante la ejecución.Realizar el movimiento de manera controlada.,http://geoportal.malaga.eu/img/deportes/fm_53_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_53_2.jpg,374772.4101,4065401.7863
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_640b,23490,POINT (376601.3956984795 4066916.11679959),,,,,,,-1,-1,-1,0,,22,Cl. Centaurea,Número 1,http://geoportal.malaga.eu/img/deportes/fz_22.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,376601.3957,4066916.1169
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_640c,23491,POINT (376601.3956984795 4066916.11679959),,,,,,,-1,-1,-1,0,,22,Cl. Centaurea,Número 1,http://geoportal.malaga.eu/img/deportes/fz_22.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,376601.3957,4066916.1169
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_640d,23492,POINT (376601.3956984795 4066916.11679959),,,,,,,-1,-1,-1,0,,22,Cl. Centaurea,Número 1,http://geoportal.malaga.eu/img/deportes/fz_22.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,376601.3957,4066916.1169
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_640e,23493,POINT (376601.3956984795 4066916.11679959),,,,,,,-1,-1,-1,0,,22,Cl. Centaurea,Número 1,http://geoportal.malaga.eu/img/deportes/fz_22.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,376601.3957,4066916.1169
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_640f,23494,POINT (376601.3956984795 4066916.11679959),,,,,,,-1,-1,-1,0,,22,Cl. Centaurea,Número 1,http://geoportal.malaga.eu/img/deportes/fz_22.jpg,52,Press de banca vertical,3,http://geoportal.malaga.eu/img/deportes/im52.png,"Desarrollar la musculatura de miembros superiores, pecho y hombros.Mejorar movilidad de hombros y codos.","Sentado en la silla, sujete las manillas con ambas manos y empuje lentamente hasta extender completamente los brazos.",Debe realizar movimientos lentos y controlados. No retenga la respiración durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_52_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_52_2.jpg,376601.3957,4066916.1169
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6410,23495,POINT (378719.64039851126 4065685.557599606),,,,,,,-1,-1,-1,0,,24,Cl. Extremadura,Números 25-27,http://geoportal.malaga.eu/img/deportes/fz_24.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,378719.6404,4065685.5577
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6411,23496,POINT (378719.64039851126 4065685.557599606),,,,,,,-1,-1,-1,0,,24,Cl. Extremadura,Números 25-27,http://geoportal.malaga.eu/img/deportes/fz_24.jpg,33,Elíptica,2,http://geoportal.malaga.eu/img/deportes/im33.png,"Mejorar la movilidad, tonicidad y coordinación de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.","Súbase a los estribos, sujetándose a las manillas.Mueva las piernas y los brazos alternativamente, como si estuviera caminando.","Al disponer de partes móviles, se debe tener mucho cuidado al subir y bajar del aparato.",http://geoportal.malaga.eu/img/deportes/fm_33_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_33_2.jpg,378719.6404,4065685.5577
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6412,23497,POINT (378719.64039851126 4065685.557599606),,,,,,,-1,-1,-1,0,,24,Cl. Extremadura,Números 25-27,http://geoportal.malaga.eu/img/deportes/fz_24.jpg,50,Péndulo o surf,3,http://geoportal.malaga.eu/img/deportes/im50.png,Tonificar la musculatura de brazos y pecho. Mejorar la coordinación general del cuerpo.,"Sujete con fuerza la barra con las manos y suba a la la plataforma. Bien asegurado, mueva las piernas y desplace el péndulo a ambos lados.",Realizar movimientos lentos y controlados para evitar desequilibrios.,http://geoportal.malaga.eu/img/deportes/fm_50_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_50_2.jpg,378719.6404,4065685.5577
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6413,23498,POINT (378719.64039851126 4065685.557599606),,,,,,,-1,-1,-1,0,,24,Cl. Extremadura,Números 25-27,http://geoportal.malaga.eu/img/deportes/fz_24.jpg,51,Pony,3,http://geoportal.malaga.eu/img/deportes/im51.png,"Fortalecer la musculatura de espalda, gluteos y muslos.","Sentado, con las manos en los manillares y los pies apoyados en las plataformas, acercar las manos hacia el cuerpo mientras realizamos una extensión de piernas.",No arquear la espalda durante la ejecución.Debe realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_51_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_51_2.jpg,378719.6404,4065685.5577
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6414,23499,POINT (378719.64039851126 4065685.557599606),,,,,,,-1,-1,-1,0,,24,Cl. Extremadura,Números 25-27,http://geoportal.malaga.eu/img/deportes/fz_24.jpg,52,Press de banca vertical,3,http://geoportal.malaga.eu/img/deportes/im52.png,"Desarrollar la musculatura de miembros superiores, pecho y hombros.Mejorar movilidad de hombros y codos.","Sentado en la silla, sujete las manillas con ambas manos y empuje lentamente hasta extender completamente los brazos.",Debe realizar movimientos lentos y controlados. No retenga la respiración durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_52_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_52_2.jpg,378719.6404,4065685.5577
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6415,23500,POINT (373387.8051984312 4067540.8837995785),,,,,,,-1,-1,-1,0,,25,Cl. Jerez Perchet,Número 29,http://geoportal.malaga.eu/img/deportes/fz_25.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,373387.8052,4067540.8839
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6416,23501,POINT (373387.8051984312 4067540.8837995785),,,,,,,-1,-1,-1,0,,25,Cl. Jerez Perchet,Número 29,http://geoportal.malaga.eu/img/deportes/fz_25.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,373387.8052,4067540.8839
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6417,23502,POINT (373387.8051984312 4067540.8837995785),,,,,,,-1,-1,-1,0,,25,Cl. Jerez Perchet,Número 29,http://geoportal.malaga.eu/img/deportes/fz_25.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,373387.8052,4067540.8839
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6418,23503,POINT (373387.8051984312 4067540.8837995785),,,,,,,-1,-1,-1,0,,25,Cl. Jerez Perchet,Número 29,http://geoportal.malaga.eu/img/deportes/fz_25.jpg,29,Andador,2,http://geoportal.malaga.eu/img/deportes/im29.png,"Mejorar la movilidad, tonicidad y coordinación de miembros inferiores. Aumentar la capacidad cardiaca y pulmonar","Admite dos modalidades:- Sitúese de lado al aparato, realizando movimientos circulares con una mano. Repetir con la otra.- Sitúese frente a las ruedas y agarre cada asidero con una mano.Gire ambas ruedas hacia fuera; a continuación cambie el sentido de la rotación.",Agarrar el asa con fuerza antes de subirNo abandonar el aparato hasta que los pedales estén parados y en paralelo.,http://geoportal.malaga.eu/img/deportes/fm_29_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_29_2.jpg,373387.8052,4067540.8839
