DATA_ACCIDENT,ANY_ACCIDENT,MES_ACCIDENT,HORA_ACCIDENT
23/11/2013,2013,11,18:00
24/11/2013,2013,11,00:05
25/11/2013,2013,11,18:45
25/11/2013,2013,11,19:30
26/11/2013,2013,11,09:45
26/11/2013,2013,11,13:20
26/11/2013,2013,11,12:40
26/11/2013,2013,11,18:15
27/11/2013,2013,11,17:55
28/11/2013,2013,11,21:10
29/11/2013,2013,11,15:05
30/11/2013,2013,11,12:45
30/11/2013,2013,11,18:00
03/12/2013,2013,12,00:40
04/12/2013,2013,12,09:10
04/12/2013,2013,12,09:30
04/12/2013,2013,12,18:15
08/12/2013,2013,12,10:20
06/12/2013,2013,12,00:50
05/12/2013,2013,12,20:00
09/12/2013,2013,12,10:00
10/12/2013,2013,12,11:15
10/12/2013,2013,12,14:06
10/12/2013,2013,12,16:30
11/12/2013,2013,12,09:10
12/12/2013,2013,12,17:30
12/12/2013,2013,12,13:30
14/12/2013,2013,12,14:00
17/12/2013,2013,12,13:30
19/12/2013,2013,12,13:15
19/12/2013,2013,12,14:58
19/12/2013,2013,12,20:30
21/12/2013,2013,12,02:15
21/12/2013,2013,12,05:50
22/12/2013,2013,12,09:20
24/12/2013,2013,12,10:00
25/12/2013,2013,12,03:00
25/12/2013,2013,12,20:00
26/12/2013,2013,12,23:00
27/12/2013,2013,12,13:35
29/12/2013,2013,12,20:53
31/12/2013,2013,12,16:41
01/01/2014,2014,1,07:50
02/01/2014,2014,1,11:50
02/01/2014,2014,1,12:01
03/01/2014,2014,1,09:25
03/01/2014,2014,1,11:20
03/01/2014,2014,1,13:31
03/01/2014,2014,1,17:00
04/01/2014,2014,1,19:45
05/01/2014,2014,1,14:20
05/01/2014,2014,1,22:15
08/01/2014,2014,1,17:00
09/01/2014,2014,1,17:50
10/01/2014,2014,1,14:45
10/01/2014,2014,1,13:00
10/01/2014,2014,1,14:35
05/01/2014,2014,1,13:30
11/01/2014,2014,1,18:00
16/01/2014,2014,1,07:00
16/01/2014,2014,1,17:30
16/01/2014,2014,1,14:45
17/01/2014,2014,1,08:35
17/01/2014,2014,1,12:30
19/01/2014,2014,1,05:45
19/01/2014,2014,1,06:05
21/01/2014,2014,1,06:20
21/01/2014,2014,1,13:50
23/01/2014,2014,1,07:50
23/01/2014,2014,1,05:15
23/01/2014,2014,1,21:30
27/01/2014,2014,1,14:40
26/01/2014,2014,1,08:20
28/01/2014,2014,1,23:40
29/01/2014,2014,1,06:10
29/01/2014,2014,1,22:10
30/01/2014,2014,1,10:20
31/01/2014,2014,1,02:40
30/01/2014,2014,1,20:20
03/02/2014,2014,2,15:33
02/02/2014,2014,2,13:54
27/01/2014,2014,1,14:05
04/02/2014,2014,2,16:00
05/02/2014,2014,2,11:20
05/02/2014,2014,2,13:20
05/02/2014,2014,2,13:30
05/02/2014,2014,2,12:20
06/02/2014,2014,2,10:25
07/02/2014,2014,2,15:10
08/02/2014,2014,2,17:20
07/02/2014,2014,2,14:05
09/02/2014,2014,2,20:00
09/02/2014,2014,2,21:50
09/02/2014,2014,2,23:12
10/02/2014,2014,2,18:55
12/02/2014,2014,2,12:45
13/02/2014,2014,2,08:53
13/02/2014,2014,2,09:06
13/02/2014,2014,2,19:00
14/02/2014,2014,2,13:43
14/02/2014,2014,2,17:50
16/02/2014,2014,2,19:10
13/02/2014,2014,2,12:45
19/02/2014,2014,2,14:30
19/02/2014,2014,2,16:30
20/02/2014,2014,2,12:40
21/02/2014,2014,2,09:10
21/02/2014,2014,2,15:57
21/02/2014,2014,2,19:50
24/02/2014,2014,2,08:10
24/02/2014,2014,2,12:45
25/02/2014,2014,2,17:00
25/02/2014,2014,2,18:23
26/02/2014,2014,2,10:00
26/02/2014,2014,2,18:45
26/02/2014,2014,2,21:20
28/02/2014,2014,2,08:00
28/02/2014,2014,2,09:45
28/02/2014,2014,2,10:15
28/02/2014,2014,2,18:45
02/03/2014,2014,3,20:25
06/03/2014,2014,3,10:20
05/03/2014,2014,3,15:00
05/03/2014,2014,3,20:45
06/03/2014,2014,3,17:00
06/03/2014,2014,3,19:10
07/03/2014,2014,3,08:50
07/03/2014,2014,3,08:20
10/03/2014,2014,3,10:00
12/03/2014,2014,3,06:45
13/03/2014,2014,3,06:20
14/03/2014,2014,3,07:48
15/03/2014,2014,3,15:00
17/03/2014,2014,3,09:20
15/03/2014,2014,3,09:10
18/03/2014,2014,3,16:15
19/03/2014,2014,3,09:00
20/03/2014,2014,3,09:10
20/03/2014,2014,3,15:10
21/03/2014,2014,3,13:15
25/03/2014,2014,3,00:45
24/03/2014,2014,3,14:00
26/03/2014,2014,3,13:45
26/03/2014,2014,3,17:15
26/03/2014,2014,3,17:15
27/03/2014,2014,3,16:53
27/03/2014,2014,3,12:50
29/03/2014,2014,3,06:15
29/03/2014,2014,3,10:35
29/03/2014,2014,3,15:17
31/03/2014,2014,3,18:00
01/04/2014,2014,4,11:25
31/03/2014,2014,3,01:20
03/04/2014,2014,4,12:40
03/04/2014,2014,4,22:00
03/04/2014,2014,4,22:10
04/04/2014,2014,4,11:15
05/04/2014,2014,4,11:58
05/04/2014,2014,4,22:00
07/04/2014,2014,4,14:40
09/04/2014,2014,4,06:50
09/04/2014,2014,4,14:55
10/04/2014,2014,4,09:30
10/04/2014,2014,4,10:58
11/04/2014,2014,4,12:44
11/04/2014,2014,4,22:20
12/04/2014,2014,4,00:50
12/04/2014,2014,4,18:00
14/04/2014,2014,4,14:45
14/04/2014,2014,4,15:55
14/04/2014,2014,4,10:55
14/04/2014,2014,4,10:55
18/04/2014,2014,4,03:15
18/04/2014,2014,4,08:20
18/04/2014,2014,4,15:10
19/04/2014,2014,4,10:30
24/04/2014,2014,4,11:00
24/04/2014,2014,4,14:30
25/04/2014,2014,4,16:50
27/04/2014,2014,4,19:00
28/04/2014,2014,4,04:15
28/04/2014,2014,4,16:30
28/04/2014,2014,4,12:25
28/04/2014,2014,4,18:50
29/04/2014,2014,4,08:00
29/04/2014,2014,4,08:20
02/05/2014,2014,5,18:20
02/05/2014,2014,5,20:45
05/05/2014,2014,5,14:05
05/05/2014,2014,5,18:50
07/05/2014,2014,5,11:20
08/05/2014,2014,5,11:30
10/05/2014,2014,5,04:35
11/05/2014,2014,5,22:20
10/05/2014,2014,5,05:00
12/05/2014,2014,5,10:15
12/05/2014,2014,5,11:30
13/05/2014,2014,5,17:50
13/05/2014,2014,5,22:48
14/05/2014,2014,5,11:00
14/05/2014,2014,5,19:00
15/05/2014,2014,5,10:36
17/05/2014,2014,5,12:36
16/05/2014,2014,5,23:25
16/05/2014,2014,5,11:20
15/05/2014,2014,5,13:51
17/05/2014,2014,5,05:28
17/05/2014,2014,5,05:33
18/05/2014,2014,5,18:50
18/05/2014,2014,5,19:42
19/05/2014,2014,5,06:00
19/05/2014,2014,5,17:45
21/05/2014,2014,5,09:50
23/05/2014,2014,5,16:50
24/05/2014,2014,5,07:40
25/05/2014,2014,5,14:30
25/05/2014,2014,5,17:25
26/05/2014,2014,5,09:55
27/05/2014,2014,5,15:30
28/05/2014,2014,5,12:35
28/05/2014,2014,5,13:00
28/05/2014,2014,5,15:10
28/05/2014,2014,5,20:55
28/05/2014,2014,5,22:15
29/05/2014,2014,5,09:30
02/06/2014,2014,6,12:25
03/06/2014,2014,6,07:20
03/06/2014,2014,6,08:50
03/06/2014,2014,6,11:00
03/06/2014,2014,6,19:40
04/06/2014,2014,6,13:50
05/06/2014,2014,6,10:45
05/06/2014,2014,6,20:00
06/06/2014,2014,6,10:30
06/06/2014,2014,6,17:40
06/06/2014,2014,6,22:20
08/06/2014,2014,6,05:20
08/06/2014,2014,6,15:10
08/06/2014,2014,6,12:20
09/06/2014,2014,6,00:15
09/06/2014,2014,6,13:00
11/06/2014,2014,6,12:50
12/06/2014,2014,6,10:46
12/06/2014,2014,6,21:20
13/06/2014,2014,6,19:10
15/06/2014,2014,6,03:10
13/06/2014,2014,6,09:10
13/06/2014,2014,6,12:10
16/06/2014,2014,6,10:35
16/06/2014,2014,6,13:20
17/06/2014,2014,6,15:35
18/06/2014,2014,6,16:27
18/06/2014,2014,6,22:10
19/06/2014,2014,6,13:30
19/06/2014,2014,6,13:20
19/06/2014,2014,6,17:30
19/06/2014,2014,6,22:50
14/06/2014,2014,6,14:30
20/06/2014,2014,6,09:20
20/06/2014,2014,6,17:15
23/06/2014,2014,6,02:04
24/06/2014,2014,6,13:40
25/06/2014,2014,6,11:40
27/06/2014,2014,6,18:30
28/06/2014,2014,6,18:50
28/06/2014,2014,6,23:38
29/06/2014,2014,6,13:45
29/06/2014,2014,6,20:10
30/06/2014,2014,6,04:35
30/06/2014,2014,6,11:30
30/06/2014,2014,6,11:30
29/06/2014,2014,6,02:50
03/07/2014,2014,7,06:00
02/07/2014,2014,7,14:40
05/07/2014,2014,7,10:00
06/07/2014,2014,7,04:00
08/07/2014,2014,7,02:00
08/07/2014,2014,7,09:00
07/07/2014,2014,7,13:15
07/07/2014,2014,7,16:00
10/07/2014,2014,7,11:20
13/07/2014,2014,7,11:14
11/07/2014,2014,7,14:00
13/07/2014,2014,7,20:30
14/07/2014,2014,7,05:00
14/07/2014,2014,7,12:30
14/07/2014,2014,7,15:30
16/07/2014,2014,7,06:10
17/07/2014,2014,7,21:00
18/07/2014,2014,7,16:40
18/07/2014,2014,7,23:50
19/07/2014,2014,7,18:45
15/07/2014,2014,7,18:30
21/07/2014,2014,7,11:45
21/07/2014,2014,7,11:15
24/07/2014,2014,7,10:15
24/07/2014,2014,7,18:00
27/07/2014,2014,7,04:00
26/07/2014,2014,7,12:35
26/07/2014,2014,7,13:10
28/07/2014,2014,7,09:30
28/07/2014,2014,7,09:09
28/07/2014,2014,7,15:30
29/07/2014,2014,7,10:25
29/07/2014,2014,7,11:15
30/07/2014,2014,7,10:30
30/07/2014,2014,7,23:45
31/07/2014,2014,7,07:50
31/07/2014,2014,7,12:00
01/08/2014,2014,8,09:00
05/08/2014,2014,8,13:19
31/07/2014,2014,7,18:00
09/08/2014,2014,8,17:20
12/08/2014,2014,8,16:50
12/08/2014,2014,8,15:15
15/08/2014,2014,8,21:30
18/08/2014,2014,8,04:20
20/08/2014,2014,8,13:00
22/08/2014,2014,8,12:00
25/08/2014,2014,8,11:15
25/08/2014,2014,8,13:34
25/08/2014,2014,8,17:15
25/08/2014,2014,8,20:10
26/08/2014,2014,8,20:30
29/08/2014,2014,8,11:05
30/08/2014,2014,8,14:45
30/08/2014,2014,8,23:15
31/08/2014,2014,8,06:40
30/08/2014,2014,8,16:45
01/09/2014,2014,9,13:35
02/09/2014,2014,9,13:40
02/09/2014,2014,9,18:20
03/09/2014,2014,9,08:25
04/09/2014,2014,9,18:10
05/09/2014,2014,9,18:00
06/09/2014,2014,9,16:45
09/09/2014,2014,9,11:30
10/09/2014,2014,9,19:00
10/09/2014,2014,9,12:50
10/09/2014,2014,9,12:20
12/09/2014,2014,9,08:55
14/09/2014,2014,9,01:45
16/09/2014,2014,9,20:10
18/09/2014,2014,9,15:37
19/09/2014,2014,9,19:30
19/09/2014,2014,9,22:20
22/09/2014,2014,9,13:15
22/09/2014,2014,9,16:24
22/09/2014,2014,9,19:10
24/09/2014,2014,9,17:55
25/09/2014,2014,9,17:00
26/09/2014,2014,9,10:45
26/09/2014,2014,9,15:00
26/09/2014,2014,9,17:15
27/09/2014,2014,9,12:50
29/09/2014,2014,9,12:50
29/09/2014,2014,9,01:50
29/09/2014,2014,9,23:40
29/09/2014,2014,9,13:55
29/09/2014,2014,9,18:55
30/09/2014,2014,9,21:45
30/09/2014,2014,9,22:00
01/10/2014,2014,10,18:21
01/10/2014,2014,10,21:15
02/10/2014,2014,10,14:20
23/06/2014,2014,6,06:45
03/10/2014,2014,10,13:30
04/10/2014,2014,10,21:00
03/10/2014,2014,10,20:50
06/10/2014,2014,10,08:47
06/10/2014,2014,10,07:30
07/10/2014,2014,10,09:10
07/10/2014,2014,10,13:00
07/10/2014,2014,10,13:45
09/10/2014,2014,10,22:00
08/10/2014,2014,10,22:15
09/10/2014,2014,10,12:00
10/10/2014,2014,10,17:55
11/10/2014,2014,10,09:40
10/10/2014,2014,10,21:35
12/10/2014,2014,10,14:00
15/10/2014,2014,10,12:30
16/10/2014,2014,10,17:10
17/10/2014,2014,10,08:25
17/10/2014,2014,10,17:40
18/10/2014,2014,10,15:00
18/10/2014,2014,10,16:10
21/10/2014,2014,10,12:35
22/10/2014,2014,10,10:25
23/10/2014,2014,10,09:50
24/10/2014,2014,10,07:40
24/10/2014,2014,10,19:10
24/10/2014,2014,10,20:00
25/10/2014,2014,10,11:30
25/10/2014,2014,10,20:25
27/10/2014,2014,10,10:40
27/10/2014,2014,10,12:32
27/10/2014,2014,10,12:55
28/10/2014,2014,10,14:55
28/10/2014,2014,10,21:50
29/10/2014,2014,10,08:12
29/10/2014,2014,10,05:50
30/10/2014,2014,10,11:45
30/10/2014,2014,10,12:55
30/10/2014,2014,10,12:05
30/10/2014,2014,10,18:10
30/10/2014,2014,10,16:40
30/10/2014,2014,10,20:24
31/10/2014,2014,10,19:00
31/10/2014,2014,10,00:35
03/11/2014,2014,11,06:30
02/11/2014,2014,11,19:35
03/11/2014,2014,11,14:00
04/11/2014,2014,11,07:30
05/11/2014,2014,11,13:10
05/11/2014,2014,11,21:10
07/11/2014,2014,11,16:00
08/11/2014,2014,11,05:00
09/11/2014,2014,11,21:00
11/11/2014,2014,11,09:30
11/11/2014,2014,11,18:00
12/11/2014,2014,11,09:00
12/11/2014,2014,11,12:00
12/11/2014,2014,11,16:40
12/11/2014,2014,11,23:30
14/11/2014,2014,11,20:00
14/11/2014,2014,11,23:05
17/11/2014,2014,11,18:25
18/11/2014,2014,11,13:15
18/11/2014,2014,11,14:15
18/11/2014,2014,11,15:05
18/11/2014,2014,11,19:00
19/11/2014,2014,11,13:40
19/11/2014,2014,11,14:01
20/11/2014,2014,11,10:40
20/11/2014,2014,11,15:00
18/11/2014,2014,11,13:15
21/11/2014,2014,11,15:40
21/11/2014,2014,11,21:08
22/11/2014,2014,11,14:35
24/11/2014,2014,11,15:10
24/11/2014,2014,11,18:20
25/11/2014,2014,11,11:45
26/11/2014,2014,11,13:30
28/11/2014,2014,11,03:30
27/11/2014,2014,11,10:40
27/11/2014,2014,11,15:45
28/11/2014,2014,11,10:56
01/12/2014,2014,12,08:50
01/12/2014,2014,12,08:05
01/12/2014,2014,12,11:40
02/12/2014,2014,12,09:10
04/12/2014,2014,12,14:08
05/12/2014,2014,12,17:40
06/12/2014,2014,12,09:20
06/12/2014,2014,12,20:48
11/12/2014,2014,12,07:20
12/12/2014,2014,12,06:30
12/12/2014,2014,12,09:20
13/12/2014,2014,12,05:35
14/12/2014,2014,12,00:06
15/12/2014,2014,12,03:50
15/12/2014,2014,12,17:15
17/12/2014,2014,12,07:30
17/12/2014,2014,12,18:20
18/12/2014,2014,12,21:20
18/12/2014,2014,12,13:00
19/12/2014,2014,12,13:15
19/12/2014,2014,12,13:54
19/12/2014,2014,12,18:00
23/12/2014,2014,12,19:10
23/12/2014,2014,12,11:00
24/12/2014,2014,12,15:05
27/12/2014,2014,12,17:15
29/12/2014,2014,12,09:30
31/12/2014,2014,12,13:30
31/12/2014,2014,12,20:24
02/01/2015,2015,1,23:30
03/01/2015,2015,1,14:10
03/01/2015,2015,1,00:15
03/01/2015,2015,1,19:00
04/01/2015,2015,1,00:45
04/01/2015,2015,1,03:50
06/01/2015,2015,1,22:30
08/01/2015,2015,1,16:00
09/01/2015,2015,1,16:50
09/01/2015,2015,1,18:00
10/01/2015,2015,1,21:40
11/01/2015,2015,1,17:00
13/01/2015,2015,1,01:05
14/01/2015,2015,1,06:50
15/01/2015,2015,1,10:30
18/01/2015,2015,1,04:15
18/01/2015,2015,1,21:19
19/01/2015,2015,1,16:30
19/01/2015,2015,1,18:20
19/01/2015,2015,1,14:25
21/01/2015,2015,1,14:00
22/01/2015,2015,1,06:45
22/01/2015,2015,1,10:50
24/01/2015,2015,1,14:20
25/01/2015,2015,1,15:20
25/01/2015,2015,1,20:45
26/01/2015,2015,1,10:45
28/01/2015,2015,1,11:16
29/01/2015,2015,1,06:30
29/01/2015,2015,1,16:00
29/01/2015,2015,1,12:00
16/01/2015,2015,1,16:30
31/01/2015,2015,1,15:45
01/02/2015,2015,2,01:23
03/02/2015,2015,2,10:30
04/02/2015,2015,2,21:29
05/02/2015,2015,2,19:19
06/02/2015,2015,2,09:00
06/02/2015,2015,2,15:15
06/02/2015,2015,2,17:30
07/02/2015,2015,2,12:15
09/02/2015,2015,2,09:21
09/02/2015,2015,2,18:15
10/02/2015,2015,2,11:30
11/02/2015,2015,2,14:35
11/02/2015,2015,2,12:40
13/02/2015,2015,2,10:30
16/02/2015,2015,2,11:10
16/02/2015,2015,2,14:40
18/02/2015,2015,2,04:50
20/02/2015,2015,2,22:40
20/02/2015,2015,2,17:35
22/02/2015,2015,2,06:45
22/02/2015,2015,2,14:47
23/02/2015,2015,2,08:20
23/02/2015,2015,2,11:35
19/02/2015,2015,2,21:50
17/02/2015,2015,2,07:40
24/02/2015,2015,2,17:40
24/02/2015,2015,2,17:50
24/02/2015,2015,2,19:59
25/02/2015,2015,2,18:30
25/02/2015,2015,2,19:20
26/02/2015,2015,2,11:50
27/02/2015,2015,2,08:45
28/02/2015,2015,2,16:30
22/04/2017,2017,4,11:30
07/06/2016,2016,6,19:15
01/04/2017,2017,4,13:45
13/04/2017,2017,4,15:30
12/04/2017,2017,4,09:40
14/04/2017,2017,4,10:00
15/04/2017,2017,4,06:14
15/04/2017,2017,4,00:35
15/04/2017,2017,4,17:10
25/04/2017,2017,4,06:10
27/04/2017,2017,4,08:35
27/06/2016,2016,6,09:30
27/06/2016,2016,6,13:30
27/06/2016,2016,6,13:20
26/06/2016,2016,6,15:00
24/06/2016,2016,6,23:55
23/06/2016,2016,6,10:20
21/06/2016,2016,6,01:35
21/06/2016,2016,6,12:11
10/06/2016,2016,6,10:40
09/06/2016,2016,6,07:40
08/06/2016,2016,6,13:20
07/06/2016,2016,6,04:10
07/06/2016,2016,6,09:15
07/06/2016,2016,6,10:15
07/06/2016,2016,6,11:10
07/06/2016,2016,6,13:50
07/06/2016,2016,6,15:40
06/06/2016,2016,6,18:10
05/06/2016,2016,6,18:20
19/03/2015,2015,3,08:00
19/03/2015,2015,3,08:30
19/03/2015,2015,3,18:20
19/03/2015,2015,3,21:05
18/03/2015,2015,3,17:53
18/03/2015,2015,3,15:28
17/03/2015,2015,3,08:15
16/03/2015,2015,3,20:45
04/06/2016,2016,6,12:20
04/06/2016,2016,6,19:40
03/06/2016,2016,6,08:20
03/06/2016,2016,6,12:15
19/04/2017,2017,4,21:00
20/04/2017,2017,4,08:30
22/04/2017,2017,4,21:17
23/04/2017,2017,4,20:00
30/03/2015,2015,3,14:20
28/03/2015,2015,3,13:40
27/03/2015,2015,3,13:00
27/03/2015,2015,3,13:20
26/03/2015,2015,3,07:08
23/03/2015,2015,3,10:55
23/03/2015,2015,3,13:00
23/03/2015,2015,3,19:15
23/03/2015,2015,3,21:39
23/03/2015,2015,3,23:00
21/03/2015,2015,3,10:30
21/03/2015,2015,3,21:15
20/03/2015,2015,3,20:28
15/03/2015,2015,3,00:10
14/03/2015,2015,3,14:15
14/03/2015,2015,3,19:45
11/03/2015,2015,3,16:50
11/03/2015,2015,3,10:35
10/03/2015,2015,3,13:25
10/03/2015,2015,3,13:25
09/03/2015,2015,3,09:15
09/03/2015,2015,3,15:40
08/03/2015,2015,3,14:25
08/03/2015,2015,3,10:50
07/03/2015,2015,3,13:35
06/03/2015,2015,3,11:00
06/03/2015,2015,3,22:30
05/03/2015,2015,3,16:40
04/03/2015,2015,3,15:12
04/03/2015,2015,3,14:55
04/03/2015,2015,3,11:00
03/03/2015,2015,3,21:30
03/03/2015,2015,3,19:30
03/03/2015,2015,3,18:16
02/03/2015,2015,3,09:50
29/06/2016,2016,6,12:00
29/06/2016,2016,6,18:35
28/06/2016,2016,6,19:50
27/06/2016,2016,6,20:40
29/04/2017,2017,4,12:05
29/04/2017,2017,4,09:10
27/04/2017,2017,4,14:25
11/05/2017,2017,5,11:30
04/07/2016,2016,7,17:20
02/07/2016,2016,7,11:15
02/07/2016,2016,7,09:40
01/07/2016,2016,7,18:10
01/07/2016,2016,7,14:30
23/04/2015,2015,4,18:15
23/04/2015,2015,4,18:30
22/04/2015,2015,4,14:20
21/04/2015,2015,4,11:30
21/04/2015,2015,4,13:40
20/04/2015,2015,4,17:45
19/04/2015,2015,4,19:40
19/04/2015,2015,4,16:20
19/04/2015,2015,4,09:51
18/04/2015,2015,4,01:45
17/04/2015,2015,4,13:10
15/04/2015,2015,4,16:40
13/04/2015,2015,4,12:20
13/04/2015,2015,4,09:00
12/04/2015,2015,4,07:00
11/04/2015,2015,4,21:30
11/04/2015,2015,4,22:00
10/04/2015,2015,4,15:50
09/04/2015,2015,4,19:50
09/04/2015,2015,4,17:40
29/04/2015,2015,4,14:45
28/04/2015,2015,4,15:15
27/04/2015,2015,4,18:00
26/04/2015,2015,4,21:50
24/04/2015,2015,4,13:00
09/04/2015,2015,4,12:30
08/04/2015,2015,4,09:00
08/04/2015,2015,4,16:18
08/04/2015,2015,4,16:15
08/04/2015,2015,4,18:45
07/04/2015,2015,4,14:20
07/04/2015,2015,4,06:55
06/04/2015,2015,4,20:30
04/04/2015,2015,4,19:45
04/04/2015,2015,4,14:20
02/04/2015,2015,4,16:00
12/05/2017,2017,5,12:15
13/05/2017,2017,5,22:45
13/05/2017,2017,5,10:45
13/05/2017,2017,5,13:00
14/05/2017,2017,5,13:40
14/05/2017,2017,5,03:55
15/05/2017,2017,5,21:50
16/05/2017,2017,5,09:40
16/05/2017,2017,5,13:28
22/07/2016,2016,7,17:50
22/07/2016,2016,7,17:55
20/07/2016,2016,7,09:49
19/07/2016,2016,7,08:20
19/07/2016,2016,7,14:05
18/07/2016,2016,7,20:19
18/07/2016,2016,7,15:00
18/07/2016,2016,7,17:10
17/07/2016,2016,7,16:45
16/07/2016,2016,7,12:15
15/07/2016,2016,7,19:00
15/07/2016,2016,7,20:00
12/05/2017,2017,5,17:30
06/07/2016,2016,7,20:25
06/07/2016,2016,7,18:30
06/07/2016,2016,7,15:30
05/07/2016,2016,7,14:15
24/07/2016,2016,7,04:15
22/07/2016,2016,7,10:55
15/07/2016,2016,7,15:40
15/07/2016,2016,7,10:57
13/07/2016,2016,7,12:40
13/07/2016,2016,7,08:25
13/07/2016,2016,7,13:30
13/07/2016,2016,7,15:00
13/07/2016,2016,7,13:40
10/05/2017,2017,5,12:35
10/05/2017,2017,5,11:20
11/05/2017,2017,5,09:10
12/05/2017,2017,5,17:20
19/05/2017,2017,5,14:35
20/05/2017,2017,5,13:45
20/05/2017,2017,5,15:30
29/05/2015,2015,5,23:30
29/05/2015,2015,5,20:00
29/05/2015,2015,5,17:20
29/05/2015,2015,5,12:00
28/05/2015,2015,5,06:11
28/05/2015,2015,5,08:20
28/05/2015,2015,5,17:15
25/05/2015,2015,5,14:26
24/05/2015,2015,5,12:40
22/05/2015,2015,5,01:50
21/05/2015,2015,5,13:00
19/05/2015,2015,5,08:15
19/05/2015,2015,5,18:40
19/05/2015,2015,5,15:50
19/05/2015,2015,5,13:15
18/05/2015,2015,5,19:06
17/05/2015,2015,5,23:00
16/05/2015,2015,5,23:00
16/05/2015,2015,5,21:30
15/05/2015,2015,5,19:30
15/05/2015,2015,5,17:00
15/05/2015,2015,5,14:40
14/05/2015,2015,5,21:05
13/05/2015,2015,5,11:10
11/05/2015,2015,5,16:00
11/05/2015,2015,5,10:20
11/05/2015,2015,5,17:15
10/05/2015,2015,5,20:50
10/05/2015,2015,5,18:35
08/05/2015,2015,5,17:30
08/05/2015,2015,5,17:00
08/05/2015,2015,5,15:00
07/05/2015,2015,5,13:50
07/05/2015,2015,5,17:00
07/05/2015,2015,5,13:10
06/05/2015,2015,5,13:15
06/05/2015,2015,5,23:03
05/05/2015,2015,5,15:05
04/05/2015,2015,5,20:25
04/05/2015,2015,5,20:45
03/05/2015,2015,5,19:00
03/05/2015,2015,5,14:15
02/05/2015,2015,5,11:15
01/05/2015,2015,5,23:45
21/05/2017,2017,5,12:45
21/05/2017,2017,5,18:00
21/05/2017,2017,5,18:10
22/05/2017,2017,5,10:10
22/05/2017,2017,5,22:15
12/07/2016,2016,7,14:00
11/07/2016,2016,7,09:00
09/07/2016,2016,7,18:15
09/07/2016,2016,7,10:15
09/07/2016,2016,7,10:47
08/07/2016,2016,7,14:20
06/07/2016,2016,7,01:45
24/05/2017,2017,5,10:55
13/05/2015,2015,5,16:10
12/05/2015,2015,5,14:15
29/07/2016,2016,7,12:10
29/07/2016,2016,7,19:10
28/07/2016,2016,7,22:30
27/07/2016,2016,7,18:40
26/07/2016,2016,7,15:23
29/05/2017,2017,5,17:50
29/05/2017,2017,5,22:05
30/05/2017,2017,5,19:50
01/05/2017,2017,5,11:46
02/05/2017,2017,5,15:00
03/05/2017,2017,5,15:15
05/05/2017,2017,5,17:20
06/05/2017,2017,5,12:05
06/05/2017,2017,5,21:05
07/05/2017,2017,5,16:45
07/05/2017,2017,5,16:46
08/05/2017,2017,5,15:10
09/05/2017,2017,5,21:55
10/05/2017,2017,5,09:05
26/05/2017,2017,5,02:30
25/05/2017,2017,5,21:05
26/05/2017,2017,5,08:30
26/05/2017,2017,5,12:15
26/05/2017,2017,5,15:40
27/05/2017,2017,5,17:20
28/05/2017,2017,5,11:20
26/05/2017,2017,5,20:00
01/08/2016,2016,8,16:30
01/08/2016,2016,8,08:40
21/06/2015,2015,6,14:30
20/06/2015,2015,6,13:50
20/06/2015,2015,6,07:45
19/06/2015,2015,6,00:25
19/06/2015,2015,6,15:18
19/06/2015,2015,6,10:20
19/06/2015,2015,6,19:45
18/06/2015,2015,6,13:55
17/06/2015,2015,6,21:00
17/06/2015,2015,6,15:00
17/06/2015,2015,6,20:18
17/06/2015,2015,6,15:00
16/06/2015,2015,6,18:40
16/06/2015,2015,6,17:25
15/06/2015,2015,6,20:00
15/06/2015,2015,6,13:40
15/06/2015,2015,6,13:30
15/06/2015,2015,6,12:45
28/08/2016,2016,8,07:10
25/08/2016,2016,8,01:15
24/08/2016,2016,8,14:20
22/08/2016,2016,8,13:15
20/08/2016,2016,8,20:10
18/08/2016,2016,8,18:20
18/08/2016,2016,8,12:30
17/08/2016,2016,8,14:30
16/08/2016,2016,8,13:00
16/08/2016,2016,8,13:00
25/06/2015,2015,6,16:50
15/06/2015,2015,6,12:20
14/06/2015,2015,6,10:00
12/06/2015,2015,6,11:10
11/06/2015,2015,6,17:45
11/06/2015,2015,6,15:50
10/06/2015,2015,6,19:56
10/06/2015,2015,6,14:30
09/06/2015,2015,6,12:05
08/06/2015,2015,6,10:38
08/06/2015,2015,6,15:45
07/06/2015,2015,6,20:45
07/06/2015,2015,6,19:00
07/06/2015,2015,6,07:20
06/06/2015,2015,6,08:25
06/06/2015,2015,6,05:15
05/06/2015,2015,6,00:40
05/06/2015,2015,6,22:25
04/06/2015,2015,6,08:40
01/06/2015,2015,6,21:10
01/06/2015,2015,6,13:00
01/06/2015,2015,6,13:00
01/06/2015,2015,6,11:15
01/06/2017,2017,6,10:55
02/06/2017,2017,6,21:30
04/06/2017,2017,6,22:50
05/06/2017,2017,6,17:00
06/06/2017,2017,6,11:30
06/06/2017,2017,6,15:20
06/06/2017,2017,6,22:50
10/08/2016,2016,8,12:45
06/08/2016,2016,8,20:50
04/08/2016,2016,8,08:55
03/08/2016,2016,8,20:30
29/06/2015,2015,6,16:45
28/06/2015,2015,6,23:00
27/06/2015,2015,6,18:20
26/06/2015,2015,6,12:15
26/06/2015,2015,6,18:00
26/06/2015,2015,6,19:50
26/06/2015,2015,6,23:00
