ID,DATA_CONVOCATORIA,ANY_CONVOCATORIA,CODI_TIPUS_CONVOCATORIA,TIPUS_CONVOCATORIA,CODIGO_CONVOCATORIA,CONVOCATORIA,MESA_CODI,MESA_DISTRICTE,MESA_SECCIO,MESA,MESA_OBERTA,MESA_COMUNICADA,MESA_HORA_COMUNICADA,MESA_CENS,MESA_AVANÇ1,MESA_AVANÇ2,MESA_AVANÇ3,MESA_VOTS_NULS,MESA_VOTS_BLANCS,MESA_TOTAL_VOTS,PARTIT_ENTEL,PARTIT_COLOR,PARTIT_CODI,PARTIT_SIGLES,PARTIT_NOM,PARTIT_VOTS,TOTAL_CENS,TOTAL_AVANC1,TOTAL_AVANC2,TOTAL_AVANC3,TOTAL_VOTS_NULS,TOTAL_VOTS_BLANCS,DADES,ESTAT
2016-C2016-3908-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3908,2,1,A,SI,SI,22:09,560,191,278,361,2,1,361,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,28,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3908-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3908,2,1,A,SI,SI,22:09,560,191,278,361,2,1,361,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,2,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3908-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3908,2,1,A,SI,SI,22:09,560,191,278,361,2,1,361,8,#97668B,296,ECP,En Comú Podem,110,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,8,#97668B,296,ECP,En Comú Podem,178,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3908-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3908,2,1,A,SI,SI,22:09,560,191,278,361,2,1,361,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,61,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,45,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,3,#2E9AFE,2,PP,Partit Popular,46,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,7,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,51,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,22,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,4,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,8,#97668B,296,ECP,En Comú Podem,127,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3909-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3909,2,1,B,SI,SI,22:10,599,183,248,367,1,3,367,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,68,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,59,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,3,#2E9AFE,2,PP,Partit Popular,53,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,12,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,49,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,32,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,3,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,8,#97668B,296,ECP,En Comú Podem,129,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3910-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3910,2,1,C,SI,SI,22:12,635,214,295,410,1,3,410,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,69,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,52,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,3,#2E9AFE,2,PP,Partit Popular,83,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,16,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,58,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,24,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,8,#97668B,296,ECP,En Comú Podem,197,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3911-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3911,2,3,A,SI,SI,21:52,762,278,372,506,3,1,506,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,3,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,86,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,70,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,3,#2E9AFE,2,PP,Partit Popular,85,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,13,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,72,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,24,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,8,#97668B,296,ECP,En Comú Podem,194,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3912-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3912,2,3,B,SI,SI,21:53,867,313,429,546,1,1,546,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,84,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,56,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,3,#2E9AFE,2,PP,Partit Popular,39,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,18,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,79,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,17,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,8,#97668B,296,ECP,En Comú Podem,167,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3913-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3913,2,4,A,SI,SI,21:24,728,217,312,469,4,4,469,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,106,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,91,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,3,#2E9AFE,2,PP,Partit Popular,61,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,14,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,120,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,15,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,2,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,8,#97668B,296,ECP,En Comú Podem,193,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3914-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3914,2,4,B,SI,SI,22:17,931,277,425,612,4,4,612,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,2,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,72,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,48,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,3,#2E9AFE,2,PP,Partit Popular,77,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,10,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,71,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,26,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,8,#97668B,296,ECP,En Comú Podem,199,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3915-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3915,2,5,U,SI,SI,21:55,864,279,392,513,4,4,513,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,60,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,40,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,3,#2E9AFE,2,PP,Partit Popular,64,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,13,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,76,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,16,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,8,#97668B,296,ECP,En Comú Podem,165,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3916-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3916,2,6,A,SI,SI,21:50,697,225,321,441,1,5,441,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,68,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,45,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,3,#2E9AFE,2,PP,Partit Popular,87,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,8,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,63,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,23,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,0,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3917-14,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3917,2,6,B,SI,SI,21:51,836,233,331,479,4,2,479,9,#FF0000,14,PCPC,Partit Comunista del Poble de Catalunya,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-200,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,1,#DF0101,200,PSC,Partit Socialistes de Catalunya,71,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-4,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,2,#FFBF00,4,ERC-CATSÍ,Esquerra Republicana de Catalunya-Catalunya Sí,40,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-2,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,3,#2E9AFE,2,PP,Partit Popular,68,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-222,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,4,#6B8B23,222,PACMA,Partit Antitaurí Contra el Maltractament Animal,10,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-223,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,5,#EF7A36,223,Cs,Ciutadans - Partido de la Ciudadania,47,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-298,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,6,#08088A,298,CDC,Convergencia Democràtica de Catalunya,17,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-294,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,7,#008000,294,RECORTESCERO,Recortes Cero-Grupo Verde,1,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
2016-C2016-3918-296,25/06/2016,2016,4,Congrés,C2016,Eleccions Generals 2016,3918,3,1,A,SI,SI,21:20,583,177,262,379,2,5,379,8,#97668B,296,ECP,En Comú Podem,118,53822,17497,24624,34742,199,265,12/10/2016 09:20:16 PM,1
