EXERCICI,CODI_ORGANIC,ORANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACION,PRESSUPOST_INICIAL
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,1600003,Seguretat social personal laboral,Seguretat Social,41517.38
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,20927.18
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament maquinaria, instal·lacions i utillatge",10000
2016,3U036,SERVEI D'EDUCACIÓ,3341,POLÍTICA LINGÜÍSTICA,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament de maquinària, instal.lacions i utillatge",750
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment de maquinària, instal.lacions i uti",500
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,21400,Material de transport,"Reparacions, manteniment, conservació d'elements transport",300
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions",14600
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22103,Combustibles i carburants.,Combustibles i carburants.,100
2016,3U036,SERVEI D'EDUCACIÓ,3341,POLÍTICA LINGÜÍSTICA,22201,Postals.,Comunicacions postals,100
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22300,Transports,Transports,15000
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22602,Publicitat i propaganda.,Publicitat i propaganda,8460.04
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22602,Publicitat i propaganda.,Publicitat i propaganda,10900
2016,3U036,SERVEI D'EDUCACIÓ,3341,POLÍTICA LINGÜÍSTICA,22602,Publicitat i propaganda.,Publicitat i propaganda,7300
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",17900
2016,3U036,SERVEI D'EDUCACIÓ,3341,POLÍTICA LINGÜÍSTICA,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",2500
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22609,Activitats culturals i esportives,Activitats culturals i esportives,88337
2016,3U036,SERVEI D'EDUCACIÓ,3341,POLÍTICA LINGÜÍSTICA,22609,Activitats culturals i esportives,Activitats culturals i esportives,1850
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22699,Altres despeses diverses,Altres despeses diverses,4950
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22706,Estudis i treballs tècnics.,Projectes i activitats de millora,18000
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,1350
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,353309
2016,3U036,SERVEI D'EDUCACIÓ,3341,POLÍTICA LINGÜÍSTICA,46700,Quota consorci,Aportació consorci de Normalització Lingüística,102000
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,48000,TRANSFERENCIAS CTES. A PARTICULARES,Conveni autonomia de centres CEIP'S,37000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció Asociación Internacional Ciudades Educadores,350
2016,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,48001,A FAMILIAS,Ajuts transport,7000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48001,A FAMILIAS,Conveni moviment de mestres,800
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48002,TRANSFERENCIA A PARTICUL. (RESIDENCIAS),Subvenció amics de la bressola i cercle,601
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48003,A Famílies i Institucions sense fins de lucre.,Conveni col.laboració Fundació autònoma solidària. Projecte,3500
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48005,A Famílies i Institucions sense fins de lucre.,Subvenció Esbartdansaires de Rubí. Campanya dansa a les esco,42152.35
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48006,A Famílies i Institucions sense fins de lucre.,Subvenció Aula Jove. Programa de reforç escolar curs 15-16,3000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48007,A Famílies i Institucions sense fins de lucre.,Subvencions Centres educatius,20000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48009,Mesures excepcionals 2013,Subvenció per lleure educatiu,40000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48010,Descripción Económica,Subvenció aniversaris escoles,500
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48011,Descripción Económica,Subvenció esplais i agrupacions escoles,12000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48012,Descripción Económica,Subvenció escoles primària transport escolar,38000
2016,3U036,SERVEI D'EDUCACIÓ,3260,PROMOCIÓ EDUCATIVA,48100,"Premis, beques i pensions d'estudis i investigacions",Premi de recerca Miquel Segura,1250
2016,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,13000,Retribucions bàsiques.,Retribucions bàsiques,203371.55
2016,3U037,ESCOLES BRESSOLS,3264,ESCOLA BRESSOL LA BRUNA,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics,7500
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,13000,Retribucions bàsiques.,Retribucions bàsiques,306544.1
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,15300,Complement dedicació especial,Complement de dedicació especial,7204.82
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",5100
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,21600,Manteniment,"Reparacions, manteniment i conservació d'equips per a proces",9806
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció alumnes preu públic,2900
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,48001,A FAMILIAS,Premi concurs de màscares de l'Escola d'Art,300
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,62300,"Maquinària, instal·lacions tècniques i utillatge.","Maquinària, instal.lacions tècniques i utillatge",4150
2016,3U038,ESCOLA D'ART,3262,ESCOLA D'ART,62600,Equips per a processos d'informació.,Equips per a processos d'informació,6232
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,13000,Retribucions bàsiques.,Retribucions bàsiques,339805.41
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,13002,Altres remuneracions.,Altres remuneracions,339713.42
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,15006,Productivitat 25perc. laborals,Paga Productuvitat 25%,11207.72
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,7427.84
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,1600003,Seguretat social personal laboral,Seguretat Social,218050.04
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",3500
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,21600,Manteniment,Rep. mant. i conserv. equips per a processos,700
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,2200001,Altre material divers,Altre material divers,2965
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22002,Material informàtic no inventariable.,Material informàtic no inventariable.,200
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22299,Altres despeses en comunicacions.,Altres despeses en comunicacions.,400
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22300,Transports,Transports,500
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22602,Publicitat i propaganda.,Publicitat i propaganda,1100
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22609,Activitats culturals i esportives,Activitats culturals i esportives,8150
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,22699,Altres despeses diverses,Altres despeses diverses,1100
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvenció alumnes preu públic,10120.13
2016,3U039,ESCOLA DE MÚSICA,3263,ESCOLA DE MÚSICA,62300,"Maquinària, instal·lacions tècniques i utillatge.","Maquinària, instal·lacions tècniques i utillatge.",4700
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12003,Sous del Grup C1.,Sous del grup C1,7383
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1200401,Sous del Grup C2 interins,Sous grup C2 interins,8462.34
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12006,Triennis.,Triennis,505.54
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12100,Complement de destinació funcionaris de carrera,Complement de destinació,7329.49
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1210031,Altres complements interins,Altres complements interins,402.5
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12101,Complement específic.,Complement específic,14322.4
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,12103,Altres complements.,Altres complements,379.23
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,13000,Retribucions bàsiques.,Retribucions bàsiques,13474.98
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,13000,Retribucions bàsiques.,Retribucions bàsiques,32261.52
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,13002,Altres remuneracions.,Altres remuneracions,23894.64
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,13002,Altres remuneracions.,Altres remuneracions,61144.44
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,622.06
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,15006,Productivitat 25perc. laborals,Paga productivitat 25%,621.12
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1550.81
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,5118.02
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1600003,Seguretat social personal laboral,Seguretat Social,11944.1
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,1600003,Seguretat social personal laboral,Seguretat Social,29895.5
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,6100.52
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament de maquinària, instal.lacions i utillatge",173622.33
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament de material de transport,10163.75
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,"Reparacions, manteniment i conservació d'edificis i altres c",60000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions i manteniment de maquinària, instal.lacions tècn",5000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,21400,Material de transport,Reparacions i manteniment d'elements de transport,2000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,2200001,Altre material divers,Altre material divers,1000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22103,Combustibles i carburants.,Combustible i carburant,500
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22110,Productes de neteja i lavabo.,Productes de neteja i acondicionament,8000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22199,Altres subministraments.,Altres subministrament,10000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22602,Publicitat i propaganda.,Publicitat i propaganda,6500
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22602,Publicitat i propaganda.,Publicitat i propaganda.,2000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",1500
2016,3U041,SERVEI DE CULTURA,3330,MUSEUS,13000,Retribucions bàsiques.,Retribucions bàsiques,37312.65
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22609,Activitats culturals i esportives,Activitats culturals i esportives,30000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22699,Altres despeses diverses,Altres despeses diverses,10000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22699,Altres despeses diverses,Altres despeses diverses,500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22700,Neteja i lavabo.,Neteja i toaleta,1000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22700,Neteja i lavabo.,Neteja i toaleta,1000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,25000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profesional,186327.09
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subv.Club Esportiu Rubí Futbol Sala. Programa de manteniment,30000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subv. Club Esportiu Rubí Futbol Sala. Conveni dinamització p,64669
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,4800001,TRANSFERENCIAS CTES. A PARTICULARES,Subv.Club Esportiu Rubí Futbol Sala. Progr. mant. curs 16-17,30000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48001,A FAMILIAS,Subvencions a entitats i programes esportius,7500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48002,TRANSFERENCIA A PARTICUL. (RESIDENCIAS),Subvenció per la participació en els JEE,7000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,48002,TRANSFERENCIA A PARTICUL. (RESIDENCIAS),Subvenció Unió Atlètica Rubí. Conveni gestió pistes d'atleti,72000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48003,A Famílies i Institucions sense fins de lucre.,Subvenció Club Cent Patins. Base. Competicions nacionals i i,15000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48004,A Famílies i Institucions sense fins de lucre.,Subvencions especials activitats esportives,4500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48006,A Famílies i Institucions sense fins de lucre.,Subvenció Unió Esportiva Rubí. Temporada esportiva competici,61000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,48006,A Famílies i Institucions sense fins de lucre.,Subvenció Unió Atlètica Rubí. 50% de les quotes del préstec,4000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48007,A Famílies i Institucions sense fins de lucre.,Subvenció CE Olímpic de Can Fatjó. Temporada esportiva compe,18000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,48007,A Famílies i Institucions sense fins de lucre.,"Subvenció CEB Sant Jordi. Millora, manteniment i conservació",2000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48008,Descripción Económica,Subvenció CE Esportiu Rubí Futbol Sala. Temporada esportiva,15000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48009,Mesures excepcionals 2013,Subvenció CF Juventud 25 de Septiembre. Temporada esportiva,18000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48010,Descripción Económica,Subvenció Unió Atlètica Rubí. Temporada esportiva competicio,9000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48011,Descripción Económica,Subv.Club Esportiu Horitzó. Programa d'activitats esportives,3600
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48012,Descripción Económica,Subvenció Club Voleibol Rubí. Temporada esportiva competicio,6200
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48013,Descripción Económica,Subvenció CEB Sant Jordi. Temporada esportiva competicions f,6500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48014,Descripción Económica,Subvenció Club Handbol Rubí. Temporada esportiva competicion,1500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48015,Descripción Económica,Subvenció Club Esportiu Rubí Futbol Sala. Escola Esportiva.,3100
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48016,Descripción Económica,Subvenció CEB Sant Jordi. Escola Esportiva.,2500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48017,Descripción Económica,Subvenció Club Voleibol Rubí. Escola Esportiva.,1500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48018,Descripción Económica,Subvenció Club Handbol Rubí. Escola Esportiva.,600
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48019,Descripción Económica,Subvenció Club Cent Patins. Escola Esportiva.,1000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48022,Descripción Económica,Subvenció Club Unió Pentanca Les Torres-Rubí. Temporada espo,4000
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48023,Descripción Económica,Subvenció Associació de veïns Les Torres.Programa d'esports,500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48024,Descripción Económica,Subvenció Escola Regina Carmeli. Temporada esportiva competi,4500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48025,Descripción Económica,Subvenció GAER. Temporada esportiva gimnàstica,1500
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48026,Descripción Económica,Subvenció Club Boxa Rubí.Temporada esportiva,1200
2016,3U040,SERVEI D'ESPORTS,3410,PROMOCIÓ I FOMENT DE L'ESPORT,48027,Descripción Económica,Subvenció ajuts socials esportius,120000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,62200,Edificis i altres construccions,Inversió nova en edificis i altres construccions,87000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,62300,"Maquinària, instal·lacions tècniques i utillatge.","Maquinària, instal·lacions tècniques i utillatge.",23000
2016,3U040,SERVEI D'ESPORTS,3420,INSTAL·LACIONS ESPORTIVES,62900,Altres inv. noves assoc. al funcionament oper. serveis,Altres inversions noves assoc. al funcionament operatiu del,79983.29
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1200101,Sous grup A2 interins,Sous grup A2 interins,39106.68
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,12003,Sous del Grup C1.,Sous Grup C1,9878.92
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1200501,Sous del Grup E interins,Sous grup AP interins,7572.34
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,12006,Triennis.,Triennis,472.64
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,12006,Triennis.,Triennis,185.92
2016,3U041,SERVEI DE CULTURA,3330,MUSEUS,12100,Complement de destinació funcionaris de carrera,Complement de destinació,4589.03
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,12100,Complement de destinació funcionaris de carrera,Complement destinacio,9837.13
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,12100,Complement de destinació funcionaris de carrera,Complement de destinació,3280.62
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1210001,Complement de destí interí,Complement desti interins,9896.04
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1210031,Altres complements interins,Altres complements interins,1775.76
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1210031,Altres complements interins,Altres complemnts interins,373.94
2016,3U041,SERVEI DE CULTURA,3330,MUSEUS,12101,Complement específic.,Complement específic,10497.64
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,12101,Complement específic.,Complement especific,18814.68
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,12101,Complement específic.,Complement específic,6789.44
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1210101,Complement específic interí,Complement especific interins,25974.9
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1210101,Complement específic interí,Complement especific interins,1059.38
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,12103,Altres complements.,Altres complements,507.69
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,13000,Retribucions bàsiques.,retribucions basiques,55391.94
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,13000,Retribucions bàsiques.,Retribucions bàsiques,35771.44
2016,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,13000,Retribucions bàsiques.,Retribucions bàsiques,34631.86
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,13002,Altres remuneracions.,Altres retribucions,75544.7
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,13002,Altres remuneracions.,Altres remuneracions,59956.26
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1500102,PRODUCTIVITAT 2. RENDIMENT laboral fix,Productivitat 2on rendiment,4898.32
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,15005,Productivitat 25perc. funcionaris carrera,25%Productivitat,1778.42
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,15005,Productivitat 25perc. funcionaris carrera,Paga productivitat 25%,299.41
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,15006,Productivitat 25perc. laborals,Paga productivitat 25%,2233.86
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,15006,Productivitat 25perc. laborals,Paga productivitat 25%,1618.1
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1600002,Seguretat social personal funcionari de carrera,Seguretat social,6432.23
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1600003,Seguretat social personal laboral,Segureta Social,41649.58
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1600003,Seguretat social personal laboral,Seguretat Social,30112.71
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,29759.95
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,6127.22
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament maquinaria, instal·lacions i utillatge",10000
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22602,Publicitat i propaganda.,Publicitat i propaganda,5000
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22602,Publicitat i propaganda.,Publicitat i propaganda,19999.66
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22609,Activitats culturals i esportives,Activitats culturals i esportives,77000
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22609,Activitats culturals i esportives,Activitats culturals i esportives,137048
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,22699,Altres despeses diverses,Altres despeses diverses,19000
2016,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22699,Altres despeses diverses,Altres despeses diverses,20000.7
2016,3U041,SERVEI DE CULTURA,3330,MUSEUS,2269901,Altres despeses diverses,Peticions extraordinàries,28000
2016,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvencions anuals ordinàries a entitats culturals,30000
