EXERCICI,CODI_ORGANIC,ORGANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACIO,PRESSUPOST_INICIAL,MODIFICACIONS_CREDIT,CREDIT_DEFINITIU,OBLIGACIONS_RECONEGUDES,PAGAMENTS_LIQUIDS,PENDENTS_PAGAMENT,PERC_EXECUCIO
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,31468.58,0,31468.58,6240.68,6240.68,0,19.83%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13000,Retribucions bàsiques.,Retribucions basiques,35437.5,0,35437.5,15352.79,15352.79,0,43.32%
2017,1U064,OFICINA DE FORMACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,40268.62,0,40268.62,20302.01,20302.01,0,50.42%
2017,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13000,Retribucions bàsiques.,Retribucions basiques,33986.72,0,33986.72,18983.62,18983.62,0,55.86%
2017,1U065,OFICINA D'INSERCIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,45973.92,0,45973.92,24172.09,24172.09,0,52.58%
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,13002,Altres remuneracions.,Altres remuneracions,62084.4,290817.24,352901.64,27970.66,27970.66,0,7.93%
2017,1U079,RUBÍ BRILLA,4250,RUBÍ BRILLA,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,2407.44,0,2407.44,859.8,859.8,0,35.71%
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,13000,Retribucions bàsiques.,Retribucions bàsiques.,0,0,0,3919.8,3919.8,0,
2017,1U081,PROJECTES ESTRATÈGICS,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,13002,Altres remuneracions.,Altres remuneracions.,0,0,0,3657.76,3657.76,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200001,Sous del Grup A1 interins,Sou grup A1 interins,16932.53,0,16932.53,4107.22,4107.22,0,24.26%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200101,Sous grup A2 interins,Sous grups A2 interins,39106.76,0,39106.76,13847.42,13847.42,0,35.41%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12004,Sous del Grup C2.,Sous grup C2,8462.3,0,8462.3,3026.25,3026.25,0,35.76%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200401,Sous del Grup C2 interins,Sous grup C2 interins,16924.7,0,16924.7,5476.9,5476.9,0,32.36%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12006,Triennis.,Triennis,10726.54,0,10726.54,1202.16,1202.16,0,11.21%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1200601,Triennis interins,Triennis interins,0,0,0,3140.34,3140.34,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12100,Complement de destinació funcionaris de carrera,Complement de destí,43921.66,0,43921.66,2434.37,2434.37,0,5.54%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210001,Complement de destí interí,Coomplemnt desti interins,5321.05,0,5321.05,10067.56,10067.56,0,189.2%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1210031,Altres complements interins,Altres complemnts interins,10722.94,0,10722.94,2844.92,2844.92,0,26.53%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,12101,Complement específic.,Complement específic,78256.03,0,78256.03,4371.14,4371.14,0,5.59%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,15300,Complement dedicació especial,Dedicació especial,13142.26,0,13142.26,3182.52,3182.52,0,24.22%
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,1530002,Complement dedicació especial laboral fix,Complement dedicació especial laboral fix,0,0,0,6086.1,6086.1,0,
2017,2U017,RECURSOS HUMANS,9204,RECURSOS HUMANS I ORGANITZACIÓ,2302001,Dietes judicis policia,Dietes judicis policia,31300,0,31300,11959.25,11959.25,0,38.21%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1200101,Sous grup A2 interins,Sous A2 inteins,19317.9,0,19317.9,13684.96,13684.96,0,70.84%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,12003,Sous del Grup C1.,Sous del grup C1,19967.32,0,19967.32,7272.3,7272.3,0,36.42%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1210001,Complement de destí interí,Complemnt destí interins,8240.62,0,8240.62,5633.81,5633.81,0,68.37%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1210031,Altres complements interins,Altres complements interins,934.14,0,934.14,638.49,638.49,0,68.35%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,12101,Complement específic.,Complement específic,37409.24,0,37409.24,8846.05,8846.05,0,23.65%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,1210101,Complement específic interí,Compelmnt específic interins,9920.62,0,9920.62,12559.56,12559.56,0,126.6%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,12103,Altres complements.,Altres complements,11592.56,0,11592.56,3982.75,3982.75,0,34.36%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,13000,Retribucions bàsiques.,Retribucions bàsiques,148913.4,0,148913.4,55911.24,55911.24,0,37.55%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,13002,Altres remuneracions.,Altres remuneracions,228124.12,0,228124.12,81225.53,81225.53,0,35.61%
2017,2U018,INFORMÀTICA,9205,INFORMÀTICA,15300,Complement dedicació especial,Complement de dedicació especial,5655.3,0,5655.3,2019.75,2019.75,0,35.71%
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1210001,Complement de destí interí,Complement de destí interí,0,0,0,4634.46,4634.46,0,
2017,2U021,CONTRACTACIÓ I COMPRES,9207,CONTRACTACIÓ I COMPRES,1210031,Altres complements interins,Altres complements interins,0,0,0,478.16,478.16,0,
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12000,Sous del Grup A1.,Sous del grup A1,29648.18,0,29648.18,6720.9,6720.9,0,22.67%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1200001,Sous del Grup A1 interins,Sou grup A1 interins,19766.52,0,19766.52,14561.95,14561.95,0,73.67%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1200401,Sous del Grup C2 interins,Sous grup C2 interins,8462.36,0,8462.36,3026.25,3026.25,0,35.76%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12006,Triennis.,Triennis,13591.83,0,13591.83,2498.64,2498.64,0,18.38%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1200601,Triennis interins,Triennis interins,0,0,0,1248.44,1248.44,0,
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12100,Complement de destinació funcionaris de carrera,Complement de destinació,32269.3,0,32269.3,4718.59,4718.59,0,14.62%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1210001,Complement de destí interí,Complement de destí interí,0,0,0,8007.62,8007.62,0,
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1210031,Altres complements interins,Altres complemnts interins,883.12,0,883.12,1431.36,1431.36,0,162.08%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12101,Complement específic.,Complement específic,52440.36,0,52440.36,7080.89,7080.89,0,13.5%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,1210101,Complement específic interí,Complement especific interins,4872,0,4872,15527.82,15527.82,0,318.72%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,12103,Altres complements.,Altres complements,6608.14,0,6608.14,1565.86,1565.86,0,23.7%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,13000,Retribucions bàsiques.,Retribucions bàsiques,75884.56,0,75884.56,15485.92,15485.92,0,20.41%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,13002,Altres remuneracions.,Altres remuneracions,88923.1,-20000,68923.1,19711.59,19711.59,0,28.6%
2017,2U022,SERVEIS JURÍDICS,9203,SERVEIS JURÍDICS,15300,Complement dedicació especial,Complement de dedicació especial,21623.98,0,21623.98,7722.85,7722.85,0,35.71%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1210031,Altres complements interins,Altres complements interins,0,0,0,901.95,901.95,0,
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,1210101,Complement específic interí,Complement especific interins,7420.42,0,7420.42,6804.7,6804.7,0,91.7%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,13000,Retribucions bàsiques.,Retribucions bàsiques,32207.55,0,32207.55,11288.24,11288.24,0,35.05%
2017,2U023,OFICINA DE SANCIONADORS,9203,SERVEIS JURÍDICS,13002,Altres remuneracions.,Altres remuneracions,51681.84,0,51681.84,20319.94,20319.94,0,39.32%
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,13000,Retribucions bàsiques.,Retribucions bàsiques,21425.27,0,21425.27,6856.55,6856.55,0,32%
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,13002,Altres remuneracions.,Altres remuneracions,26957.28,0,26957.28,10228.25,10228.25,0,37.94%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,13000,Retribucions bàsiques.,Retribucions bàsiques,20707.54,0,20707.54,3885.92,3885.92,0,18.77%
2017,2U024,HISENDA I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1530002,Complement dedicació especial laboral fix,Complement dedicació especial laboral fix,0,0,0,1766,1766,0,
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,13000,Retribucions bàsiques.,Retribucions bàsiques,35176.13,0,35176.13,11979.86,11979.86,0,34.06%
2017,2U025,OFICINA DE GESTIÓ D'INGRESSOS,9320,HISENDA I SERVEIS ECONÒMICS,13002,Altres remuneracions.,Altres remuneracions,44691.64,0,44691.64,15395.57,15395.57,0,34.45%
2017,2U026,TRESORERIA,9340,TRESORERIA,12000,Sous del Grup A1.,Sous Grup A1,14824.08,0,14824.08,5600.75,5600.75,0,37.78%
2017,2U026,TRESORERIA,9340,TRESORERIA,12003,Sous del Grup C1.,Sous Grup C1,9983.68,0,9983.68,3636.15,3636.15,0,36.42%
2017,2U026,TRESORERIA,9340,TRESORERIA,1200301,Sous del Grup C1 interins,Sous del Grup C1 interins,0,0,0,3151.45,3151.45,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,12006,Triennis.,Triennis,8070.55,0,8070.55,1860.6,1860.6,0,23.05%
2017,2U026,TRESORERIA,9340,TRESORERIA,1200601,Triennis interins,Triennis interins,0,0,0,276.43,276.43,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,12100,Complement de destinació funcionaris de carrera,Complement Destinacio,20907.32,0,20907.32,7466.9,7466.9,0,35.71%
2017,2U026,TRESORERIA,9340,TRESORERIA,1210001,Complement de destí interí,Complement de destí interí,0,0,0,1335,1335,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,1210031,Altres complements interins,Altres complements interins,0,0,0,151.05,151.05,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,12101,Complement específic.,Complement Específic,38922.66,0,38922.66,13900.5,13900.5,0,35.71%
2017,2U026,TRESORERIA,9340,TRESORERIA,1210101,Complement específic interí,Complement específic interí,0,0,0,2382.3,2382.3,0,
2017,2U026,TRESORERIA,9340,TRESORERIA,12103,Altres complements.,Altres complements,4475.1,0,4475.1,1598.2,1598.2,0,35.71%
2017,2U026,TRESORERIA,9340,TRESORERIA,13000,Retribucions bàsiques.,Retribucions bàsiques,18107.38,0,18107.38,6043.26,6043.26,0,33.37%
2017,2U026,TRESORERIA,9340,TRESORERIA,13002,Altres remuneracions.,Altres remuneracions,20137.08,0,20137.08,7400.44,7400.44,0,36.75%
2017,2U026,TRESORERIA,9340,TRESORERIA,15001,PRODUCTIVITAT 2. RENDIMENT,Productivitat 2on rendiment,721.7,0,721.7,257.75,257.75,0,35.71%
2017,2U026,TRESORERIA,9340,TRESORERIA,15300,Complement dedicació especial,Complement especial dedicació,26588.38,0,26588.38,9495.85,9495.85,0,35.71%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,12000,Sous del Grup A1.,Sous del grup A1,29648.16,0,29648.16,11049.18,11049.18,0,37.27%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,12003,Sous del Grup C1.,Sous del grup C1,9983.68,0,9983.68,3636.15,3636.15,0,36.42%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1200401,Sous del Grup C2 interins,Sous grup C2 interins,15796.68,0,15796.68,5649.1,5649.1,0,35.76%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,12006,Triennis.,Triennis,20081.59,0,20081.59,4076.29,4076.29,0,20.3%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1200601,Triennis interins,Triennis interins,0,0,0,549.64,549.64,0,
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,12100,Complement de destinació funcionaris de carrera,Complement de destinació,50343.86,0,50343.86,10757.43,10757.43,0,21.37%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1210001,Complement de destí interí,Complement de destí interí,0,0,0,2451.7,2451.7,0,
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1210031,Altres complements interins,Altres complements interins,0,0,0,818.65,818.65,0,
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1210101,Complement específic interí,Complement específic interí,0,0,0,4233.6,4233.6,0,
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,12103,Altres complements.,Altres complements,13627.46,0,13627.46,2711.62,2711.62,0,19.9%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,15300,Complement dedicació especial,Complement de dedicació especial,82774.16,0,82774.16,23101.78,23101.78,0,27.91%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,3943.38,0,3943.38,1399.26,1399.26,0,35.48%
2017,2U027,SECRETARIA GENERAL,9201,SECRETARIA I ARXIU,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1605.53,1605.53,0,
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,7414.01,7414.01,0,
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,13000,Retribucions bàsiques.,Retribucions bàsiques,20398.3,0,20398.3,7143.95,7143.95,0,35.02%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,13002,Altres remuneracions.,Altres remuneracions,22760.78,0,22760.78,7971.51,7971.51,0,35.02%
2017,2U028,ARXIU,9201,SECRETARIA I ARXIU,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1364.9,1364.9,0,
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,12000,Sous del Grup A1.,Sous del grup A1,29532.97,0,29532.97,5528.48,5528.48,0,18.72%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,12006,Triennis.,Triennis,6098.4,0,6098.4,1409.77,1409.77,0,23.12%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,12100,Complement de destinació funcionaris de carrera,Complement de destinació,27233.24,0,27233.24,4829.07,4829.07,0,17.73%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,12101,Complement específic.,Complement específic,46063.24,0,46063.24,11909.37,11909.37,0,25.85%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,12103,Altres complements.,Altres complements,5808.92,0,5808.92,1705.11,1705.11,0,29.35%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,13000,Retribucions bàsiques.,Retribucions bàsiques,17585.38,0,17585.38,6332.13,6332.13,0,36.01%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,13002,Altres remuneracions.,Altres remuneracions,24815.28,0,24815.28,8862.65,8862.65,0,35.71%
2017,2U029,INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,15300,Complement dedicació especial,Complement de dedicació especial,15122.38,0,15122.38,5331.16,5331.16,0,35.25%
2017,2U056,COMPRES,9207,CONTRACTACIÓ I COMPRES,13000,Retribucions bàsiques.,Retribucions bàsiques,30439.23,0,30439.23,10972.65,10972.65,0,36.05%
2017,2U056,COMPRES,9207,CONTRACTACIÓ I COMPRES,13002,Altres remuneracions.,Altres remunercaions,39649.26,0,39649.26,14160.5,14160.5,0,35.71%
2017,2U056,COMPRES,9207,CONTRACTACIÓ I COMPRES,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,16843.68,0,16843.68,6015.6,6015.6,0,35.71%
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1200101,Sous grup A2 interins,Sous Grup A2 interins,13035.58,0,13035.58,4715.79,4715.79,0,36.18%
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1200601,Triennis interins,Triennis interins,0,0,0,341.99,341.99,0,
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1210001,Complement de destí interí,Complement de destí interí,0,0,0,1720.79,1720.79,0,
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1210031,Altres complements interins,Altres complements interins,0,0,0,214.71,214.71,0,
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,1210101,Complement específic interí,Complement específic interí,0,0,0,3300.29,3300.29,0,
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,13000,Retribucions bàsiques.,Retribucions basiques,25095.69,0,25095.69,8981.5,8981.5,0,35.79%
2017,2U067,PRESSUPOST I SERVEIS ECONÒMICS,9320,HISENDA I SERVEIS ECONÒMICS,13002,Altres remuneracions.,Altres retribucions,30687.58,0,30687.58,10959.95,10959.95,0,35.71%
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1200101,Sous grup A2 interins,Sous grup A2 interins,26071.16,0,26071.16,9395.13,9395.13,0,36.04%
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1200601,Triennis interins,Triennis interins,0,0,0,806.26,806.26,0,
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1210001,Complement de destí interí,Complement de destí interí,0,0,0,3428.27,3428.27,0,
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1210031,Altres complements interins,Altres complements interins,0,0,0,929.5,929.5,0,
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1210101,Complement específic interí,Complement específic interí,0,0,0,6555.07,6555.07,0,
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,308.38,308.38,0,
2017,2U077,SECRETARIA TÈCNICA DE INTERVENCIÓ,9310,INTERVENCIÓ I COMPTABILITAT,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,140.28,140.28,0,
2017,3U011,SERVEI D'IGUALTAT,2312,DONA,13000,Retribucions bàsiques.,Retribucions bàsiques,28390.3,0,28390.3,6236.67,6236.67,0,21.97%
2017,3U011,SERVEI D'IGUALTAT,2312,DONA,13002,Altres remuneracions.,Altres remuneracions,35650.72,0,35650.72,6912.65,6912.65,0,19.39%
2017,3U011,SERVEI D'IGUALTAT,2312,DONA,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1220.57,1220.57,0,
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,10100,Retribucions bàsiques.,Retribucions directius,59999.94,0,59999.94,21428.55,21428.55,0,35.71%
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,1200501,Sous del Grup E interins,Sous del Grup E interins,0,0,0,2769.8,2769.8,0,
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,1210001,Complement de destí interí,Complement de destí interí,0,0,0,1200,1200,0,
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,1210031,Altres complements interins,Altres complements interins,0,0,0,136.8,136.8,0,
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,1210101,Complement específic interí,Complement específic interí,0,0,0,4604.7,4604.7,0,
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,13000,Retribucions bàsiques.,Retribucions bàsiques,89862.18,0,89862.18,16763.09,16763.09,0,18.65%
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,13002,Altres remuneracions.,Altres remuneracions,112505.24,0,112505.24,22168.81,22168.81,0,19.7%
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,13219.64,0,13219.64,1832.54,1832.54,0,13.86%
2017,3U031,ÀREA DE SERVEIS A LES PERSONES,9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1213.45,1213.45,0,
2017,3U032,ÀMBIT DE POLÍTIQUES SOCIALS,2310,ACCIÓ SOCIAL,13002,Altres remuneracions.,Altres remuneracions,26796.83,0,26796.83,10162.35,10162.35,0,37.92%
2017,3U032,ÀMBIT DE POLÍTIQUES SOCIALS,2310,ACCIÓ SOCIAL,1530002,Complement dedicació especial laboral fix,Complement dedicació especial laboral fix,0,0,0,2687.7,2687.7,0,
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,1200101,Sous grup A2 interins,Sous grup A2 interins,65060.15,0,65060.15,22802.46,22802.46,0,35.05%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,1210031,Altres complements interins,Altres complements interins,1579.29,0,1579.29,2365.26,2365.26,0,149.77%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,1210301,Liquidació vacances personal funcionari,Liquidació vacances personal funcionari,0,0,0,282.08,282.08,0,
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,13000,Retribucions bàsiques.,Retribucions bàsiques,329467.11,0,329467.11,108005.16,108005.16,0,32.78%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,13002,Altres remuneracions.,Altres retribucions,406532.07,0,406532.07,135785.47,135785.47,0,33.4%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,1500102,PRODUCTIVITAT 2. RENDIMENT laboral fix,Productivitat 2on rendiment,401.94,0,401.94,143.55,143.55,0,35.71%
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,1530002,Complement dedicació especial laboral fix,Complement dedicació especial laboral fix,0,0,0,589.1,589.1,0,
2017,3U033,SERVEIS SOCIALS,2310,ACCIÓ SOCIAL,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,5014.16,5014.16,0,
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,1210001,Complement de destí interí,Complement Desti,4889.11,0,4889.11,1755.37,1755.37,0,35.9%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,1210031,Altres complements interins,Altres complements personal interi,584.87,0,584.87,1114.38,1114.38,0,190.53%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,1210101,Complement específic interí,Complement especific interins,7510.03,0,7510.03,3830.69,3830.69,0,51.01%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,13000,Retribucions bàsiques.,Retribucions bàsiques,112551.36,0,112551.36,35930.15,35930.15,0,31.92%
2017,3U033,SERVEIS SOCIALS,2314,GENT GRAN I AMB DEPENDÈNCIA,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,1390.8,1390.8,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1200601,Triennis interins,Triennis interins,0,0,0,344.8,344.8,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1210001,Complement de destí interí,Complement de destí interí,0,0,0,2120.05,2120.05,0,
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1210031,Altres complements interins,Altres complement interins,382.9,0,382.9,759,759,0,198.22%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1210101,Complement específic interí,Complement especific interins,10610.6,0,10610.6,7644.12,7644.12,0,72.04%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,13000,Retribucions bàsiques.,Retribucions bàsiques,215922.61,-45000,170922.61,52174.42,52174.42,0,30.53%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,13002,Altres remuneracions.,Altres remuneracions,376930.15,-50000,326930.15,98567.57,98567.57,0,30.15%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,3989.1,0,3989.1,1515,1515,0,37.98%
2017,3U036,SERVEI D'EDUCACIÓ,3200,ADMINISTRACIÓ GENERAL EDUCACIÓ,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,5206.13,5206.13,0,
