Unidad Organizativa,Denominación,Gr/SGr,Nivel Comp. Dest.,RELACIO,1 SOU BASE,2 COMPL. DESTI,COMPLEMENT ESPECIFIC MENSUAL,9 C. PERSONAL,109 ASSISTENCIA ORGANS COL·LEGIATS,56 PP EXTRA ,TOTAL MENSUAL,SOU BASE (per càlcul pagues extres),IMPORT PAGA EXTRAORDINARIA (Abonada en 2 mensualitats ESTIU / NADAL),PAGA PRODUCTIVITAT 25%,PAGA VALORACIO 25%,SOU ANUAL,% JORNADA
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,IN,599.25,260.07,1246.03,66.42,,,2171.77,593.79,1868.9,463.33,,30262.31,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,IN,399.52,173.39,360.03,,,,932.93,395.88,929.29,216.86,,13270.66,66.67%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,IN,599.25,260.07,1246.83,,,,2106.15,593.79,1803.28,434.82,,29315.22,100%
U019 - OAC,CAP OAC,A2,25,IN,958.98,619.47,2023.87,,,,3602.32,699.38,3342.72,940,,50853.25,100%
U019 - OAC,NOTIFICADOR,AP,11,IN,548.47,237.62,706.95,,,,1493.04,548.47,1493.04,350.81,,21253.39,100%
U021 - CONTRACTACIÓ I COMPRES,T.A.G.,A1,22,IN,1109.05,509.84,1228.08,,,,2846.97,684.36,2422.28,586.22,,39594.44,100%
U022 - SERVEIS JURIDICS INTERNS,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,836.97,,,,1696.29,593.79,1690.83,395.72,,24132.89,100%
U022 - SERVEIS JURIDICS INTERNS,T.A.G.,A1,22,IN,1109.05,509.84,936,,,,2554.89,684.36,2130.2,604.88,,35523.97,100%
U023 - OFICINA DE SANCIONADORS,CAP OFICINA PROCEDIMENT SANCIONADOR,A1,22,IN,1109.05,509.84,1526.04,,,,3144.93,684.36,2720.24,754.91,,43934.54,100%
U024 - HISENDA I SERVEIS ECONÒMICS,ADMINISTRATIU,C1,14,IN,720.02,305.01,578.81,,,,1603.84,622.3,1506.12,375.33,,22633.64,100%
U024 - HISENDA I SERVEIS ECONÒMICS,COORD.AMBIT HISENDA I SERVEIS ECON. ,A1,28,IN,1109.05,832.4,1835.05,,,,3776.5,684.36,3351.81,924.97,,52946.53,100%
U027 - SECRETARIA GENERAL,AUX. ADMINISTRATIU,C2,12,IN,519.37,225.4,410.78,,,,1155.55,514.64,1150.82,268.31,,16436.6,86.67%
U027 - SECRETARIA GENERAL,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,589.68,,,,1449,593.79,1443.54,341.1,,20616.19,100%
U029 - INTERVENCIÓ,TÈCNIC MIG GESTIÓ,A2,16,IN,958.98,349.93,714.78,,,,2023.69,699.38,1764.09,474.81,,28287.33,100%
U029 - INTERVENCIÓ,TÈCNIC MIG GESTIÓ,A2,16,IN,958.98,349.93,816.29,,,,2125.2,699.38,1865.6,455.21,,29688.81,100%
U033 - SERVEIS SOCIALS,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,512.04,,,,1371.36,593.79,1365.9,309.58,,19497.66,100%
U033 - SERVEIS SOCIALS,EDUCADOR SOCIAL,A2,16,IN,958.98,349.93,785.77,,,,2094.68,699.38,1835.08,455.21,,29261.49,100%
U033 - SERVEIS SOCIALS,EDUCADOR SOCIAL,A2,16,IN,958.98,349.93,986.65,,,,2295.56,699.38,2035.96,547.38,,32166.03,100%
U033 - SERVEIS SOCIALS,EDUCADOR SOCIAL,A2,16,IN,958.98,349.93,980.22,,,,2289.13,699.38,2029.53,502.74,,32031.32,100%
U033 - SERVEIS SOCIALS,EDUCADORA SOCIAL SUBST,A2,16,IN,958.98,349.93,785.81,,,,2094.72,699.38,1835.12,455.21,,29262.05,100%
U033 - SERVEIS SOCIALS,TREBALLADOR SOCIAL,A2,16,IN,958.98,349.93,794.09,,,,2103,699.38,1843.4,493.65,,29416.39,100%
U033 - SERVEIS SOCIALS,TREBALLADOR SOCIAL,A2,16,IN,958.98,349.93,913.95,,,,2222.86,699.38,1963.26,522.06,,31122.94,100%
U033 - SERVEIS SOCIALS,TREBALLADOR SOCIAL,A2,16,IN,958.98,349.93,985.8,,,,2294.71,699.38,2035.11,547.16,,32153.89,100%
U033 - SERVEIS SOCIALS,TREBALLADORA SOCIAL SOREA,A2,16,IN,958.98,349.93,785.81,,,,2094.72,699.38,1835.12,455.21,,29262.05,100%
U036 - SERVEI D'EDUCACIÓ,CONSERGE,AP,11,IN,420.51,182.18,684.17,,,,1286.86,420.51,1286.86,305.03,,18321.12,76.67%
U036 - SERVEI D'EDUCACIÓ,CONSERGE,AP,11,IN,548.47,237.62,886.53,,,,1672.62,548.47,1672.62,303.61,,23720.29,100%
U036 - SERVEI D'EDUCACIÓ,CONSERGE ,AP,11,IN,548.47,237.62,884.98,,,,1671.07,548.47,1671.07,303.61,,23698.59,100%
U040 - ESPORTS,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,489.28,,,,1348.6,593.79,1343.14,319.5,,19188.98,100%
U041 - CULTURA,AUX.ADMINISTRATIU,C2,12,IN,599.25,260.07,687.09,,,,1546.41,593.79,1540.95,327.58,,21966.42,100%
U041 - CULTURA,AUX.ADMINISTRATIU SUBST C2-12-19,C2,12,IN,599.25,260.07,611.21,,,,1470.53,593.79,1465.07,319.5,,20895.96,100%
U041 - CULTURA,GESTOR CULTURAL,A2,16,IN,958.98,349.93,1045.43,,,,2354.34,699.38,2094.74,455.21,,32896.83,100%
U041 - CULTURA,SUBALTERN BIBLIOTECA,AP,11,IN,548.47,237.62,567.77,,,,1353.86,548.47,1353.86,307.77,,19261.76,100%
U041 - CULTURA,SUBALTERN BIBLIOTECA,AP,11,IN,548.47,237.62,667.75,,,,1453.84,548.47,1453.84,354.34,,20708.1,100%
U041 - CULTURA,TAQUILLER,AP,11,IN,213.68,92.58,232.04,,,,538.3,213.68,538.3,118.29,,7654.47,38.96%
U041 - CULTURA,TEC. AUX. BIBLIOTECA,C1,14,IN,576.02,244.01,582.63,,,,1402.65,414.89,1241.52,345.26,,19660.12,80%
U041 - CULTURA,TEC. AUX. BIBLIOTECA,C1,14,IN,720.02,305.01,728.07,,,,1753.1,622.3,1655.38,422.45,,24770.35,100%
U041 - CULTURA,TEC. AUX. BIBLIOTECA,C1,14,IN,720.02,305.01,701.42,,,,1726.45,622.3,1628.73,417.13,,24391.96,100%
U041 - CULTURA,TEC. AUX. BIBLIOTECA,C1,14,IN,480.04,203.35,471.16,,,,1154.55,414.89,1089.4,280.26,,16313.69,66.67%
U041 - CULTURA,TEC. AUX.BIBLIOTECA,C1,14,IN,720.02,305.01,706.25,,,,1731.28,622.3,1633.56,418.29,,24460.74,100%
"U042 - ÀREA DE PLANIFICACIÓ, ECOLOGIA URBANA I SEGURETAT",TECNIC MIG GESTIO,A2,16,IN,958.98,349.93,717.52,,,,2026.43,699.38,1766.83,487.58,,28338.41,100%
"U042 - ÀREA DE PLANIFICACIÓ, ECOLOGIA URBANA I SEGURETAT",TECNIC MIG GESTIO,A2,16,IN,958.98,349.93,715.7,,,,2024.61,699.38,1765.01,479.08,,28304.41,100%
U043 - PLANEJAMENT,ARQUITECTE PLANEJAMENT ,A1,20,IN,1109.05,439.7,582.42,,,,2131.17,684.36,1706.48,504.34,,29491.3,100%
U043 - PLANEJAMENT,CAP SERVEI DE PLANEJAMENT I GESTIO URBANISTICA,A1,26,IN,1109.05,698.2,1271.7,,,,3078.95,684.36,2654.26,769.49,,43025.42,100%
U044 - LLICÈNCIES,AUX.ADMINISTRATIU,C2,12,IN,599.25,260.07,925.44,,,,1784.76,593.79,1779.3,435.31,,25411.1,100%
U044 - LLICÈNCIES,ENGINYER TÈCNIC ACTIVITATS,A2,16,IN,958.98,349.93,938.19,,,,2247.1,699.38,1987.5,543.93,,31484.13,100%
U045 - PROJECTES I PROGRAMACIÓ,CAP SERVEI PROJECTES I PROGRAMACIO,A2,22,IN,958.98,509.84,1509.29,,,,2978.11,699.38,2718.51,556.22,,41730.6,100%
U045 - PROJECTES I PROGRAMACIÓ,TÈCNIC SUPERIOR,A1,20,IN,1109.05,439.7,887.18,,,,2435.93,684.36,2011.24,586.71,,33840.41,100%
U050 - MOBILITAT,TÈCNIC DE MOBILITAT ,A1,26,IN,1109.05,698.2,1188.44,,,,2995.69,684.36,2571,709.29,,41799.58,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,662.11,,,,1521.43,593.79,1515.97,436.11,,21725.14,100%
U054 - CEMENTIRI,OFICIAL CEMENTIRI,C2,12,IN,599.25,260.07,662.75,,,,1522.07,593.79,1516.61,319.5,,21617.58,100%
U055 - IDENTITAT I PROJECCIÓ EXTERIOR,TÈCNIC DE COMERÇ,A2,16,IN,958.98,349.93,744.42,,,,2053.33,699.38,1793.73,488.51,,28715.89,100%
U058 - ÀMBIT DE PRESIDÈNCIA,COORDINADOR ÀMBIT DE PRESIDÈNCIA,A1,28,IN,1109.05,832.4,1832.6,,,,3774.05,684.36,3349.36,856.03,,52843.31,100%
U059 - GOVERNANÇA I CIUTADANIA,TECNIC DINAMITZADOR,A2,16,IN,958.98,349.93,807.33,,,,2116.24,699.38,1856.64,455.21,,29563.36,100%
U059 - GOVERNANÇA I CIUTADANIA,TECNIC DINAMITZADOR,A2,16,IN,958.98,349.93,807.33,,,,2116.24,699.38,1856.64,455.21,,29563.36,100%
U060 - JOVENTUT I DONA,COMMUNITY MANAGEMENT,A2,16,IN,958.98,349.93,739.45,,,,2048.36,699.38,1788.76,455.21,,28613.05,100%
U060 - JOVENTUT I DONA,EDUCADORA SOCIAL JOVENTUD,A2,16,IN,958.98,349.93,875.21,,,,2184.12,699.38,1924.52,455.21,,30513.68,100%
U060 - JOVENTUT I DONA,EDUCADORA SOCIAL JOVENTUD,A2,16,IN,958.98,349.93,822.23,,,,2131.14,699.38,1871.54,455.21,,29771.97,100%
"U061 - RECURSOS HUMANS, ORGANITZACIÓ I SISTEMES D'INFORMACIÓ","COORDINADOR ÀMBIT RH, ORGANITZACIÓ I SISTEMES INFORMACIÓ",A1,28,IN,1109.05,832.4,1607.77,,,,3549.22,684.36,3124.53,742.41,,49582.11,100%
U065 - OFICINA D'INSERCIÓ,TECNIC MIG DE SUPORT (A2-16-12),A2,16,IN,958.98,349.93,499.03,,,,1807.94,699.38,1548.34,455.21,,25247.23,100%
U065 - OFICINA D'INSERCIÓ,TECNIC MIG DE SUPORT (A2-16-12),A2,16,IN,958.98,349.93,432.81,,,,1741.72,699.38,1482.12,455.21,,24320.09,100%
U067 - OFICINA PRESSUPOSTARIA I SERVEIS FINANCERS,TECNIC MIG DE GESTIO,A2,16,IN,958.98,349.93,714.79,,,,2023.7,606.15,1670.87,474.83,,28100.98,86.67%
U002 - GERENCIA,ADMINISTRATIU,C1,16,L,697.97,349.93,1421.32,,,,2469.22,,2469.22,628.25,,35197.31,100%
"U004 - ORGANIZACIÓ, QUALITAT I INNOVACIÓ",ADMINISTRATIU,C1,14,L,558.38,244.01,616.81,,,,1419.2,,1419.2,368.68,,20237.45,80%
"U004 - ORGANIZACIÓ, QUALITAT I INNOVACIÓ",AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,636.83,,,,1467.61,,1467.61,402.9,,20949.49,100%
"U004 - ORGANIZACIÓ, QUALITAT I INNOVACIÓ",AUX.ADMINISTRATIU,C2,12,L,570.71,260.07,550.71,,,,1381.49,,1381.49,327.8,,19668.72,100%
"U004 - ORGANIZACIÓ, QUALITAT I INNOVACIÓ",TEC. MIG ORGANITZACIO ,A2,16,L,936.31,349.93,963.1,,,,2249.34,,2249.34,590.12,,32080.82,100%
"U004 - ORGANIZACIÓ, QUALITAT I INNOVACIÓ",TÈCNIC MIG GESTIO,A2,16,L,936.31,349.93,967.28,,,,2253.52,,2253.52,566.91,,32116.19,100%
U005 - AREA DE PLANIFICACIO ESTRATEGICA I GOVERN,TECNIC AODL,A2,16,L,936.31,349.93,585.25,,,,1871.49,,1871.49,455.21,,26656.08,100%
"U005 - ÀREA DE PLANIFICACIÓ ESTRATÈGICA, PROMOCIÓ ECONÒMICA I GOVERN",ADMINISTRATIU,C1,14,L,697.97,305.01,971.05,,,,1974.03,,1974.03,455.97,,28092.44,100%
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,AUX.ADMINISTRATIU,C2,13,L,570.71,282.53,943.93,,,,1797.17,,1797.17,442.62,,25603.01,100%
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,TEC. MIG PROM. ECONOMICA,A2,20,L,936.31,439.7,1076.77,,,,2452.78,,2452.78,638.4,,34977.25,100%
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,TÈCNIC ACCIÓ AMBIENTAL,A2,16,L,936.31,349.93,1182.84,,,,2469.08,,2469.08,534.97,,35102.14,100%
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,TECNIC AODL,A2,16,L,468.16,174.97,277.73,,,,920.85,,920.85,227.61,,13119.44,50%
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,TECNIC AODL,A2,16,L,936.31,349.93,555.45,,,,1841.69,,1841.69,455.21,,26238.87,100%
,PEO PALETA PROGRAMA MIXT,0,0,,850,,0,,,141.67,991.67,,,0,,11900,
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,TECNIC AODL,A2,16,L,936.31,349.93,555.45,,,,1841.69,,1841.69,455.21,,26238.87,100%
U006 - PLANIFICACIÓ ECONÒMICA I DE CIUTAT,TÈCNIC SUPERIOR SERV.ÀMBIT PROM.CIUTAT,A1,20,L,1103.24,439.7,861.55,,,,2404.49,,2404.49,580.63,,34243.51,100%
U008 - ACCIÓ INSTITUCIONAL,ADMINISTRATIU,C1,14,L,697.97,305.01,1515.64,,,,2518.62,,2518.62,633.92,,35894.64,100%
U008 - ACCIÓ INSTITUCIONAL,CONSERGE,AP,11,L,521.05,237.62,936.84,,,,1695.51,,1695.51,408.4,,24145.59,100%
U009 - COMUNICACIÓ,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,847.83,,,,1678.61,,1678.61,414.49,,23915.08,100%
U009 - COMUNICACIÓ,CAP DE COMUNICACIO,A2,22,L,936.31,509.84,1501.39,,,,2947.54,,2947.54,601.35,,41866.91,100%
U009 - COMUNICACIÓ,TEC. MIG COMUNICACIO IMCO,A2,16,L,936.31,349.93,816.21,,,,2102.45,,2102.45,523.04,,29957.29,100%
U009 - COMUNICACIÓ,TÈCNIC DE COMUNICACIÓ,A2,16,L,936.31,349.93,1082.02,,,,2368.26,,2368.26,513.1,,33668.74,100%
U009 - COMUNICACIÓ,TÈCNIC MIG COMUNICACIO,A2,16,L,936.31,349.93,1469.31,,,,2755.55,,2755.55,699.23,,39276.91,100%
"U013 - ÀREA DE SERVEIS CENTRALS, HISENDA I RÈGIM INTERIOR",ADMINISTRATIU,C1,14,L,697.97,305.01,1155.91,,,,2158.89,,2158.89,575.91,,30800.44,100%
"U013 - ÀREA DE SERVEIS CENTRALS, HISENDA I RÈGIM INTERIOR",RESPONSABLE ADMINISTRATIU,C1,16,L,697.97,349.93,1362.86,,,,2410.76,,2410.76,608.34,,34358.97,100%
U014 - PROMOCIÓ ECONÒMICA,ANALISTA SISTEMES,A2,18,L,936.31,394.79,874.6,305.63,,,2511.33,,2511.33,644.23,,35802.9,100%
U014 - PROMOCIÓ ECONÒMICA,CONSERGE,AP,11,L,521.05,237.62,1208.5,,,,1967.17,,1967.17,478.93,,28019.27,100%
U014 - PROMOCIÓ ECONÒMICA,RESPONSABLE OPERATIU FUER,C1,16,L,697.97,349.93,1036.65,,,,2084.55,,2084.55,521.87,,29705.56,100%
U014 - PROMOCIÓ ECONÒMICA,TECNIC MIG COORDINADOR PROJECTES,A2,14,L,936.31,305.01,480.88,,,,1722.2,,1722.2,423.42,,24534.23,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,689.69,,,,1520.47,,1520.47,353.91,,21640.54,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,AUX.ADMINISTRATIU,C2,12,L,570.71,260.07,998.7,,,,1829.48,,1829.48,438.63,,26051.29,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,AUX.ADMINISTRATIU,C2,13,L,570.71,282.53,807.67,,,,1660.91,,1660.91,588.7,,23841.5,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,TEC. MIG SERV. EMPRESES,A2,16,L,936.31,349.93,648.57,,,,1934.81,,1934.81,459.12,,27546.48,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,TECNIC MIG A2 16 24,A2,16,L,936.31,349.93,682.99,,,,1969.23,,1969.23,455.21,,28024.49,100%
U016 - COMERÇ,AUX. ADM.,C2,12,L,570.71,260.07,611.97,,,,1442.75,,1442.75,346.36,,20544.9,100%
U016 - COMERÇ,TÈCNIC DE COMERÇ,A2,16,L,936.31,349.93,1211.68,,,,2497.92,,2497.92,550.76,,35521.59,100%
U017 - RECURSOS HUMANS,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,589.23,,,,1420.01,,1420.01,341.01,,20221.19,100%
U017 - RECURSOS HUMANS,AUXILIAR ADMINISTRATIU ,C2,12,L,570.71,260.07,631.54,,,,1462.32,,1462.32,347,,20819.47,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,ADMINISTRATIU,C1,14,L,697.97,305.01,1116.07,82.44,,,2201.49,,2201.49,549.16,,31370,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,ADMINISTRATIU,C1,14,L,697.97,305.01,772.76,,,,1775.74,,1775.74,451.62,,25312.01,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,ANALISTA SISTEMES,A2,18,L,936.31,394.79,1142.81,,,,2473.91,,2473.91,587.02,,35221.71,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,ANALISTA SISTEMES,A2,18,L,936.31,394.79,1232.85,,,,2563.95,,2563.95,623.11,,36518.47,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,CAP SERVEI INFORMATICA BASE,A2,24,L,936.31,582.92,2101.75,219.16,,,3840.14,,3840.14,967.58,,54729.48,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,DELINEANT,C1,16,L,697.97,349.93,937.92,,,,1985.82,,1985.82,525.66,,28327.13,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,DELINEANT,C1,16,L,697.97,349.93,894.61,,,,1942.51,,1942.51,503.27,,27698.44,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,RESPONSABLE TÈCNIC GIS,A1,22,L,1103.24,509.84,1567.77,,,,3180.85,,3180.85,581.25,,45113.15,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TEC. INFORMATIC,C1,14,L,697.97,305.01,1170.07,,,,2173.05,,2173.05,536.21,,30958.96,100%
U033 - SERVEIS SOCIALS,EDUCADOR SOCIAL,A2,16,L,936.31,349.93,1011.41,,,,2297.65,,2297.65,593.53,,32760.69,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TEC. INFORMATIC,C1,16,L,697.97,349.93,1620.31,,,,2668.21,,2668.21,687.57,,38042.46,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TEC. INFORMATIC,C1,14,L,697.97,305.01,759.78,,,,1762.76,,1762.76,430.39,,25109.1,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TÈC. INFORMÀTIC,C1,14,L,558.38,244.01,728.91,,,,1531.29,,1531.29,373.04,,21811.14,80%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TÈCNIC INFORMÀTIC,C1,14,L,697.97,305.01,761.78,,,,1764.76,,1764.76,436.91,,25143.6,100%
U019 - OAC,ADMINISTRATIU OAC,C1,14,L,697.97,305.01,1470.71,6.35,,,2480.04,,2182.63,564.59,,34690.28,100%
U019 - OAC,ADMINISTRATIU OAC,C1,14,L,593.27,259.26,1080.69,,,,1933.22,,1680.43,391.31,,26950.85,85%
U019 - OAC,ADMINISTRATIU OAC ,C1,14,L,348.99,152.51,668.26,3.12,,,1172.86,,1024.16,261.17,,16383.81,50%
U019 - OAC,AUX. ADMIN. SUBST. OAC C2-12-19,C2,12,L,420.5,191.62,606.42,,,,1218.54,,999.4,235.41,,16856.64,73.68%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,570.71,260.07,850.64,,,,1681.42,,1681.42,411.1,,23950.96,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,570.71,260.07,1224.87,,,,2055.65,,1758.24,425.56,,28609.9,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,570.71,260.07,1221.88,,,,2052.66,,1755.25,424.85,,28567.33,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,570.71,260.07,594.29,,,,1425.07,,1425.07,364.46,,20315.42,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,570.71,260.07,1233.58,,,,2064.36,,1766.95,427.64,,28733.89,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,570.71,260.07,1225.85,,,,2056.63,,1759.22,421.49,,28619.51,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,12,L,443.16,201.94,934.53,,,,1579.63,,1348.69,314.14,,21967.1,100%
U019 - OAC,AUXILIAR ADMINISTRATIU OAC,C2,12,L,570.71,260.07,887.98,,,,1718.76,,1427.35,354.49,,23834.34,100%
U019 - OAC,CONSERGE,AP,11,L,521.05,237.62,718.27,,,,1476.94,,1476.94,377.06,,21054.22,100%
U019 - OAC,CONSERGE,AP,11,L,521.05,237.62,739.6,,,,1498.27,,1498.27,361.57,,21337.3,100%
U019 - OAC,NOTIFICADOR,AP,11,L,521.05,237.62,873.78,,,,1632.45,,1632.45,355.04,,23209.3,38.96%
U019 - OAC,OFICIAL,C2,12,L,570.71,260.07,667.22,,,,1498,,1498,367.57,,21339.53,100%
U019 - OAC,TÈCNIC DE CONSUM,A2,16,L,936.31,349.93,842.94,,,,2129.18,,2129.18,513.29,,30321.78,100%
U021 - CONTRACTACIÓ I COMPRES,ADMINISTRATIU,C1,14,L,697.97,305.01,792.14,,,,1795.12,,1795.12,462.26,,25593.91,100%
U021 - CONTRACTACIÓ I COMPRES,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,1222.21,,,,2052.99,,2052.99,499.28,,29241.17,100%
U021 - CONTRACTACIÓ I COMPRES,AUX.ADMINISTRATIU,C2,12,L,456.57,208.06,472.14,,,,1136.76,,1136.76,272.99,,16187.69,80%
U021 - CONTRACTACIÓ I COMPRES,CAP DE CONTRACTACIO I COMPRES,A1,26,L,1103.24,698.2,1085.94,,,,2887.38,,2887.38,705.25,,41128.54,100%
U022 - SERVEIS JURIDICS INTERNS,ADMINISTRATIU,C1,14,L,697.97,305.01,768.55,,,,1771.53,,1771.53,444.57,,25245.99,100%
U022 - SERVEIS JURIDICS INTERNS,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,550.67,,,,1381.45,,1381.45,327.8,,19668.04,100%
U022 - SERVEIS JURIDICS INTERNS,T.A.G.,A1,22,L,1103.24,509.84,927.5,,,,2540.58,,2540.58,633.04,,36201.23,100%
U022 - SERVEIS JURIDICS INTERNS,T.A.G.,A1,22,L,1103.24,509.84,919.33,,,,2532.41,,2532.41,621.04,,36074.73,100%
U022 - SERVEIS JURIDICS INTERNS,T.A.G.,A1,22,L,1103.24,509.84,1028.09,,,,2641.17,,2641.17,656.93,,37633.38,100%
U023 - OFICINA DE SANCIONADORS,AUX.ADMINISTRATIU,C2,12,L,570.71,260.07,770,,,,1600.78,,1600.78,472.37,,22883.32,100%
U023 - OFICINA DE SANCIONADORS,AUX.ADMINISTRATIU,C2,12,L,570.71,260.07,637.01,,,,1467.79,,1467.79,352.33,,20901.42,100%
U023 - OFICINA DE SANCIONADORS,TEC. AUX. MEDI AMBIENT,C1,14,L,697.97,305.01,1275.01,,,,2277.99,,2277.99,570.79,,32462.65,100%
U025 - OFICINA DE GESTIÓ D'INGRESSOS,ADMINISTRATIU,C1,14,L,697.97,305.01,774.89,,,,1777.87,,1777.87,458.19,,25348.32,100%
U025 - OFICINA DE GESTIÓ D'INGRESSOS,AUX.ADMINISTRATIU,C2,12,L,570.71,260.07,589.26,,,,1420.04,,1420.04,341.01,,20221.61,100%
,AUX.ADMINISTRATIVA PO U064,0,0,,1071.43,,0,,,178.57,1250,,,0,,15000.02,
U025 - OFICINA DE GESTIÓ D'INGRESSOS,CAP OFICINA D'INGRESSOS,A2,22,L,936.31,509.84,1899.87,,,,3346.02,,3346.02,842.29,,47686.52,100%
U025 - OFICINA DE GESTIÓ D'INGRESSOS,RESP. ADM. IBI,C1,16,L,697.97,349.93,881.5,,,,1929.4,,1929.4,506.24,,27517.87,100%
U026 - TRESORERIA, AUX. ADMINISTRATIU,C2,12,L,428.03,195.05,376.99,,,,1000.07,,1000.07,239.63,,14240.61,75%
U026 - TRESORERIA,AUXILIAR,C2,12,L,570.71,260.07,473.92,,,,1304.7,,1304.7,319.5,,18585.3,100%
U027 - SECRETARIA GENERAL,ADMINISTRATIU,C1,14,L,697.97,305.01,1038.07,,,,2041.05,,2041.05,490.37,,29065.06,100%
U027 - SECRETARIA GENERAL,AUX.ADMINISTRATIU,C2,12,L,570.71,260.07,633.48,,,,1464.26,,1464.26,539.65,,21039.31,100%
U028 - ARXIU,ADMINISTRATIU,C1,14,L,697.97,305.01,1013.52,,,,2016.5,,2016.5,527.66,,28758.67,100%
U028 - ARXIU,RESP. ARXIU,A1,22,L,1103.24,509.84,978.31,121.53,,,2712.92,,2712.92,704.15,,38684.96,100%
U029 - INTERVENCIÓ,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,589.26,,,,1420.04,,1420.04,341.01,,20221.61,100%
U030 - COMPTABILITAT,ADMINISTRATIU,C1,14,L,174.49,76.25,194.98,,,,445.73,,445.73,116.35,,6356.54,25%
U030 - COMPTABILITAT,AUX. ADMINISTRATIU,C2,13,L,570.71,282.53,923.82,,,,1777.06,,1777.06,445.95,,25324.85,100%
U030 - COMPTABILITAT,AUX. ADMINISTRATIU,C2,13,L,570.71,282.53,623.11,,,,1476.35,,1476.35,354.36,,21023.24,100%
U030 - COMPTABILITAT,CAP COMPTABILITAT,A1,22,L,1103.24,509.84,1367.97,,,,2981.05,,2981.05,747.64,,42482.4,100%
U031 - ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES,ADMINISTRATIU,C1,14,L,697.97,305.01,1072.17,,,,2075.15,,2075.15,528.72,,29580.83,100%
U031 - ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES,ADMINISTRATIU,C1,14,L,697.97,305.01,846.9,,,,1849.88,,1849.88,489.79,,26388.17,100%
U031 - ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES,AUX. ADMINISTRATIU,C2,12,L,570.71,260.07,713.39,30.42,,,1574.59,,1574.59,398.16,,22442.42,100%
U031 - ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES,RESP. ADM. SERV. PERSONES,C1,16,L,697.97,349.93,1078.34,,,,2126.24,,2126.24,552.93,,30320.29,100%
U031 - ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES,TEC. SUPERIOR SALUT LABORAL ,A1,22,L,1080.01,509.84,1905.68,,,,3495.53,,3495.53,1022.19,,49959.61,100%
