Estat,Data registre,Data Baixa,Tipus d'identificació,Identificador,Espècie,Sexe,Mida,Data Naixement,Nom,Esterilitzat,Raça,Perillós,Gos d'assistència,Municipi
Vigent,26/01/2013,,XIP,941000014070634,Gos,Femella,Petit,03/02/2003,Kira,No,terrier de yorkshire ,No,No,Rubí
Vigent,16/01/2013,,XIP,941000013403847,Gos,Mascle,Mitjà,16/10/2010,Patan,No,indefinit,No,No,Rubí
Vigent,15/01/2013,,XIP,982000161055693,Gos,Femella,Mitjà,09/05/2011,Perla,No,podenc andalús,No,No,Rubí
Vigent,01/10/2013,,XIP,985120023463791,Gos,Femella,Mitjà,11/08/2005,Clarise-Ona,No,shar pei,No,No,Rubí
Baixa per mort,01/10/2013,22/10/2015,XIP,985120029736991,Gos,Femella,Mitjà,08/08/2006,,No,shar pei,No,No,Rubí
Vigent,01/07/2013,,XIP,941000013402388,Gos,Mascle,Mitjà,12/02/2011,Tosco,No,retriever del Labrador,No,No,Rubí
Modificacio,01/04/2013,28/09/2014,XIP,956000008237222,Gos,Mascle,Petit,13/08/2012,Txiki,No,caniche,No,No,Rubí
Vigent,01/02/2013,,XIP,977200008308705,Gos,Femella,Petit,21/06/2012,Pinki,No,terrier de yorkshire ,No,No,Rubí
Vigent,24/12/2012,,XIP,985120029936093,Gos,Femella,Mitjà,18/05/2005,Kira,No,,No,No,Rubí
Vigent,21/12/2012,,XIP,982000189395105,Gos,Mascle,Mitjà,15/06/2012,Atila,No,bull terrier,No,No,Rubí
Vigent,19/12/2012,,XIP,941000001690737,Gos,Mascle,Petit,27/11/2006,Niño,No,terrier de yorkshire ,No,No,Rubí
Vigent,19/12/2012,,XIP,941000002641863,Gos,Femella,Petit,12/01/2007,Lis,No,terrier de yorkshire ,No,No,Rubí
Vigent,19/12/2012,,XIP,981100002412429,Gos,Femella,Mitjà,06/01/2010,Leona,No,indefinit,No,No,Rubí
Vigent,14/12/2012,,XIP,9000320015292078,Gos,Mascle,Gran,09/11/2012,Dante,No,,No,No,Rubí
Vigent,13/12/2012,,XIP,977200007185126,Gos,Mascle,Gran,24/03/2008,Tairon,No,pit bull terrier,Si,No,Rubí
Vigent,12/07/2012,,XIP,977200008298928,Gos,Femella,Petit,08/01/2012,Pulga,No,indefinit,No,No,Rubí
Vigent,12/07/2012,,XIP,724098100668643,Gos,Femella,Gran,15/06/2004,Ambar,No,,No,No,Rubí
Vigent,16/11/2012,,XIP,981098102465270,Gos,Mascle,Gran,15/09/2010,Danko,No,bòxer,No,No,Rubí
Vigent,15/11/2012,,XIP,982000189378352,Gos,Mascle,Gran,07/08/2009,Simba,No,bòxer atigrat,No,No,Rubí
Vigent,15/11/2012,,XIP,938000000515514,Gos,Femella,Gran,15/10/2009,Tana,No,bòxer,No,No,Rubí
Vigent,11/08/2012,,XIP,941000013739813,Gos,Mascle,Gran,03/02/2012,Barney,No,setter irlandès,No,No,Rubí
Vigent,11/07/2012,,XIP,941000014380769,Gos,Femella,Gran,07/05/2012,Gala,No,schnauzer gegant,No,No,Rubí
Vigent,11/02/2012,,XIP,941000013739619,Gat,Femella,Mitjà,17/05/2012,Skadi,No,indefinit (gat),No,No,Rubí
Modificacio,24/10/2012,28/04/2016,XIP,981098104202649,Gos,Mascle,Gran,23/06/2012,Ron,No,bòxer,No,No,Rubí
Vigent,23/10/2012,,XIP,981098104138995,Gos,Mascle,Mitjà,05/01/2012,Leo,No,indefinit,No,No,Rubí
Vigent,17/10/2012,,XIP,941000014178342,Gos,Mascle,Petit,10/01/2011,Pipo,Si,indefinit,No,No,Rubí
Modificacio,17/10/2012,04/02/2014,XIP,977200008200592,Gos,Femella,Mitjà,16/03/2012,Lola,No,bull terrier,No,No,Rubí
Modificacio,10/09/2012,20/08/2014,XIP,977200008298957,Gos,Mascle,Mitjà,15/03/2011,Elbrus,No,,No,No,Rubí
Vigent,10/08/2012,,XIP,941000013316808,Gos,Mascle,Gran,15/06/2011,Pinxo,No,anglo francès,No,No,Rubí
Vigent,10/08/2012,,XIP,981098100823122,Gos,Femella,Mitjà,10/10/2003,Lassi,No,grifó belga,No,No,Rubí
Vigent,10/08/2012,,XIP,941000012660433,Gos,Mascle,Mitjà,28/06/2007,Palomo I,No,podenc andalús,No,No,Rubí
Vigent,10/08/2012,,XIP,941000013316859,Gos,Mascle,Mitjà,15/10/2009,Rocki,No,,No,No,Rubí
Vigent,10/08/2012,,XIP,941000013315481,Gos,Mascle,Mitjà,01/09/2011,Orejas,No,rastrejador espanyol / sabueso,No,No,Rubí
Vigent,10/08/2012,,XIP,985120031459480,Gos,Femella,Mitjà,10/05/2006,Lindeta,No,podenc andalús,No,No,Tremp
Vigent,10/08/2012,,XIP,941000012491913,Gos,Mascle,Mitjà,25/01/2008,Palomo Eros II,No,podenc andalús,No,No,Rubí
Vigent,10/08/2012,,XIP,941000012697377,Gos,Femella,Mitjà,03/03/2010,Cloti,No,podenc andalús,No,No,Rubí
Vigent,10/04/2012,,XIP,941000013017133,Gos,Mascle,Petit,15/05/2011,Edi,No,terrier de yorkshire ,No,No,Rubí
Vigent,25/09/2012,,XIP,985170002196812,Gos,Femella,Gran,20/07/2008,Alegra,No,llebrer espanyol/galgo,No,No,Sant Cugat del Vallès
Vigent,25/09/2012,,XIP,977200005649355,Gos,Femella,Mitjà,24/08/2006,Gala,Si,bull terrier,No,No,Rubí
Vigent,24/09/2012,,XIP,977200008310702,Gos,Mascle,Gran,22/06/2012,Byron,No,indefinit,No,No,Rubí
Vigent,24/09/2012,,XIP,977200007274210,Gos,Femella,Petit,10/04/2007,Boira,No,,No,No,Rubí
Modificacio,20/09/2012,19/05/2014,XIP,938000000208131,Gos,Femella,Mitjà,28/05/2012,Lola,No,bulldog anglès,No,No,Santa Perpètua de Mogoda
Vigent,09/12/2012,,XIP,982000161057927,Gos,Mascle,Mitjà,26/05/2012,Camilo,No,,No,No,Rubí
Vigent,09/10/2012,,XIP,977200008233589,Gos,Mascle,Gran,06/05/2012,Spark,No,pastor alemany,No,No,Rubí
Vigent,09/06/2012,,XIP,941000014070551,Gos,Mascle,Petit,02/10/2002,Terry,No,terrier blanc de West Highland,No,No,Rubí
Vigent,09/05/2012,,XIP,981098104119992,Gos,Femella,Mitjà,13/04/2012,Bruc,No,indefinit,No,No,Rubí
Vigent,09/03/2012,,XIP,977200008313589,Gos,Femella,Petit,12/05/2008,Kitty,No,Jack Russell terrier,No,No,Rubí
Vigent,09/03/2012,,XIP,981098104194926,Gos,Femella,Gran,04/06/2012,Loba,No,indefinit,No,No,Rubí
Vigent,30/08/2012,,XIP,977200008201284,Gos,Femella,Petit,09/07/2011,Peach,No,,No,No,Rubí
Vigent,29/08/2012,,XIP,7240984100368017,Gos,Femella,Petit,09/04/2002,Lluna,No,shih-tzu,No,No,Rubí
Vigent,28/08/2012,,XIP,977200008207533,Gos,Mascle,Gran,06/05/2012,Leo,No,,No,No,Rubí
Vigent,28/08/2012,,XIP,977200008303698,Gos,Mascle,Petit,30/05/2012,Zeus,No,indefinit,No,No,Rubí
Vigent,22/08/2012,,XIP,985121017583604,Gos,Femella,Petit,10/04/2009,Nuka,No,indefinit,No,No,Rubí
Vigent,14/08/2012,,XIP,977200008012352,Gos,Mascle,Gran,24/12/2010,Abaco,No,dòberman,Si,No,Rubí
Vigent,14/08/2012,,XIP,981098102304335,Gos,Mascle,Gran,14/07/2007,Jacko,No,bullmastiff,Si,No,Rubí
Vigent,08/09/2012,,XIP,94100000809708,Gos,Mascle,Mitjà,11/10/2007,Clavo,No,llebrer espanyol/galgo,No,No,Rubí
Vigent,31/07/2012,,XIP,977200005618229,Gos,Mascle,Gran,08/07/2007,Aston,No,retriever del Labrador,No,No,Rubí
Vigent,31/07/2012,,XIP,953000005003603,Gos,Femella,Mitjà,28/01/2015,Dana,No,shar pei,No,No,Rubí
Vigent,30/07/2012,,XIP,981098104197251,Gos,Mascle,Gran,24/05/2012,Haku,No,,No,No,Rubí
Vigent,26/07/2012,,XIP,977200000693621,Gos,Femella,Mitjà,02/02/1995,Paloma,No,indefinit,No,No,Rubí
Vigent,23/07/2012,,XIP,724098100739269,Gos,Mascle,Mitjà,25/05/2005,Derghon,No,indefinit,No,No,Rubí
Vigent,23/07/2012,,XIP,981098104124029,Gos,Mascle,Petit,24/04/2004,Terry,No,terrier de yorkshire ,No,No,Rubí
Vigent,20/07/2012,,XIP,941000013316906,Gos,Femella,Gran,09/09/2011,Ona,No,terrier de Boston,No,No,Rubí
Vigent,19/07/2012,,XIP,985100010373411,Gos,Mascle,Gran,24/03/2003,Zyo,No,pastor alemany,No,No,Rubí
Vigent,11/10/2011,,XIP,981098100504349,Gos,Femella,Mitjà,06/01/2006,Dana,No,,No,No,Rubí
Vigent,19/07/2012,,XIP,941000013612466,Gos,Femella,Petit,24/04/2008,Dolça,No,indefinit,No,No,Rubí
Baixa per mort,18/07/2012,03/06/2014,XIP,941000002398619,Gos,Femella,Gran,12/04/2007,Ona,No,dòberman,Si,No,Rubí
Vigent,18/07/2012,,XIP,977200008294811,Gos,Femella,Gran,15/04/2012,Duna,No,,Si,No,Rubí
Vigent,17/07/2012,,XIP,941000012438918,Gos,Femella,Gran,05/12/2009,Kira,No,bòxer,No,No,Rubí
Vigent,16/07/2012,,XIP,947000000245017,Gos,Femella,Petit,11/11/2007,Kira,No,bichon maltès,No,No,Rubí
Vigent,07/09/2012,,XIP,977200008234103,Gos,Mascle,Mitjà,09/11/1999,Chiqui,No,indefinit,No,No,Rubí
Vigent,07/06/2012,,XIP,981098104196880,Gos,Femella,Gran,22/11/2011,Linda,No,,No,No,Rubí
Vigent,07/05/2012,,XIP,977200008233525,Gos,Femella,Gran,28/02/2012,Bella,No,pastor alemany,No,No,Rubí
Vigent,07/05/2012,,XIP,941000013612134,Gos,Mascle,Mitjà,15/01/2009,Lucky,No,,No,No,Rubí
Vigent,07/02/2012,,XIP,900176000059377,Gos,Mascle,Mitjà,03/03/2012,Sam,No,border collie,No,No,Rubí
Vigent,27/06/2012,,XIP,972274000035662,Gos,Femella,Mitjà,17/12/2010,Nala,No,beagle,No,No,Rubí
Vigent,25/06/2012,,XIP,981020005539285,Gos,Mascle,Gran,24/07/2011,Rigan,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,21/06/2012,,XIP,981098100356450,Gos,Femella,,10/07/2005,WAMBA,No,shar pei,No,No,Rubí
Baixa del cens,21/06/2012,21/07/2012,XIP,724098100633481,Gos,Femella,Mitjà,08/01/2003,Niki,No,,No,No,Rubí
Vigent,16/06/2012,,XIP,977200007617984,Gos,Femella,Gran,20/03/2009,Lluna,No,indefinit,No,No,Rubí
Vigent,15/06/2012,,XIP,981098100995676,Gos,Mascle,Gran,10/10/2009,Pelut,No,indefinit,No,No,"Escala, l'"
Vigent,13/06/2012,,XIP,982000161028638,Gos,Femella,Gran,12/12/2011,Nala,No,bòxer,No,No,Rubí
Vigent,06/09/2012,,XIP,941000013018072,Gos,Femella,Mitjà,19/08/2011,Lady,No,beagle,No,No,Rubí
Vigent,06/08/2012,,XIP,724098100579693,Gos,Mascle,Petit,01/10/2004,Nemo,No,terrier de yorkshire ,No,No,Rubí
Vigent,06/07/2012,,XIP,977200007401307,Gos,Femella,Mitjà,06/02/2009,Lua,No,bòxer,No,No,Rubí
Vigent,06/07/2012,,XIP,941000013404103,Gos,Mascle,Gran,06/03/2010,Tigri,No,indefinit,No,No,Rubí
Vigent,06/07/2012,,XIP,977200007184013,Gos,Mascle,Mitjà,11/01/2007,Bandy,No,terrier blanc de West Highland,No,No,Rubí
Vigent,06/05/2012,,XIP,981098104123318,Gos,Mascle,Mitjà,26/09/2011,Dexter,No,Springer Spaniel anglès,No,No,Rubí
Vigent,06/05/2012,,XIP,977200007160619,Gos,Femella,Petit,30/04/2007,Beth,No,teckel de pèl dur,No,No,Rubí
Vigent,06/05/2012,,XIP,941000013018229,Gos,Femella,Mitjà,08/01/2011,Brumas,No,dog alemany atigrat,No,No,Rubí
Vigent,06/05/2012,,XIP,900176000048682,Gos,Femella,Mitjà,18/10/2011,Kyra,No,santbernat de pèl curt,No,No,Rubí
Vigent,06/02/2012,,XIP,977200007397288,Gos,Femella,Gran,04/03/2009,Sasha,No,retriever del Labrador,No,No,Rubí
Baixa per mort,29/05/2012,01/04/2013,XIP,981098104013743,Gos,Femella,Petit,10/01/1996,Nala,No,,No,No,Rubí
Vigent,24/05/2012,,XIP,981098104196695,Gos,Mascle,Petit,15/11/2011,Loki,No,Jack Russell terrier,No,No,Rubí
Vigent,24/05/2012,,XIP,981098102092962,Gos,Mascle,Petit,04/01/2005,Kiru,No,indefinit,No,No,Rubí
Vigent,18/05/2012,,XIP,941000012210156,Gos,Femella,Gran,02/07/2004,Loba,No,indefinit,No,No,Rubí
Vigent,17/05/2012,,XIP,941000012922727,Gos,Mascle,Petit,02/01/2007,Blacky,No,,No,No,Rubí
Vigent,16/05/2012,,XIP,985154000162379,Gos,Femella,Gran,11/01/2010,Dana,No,pastor belga de Groenendael ,No,No,Rubí
Vigent,14/05/2012,,XIP,941000013612269,Gat,Femella,Mitjà,06/01/2011,,No,europeu de pèl curt,No,No,Rubí
Modificacio,14/05/2012,30/12/2015,XIP,977200008206739,Gos,Femella,Gran,28/09/2011,Hera,No,bòxer,No,No,Rubí
Vigent,05/09/2012,,XIP,981098104121995,Gos,Femella,Petit,19/10/2010,Blanca,No,bichon maltès,No,No,Rubí
Vigent,05/08/2012,,XIP,941000013739819,Gos,Mascle,Petit,11/07/2011,Bruno,No,schnauzer miniatura,No,No,Rubí
Vigent,05/07/2012,,XIP,977200008203818,Gos,Mascle,Gran,18/12/2011,Thor,No,pastor alemany,No,No,Rubí
Vigent,05/03/2012,,XIP,981098102375639,Gos,Mascle,Mitjà,03/03/2010,Zeus,No,bulldog francès,No,No,Rubí
Vigent,05/02/2012,,XIP,734098100692831,Gos,Mascle,Mitjà,10/01/2004,Drac,No,indefinit,No,No,Rubí
Vigent,05/02/2012,,XIP,981098100369178,Gos,Mascle,Gran,09/01/2005,Rasty,No,,No,No,Rubí
Vigent,05/02/2012,,XIP,956000000710025,Gos,Femella,Gran,10/06/2006,Lua,No,retriever del Labrador,No,No,Rubí
Vigent,27/04/2012,,XIP,938000000431027,Gos,Femella,Mitjà,18/01/2011,Kènia,No,shih-tzu,No,No,Rubí
Vigent,26/04/2012,,XIP,977200005370662,Gos,Mascle,Mitjà,21/10/2004,Àngel,No,bulldog anglès,No,No,Rubí
Vigent,25/04/2012,,XIP,985120032671115,Gos,Mascle,Mitjà,20/07/2008,Kiro,No,gos d'aigua espanyol,No,No,Rubí
Vigent,25/04/2012,,XIP,981098102369966,Gos,Femella,Gran,29/03/2011,Shyra,No,Drahthhar,No,No,Rubí
Vigent,25/04/2012,,XIP,941000011784285,Gos,Femella,Mitjà,18/09/2009,Nala,No,beagle,No,No,Rubí
Vigent,24/04/2012,,XIP,981098102496133,Gos,Mascle,Mitjà,27/01/2011,Blacky,No,,No,No,Rubí
Vigent,24/04/2012,,XIP,985121017586978,Gos,Mascle,Mitjà,06/12/2011,Nils,No,cocker spaniel americà,No,No,Rubí
Vigent,20/04/2012,,XIP,981098104124283,Gos,Femella,Petit,02/01/2012,Nuka,No,indefinit,No,No,Rubí
Vigent,19/04/2012,,XIP,972274000027100,Gos,Mascle,Petit,23/03/2010,Tyson,No,bulldog francès,No,No,Rubí
Vigent,16/04/2012,,XIP,941000013845012,Gos,Femella,Petit,07/06/2002,Lara,No,cocker spaniel anglès,No,No,Rubí
Vigent,04/11/2012,,XIP,981100002755013,Gos,Femella,Petit,09/10/2011,Dulce,No,caniche,No,No,Rubí
Modificacio,04/05/2012,24/06/2013,XIP,977200008059542,Gos,Femella,Mitjà,25/06/2011,Bala,No,,No,No,Rubí
Modificacio,04/05/2012,24/06/2013,XIP,985121013180894,Gos,Femella,Mitjà,08/01/2009,Chula,No,,No,No,Rubí
Vigent,04/04/2012,,XIP,981098102378963,Gos,Mascle,Petit,12/11/2008,Petit,No,indefinit,No,No,Rubí
Vigent,04/03/2012,,XIP,900003201213599,Gos,Femella,Petit,25/08/2011,Trufa,No,caniche,No,No,Rubí
Vigent,04/02/2012,,XIP,981098100996612,Gos,Femella,Gran,12/04/2008,Greta,No,retriever del Labrador,No,No,Rubí
Vigent,30/03/2012,,XIP,977200008063496,Gos,Femella,Gran,09/03/2011,Laika,No,indefinit,No,No,Rubí
Vigent,30/03/2012,,XIP,941000011673014,Gos,Mascle,Petit,09/11/2009,Arturo,No,carlí (pug),No,No,Rubí
Vigent,28/03/2012,,XIP,981098102375425,Gos,Femella,Gran,19/05/2003,Luna,No,indefinit,No,No,Rubí
Baixa per mort,28/03/2012,03/03/2015,XIP,977200007399190,Gos,Femella,Petit,01/01/2003,Verta,No,indefinit,No,No,Rubí
Vigent,26/03/2012,,XIP,941000013739820,Gos,Mascle,Mitjà,21/09/2011,Black,No,indefinit,No,No,Rubí
Baixa per mort,26/03/2012,24/02/2016,XIP,985154000176809,Gos,Mascle,Petit,17/09/2010,Cim,No,teckel de pèl dur,No,No,Rubí
Vigent,23/03/2012,,XIP,985121017630232,Gos,Mascle,Gran,03/01/2007,Rocky,No,llebrer anglès,No,No,Rubí
Vigent,23/03/2012,,XIP,981098100363865,Gos,Femella,Mitjà,07/04/2006,Lluna,No,indefinit,No,No,Rubí
Vigent,22/03/2012,,XIP,981098104119999,Gos,Mascle,Gran,15/12/2010,Lucky,No,indefinit,No,No,Rubí
Vigent,20/03/2012,,XIP,968000005275151,Gos,Mascle,Petit,01/04/2010,Pincho,No,pinscher,No,No,Rubí
Vigent,20/03/2012,,XIP,977200008084644,Gos,Femella,Mitjà,10/01/2011,Dana,No,grifó belga,No,No,Rubí
Vigent,20/03/2012,,XIP,941000011671387,Gos,Femella,Petit,10/05/2009,Bruna,No,pinscher,No,No,Rubí
Vigent,15/03/2012,,XIP,981098104142753,Gos,Femella,Gran,12/10/2012,Crazy,No,indefinit,No,No,Rubí
Vigent,14/03/2012,,XIP,982000161083370,Gos,Mascle,Mitjà,02/01/2011,Brou,No,brac alemany,No,No,Rubí
Vigent,13/03/2012,,XIP,982009104303951,Gos,Femella,Mitjà,22/08/2006,Tica,No,schnauzer miniatura,No,No,Rubí
Vigent,03/08/2012,,XIP,941000013612272,Gos,Mascle,Mitjà,02/01/2011,Brut,No,indefinit,No,No,Rubí
Vigent,03/07/2012,,XIP,981098102811928,Gos,Mascle,Petit,28/08/2011,Otto,No,carlí (pug),No,No,Rubí
Vigent,03/07/2012,,XIP,977200008206891,Gos,Mascle,Gran,08/01/2010,Thor,No,indefinit,No,No,Rubí
Vigent,03/06/2012,,XIP,982000161075028,Gos,Femella,Petit,18/12/2011,Lua,No,indefinit,No,No,Rubí
Vigent,03/02/2012,,XIP,981098104121575,Gos,Mascle,Petit,20/06/2009,Dinio,No,bulldog francès,No,No,"Vendrell, el"
Baixa per mort,03/01/2012,26/11/2014,XIP,977200007192925,Gos,Mascle,Mitjà,01/01/1997,Blaki,No,indefinit,No,No,Rubí
Vigent,29/02/2012,,XIP,977200008059865,Gos,Femella,Mitjà,18/08/2011,Nikita,No,cocker spaniel anglès,No,No,Rubí
Vigent,29/02/2012,,XIP,981098104135080,Gat,Mascle,,10/09/2011,Coco,No,fold de les terres altes,No,No,Rubí
Baixa del cens,29/02/2012,29/02/2012,XIP,981098104135080,Gat,Mascle,,10/09/2011,Coco,No,fold de les terres altes,No,No,Rubí
Baixa del cens,28/02/2012,28/02/2012,XIP,941000013404230,Gos,Mascle,Petit,01/01/2009,Dau,No,indefinit,No,No,Rubí
Vigent,28/02/2012,,XIP,941000013404230,Gos,Mascle,Petit,01/01/2009,Dau,No,indefinit,No,No,Rubí
Baixa del cens,22/02/2012,22/02/2012,XIP,977200008081313,Gos,Femella,Gran,26/10/2011,Maia,No,boxer ros,No,No,Rubí
Vigent,22/02/2012,,XIP,977200008081313,Gos,Femella,Gran,26/10/2011,Maia,No,boxer ros,No,No,Rubí
Baixa del cens,21/02/2012,21/02/2012,XIP,938000000449447,Gos,Femella,Petit,24/08/2010,Kira,No,bichon maltès,No,No,Rubí
Vigent,21/02/2012,,XIP,938000000449447,Gos,Femella,Petit,24/08/2010,Kira,No,bichon maltès,No,No,Rubí
Vigent,16/02/2012,,XIP,977200007710627,Gos,Mascle,Mitjà,07/05/2010,Sultan,No,shar pei,No,No,Rubí
Baixa del cens,16/02/2012,16/02/2012,XIP,977200007710627,Gos,Mascle,Mitjà,07/05/2010,Sultan,No,shar pei,No,No,Rubí
Baixa del cens,14/02/2012,14/02/2012,XIP,938000000562837,Gos,Femella,Mitjà,04/12/2011,Lola,No,basset hound,No,No,Rubí
Vigent,14/02/2012,,XIP,938000000562837,Gos,Femella,Mitjà,04/12/2011,Lola,No,basset hound,No,No,Rubí
Vigent,02/09/2012,,XIP,985120031654675,Gos,Mascle,Gran,30/01/2008,Dog,No,retriever del Labrador,No,No,Rubí
Vigent,02/08/2012,,XIP,981098104034953,Gos,Femella,Petit,01/01/2011,Pipa,No,indefinit,No,No,Rubí
Baixa del cens,02/03/2012,02/03/2012,XIP,941000013739607,Gos,Mascle,Petit,01/01/2011,Rocky,No,indefinit,No,No,Rubí
Vigent,02/03/2012,,XIP,941000013739607,Gos,Mascle,Petit,01/01/2011,Rocky,No,indefinit,No,No,Rubí
Vigent,02/01/2012,,XIP,981098104130744,Gos,Mascle,Mitjà,07/07/2011,Ibdes,No,bulldog francès,No,No,Rubí
Vigent,16/01/2012,,XIP,941000012283536,Gos,Mascle,Mitjà,01/01/2007,Merlí,No,indefinit,No,No,Rubí
Vigent,16/01/2012,,XIP,981098102149537,Gos,Femella,Petit,14/10/2008,Kloe,No,terrier de yorkshire ,No,No,Rubí
Vigent,13/01/2012,,XIP,981098104139433,Gos,Femella,Petit,05/10/2011,Dana,No,terrier de yorkshire ,No,No,Rubí
Baixa del cens,13/01/2012,05/09/2013,XIP,982000161074048,Gos,Mascle,Mitjà,01/01/2011,Yako,No,beagle,No,No,Rubí
Vigent,01/12/2012,,XIP,981098102989284,Gos,Mascle,Mitjà,07/01/2010,Douglas,No,setter irlandès,No,No,Rubí
Vigent,01/12/2012,,XIP,981098102458088,Gos,Mascle,Petit,09/11/2011,Lion,No,beagle,No,No,Rubí
Vigent,01/10/2012,,XIP,981098104136565,Gos,Mascle,Petit,28/06/2011,Leo,No,bichon maltès,No,No,Rubí
Vigent,01/10/2012,,XIP,981098102186398,Gos,Femella,Gran,11/04/2009,Chloé,No,dog alemany atigrat,No,No,Rubí
Baixa del cens,01/09/2012,01/09/2012,XIP,981098102369466,Gos,Mascle,Mitjà,21/08/2011,Rocky,No,retriever del Labrador,No,No,Rubí
Vigent,01/09/2012,,XIP,981098102369466,Gos,Mascle,Mitjà,21/08/2011,Rocky,No,retriever del Labrador,No,No,Rubí
Vigent,01/09/2012,,XIP,941000012285218,Gos,Mascle,Gran,20/07/2010,Teo,No,retriever del Labrador,No,No,Rubí
Modificacio,01/05/2012,06/09/2015,XIP,941000012283336,Gos,Femella,Mitjà,06/01/2010,Greta,No,indefinit,No,No,Rubí
Vigent,30/12/2011,,XIP,968000002697180,Gos,Mascle,Petit,30/05/2005,Dali,No,bulldog francès,No,No,Rubí
Vigent,30/12/2011,,XIP,985120031591935,Gos,Mascle,Gran,03/04/2007,Thor,No,Staffordshire Bull Terrier,Si,No,Rubí
Vigent,30/12/2011,,XIP,900176000044625,Gos,Mascle,Gran,09/09/2011,Duque,No,retriever del Labrador,No,No,Rubí
Baixa per mort,29/12/2011,29/12/2014,XIP,941000000013903,Gos,Femella,Mitjà,15/07/2004,Lena,No,bòxer,No,No,Rubí
Baixa del cens,28/12/2011,28/12/2011,XIP,981098100675147,Gos,Mascle,Petit,01/01/2006,Ron,No,indefinit,No,No,Rubí
Vigent,28/12/2011,,XIP,941000013018095,Gos,Femella,Gran,26/06/2011,Lola,No,golden retriever,No,No,Rubí
Vigent,28/12/2011,,XIP,938000000531750,Gos,Femella,Mitjà,30/09/2011,Laika,No,beagle,No,No,Rubí
Vigent,28/12/2011,,XIP,941000011204783,Gos,Mascle,Gran,12/12/2008,Hasper,No,golden retriever,No,No,Rubí
Vigent,22/12/2011,,XIP,724098100428394,Gos,Femella,Petit,08/03/2003,Nely,No,pequinès,No,No,Rubí
Baixa del cens,20/12/2011,20/12/2011,XIP,941000012400124,Gos,Femella,Mitjà,22/10/2010,Akira,No,indefinit,No,No,Rubí
Vigent,20/12/2011,,XIP,941000013316175,Gos,Mascle,Mitjà,04/11/2011,Torró,No,indefinit,No,No,Rubí
Vigent,20/12/2011,,XIP,941000012400124,Gos,Femella,Mitjà,22/10/2010,Akira,No,indefinit,No,No,Rubí
Baixa del cens,20/12/2011,20/12/2011,XIP,941000012400124,Gos,Femella,Mitjà,22/10/2010,Akira,No,indefinit,No,No,Rubí
Vigent,19/12/2011,,XIP,985120023886122,Gos,Mascle,Mitjà,20/01/2007,Baloo,No,border collie,No,No,Rubí
Vigent,19/12/2011,,XIP,941000012698282,Gos,Femella,Mitjà,15/02/2011,Luna,No,pastor alemany,No,No,Rubí
Vigent,19/12/2011,,XIP,981098102373496,Gos,Femella,Mitjà,12/07/2008,Gala,No,indefinit,No,No,Rubí
Vigent,15/12/2011,,XIP,938000000368209,Gos,Mascle,Petit,20/07/2008,Duke,No,bulldog francès,No,No,Rubí
Vigent,15/12/2011,,XIP,981098102491170,Gos,Mascle,Mitjà,20/02/2010,Ticio de la Maison du chien,No,dòberman,Si,No,Rubí
Vigent,14/12/2011,,XIP,977200004269535,Gos,Femella,Gran,27/04/2004,Havana,No,indefinit,No,No,Rubí
Vigent,13/12/2011,,XIP,981098102470028,Gos,Femella,Mitjà,20/05/2010,Bay,No,,No,No,Rubí
Vigent,12/09/2011,,XIP,981098104012479,Gos,Mascle,Gran,05/06/2010,Cuper,No,indefinit,No,No,Rubí
Vigent,12/07/2011,,XIP,977200008190844,Gos,Femella,Petit,18/11/2003,Bruna,No,,No,No,Rubí
Vigent,12/07/2011,,XIP,981098102026859,Gos,Femella,Mitjà,11/10/2008,Sua,No,Staffordshire Bull Terrier,Si,No,Rubí
Vigent,12/07/2011,,XIP,977200008198801,Gos,Femella,Petit,18/05/2007,Mica,No,,No,No,Rubí
Vigent,12/07/2011,,XIP,977200008192492,Gos,Femella,Petit,06/10/2008,Diva,No,chihuahua,No,No,Rubí
Baixa per mort,12/02/2011,07/07/2015,XIP,981098102388985,Gos,Femella,Petit,10/01/2000,Tina,No,indefinit,No,No,Rubí
Vigent,12/01/2011,,XIP,941000003182950,Gos,Femella,Mitjà,22/01/2009,Lua,No,bulldog francès,No,No,Rubí
Vigent,12/01/2011,,XIP,724098100426942,Gos,Mascle,Mitjà,01/04/2003,Suli,No,fox terrier,No,No,Rubí
Vigent,12/01/2011,,XIP,977200008013902,Gos,Mascle,Petit,05/12/2011,Vito,No,cocker spaniel anglès,No,No,Rubí
Vigent,28/11/2011,,XIP,724098100682425,Gat,Femella,Mitjà,14/10/2004,Thai,No,siamès,No,No,Rubí
Vigent,28/11/2011,,XIP,981098100548265,Gat,Mascle,,23/05/2006,Nit,No,europeu de pèl curt,No,No,Rubí
Baixa per mort,28/11/2011,10/10/2013,XIP,985100008164776,Gos,Mascle,Gran,11/08/2000,Kimi,No,pastor alemany,No,No,Rubí
Vigent,28/11/2011,,XIP,981098102835146,Gos,Mascle,Gran,26/08/2011,Thor,No,pastor alemany,No,No,Rubí
Baixa per mort,28/11/2011,26/10/2015,XIP,977200007713206,Gos,Mascle,Gran,07/06/2010,Tro,No,pastor alemany,No,No,Rubí
Vigent,22/11/2011,,XIP,941000001871014,Gos,Femella,Petit,02/08/2007,Naika,No,bichon maltès,No,No,Rubí
