;;;;;;;;
;;;;;;;;
;;;;;;;;
 ;;;;;;;;
;;;;;;;;
;Cifras oficiales de poblaci¢n a 1 de enero de 2016;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;ÿÿÿÿÿÿÿ;;;;;;;
;Valladolid;;;301.876;;;;
;Provincia de Valladolid;;;523.679;;;;
;Castilla y Le¢n;;;2.447.519;;;;
;Espa¤aÿÿ;;;46.557.008;;;;
;;;;;;;;
;ÿ;;;;;;;
;;;;;;;;
;Fuente: Instituto Nacional de Estad¡stica (I.N.E.).;;;;;;;
;ÿ;;;;;;;
;;;;;;;;
