Àrea,Orgànic,Actuació,Servei,% d'execució,Acció ,Una ciutat oberta al món,Governar amb la gent,Igualtat i defensa dels drets socials,Convivència i civisme,Una ciutat educadora,Una ciutat creativa,Espais i serveis de qualitat,Compromís ambiental,Una ciutat econòmicament competitiva,Transparència i eficiència,Cultura de pau,Roca Umbert,Pla de civisme i convivència,Programa global sobre habitatge,Potenciació de la formació professional,Transició energètica i canvi climàtic,C17,Circuit de Catalunya,Redefinició del model comercial,Societat del coneixement,Programa,Grau d'execució,Data actualització grau d'execució,Acció nova o de continuïtat,Any 2015,Any 2016,Any 2017,Any 2018,Any 2019,Barri
Govern i Economia,Promoció Econòmica,Augmentar l'atracci&oacute; de visitants a la ciutat,Promoció de Ciutat,56%,Promocionar les visites guiades i els itineraris turístics,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Desenvolupament turistic,Primeres accions,12/20/2016 12:26:18 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Augmentar l'atracci&oacute; de visitants a la ciutat,Promoció de Ciutat,56%,Organitzar esdeveniments gastronòmics amb la col·laboració del Gremi d'hostaleria i dels productors locals,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Desenvolupament turistic,En execució,12/20/2016 11:57:10 AM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Granollers com a destinaci&oacute; tur&iacute;stica esportiva,,67%,Donar suport al programa de captació d'esdeveniments esportius d'àmbit nacional i internacional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/07/2017 06:18:21 PM,Nou,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Granollers com a destinaci&oacute; tur&iacute;stica esportiva,,67%,Aprofitar els fluxos de visitants dels grans premis de velocitat,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/05/2017 11:46:51 AM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar fires sectorials especialitzades,Promoció mobilitat sostenible,67%,"Incorporar nous sectors i espais a la Fira de l'Ascenció ( indústria, medi ambient, etc.)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,07/14/2016 12:29:54 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Promoure una reflexi&oacute; compartida i repensar el model comercial de la ciutat,Promoció de Ciutat,53%,Cooperar amb les associacions de comerciants per impulsar fórmules de gestió de l'espai urbà,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,Primeres accions,12/15/2016 04:45:02 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Promoure una reflexi&oacute; compartida i repensar el model comercial de la ciutat,Promoció de Ciutat,53%,Posar en valor les bones pràctiques del comerç tradicional,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,Primeres accions,12/15/2016 04:48:09 PM,Nou,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Promoure una reflexi&oacute; compartida i repensar el model comercial de la ciutat,Promoció de Ciutat,53%,Fomentar la innovació de les empreses comercials,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Pendent,En execució,12/15/2016 05:02:06 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Promoure una reflexi&oacute; compartida i repensar el model comercial de la ciutat,Promoció de Ciutat,53%,Impulsar accions de promoció comercial de la ciutat,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Pendent,En execució,07/19/2016 04:51:15 PM,Continuïtat,1,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Promoure una reflexi&oacute; compartida i repensar el model comercial de la ciutat,Promoció de Ciutat,53%,Dinamitzar els locals comercials buits,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Pendent,En execució,07/19/2016 05:04:48 PM,Nou,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar les fires d'alimentaci&oacute;,Promoció Econòmica,67%,Programar fires-mercat monoproducte de qualitat,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,07/14/2016 12:55:34 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar les fires d'alimentaci&oacute;,Promoció Econòmica,67%,Organitzar tastets de productes i esdeveniments de caràcter gastronòmic,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,07/14/2016 01:12:47 PM,Continuïtat,1,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Granollers com a destinaci&oacute; tur&iacute;stica esportiva,,67%,Cooperar amb l'associació d'atletes la vessant turística de la Mitja Marató,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/05/2017 11:45:22 AM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar fires sectorials especialitzades,Promoció mobilitat sostenible,67%,"Organitzar una fira anual del joc tradicional ( Jugatú, festival de tardor de jocs)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,07/14/2016 12:27:45 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar fires sectorials especialitzades,Promoció mobilitat sostenible,67%,"Impulsar fires innovadores de petit format, seguint el model del MAC i Bodamarket",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,07/19/2016 05:06:47 PM,Continuïtat,0,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar fires sectorials especialitzades,Promoció mobilitat sostenible,67%,Promoure les fires d'antiquaris,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,07/14/2016 11:35:42 AM,Continuïtat,1,1,1,1,1,0
Govern i Economia,Promoció Econòmica,"Millorar els serveis d'informaci&oacute;, difusi&oacute; i atenci&oacute; tur&iacute;stica",Promoció Econòmica,73%,Fer difusió de l'agenda d'activitats de la ciutat des de l'oficina d'informació turística,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Desenvolupament turistic,En execució,06/05/2017 11:54:37 AM,Continuïtat,1,1,1,1,1,0
Govern i Economia,Promoció Econòmica,"Millorar els serveis d'informaci&oacute;, difusi&oacute; i atenci&oacute; tur&iacute;stica",Promoció Econòmica,73%,Desenvolupar nous continguts a la web www.visitgranollers.com,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Desenvolupament turistic,En execució,07/19/2016 03:04:27 PM,Continuïtat,1,1,1,1,1,0
Govern i Economia,Promoció Econòmica,Impulsar les fires d'alimentaci&oacute;,Promoció Econòmica,67%,Concentrar en la plaça Corona les fires-mercat de productors alimentaris multiproducte,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Desenvolupament comercial,En execució,06/06/2017 04:10:10 PM,Nou,0,1,1,1,1,0
Govern i Economia,Recursos Humans,"Desenvolupar una pol&iacute;tica d&rsquo;integritat institucional, la qual persegueixi evitar qualsevol conducta no adequada als est&agrave;ndards b&agrave;sics de la moralitat i sigui un mecanisme preventiu efica&ccedil; contra la corrupci&oacute;.",Govern obert,100%,Participació en el grup de treball de la FMC per elaborar un codi de conducta tipus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,07/07/2017 10:27:40 AM,Nou,0,1,1,1,0,0
Govern i Economia,Recursos Humans,Introduir la formaci&oacute; en perspectiva de g&egrave;nere en el pla de formaci&oacute; de recursos humans de l'Ajuntament,Organització,0%,"Incorporació al Pla de Formació continu general la formació en la introducció de la perspectiva de gènere en les accions  i programes locals, d'acord amb el Pla Intern d'Igualtat de Gènere 2013-2016",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,
Govern i Economia,Recursos Humans,Introduir la formaci&oacute; en perspectiva de g&egrave;nere en el pla de formaci&oacute; de recursos humans de l'Ajuntament,Organització,0%,Nou aplicatiu per la gestió de Recursos Humans i nòmina,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,,Nou,0,0,1,1,1,0
Govern i Economia,Recursos Humans,Publicar l&rsquo;organigrama t&egrave;cnic municipal i el cat&agrave;leg de serveis que presta l&rsquo;Ajuntament de Granollers,Govern obert,100%,Publicació de l'organigrama a la seu electrònica,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,Executat,,Nou,0,1,0,0,0,0
Govern i Economia,Recursos Humans,Finalitzar el proc&eacute;s intern de valoraci&oacute; de llocs de treball.,Organització,33%,"S'aprova la contractació del servei de valoració de llocs de treball de l'Ajuntament de Granollers, l'EPE Granollers Mercat, i del Patronat del Museu a adjudicar mitjançant procediment obert
obert",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,,Continuïtat,0,0,1,0,0,0
Govern i Economia,Recursos Humans,Publicar l&rsquo;organigrama t&egrave;cnic municipal i el cat&agrave;leg de serveis que presta l&rsquo;Ajuntament de Granollers,Govern obert,100%,Publicació de catàleg de serveis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,Executat,,Continuïtat,0,1,0,0,0,0
Govern i Economia,Recursos Humans,Pla de Formaci&oacute; 2016-2019,Organització,0%,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
Govern i Economia,Sistemes d'Informació i Comunicació,Implantar l'Esquema Nacional de Seguretat (&agrave;mbit inform&agrave;tica) a Ajuntament,Pla societat del coneixement,33%,Definir i implantar les mesures de l'Esquema Nacional de Seguretat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,Primeres accions,07/04/2016 06:29:55 PM,Nou,0,1,1,1,0,0
Govern i Economia,Sistemes d'Informació i Comunicació,"Formar part proactivament en la creaci&oacute; i participaci&oacute; d'entorns col&middot;laboratius entre administracions (xarxa Smartcat, xarxa de t&egrave;cnics inform&agrave;tics, Grup de treball &quot;Grans ciutats&quot;, ...",Pla societat del coneixement,100%,Impuls per la creació d'una xarxa de tènics informàtics municpals per l'intercanvi d'experiències i coneixement.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,Executat,11/02/2016 07:40:49 AM,Nou,0,1,1,1,1,0
Govern i Economia,Sistemes d'Informació i Comunicació,Implantar les solucions tecnol&ograve;giques que millorin l'efici&egrave;ncia dels serveis de l'Ajuntament,Pla societat del coneixement,67%,Implantar solucions de mobilitat que facilitin la gestió de la informació i del treball del personal a peu de carrer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,En execució,07/04/2016 06:23:52 PM,Nou,1,1,1,1,1,0
Govern i Economia,Sistemes d'Informació i Comunicació,Implantar les solucions tecnol&ograve;giques que millorin l'efici&egrave;ncia dels serveis de l'Ajuntament,Pla societat del coneixement,67%,Implantar un nou servei wifi als equipaments municipals que doni servei a treballadors i ciutadans usuaris dels equipametns,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,En execució,11/02/2016 07:40:39 AM,Nou,0,1,1,0,0,0
Govern i Economia,Sistemes d'Informació i Comunicació,"Generar aliances per aconseguir una infraestructura tecnol&ograve;gica al n&uacute;vol (cloud) p&uacute;blica, al servei dels municipis, preferentment a trav&eacute;s de la Diputaci&oacute; de Barcleona",Pla societat del coneixement,67%,"Sol.licitar a la Diputació de Barcelona l'estat del projecte de implantació d'un ""cloud"" públic per ajuntaments de la comarca",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Pendent,En execució,11/02/2016 07:40:23 AM,Nou,0,1,1,1,1,0
Govern i Economia,Sistemes d'Informació i Comunicació,Promoure l&rsquo;extensi&oacute; de nous serveis cloud en infraestructura (servidors) i programari a l&rsquo;administraci&oacute; per a la gesti&oacute; de determinats serveis.,Pla societat del coneixement,0%,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
Projectes Estratègics i Comunicació,Arxiu Municipal,Potenciar l&rsquo;Arxiu com a referent pel coneixement de la hist&ograve;ria i de la ciutat a trav&eacute;s dels seus fons,Cultura,33%,"Buscar, en la mesura que sigui possible, una nova ubicació física amb espais d'atenció als usuaris, de treball, de dipòsits de documents i sobretot d’activitats públiques i de treball amb els voluntaris",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arxiu municipal,Pendent,12/01/2016 04:05:34 PM,Nou,0,0,0,1,0,
Projectes Estratègics i Comunicació,Arxiu Municipal,Potenciar l&rsquo;Arxiu com a referent pel coneixement de la hist&ograve;ria i de la ciutat a trav&eacute;s dels seus fons,Cultura,33%,Desenvolupar a través de l’Arxiu un espai d’acolliment i presentació d’estudis i treballs de recerca vinculats a la ciutat.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arxiu municipal,En execució,07/03/2017 02:34:51 PM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Arxiu Municipal,"Crear una l&iacute;nia de publicacions espec&iacute;fica sobre la ciutat, com a eina de promoci&oacute; de ciutat i tamb&eacute; per estimular la recerca en temes locals",Cultura,0%,"Recuperar les línies de publicacions històriques, de ciutat i d’autors locals, i crear-ne alguna de nova, en conveni i amb acord, si és possible, amb editorials de l’entorn. També les publicacions dels Museus.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arxiu municipal,Pendent,,Continuïtat,0,0,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Programa de solidaritat per donar resposta a la crisi de persones refugiades i de coordinaci&oacute; per a les accions d'acollida,Cooperació i Solidaritat,73%,Programa de comunicació específic per mantenir informats els diferents públics sobre la situació de les persones refugiades i les activitats que es duen a terme,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,12/17/2015 10:02:08 AM,Nou,1,1,1,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Programa de solidaritat per donar resposta a la crisi de persones refugiades i de coordinaci&oacute; per a les accions d'acollida,Cooperació i Solidaritat,73%,"Elaborar un pla de sensibilització, conjuntament amb les entitats, per tal de difondre la realitat de la situació que viuen les persones que han de fugir dels seus països a causa de la guerra i cerquen asil a Europa",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,12/17/2015 10:12:25 AM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Programa de solidaritat per donar resposta a la crisi de persones refugiades i de coordinaci&oacute; per a les accions d'acollida,Cooperació i Solidaritat,73%,Crear una taula per a la coordinació amb les entitats de la ciutat que gestionen serveis per a l'acolliment de persones refugiades,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,06/28/2016 04:33:35 PM,Nou,0,1,0,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Programa de solidaritat per donar resposta a la crisi de persones refugiades i de coordinaci&oacute; per a les accions d'acollida,Cooperació i Solidaritat,73%,Crear la taula municipal per coordinar les accions relacionades amb l'acollida de persones refugiades a la ciutat,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,Executat,01/27/2017 01:19:46 PM,Nou,1,1,0,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Programa de solidaritat per donar resposta a la crisi de persones refugiades i de coordinaci&oacute; per a les accions d'acollida,Cooperació i Solidaritat,73%,Participar activament en les xarxes de municipis i entitats per a la coordinació de l'atenció a les persones desplaçades i l'acollida de les persones refugiades,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,12/17/2015 10:12:28 AM,Nou,1,1,0,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Desenvolupar accions educatives vinculades a l&rsquo;educaci&oacute; per la pau, el respecte al pluralisme, els drets humans i la democr&agrave;cia. Treball en Xarxa amb altres ciutats i entitats",Cultura de pau,67%,Programa de Ciutats Defensores dels Drets Humans,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pendent,En execució,02/02/2016 06:48:42 PM,Continuïtat,1,1,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Avan&ccedil;ar en els projectes de recuperaci&oacute;, preservaci&oacute; i difusi&oacute; de la mem&ograve;ria de la ciutat i els seus habitants. Fer noves entrevites i posar-les a disposici&oacute; a trav&eacute;s de la secci&oacute; de fonts orals de l'Arxiu",Memòria històrica,42%,Memòria històrica vinculada a la resistència antifranquista i la transició democràtica: realitzar entrevistes amb testimonis que van viure aquests moments,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,Pendent,,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Recuperaci&oacute; i senyalitzaci&oacute; dels espais de mem&ograve;ria de la ciutat, incorporant nous espais, fomentant-ne el coneixement i la dinamitzaci&oacute; a trav&eacute;s de visites guiades, portes obertes i altres accions.",Memòria històrica,67%,"Incorporar nous espais vinculats a la repressió franquista, la lluita antifranquista i a la transició democràtica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,En execució,06/01/2017 11:59:29 AM,Nou,0,0,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Avan&ccedil;ar en els projectes de recuperaci&oacute;, preservaci&oacute; i difusi&oacute; de la mem&ograve;ria de la ciutat i els seus habitants. Fer noves entrevites i posar-les a disposici&oacute; a trav&eacute;s de la secci&oacute; de fonts orals de l'Arxiu",Memòria històrica,42%,Memòria de les persones que van ser deportades als camps de concentració,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,En execució,01/27/2017 10:46:56 AM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Avan&ccedil;ar en els projectes de recuperaci&oacute;, preservaci&oacute; i difusi&oacute; de la mem&ograve;ria de la ciutat i els seus habitants. Fer noves entrevites i posar-les a disposici&oacute; a trav&eacute;s de la secci&oacute; de fonts orals de l'Arxiu",Memòria històrica,42%,Memòria històrica de la Guerra Civil i el bombardeig de Granollers: tancar el cicle d’entrevistes amb testimonis i realitzar accions intergeneracionals,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,Executat,01/27/2017 10:44:42 AM,Continuïtat,0,1,0,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Commemoraci&oacute; de l&rsquo;aniversari del bombardeig i fomentar la participaci&oacute; d&rsquo;entitats en l&rsquo;organitzaci&oacute; d&rsquo;activitats. Compartir l&rsquo;esdeveniment amb altres ciutats.,Memòria històrica,67%,"Treball en xarxa amb altres ciutats i entitats que treballen en la recuperació de la memòria històrica i el treball per la pau. Propiciar els projectes compartits, que reforcin la identitat de la ciutat i la projecció exterior.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,En execució,02/02/2016 06:29:01 PM,Continuïtat,0,1,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Continuar destinant l'1% dels ingressos propis a Cooperaci&oacute; i desenvolupar el Pla director de Cooperaci&oacute; al Desenvolupament i Solidaritat impulsant projectes de cooperaci&oacute; amb municipis i &agrave;mbits estrat&egrave;gics per a Granollers.,Cooperació i Solidaritat,72%,"Suport a la xarxa solidària i foment de mecanismes de treball conjunt amb les entitats per a la millora de la qualitat dels projectes impulsats des de la ciutat, vetllant per l’eficiència dels recursos públics que es dediquen a la cooperació",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,06/28/2016 04:20:21 PM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Consolidar el posicionament exterior i internacional  de Granollers com a ciutat constructora de pau, un element de projecci&oacute; de la ciutat i de promoci&oacute; de la seva identitat.",Projecció exterior,83%,"Creació d’una plataforma de ciutats per la pau a la Mediterrània, vinculada a Alcaldes per la Pau. Treballar en projectes amb altres ciutats i entitats d’aquesta àrea geogràfica i traçar sinergies amb altres iniciatives i xarxes",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,En execució,02/02/2016 06:27:32 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Continuar destinant l'1% dels ingressos propis a Cooperaci&oacute; i desenvolupar el Pla director de Cooperaci&oacute; al Desenvolupament i Solidaritat impulsant projectes de cooperaci&oacute; amb municipis i &agrave;mbits estrat&egrave;gics per a Granollers.,Cooperació i Solidaritat,72%,"Continuar implementant projectes de cooperació directa municipal, adreçats a enfortiment institucional dels ajuntaments del sud.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,06/28/2016 04:19:42 PM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Continuar destinant l'1% dels ingressos propis a Cooperaci&oacute; i desenvolupar el Pla director de Cooperaci&oacute; al Desenvolupament i Solidaritat impulsant projectes de cooperaci&oacute; amb municipis i &agrave;mbits estrat&egrave;gics per a Granollers.,Cooperació i Solidaritat,72%,"Elaborar i desplegar un Pla de sensibilització en temes de solidaritat, cooperació i pau, conjuntament amb les entitats de la ciutat.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,06/28/2016 04:17:14 PM,Nou,0,1,0,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Avan&ccedil;ar en els projectes de recuperaci&oacute;, preservaci&oacute; i difusi&oacute; de la mem&ograve;ria de la ciutat i els seus habitants. Fer noves entrevites i posar-les a disposici&oacute; a trav&eacute;s de la secci&oacute; de fonts orals de l'Arxiu",Memòria històrica,42%,Memòria dels barris de la ciutat i un programa d’activitats per a la seva difusió. Participació dels veïns i projecte de dinamització,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,Pendent,,Continuïtat,0,0,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Continuar destinant l'1% dels ingressos propis a Cooperaci&oacute; i desenvolupar el Pla director de Cooperaci&oacute; al Desenvolupament i Solidaritat impulsant projectes de cooperaci&oacute; amb municipis i &agrave;mbits estrat&egrave;gics per a Granollers.,Cooperació i Solidaritat,72%,Actualització Pla Director de Cooperació al Desenvolupament,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,01/27/2017 10:43:29 AM,Continuïtat,0,1,0,0,0,0
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Continuar destinant l'1% dels ingressos propis a Cooperaci&oacute; i desenvolupar el Pla director de Cooperaci&oacute; al Desenvolupament i Solidaritat impulsant projectes de cooperaci&oacute; amb municipis i &agrave;mbits estrat&egrave;gics per a Granollers.,Cooperació i Solidaritat,72%,"Impulsar projectes de cooperació que promoguin la transferència de coneixement i l’assistència tècnica, per tal d’afavorir l’intercanvi i el coneixement mutu.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,06/28/2016 04:21:09 PM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,"Consolidar el posicionament exterior i internacional  de Granollers com a ciutat constructora de pau, un element de projecci&oacute; de la ciutat i de promoci&oacute; de la seva identitat.",Projecció exterior,83%,"Consolidar la participació en la xarxa d’Alcaldes per la Pau (Mayors for Peace), impulsar la xarxa catalana d’Alcaldes per la Pau.",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Promoció de la cultura de la pau,Executat,01/27/2017 10:44:06 AM,Continuïtat,0,1,0,0,0,
Projectes Estratègics i Comunicació,Centre de Cultura de la Pau,Continuar destinant l'1% dels ingressos propis a Cooperaci&oacute; i desenvolupar el Pla director de Cooperaci&oacute; al Desenvolupament i Solidaritat impulsant projectes de cooperaci&oacute; amb municipis i &agrave;mbits estrat&egrave;gics per a Granollers.,Cooperació i Solidaritat,72%,Integració progressiva de la cooperació dins de la planificació estratègica de la ciutat i de la seva estratègia de relacions internacionals i de projecció externa.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Promoció de la cooperació i solidaritat,En execució,12/23/2016 08:50:45 AM,Nou,0,1,1,1,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,Definir i implantar un Pla de comunicaci&oacute; interna integral,Comunicació,17%,Estudiar la implementació de nous canals i formats de comunicació que facilitin la transmissió d'informació i la comunicació efectiva entre persones i serveis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Primeres accions,12/23/2016 02:09:05 PM,Nou,0,1,1,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,Definir i implantar un Pla de comunicaci&oacute; per donar a con&egrave;ixer a tots els p&uacute;blics la informaci&oacute; de servei i de la ciutat que pugui ser del seu inter&egrave;s. Promoure una comunicaci&oacute; activa i personalitzada,Comunicació,44%,"Reforçar les funcions del Servei d'Imatge i Comunicació, per facilitar l'acompanyament integral a cadascun dels serveis, per cadascuna de les accions",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,En execució,12/23/2016 02:02:27 PM,Continuïtat,0,1,1,1,1,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,Definir i implantar un Pla de comunicaci&oacute; per donar a con&egrave;ixer a tots els p&uacute;blics la informaci&oacute; de servei i de la ciutat que pugui ser del seu inter&egrave;s. Promoure una comunicaci&oacute; activa i personalitzada,Comunicació,44%,Repensar els continguts i estructura de webs que depenen de l’Ajuntament. 	Segmentar la informació i visibilitat dels serveis en base a l’ús i importància per a facilitar-ne el seu ús,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,Primeres accions,12/23/2016 02:07:17 PM,Continuïtat,0,1,0,0,0,
Projectes Estratègics i Comunicació,Comunicació i Relacions Institucionals,"Desenvolupar un pla de comunicaci&oacute; digital, per tal d'adequar els missatges i canals als diferents p&uacute;blics, millorar la informaci&oacute; que oferim,  fomentar la participaci&oacute;  i refor&ccedil;ar la projecci&oacute; i atractivitat de la ciutat",Comunicació,33%,"Construir criteris i protocols per facilitar la interacció amb el ciutadà. Creació de procediments de recollida, anàlisi i explotació de les dades de forma transversal per a oferir un millor servei",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Comunicacio institucional,En execució,12/23/2016 02:49:41 PM,Nou,0,0,1,1,0,
