Àrea,Orgànic,Actuació,Servei,% d'execució,Acció ,Una ciutat oberta al món,Governar amb la gent,Igualtat i defensa dels drets socials,Convivència i civisme,Una ciutat educadora,Una ciutat creativa,Espais i serveis de qualitat,Compromís ambiental,Una ciutat econòmicament competitiva,Transparència i eficiència,Cultura de pau,Roca Umbert,Pla de civisme i convivència,Programa global sobre habitatge,Potenciació de la formació professional,Transició energètica i canvi climàtic,C17,Circuit de Catalunya,Redefinició del model comercial,Societat del coneixement,Programa,Grau d'execució,Data actualització grau d'execució,Acció nova o de continuïtat,Any 2015,Any 2016,Any 2017,Any 2018,Any 2019,Barri
Territori i Ciutat,Obres i Projectes,"Estudiar la millora urbana del carrer Sant Jaume, entre els carrers de Sant Josep i Rec, per donar prioritat als vianants.",Millora de l'espai urbà,33%,"Estudiar la millora urbana del carrer Sant Jaume, entre els carrers de Sant Josep i Rec, per donar prioritat als vianants.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,11/15/2016 11:34:14 AM,Nou,0,1,1,1,0,
Territori i Ciutat,Obres i Projectes,"Elaborar el projecte de millora de la pla&ccedil;a Jaume I fins a les fa&ccedil;anes entre els carrers de Pere el Gran i Montcada, un cop analitzat l&rsquo;afectaci&oacute; sobre l&rsquo;aparcament.",Millora de l'espai urbà,,"Elaborar el projecte de millora de la plaça Jaume I fins a les façanes entre els carrers de Pere el Gran i Montcada, un cop analitzat l’afectació sobre l’aparcament.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Renovar les voreres del carrer del Rec, entre la pla&ccedil;a de la Caserna i la pla&ccedil;a de la Constituci&oacute;, amb l&rsquo;objectiu de millorar l&rsquo;eix per a vianants que connecta el pont de la carretera de Caldes amb el centre.",Millora de l'espai urbà,33%,"Renovació de les voreres del carrer Rec, entre la plaça de la Caserna i la plaça de la Constitució",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:13:04 PM,Nou,0,1,1,1,0,
Territori i Ciutat,Obres i Projectes,Utilitzar fusta certificada a l&rsquo;obra p&uacute;blica.,Sostenibilitat,33%,Instal·lació de mobiliari urbà de fusta certificada FSC,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,,Nou,1,1,1,1,0,0
Territori i Ciutat,Obres i Projectes,"Aconseguir acords amb la propietat dels terrenys, per obtenir cessions del seu &uacute;s i poder incrementar l'oferta d'aparcament a l'entorn de l'Hospital General de Granollers.",Pla d'aparcaments públics,100%,"Executar l'obra per adequar nous terrenys cedits en ús, com aparcaments provisionals de reforç a l'entorn de l'Hospital.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,02/03/2016 08:51:56 AM,Nou,1,0,1,0,0,
Territori i Ciutat,Obres i Projectes,"Renovar la vorera sud del carrer Francesc Ribas, entre el carrer Girona i la rotonda del passeig de la Muntanya.",Millora de l'espai urbà,,"Renovar la vorera sud del carrer Francesc Ribas, entre el carrer Girona i la rotonda del passeig de la Muntanya.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,
Territori i Ciutat,Obres i Projectes,"Ampliar el tram de vorera del carrer Josep Umbert, situada entre el carrer Equador i els Jutjats, un cop assolit l&rsquo;acord amb la propietat dels terrenys.",Millora de l'espai urbà,100%,"Execució de l'obra d'ampliació de la vorera del carrer Josep Umbert, entre el carrer Equador i els Jutjats",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Urbanitzacio calçades,Executat,06/29/2016 02:25:41 PM,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,Millorar els passatges per a vianants entre els carrers Col&ograve;mbia i Brasil i entre Josep Maria de Sagarra i Llu&iacute;s Vives.,Millora de l'espai urbà,,Millorar els passatges per a vianants entre els carrers Colòmbia i Brasil i entre Josep Maria de Sagarra i Lluís Vives.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,
Territori i Ciutat,Obres i Projectes,"Fer l'avantprojecte d&rsquo;una escala o rampa mec&agrave;nica al carrer Carles Riba que faciliti accedir als equipaments situats a la zona del Puig de les Forques i als carrers Col&ograve;mbia, Brasil i Vene&ccedil;uela (escola d'adults, camp de futbol, tanatori, cementiri).",Accessibilitat,33%,"Instal·lació d'una escala mecànica al carrer Carles Riba que permeti accedir als equipaments situats a la zona del Puig de les Forques i als carrers Colòmbia, Brasil i Veneçuela.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:21:18 PM,Nou,1,1,1,0,0,
Territori i Ciutat,Obres i Projectes,"Ampliar les voreres del carrer Josep Carner, entre la pla&ccedil;a de la Font Verda i el carrer Argentina.",Millora de l'espai urbà,33%,"Ampliar les voreres del carrer Josep Carner, entre la plaça de la Font Verda i el carrer Argentina.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,05/29/2017 01:43:50 PM,Nou,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Millorar la urbanitzaci&oacute; del carrer Terrassa.,Millora de l'espai urbà,,Millorar la urbanització del carrer Terrassa.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,
Territori i Ciutat,Obres i Projectes,"En el comprom&iacute;s ambiental vers la implantaci&ograve; de les energies renovables, prosseguri amb la instal&middot;laci&oacute; de plaques solars t&egrave;rmiques en aquells equipaments on sigugi aconsellable instal&middot;lar-ne",Gestió de l'energia,,"En el compromís ambiental vers la implantaciò de les energies renovables, prosseguri amb la instal·lació de plaques solars tèrmiques en aquells equipaments on sigugi aconsellable instal·lar-ne",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,Primeres accions,,Continuïtat,0,1,1,1,1,
Territori i Ciutat,Obres i Projectes,"Ampliar les voreres del carrer Ponent, entre el carrer del Rec i el de Torras i Bages.",Millora de l'espai urbà,67%,"Execució de les obres d'ampliació de les voreres del carrer Ponent, entre el carrer del Rec i el de Torres i Bages",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Urbanitzacio calçades,En execució,05/29/2017 12:31:39 PM,Nou,1,1,1,0,0,
Territori i Ciutat,Obres i Projectes,"Executar el projecte de cal&ccedil;ada &uacute;nica del carrer Corr&oacute;, segons el projecte redactat, entre els carrers de Torras i Bages i Val&egrave;ncia.",Transformació en plataforma única,100%,"Execució de les obres de calçada única al carrer Corró, entre els carrer de Torres i Bages i València",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Urbanitzacio calçades,Executat,07/05/2016 11:11:07 AM,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,"Remodelar els parterres del carrer de l&rsquo;Enginyer, entre els carrers Tarafa i Girona, seguint els criteris emprats al carrer Tarafa.",Millora de l'espai urbà,100%,"Executar les obres de remodelació dels parterres del carrer de l'Enginyer, entre els carrer Tarafa i Girona",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Urbanitzacio calçades,Executat,05/29/2017 12:29:57 PM,Nou,0,1,1,0,0,
Territori i Ciutat,Obres i Projectes,Ampliar les voreres del carrer Pere el Gran.,Millora de l'espai urbà,,Ampliar les voreres del carrer Pere el Gran.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Elaborar el projecte de remodelaci&oacute; de la pla&ccedil;a de les Arts i, en funci&oacute; de les possibilitats pressupost&agrave;ries, dur a terme l&rsquo;actuaci&oacute;.",Millora de l'espai urbà,,"Elaborar el projecte de remodelació de la plaça de les Arts i, en funció de les possibilitats pressupostàries, dur a terme l’actuació.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Un cop desenvolupat el sector urban&iacute;stic de darrera del pavell&oacute; de Congost, remodelar l&rsquo;espai destinat a aparcament en superf&iacute;cie i pavimentar-lo.",Pla d'aparcaments públics,0%,En funció del desenvolupament del planejament urbanístic s'iniciaran els primers estudis per destinar com aparcament l'espai darrer del pavelló del Congost,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Prosseguir amb la renovaci&oacute; de trams de voreres del carrer Roger de Flor.,Millora de l'espai urbà,0%,Prosseguir amb la renovació de trams de voreres del carrer Roger de Flor.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Desenvolupar el projecte Ecocongost que proposa l'aprofitament de la mat&egrave;ria i l'energia en els pol&iacute;gons Jordi Camp i Congost per minimitzar impacte ambiental i fer front a la crisi econ&ograve;mica i energ&egrave;tica des de l'empresa augmentant la resili&egrave;ncia,Gestió de l'energia,33%,Desenvolupar el projecte Ecocongost que proposa l'aprofitament de la matèria i l'energia en els polígons Jordi Camp i Congost per minimitzar impacte ambiental i fer front a la crisi econòmica i energètica des de l'empresa augmentant la resiliència,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:23:24 PM,Nou,1,1,1,1,0,
Territori i Ciutat,Obres i Projectes,"En la mesura que el marc legal canvi&eacute;s i es torn&eacute;s a facilitar la instal&middot;laci&oacute; d'energies renovables, estudiar la implantaci&oacute; d'energia solar fotovoltaica per l'autoconsum de fins a 100 kw",Gestió de l'energia,,"En la mesura que el marc legal canviés, reprendre el projecte d'instal·lació de plaques solars fotovoltaiques en cobertes d'edificis municipals que va quedar aturada",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,
Territori i Ciutat,Obres i Projectes,Estudiar la viabilitat d'instal&middot;lar centrals de biomassa per abastir equipaments municipals,Gestió de l'energia,33%,Estudiar  la viabilitat d'instal·lar central de biomassa a la zona dels iinstituts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,,Nou,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Al parc de Ponent: millorar la connectivitat del parc amb altres espais de la ciutat,Dinamització de parcs i espais verds,,Al parc de Ponent: millorar la connectivitat del parc amb altres espais de la ciutat,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Millorar l'estat actual i eliminar els problemes d'accessibilitat en eixos longitudinals de la ciutat, com el Carrer Espanya, Barcelona, Bertran de Seva, Balmes o Ponent.",Millora de l'espai urbà,33%,Millora de l'estat actual i eliminació de probleme d'accessibilitat en eixos longitudinals de la ciutat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:23:12 PM,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,"Continuar i potenciar el programa municipal de renovaci&oacute; i ampliaci&oacute; de voreres que permeti millorar-ne l'estat actual i eliminar els problemes d'accessibilitat, particularment, en eixos transversals, com Josep Umbert, Agust&iacute; Vinyamata, Bisbe Griv&eacute;.",Millora de l'espai urbà,33%,"Renovació i ampliació de voreres que permeti millorar l'estat actual i eliminar els problemes d'accessibilitat, en aquests eixos transversals principals.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:22:57 PM,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,Prosseguir amb la instal&middot;laci&oacute; de fibra &ograve;ptica en el conjunt dels pol&iacute;gons industrials de la ciutat.,Millora d'infraestructures,,Ampliacions de la instal·lació de la fibra òptica als polígons industrials de la ciutat,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Pendent,Primeres accions,,Nou,0,1,1,1,1,
Territori i Ciutat,Obres i Projectes,"D&rsquo;acord amb els industrials del pol&iacute;gon, dur a terme la reurbanitzaci&oacute; del pol&iacute;gon de la Font del Radium.",Millora de l'espai urbà,,"D’acord amb els industrials del polígon, dur a terme la reurbanització del polígon de la Font del Radium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Urbanitzar el carrer Sabadell al pol&iacute;gon de Jordi Camp.,Millora de l'espai urbà,,Urbanitzar el carrer Sabadell al polígon de Jordi Camp.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Estudiar la remodelaci&oacute; de la pla&ccedil;a de Can Corts.,Millora de l'espai urbà,33%,Estudi per a la remodelació de la plaça de Can Corts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:22:45 PM,Nou,1,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Arranjar l&rsquo;espai del carrer Cervantes, situat darrera el Palau d&rsquo;Esports.",Millores de l'espai urbà,0%,Arranjar l'espai del carrer Cervantes situat darrera del Palau d'Esports,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Adequar els jardins de Joan Vinyoli, entre el solar destinat a aparcament de Camp de les Moreres i el passeig Fluvial, per fer compatible l&rsquo;aparcament d&rsquo;autocaravanes, dotant l&rsquo;espai dels serveis necessaris per a aquest &uacute;s.",Millora de l'espai urbà,,"Adequar els jardins de Joan Vinyoli, entre el solar destinat a aparcament de Camp de les Moreres i el passeig Fluvial, per fer compatible l’aparcament d’autocaravanes, dotant l’espai dels serveis necessaris per a aquest ús.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Continuar amb la renovaci&oacute; de les voreres del carrer Camp de les Moreres, entre els carrers Llu&iacute;s Millet i Mare de D&eacute;u de Montserrat.",Millora de l'espai urbà,0%,"Continuar amb la renovació de les voreres del carrer Camp de les Moreres, entre els carrers Lluís Millet i Mare de Déu de Montserrat.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Elaborar el projecte de cal&ccedil;ada &uacute;nica del carrer Josep Maria Ruera.,Transformació en plataforma única,,Elaborar el projecte de calçada única del carrer Josep Maria Ruera.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Remodelar l&rsquo;interior dels jardins de Llu&iacute;s Companys i connectar-los amb el passeig fluvial,Millora de l'espai urbà,,Remodelar l’interior dels jardins de Lluís Companys i connectar-los amb el passeig fluvial,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Projectar una rotonda a la cru&iuml;lla dels carrers Rafael de Casanova i Ramon Llull amb l&rsquo;objectiu d&rsquo;ordenar la circulaci&oacute; entre el centre de la ciutat i el nou sector del Lledoner.,Millora de l'espai urbà,33%,"Projecte d'una rotonda a la cruïlla dels carrers Rafael de Casanova i Ramon Llull, amb l'objectiu d'ordenar la circulació entre el centre de la ciutat i el nou sector del Lledoner",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:22:19 PM,Nou,0,1,1,1,0,
Territori i Ciutat,Obres i Projectes,"Senyalitzaci&oacute; dels camins, dels barris i de les cases a&iuml;llades i dels elements patrimonials de Palou, d&rsquo;acord amb el projecte elaborat per la Diputaci&oacute; Barcelona. Implicar representants d'entitats ve&iuml;nals de Palou en disseny i implantaci&oacute; senyal&iacute;tica",Millora de l'espai urbà,67%,"Senyalització dels camins, dels barris i de les cases aïllades i dels elements patrimonials de Palou, d’acord amb el projecte elaborat per la Diputació Barcelona. Implicar representants d'entitats veïnals de Palou en disseny i implantació senyalítica",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,02/14/2017 12:10:11 PM,Nou,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Finalitzar la pavimentaci&oacute; del passeig fluvial fins arribar a la carretera Interpolar.,Millora de l'espai urbà,,Finalitzar la pavimentació del passeig fluvial fins arribar a la carretera Interpolar.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Construir un nou pont per a vianants en substituci&oacute; de l&rsquo;actual gual d&rsquo;Arqu&iacute;medes, per millorar la connexi&oacute; a peu a trav&eacute;s del passeig fluvial, donar m&eacute;s seguretat en cas d&rsquo;avingudes i millorar l&rsquo;acc&eacute;s a peu al nou camp de futbol de Palou.",Accessibilitat,33%,"Construir un nou pont per a vianants en substitució de l’actual gual d’Arquímedes, per millorar la connexió a peu a través del passeig fluvial, donar més seguretat en cas d’avingudes i millorar l’accés a peu al nou camp de futbol de Palou.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,12/16/2016 01:18:54 PM,Nou,0,1,1,1,0,
Territori i Ciutat,Obres i Projectes,"Garantir un bon manteniment dels camins de Palou, cercant f&oacute;rmules que permetin la gesti&oacute; de les entitats ve&iuml;nals.",Accessibilitat,67%,Manteniment de camins de Palou,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,01/26/2016 02:22:05 PM,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,Projectar l&rsquo;execuci&oacute; d&rsquo;una passera per sobre el llac de Ponent amb l&rsquo;objectiu de guanyar una fa&ccedil;ana del parc al riu que connecti el passeig fluvial amb la pla&ccedil;a de la Constituci&oacute;.,Accessibilitat,,Projectar l’execució d’una passera per sobre el llac de Ponent amb l’objectiu de guanyar una façana del parc al riu que connecti el passeig fluvial amb la plaça de la Constitució.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Instal&middot;lar il&middot;luminaci&oacute; a la zona del parc de Congost situada entre la pla&ccedil;a de les Hortes i el camp de futbol.,Accessibilitat,,Instal·lar il·luminació a la zona del parc de Congost situada entre la plaça de les Hortes i el camp de futbol.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Serveis Municipals,Estudiar mecanismes de participaci&oacute; de la ciutadania en el manteniment de la ciutat.,Participació,100%,App que permeti avisos dels ciutadans en cas d'estat defectuós d'elements a la via pública.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,Elaborar el projecte d&rsquo;un nou pont per a vianants sobre el riu Congost que uneixi el parc de Ponent amb el passeig de la Ribera i la futura prolongaci&oacute; del carrer de Joan Vidal i Jumbert.,Accessibilitat,,Elaborar el projecte d’un nou pont per a vianants sobre el riu Congost que uneixi el parc de Ponent amb el passeig de la Ribera i la futura prolongació del carrer de Joan Vidal i Jumbert.,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Remodelar el paviment de la pla&ccedil;a Onze de Setembre.,Millora de l'espai urbà,100%,Execució de les obres de reforma de la plaça Onze de Setembre,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Urbanitzacio calçades,Executat,05/29/2017 12:29:04 PM,Nou,1,1,0,0,0,
Territori i Ciutat,Obres i Projectes,"Estudiar l&rsquo;ampliaci&oacute; de les voreres del carrer Almog&agrave;vers, entre el carrer Ponent i la pla&ccedil;a Espanya.",Millora de l'espai urbà,,"Estudiar l’ampliació de les voreres del carrer Almogàvers, entre el carrer Ponent i la plaça Espanya.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Ampliar les voreres a les cru&iuml;lles dels carrers Goya, Comer&ccedil; i Mallorca amb Mare de D&eacute;u de Montserrat, Arag&oacute; i Vall&egrave;s, d&rsquo;acord amb el projecte d&rsquo;intervenci&oacute; integral en el barri de Sant Miquel.",Millora de l'espai urbà,,"Ampliar les voreres a les cruïlles dels carrers Goya, Comerç i Mallorca amb Mare de Déu de Montserrat, Aragó i Vallès, d’acord amb el projecte d’intervenció integral en el barri de Sant Miquel.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Convertir el carrer Pep Ventura en un carrer de cal&ccedil;ada &uacute;nica, entre l&rsquo;avinguda Sant Esteve i el carrer Sant Josep de Calassan&ccedil;, en una primera fase.",Transformació en plataforma única,,"Convertir el carrer Pep Ventura en un carrer de calçada única, entre l’avinguda Sant Esteve i el carrer Sant Josep de Calassanç, en una primera fase.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Convertir el carrer Palaud&agrave;ries amb un eix ciclable, que connecti el carrer Colom i l&rsquo;estaci&oacute; de Granollers Centre amb el centre de la ciutat.",Accessibilitat,0%,"Convertir el carrer Palaudàries amb un eix ciclable, que connecti el carrer Colom i l’estació de Granollers Centre amb el centre de la ciutat.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,
Territori i Ciutat,Obres i Projectes,Executar la primera fase de remodelaci&oacute; de la pla&ccedil;a de Sant Miquel.,Millora de l'espai urbà,33%,Primera fase de remodelació de la plaça de Sant Miquel,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Pendent,Primeres accions,01/26/2016 02:22:31 PM,Nou,1,1,1,1,1,
Territori i Ciutat,Obres i Projectes,Completar i arranjar les voreres del carrer del doctor F&agrave;bregas.,Millora de l'espai urbà,,Completar i arranjar les voreres del carrer del doctor Fàbregas.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,"Crear una zona d&rsquo;estada a l&rsquo;espai compr&egrave;s entre el carrer Ramon Llull, l&rsquo;aparcament, el riu Congost i la central el&egrave;ctrica d&rsquo;Estabanell Energia.",Millora de l'espai urbà,,"Crear una zona d’estada a l’espai comprès entre el carrer Ramon Llull, l’aparcament, el riu Congost i la central elèctrica d’Estabanell Energia.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Obres i Projectes,Promoure l&rsquo;&uacute;s de material reciclat procedent de la recuperaci&oacute; de material de la construcci&oacute; en la subbase dels carrers a urbanitzar.,Sostenibilitat,89%,"Recuperació de material de la construcció en la subbase del carrer Corró, entre Torres i Bages i Valencia",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Executat,,Nou,0,1,0,0,0,
Territori i Ciutat,Obres i Projectes,"Estendre la renovaci&oacute; de l&rsquo;enllumenat p&uacute;blic apostant per sistemes m&eacute;s eficients, com la tecnologia LED, i continuar amb el programa de renovaci&oacute; de la xarxa d&rsquo;aigua de fibrociment.",Sostenibilitat,80%,Renovació xarxa d'aigua potable fibrociment al carrer Marià Sans,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,Primeres accions,,Nou,0,1,1,1,0,
Territori i Ciutat,Obres i Projectes,"D&rsquo;acord amb el Pla estrat&egrave;gic de Palou, crear un petit espai expositiu i d&rsquo;un punt d&rsquo;atenci&oacute; al visitant en el centre c&iacute;vic de Palou amb l&rsquo;objectiu de donar informaci&oacute; sobre les activitats, itineraris i el patrimoni de Palou.",Millora equipaments culturals,,Redacció del projecte per a espai expositiu i punt d'atenció al centre Cívic de Palou,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,0,1,1,
Territori i Ciutat,Serveis Municipals,Renovar la xarxa de clavegueram de Primer de Maig,Millora d'infraestructures,33%,Diagnosi de situació de les escomeses de clavegueram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,06/27/2017 11:46:18 AM,Nou,0,0,0,1,0,
Territori i Ciutat,Obres i Projectes,"Aprovar el Pla municipal d&rsquo;equipaments, com a document de refer&egrave;ncia a l&rsquo;hora de planificar les intervencions de millora de la xarxa d&rsquo;equipaments i de projectar-ne de nous.",Millora altres equipaments,67%,"Aprovar el Pla municipal d’equipaments, com a document de referència a l’hora de planificar les intervencions de millora de la xarxa d’equipaments i de projectar-ne de nous.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,12/19/2016 01:59:52 PM,Continuïtat,0,0,1,1,0,
Territori i Ciutat,Obres i Projectes,Dur a terme les mesures incloses en el pla per a l&rsquo;efici&egrave;ncia i l&rsquo;estalvi energ&egrave;tic i d&rsquo;aigua en els equipaments municipals (2015-2020).,Sostenibilitat,78%,Reforma planta segona edifici Can Puntas amb incorporació de mesures per a l'eficiència energètica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,Executat,05/29/2017 02:06:14 PM,Nou,0,1,1,0,0,
Territori i Ciutat,Obres i Projectes,Dur a terme les mesures incloses en el pla per a l&rsquo;efici&egrave;ncia i l&rsquo;estalvi energ&egrave;tic i d&rsquo;aigua en els equipaments municipals (2015-2020).,Sostenibilitat,78%,Execució de les mesures incloses en el pla per a l’eficiència i l’estalvi energètic i d’aigua en els equipaments municipals (2015-2020).,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,En execució,,Continuïtat,0,1,1,1,1,
Territori i Ciutat,Obres i Projectes,Dur a terme les mesures incloses en el pla per a l&rsquo;efici&egrave;ncia i l&rsquo;estalvi energ&egrave;tic i d&rsquo;aigua en els equipaments municipals (2015-2020).,Sostenibilitat,78%,En les obres de remodelació de la piscina de l'escola Montserrat Montero s'incorporen mesures per a l'eficiència energètica i d'aigua.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pendent,Executat,05/29/2017 01:26:33 PM,Nou,0,1,0,0,0,
