ANY,ID,DATA,DIA,LLOC,INTERSECCIO AMB,NUM/PKM,DILIGÈNCIES,CLASSE,CAUSA,AMPLIACIÓ DE LA CAUSA,NOMBRE PERSONES ALCOHOL +,NOMBRE PERSONES ALCOHOL -,NEGATIVA A PROVA D'ALCHOLÈMIA,JUTJAT,DATA ENTREGA,OBSERVACIONS,TURISMES,CAMIONS,MOTOCICLETES,CICLOMOTORS,BICICLETES,FURGONETES,AUTOBUSOS,ALTRES,TOTAL VEHICLES,CONDUCTORS FERIT LLEUS,CONDUCTORS FERIT GREUS,CONDUCTORS MORTS,VIATGERS FERITS LLEUS,VIATGERS FERITS GREUS,VIATGERS MORTS,PEATONS FERITS LLEUS,PEATONS FERITS GREUS,PEATONS MORTS,VÍCTIMES
2010,1420,24/05/2010 02:35:00 AM,Dilluns,SANT JULIA,,3,SI,Sortida de via,Infracció,ALCOHOLEMIA,1,0,0,INSTRUCCIÓ,,ACCIDENT + ALC + ABANDONAMENT VEHICLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1445,25/05/2010 11:25:00 PM,Dimarts,MONTSENY,,4,SI,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,0,0,,,4 VEHICLES ESTACIONATS,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2010,1452,26/05/2010 04:15:00 PM,Dimecres,JOSEP BARANGE,,12,SI,Atropellament,Infracció,CIRC ZONA VIANANTS,0,0,0,INSTRUCCIÓ 2,09/06/2010,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,1470,29/05/2010 12:35:00 PM,Dissabte,AGUSTI VINYAMATA,,57,NO,Atropellament,Infracció,PAS DE VIANANTS,0,1,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,1481,31/05/2010 04:20:00 PM,Dilluns,C-251 GRAN. - GIRONA,MATAGALLS,,NO,Sortida de via,Infracció,ALTRES INFRACCIONS,0,1,0,,,CONDUCTOR ADORMIT,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2010,1487,31/05/2010 10:15:00 PM,Dilluns,CONESTABLE DE PORTUGAL,,13-25,NO,Col·lisió,Infracció,ALTRES INFRACCIONS,0,0,0,,,CONDUCCIÓ NEGLIGENT-DANYS PATRIMONI,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1490,01/06/2010 05:40:00 PM,Dimarts,MONTSENY,,S/N,SI,Col·lisió,Infracció,ALTRES INFRACCIONS,0,2,0,INSTRUCCIÓ 1,08/06/2010,MANIOBRA BRUSCA SENSE SENYALITZAR,1,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1
2010,1512,04/06/2010 06:20:00 PM,Divendres,ESTACIO DEL NORD,JOANOT MARTORELL,,SI,Col·lisió,Infracció,SEMAFOR,0,0,0,INSTRUCCIÓ 1,08/06/2010,,2,0,1,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,2
2010,1514,05/06/2010 05:45:00 AM,Dissabte,MATARO,CONCA DEL BESOS,,NO,Col·lisió,Infracció,STOP,1,0,0,,,ALCOHOLÈMIA POSITIVA ADMINISTRATIVA,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,1526,07/06/2010 11:20:00 AM,Dilluns,FRANCESC MACIA,,135,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2
2010,1531,07/06/2010 05:30:00 PM,Dilluns,JOSEP TORRAS I BAGES,FRANCESC TARAFA,,SI,Atropellament,Infracció,CREUAR INDEGUDAMENT,0,0,0,INSTRUCCIÓ,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,1532,07/06/2010 06:10:00 PM,Dilluns,GIRONA,FELIP II,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,2,0,,,MANCA ASSEGURANÇA 2847DNX,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,1571,12/06/2010 04:10:00 AM,Dissabte,SANT JULIA,,90,SI,Col·lisió,Infracció,ALCOHOLEMIA,1,0,0,,,ACCIDENT + NEGATIVA ALCOHOLÈMIA,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,1580,13/06/2010 04:50:00 PM,Diumenge,GIRONA,FRANCESC RIBAS,,SI,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,2,0,INSTRUCCIO 4,28/06/2010,COL.LISIÓ AMB ATROPELLAMENT,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2010,1584,14/06/2010 01:25:00 AM,Dilluns,CONSTITUCIO,,,SI,Sortida de via,Infracció,ALCOHOLEMIA,1,0,0,INSTRUCCIÓ,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2010,1630,17/06/2010 03:00:00 PM,Dijous,EUROPA,LONDRES,,SI,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,0,0,INSTRUCCIÓ,,MANCA PERMÍS CONDUCCIÓ,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,1645,20/06/2010 08:45:00 AM,Diumenge,CAMI RAL,,S/N,SI,Sortida de via,Infracció,VELOCITAT INADEQUADA,1,0,0,INSTRUCCIÓ,,ALCOHOLÈMIA POSITIVA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2010,1670,23/06/2010 01:25:00 PM,Dimecres,LLUIS COMPANYS,,27,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,1,0,,,VEHICLE ESTACIONAT,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,1695,28/06/2010 01:00:00 PM,Dilluns,ENRIC PRAT DE LA RIBA,SANT JAUME,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,1706,29/06/2010 10:55:00 AM,Dimarts,CEMENTIRI,,S/N,NO,Col·lisió,Infracció,DISTANCIA SEGURETAT,0,0,0,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,1717,30/06/2010 01:10:00 PM,Dimecres,CRISTOFOL COLOM,SANT JOSEP CALASSANÇ,,NO,Atropellament,Infracció,PAS DE VIANANTS,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,1721,01/07/2010 12:15:00 AM,Dijous,MARTI GRIVE,SANT JOSEP CALASSANÇ,,NO,Col·lisió,Infracció,ALTRES INFRACCIONS,0,0,0,,,DILIGÈNCIES TRENCAMENT IMMOB.  507799/2010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1738,02/07/2010 03:30:00 PM,Divendres,AGUSTI VINYAMATA,,88,SI,Atropellament,Infracció,PAS DE VIANANTS,0,1,0,INSTRUCCIÓ,,Isidra CAÑADAS SERRANO,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,1739,02/07/2010 05:48:00 PM,Dissabte,GIRONA,,190,NO,Atropellament,Infracció,CREUAR INDEGUDAMENT,0,0,0,,,TRAVESSAR VIANANT FORA PAS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,1748,04/07/2010 08:00:00 PM,Diumenge,JOSEP UMBERT,EQUADOR,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,2,0,,,,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2
2010,1758,06/07/2010 01:40:00 PM,Dimecres,SANT JULIA,CAN BASSA,,NO,Sortida de via,Altra,ALTRES CAUSES,0,0,0,,,TACA D'OLI A LA VIA,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2010,1765,06/07/2010 02:50:00 PM,Dimarts,MASNOU,,"14,200",SI,Col·lisió,Infracció,DISTANCIA SEGURETAT,0,4,0,INSTRUCCIÓ,,,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
2010,1773,08/07/2010 07:50:00 AM,Dijous,JORDI CAMP,,9,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,1,1,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1
2010,1774,08/07/2010 10:00:00 AM,Dijous,JOAN VIDAL I JUMBERT,,S/N,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,1,0,,,DANYS PATRIMONI (SENYAL I PAPERERA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1791,08/07/2010 04:38:00 PM,Dijous,ENRIC PRAT DE LA RIBA,,S/N,NO,Col·lisió,Infracció,DISTANCIA SEGURETAT,0,0,0,,,,2,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,3
2010,1834,14/07/2010 10:36:00 AM,Dimecres,MAS ESTAPER,,S/N,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,0,0,,,VEHICLE ESTACIONAT,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,1871,18/07/2010 09:53:00 PM,Diumenge,RAMON BERENGUER III,ROSSELLO,,NO,Col·lisió,Infracció,STOP,0,0,0,,,,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2010,1883,20/07/2010 10:50:00 AM,Dimarts,PARC,,,NO,Caiguda,Altra,ALTRES CAUSES,0,0,0,,,IMPLICAT AGENT 1330 (M12),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1899,30/03/2010 12:15:00 PM,Dimecres,BARCELONA,,140,NO,Atropellament,Infracció,MARXA ENRERA,0,0,0,,,ATROPELLAMENT AGENT 1313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,1901,23/07/2010 10:55:00 AM,Divendres,GUGLIELMO MARCONI,,S/N,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,2,0,,,,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,2
2010,1917,27/07/2010 07:55:00 AM,Dimarts,SANT JULIA,,168,NO,Atropellament,Infracció,PAS DE VIANANTS,0,1,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,1937,29/07/2010 11:30:00 AM,Divendres,CAMI RAL,,S/N,NO,Col·lisió,Infracció,CEDIU EL PAS,0,0,0,,,INTERIOR CENTRE GESTIÓ RESIDUS V. ORIENTAL,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,1943,30/07/2010 05:15:00 PM,Dissabte,PRINCESA,ROGER DE LLURIA,,NO,Col·lisió,Infracció,CEDIU EL PAS,0,0,0,,,,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,1948,31/07/2010 07:45:00 PM,Dissabte,MUNTANYA,,,SI,Sortida de via,Infracció,VELOCITAT INADEQUADA,1,0,0,INSTRUCCIÓ 3,,ALCOHOLÈMIA + AMB RESULTAT DE MORT,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
2010,1966,04/08/2010 12:30:00 AM,Dimecres,FLUVIAL,,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,DANYS PATRIMONI (FANAL),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2010,1972,04/08/2010 12:30:00 AM,Dijous,FLUVIAL,,S/N,NO,Col·lisió,Infracció,MARXA ENRERA,0,0,0,,,DANYS PATRIMONI (FANAL),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,1975,03/08/2010 09:21:00 PM,Dimarts,JOAQUIM MIR,,S/N,NO,Atropellament,Infracció,PAS DE VIANANTS,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2012,12/08/2010 03:15:00 PM,Dijous,PORXADA,,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,DANYS PATRIMONI (PORXADA),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,2014,12/08/2010 04:34:00 PM,Dijous,ENRIC PRAT DE LA RIBA,,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,ENCALÇ+ATROPELLAMENT,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
2010,2015,12/08/2010 06:20:00 PM,Dijous,PUIGGRACIOS,,1,NO,Atropellament,Infracció,MARXA ENRERA,0,1,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2023,13/08/2010 11:30:00 AM,Divendres,FERNAO MAGALLANES,M.DEU MONTSERRAT,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,0,0,,,VEHICLE ESTACIONAT,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2
2010,2039,16/08/2010 10:45:00 AM,Dilluns,FRANCESC RIBAS,,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2
2010,2050,17/08/2010 06:38:00 AM,Dimarts,VALENCIA,PONENT,,NO,Col·lisió,Infracció,STOP,0,2,0,,,VEHICLE ESTACIONAT,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2010,2102,25/08/2010 12:10:00 PM,Dimecres,CAMI VELL CANOVELLES,,140,NO,Atropellament,Infracció,CREUAR INDEGUDAMENT,0,0,0,,,,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
2010,2113,26/08/2010 07:20:00 PM,Dijous,MASNOU,,"14,300",NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,1,0,,,IMPLICAT VEHICLE POLICIAL ATURAT,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,2114,27/08/2010 12:30:00 AM,Divendres,FRANCISCO DE QUEVEDO,ORIENT,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,0,0,,,,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2127,28/08/2010 07:40:00 PM,Dissabte,LLUIS COMPANYS,RONDA SUD,,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,3,0,,,MANCA PERMÍS ADMINISTRATIVA,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
2010,2151,31/08/2010 05:50:00 PM,Dimarts,RONDA SUD,ESTEVE TERRADES,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2155,31/08/2010 05:50:00 PM,Dimecres,RONDA SUD,,S/N,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,2158,31/08/2010 08:30:00 PM,Dimarts,BERTRAN DE SEVA,,47,NO,Col·lisió,Infracció,MARXA ENRERA,0,0,0,,,DANYS PATRIMONI (ARBRE),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,2159,31/08/2010 08:33:00 PM,Dimarts,RONDA SUD,FRANCESC MACIA,,NO,Sortida de via,Infracció,VELOCITAT INADEQUADA,0,1,0,,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2010,2180,02/09/2010 05:45:00 PM,Dijous,SANT JULIA,,147,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,0,0,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2201,03/09/2010 08:47:00 PM,Divendres,SANT ESTEVE,,33,NO,Atropellament,Infracció,CREUAR INDEGUDAMENT,0,0,0,,,VIANANT SOTA INFLUÈNCIA BEGUDES ALCOHÒLIQUES,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2204,05/09/2010 12:12:00 PM,Diumenge,JOAN PRIM,RAMON LLULL,,NO,Sortida de via,Distracció,MANCA D'ATENCIO,0,1,0,,,"SORT. VIA, ATROPELLAMENT I DANYS PATRIM",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2205,03/09/2010 06:45:00 PM,Divendres,FRANCESC MACIA,,140,SI,Atropellament,Altra,ALTRES CAUSES,0,0,0,INSTRUCCIÓ 4,17/09/2010,SENSE INTERVENCIÓ POLICIAL (AVÍS POST. IMPLICATS),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,2221,07/09/2010 02:12:00 PM,Dimarts,GIRONA,FRANCESC RIBAS,,NO,Col·lisió,Infracció,SEMAFOR,0,2,0,,,,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,4
2010,2227,08/09/2010 09:40:00 AM,Dijous,ESTACIO DEL NORD,CANOVELLES,,NO,Col·lisió,Infracció,SEMAFOR,0,2,0,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,2229,08/09/2010 09:15:00 AM,Dimecres,ESTACIO DEL NORD,,S/N,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,IMPLICAT VEHICLE MOSSOS D'ESQUADRA,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2
2010,2234,09/09/2010 09:00:00 AM,Dijous,ENRIC PRAT DE LA RIBA,,44,NO,Atropellament,Distracció,MANCA D'ATENCIO,0,0,0,,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2241,09/09/2010 06:50:00 PM,Dijous,JORDI CAMP,SABADELL,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,2,0,,,,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2251,10/09/2010 03:55:00 PM,Divendres,FRANCESC RIBAS,MUNTANYA,,NO,Col·lisió,Infracció,AVANÇAMENT INDEGUT,0,0,0,,,,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2256,08/09/2010 08:40:00 AM,Dimecres,JOSEP TARRADELLAS,,S/N,NO,Col·lisió,Infracció,CIRC ZONA VIANANTS,0,0,0,,,DANYS PATRIMONI (FANAL),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,2258,12/09/2010 12:10:00 PM,Diumenge,PUIG I PERUCHO,,S/N,NO,Col·lisió,,DISTANCIA SEGURETAT,0,2,0,,,,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
2010,2306,17/09/2010 07:38:00 AM,Divendres,MATAGALLS,MONTSENY,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,DANYS PATRIMONI (FANAL 121CO42),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,2318,17/09/2010 10:40:00 PM,Divendres,CORRO,JOSEP TORRAS I BAGES,,SI,Col·lisió,Infracció,ALTRES INFRACCIONS,1,1,0,INSTRUCCIÓ,,"ALC, + COND. TEMERÀRIA + ACCIDENT",2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2320,18/09/2010 04:07:00 PM,Dissabte,VALENCIA,,S/N,NO,Atropellament,Infracció,ALTRES INFRACCIONS,0,0,0,,,TRAVESSAR FORA PAS DE VIANANTS,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2322,19/09/2010 11:50:00 AM,Diumenge,ROGER DE FLOR,ANNIBAL,,NO,Col·lisió,Infracció,ALCOHOLEMIA,1,0,0,,,ALC ADMINISTRATIVA. VEHICLE ESTACIONAT,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2337,20/09/2010 03:50:00 PM,Dilluns,FOMENT,,29,SI,Atropellament,Infracció,ALTRES INFRACCIONS,0,0,0,INSTRUCCIÓ,,TRAVESSAR  FORA DEL PAS DE VIANANTS,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,2342,20/09/2010 07:37:00 PM,Dilluns,SANT ESTEVE,,14,NO,Col·lisió,,VELOCITAT INADEQUADA,0,3,0,,,,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
2010,2351,21/09/2010 08:10:00 PM,Dimarts,CAMI ROMA,APEL.LES MESTRES,,SI,Atropellament,Infracció,PAS DE VIANANTS,0,1,0,INSTRUCCIÓ,,ATROPELLAMENT MENOR D'EDAT,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,2353,21/09/2010 10:10:00 PM,Dimarts,RONDA SUD,,,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,2
2010,2354,22/09/2010 06:10:00 AM,Dimecres,FRANCESC MACIA,MIGUEL DE CERVANTES,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,0,0,,,IMPLICAT VEHICLE POLICIAL MOSSOS D'ESQUADRA,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2
2010,2355,22/09/2010 08:10:00 AM,Dimecres,CRISTOFOL COLOM,,14,NO,Atropellament,Altra,ALTRES CAUSES,0,0,0,,,MANCA VISIBILITAT PER SOL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2362,22/09/2010 04:30:00 PM,Dimecres,GIRONA,FRANCESC RIBAS,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,2,0,,,,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2366,23/09/2010 02:15:00 PM,Dijous,JOAN PRIM,,188,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,0,0,,,,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2367,23/09/2010 05:40:00 PM,Dijous,ENRIC PRAT DE LA RIBA,,29,SI,Atropellament,Infracció,PAS DE VIANANTS,0,1,0,INSTRUCCIÓ,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2010,2368,23/09/2010 07:30:00 PM,Dijous,FRANCESC MACIA,,,NO,Atropellament,Infracció,ALTRES INFRACCIONS,0,0,0,,,TRAVESSAR FORA DEL PAS DE VIANANTS,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2373,24/09/2010 02:14:00 PM,Divendres,TETUAN,ENGINYER,,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,1,0,,,DOS TURISMES ESTACIONATS,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
2010,2378,25/09/2010 05:10:00 AM,Dissabte,RONDA SUD,ESTEVE TERRADES,,SI,Sortida de via,Infracció,VELOCITAT INADEQUADA,1,0,0,INSTRUCCIÓ,,ALCOHOLÈMIA POSITIVA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2
2010,2380,25/09/2010 07:35:00 PM,Dissabte,RAMON LLULL,RIBERA,,SI,Col·lisió,Infracció,ALCOHOLEMIA,1,0,0,INSTRUCCIÓ 2,05/10/2010,ALCOHOLÈMIA POSITIVA,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2402,28/09/2010 09:05:00 PM,Dimarts,RAMON LLULL,PONENT,,NO,Atropellament,Infracció,SEMAFOR,0,0,0,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2405,30/09/2010 12:30:00 AM,Dijous,ESTACIO DEL NORD,CONCA DEL BESOS,,SI,Sortida de via,Infracció,ALCOHOLEMIA,1,0,0,INSTRUCCIÓ 2,30/09/2010,ALCOHOLÈMIA POSITIVA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,2416,30/09/2010 07:25:00 PM,Dijous,GIRONA,,,SI,Col·lisió,Infracció,GIR PROHIBIT,0,2,0,INSTRUCCIÓ 2,04/09/2010,MANCA PERMÍS CONDUCCIÓ,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2419,01/10/2010 11:20:00 AM,Divendres,N-152A,,S/N,NO,Col·lisió,Distracció,MANCA D'ATENCIO,0,0,0,,,,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2
2010,2434,02/10/2010 08:20:00 PM,Diumenge,JOAN PRIM,,19,SI,Col·lisió,Infracció,ALCOHOLEMIA,0,0,0,INSTRUCCIÓ 2,27/10/2010,ALCOHOLÈMIA POSITIVA AMB VEHICLE ESTACIONAT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2436,04/10/2010 06:50:00 AM,Dilluns,JOANOT MARTORELL,,,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,0,0,,,,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2440,04/10/2010 12:40:00 PM,Dilluns,FLUVIAL,,S/N,NO,Atropellament,Distracció,MANCA D'ATENCIO,0,1,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2443,04/10/2010 09:15:00 PM,Dilluns,VALLES,FRANCISCO DE GOYA,,NO,Col·lisió,Infracció,CEDIU EL PAS,0,0,0,,,,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2453,06/10/2010 06:38:00 AM,Dimecres,ROGER DE FLOR,,S/N,NO,Atropellament,Distracció,MANCA D'ATENCIO,0,1,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2010,2478,08/10/2010 05:40:00 PM,Divendres,EQUADOR,CAMPRODON,,NO,Col·lisió,Infracció,DISTANCIA SEGURETAT,0,0,0,,,,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2480,09/10/2010 02:47:00 AM,Dissabte,JOAN ENRIC DUNANT,,,SI,Col·lisió,Infracció,ALCOHOLEMIA,1,0,0,INSTRUCCIÓ,,"ALCOHOLÈMIA POSITIVA, VEHICLE ESTACIONAT",1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2010,2485,10/10/2010 01:20:00 AM,Diumenge,MASNOU,CAN BASSA,,NO,Sortida de via,Infracció,VELOCITAT INADEQUADA,0,1,0,,,DANYS PATRIMONI (FANAL NÚMERO 005A002),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,2490,10/10/2010 10:20:00 PM,Diumenge,SANT JULIA,,,SI,Col·lisió,Infracció,DISTANCIA SEGURETAT,0,0,0,INSTRUCCIÓ,,"ALCOHOLÈMIA POSITIVA, DANYS PATRIMONI (2 ARBRES)",2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2504,13/10/2010 10:13:00 AM,Dimecres,GIRONA,FRANCESC RIBAS,,NO,Col·lisió,Infracció,NO CEDIR PREFERENCIA,0,0,0,,,,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2512,14/10/2010 01:15:00 PM,Dijous,RAMON LLULL,,S/N,NO,Col·lisió,Infracció,CREUAR INDEGUDAMENT,0,0,0,,,BICICLETA,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1
2010,2532,17/10/2010 05:30:00 AM,Dimecres,PALLARS,,S/N,NO,Col·lisió,Infracció,VELOCITAT INADEQUADA,0,0,0,,,3 VEHICLES ESTACIONATS,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
