CODI CARRER,NÚMERO,PARITAT,LOCALITZACIÓ
2235,55,O,"(41.604609, 2.284492)"
2235,61,O,"(41.604429, 2.284509)"
2235,60,E,"(41.60422, 2.284333)"
2235,58,E,"(41.604289, 2.284325)"
2235,63,O,"(41.604287, 2.284522)"
2235,65,O,"(41.604201, 2.284526)"
2194,87,O,"(41.60392, 2.283583)"
2194,76,E,"(41.604047, 2.283551)"
2194,74,E,"(41.604049, 2.283628)"
2194,72,E,"(41.60405, 2.283721)"
2194,89,O,"(41.603921, 2.28349)"
2194,85,O,"(41.60392, 2.283646)"
2194,70,E,"(41.604049, 2.283813)"
2194,68,E,"(41.604048, 2.283898)"
2194,83,O,"(41.60392, 2.283812)"
2194,66,E,"(41.604048, 2.283984)"
2194,79,O,"(41.603919, 2.283978)"
2235,67,O,"(41.603784, 2.284576)"
2194,62,E,"(41.604048, 2.284189)"
2194,77,O,"(41.60392, 2.284142)"
2235,64,E,"(41.603866, 2.284362)"
2235,68,E,"(41.60371, 2.284376)"
2235,66,E,"(41.603759, 2.284373)"
2235,70,E,"(41.603671, 2.284381)"
2235,72,E,"(41.603566, 2.284391)"
2235,79,O,"(41.60357, 2.2846)"
2194,40,E,"(41.604048, 2.285231)"
2266,81,O,"(41.604516, 2.285797)"
2266,77,O,"(41.604595, 2.285795)"
2266,75,O,"(41.604637, 2.285794)"
2266,79,O,"(41.604553, 2.285798)"
2266,83,O,"(41.604471, 2.285796)"
2266,85,O,"(41.604406, 2.285798)"
2194,67,O,"(41.603921, 2.284771)"
2194,63,O,"(41.60392, 2.284942)"
2250,20,E,"(41.603545, 2.284921)"
2194,52,E,"(41.604048, 2.284863)"
2194,65,O,"(41.603921, 2.284848)"
2194,61,O,"(41.603921, 2.285049)"
2194,50,E,"(41.604048, 2.285063)"
2194,49,O,"(41.60392, 2.285141)"
2250,26,E,"(41.603538, 2.284757)"
2250,24,E,"(41.60354, 2.284798)"
2250,22,E,"(41.603543, 2.28488)"
2250,16,E,"(41.603552, 2.285048)"
2250,18,E,"(41.60355, 2.285007)"
2250,14,E,"(41.603555, 2.285106)"
2250,12,E,"(41.603558, 2.28517)"
2194,38,E,"(41.604049, 2.285375)"
2194,47,O,"(41.60392, 2.285332)"
2194,45,O,"(41.603918, 2.285539)"
2266,97,O,"(41.603809, 2.28579)"
2250,10,E,"(41.603563, 2.28526)"
2266,99,O,"(41.603707, 2.285791)"
2250,32,E,"(41.603482, 2.284031)"
2235,86,E,"(41.602921, 2.284467)"
2250,42,E,"(41.603454, 2.283606)"
2250,40,E,"(41.603465, 2.28369)"
2250,23-29,O,"(41.603332, 2.283692)"
2250,36,E,"(41.603476, 2.283912)"
2250,38,E,"(41.603471, 2.283839)"
2250,34,E,"(41.603479, 2.283968)"
2250,21,O,"(41.603352, 2.284007)"
2235,78,E,"(41.603193, 2.284434)"
2250,30,E,"(41.603486, 2.284095)"
2250,19,O,"(41.603357, 2.284099)"
2250,28,E,"(41.603488, 2.284148)"
2235,74,E,"(41.60333, 2.284418)"
2235,83,O,"(41.603332, 2.284623)"
2250,17,O,"(41.603374, 2.284394)"
2235,81,O,"(41.603392, 2.284618)"
2235,76,E,"(41.603259, 2.284426)"
2235,85,O,"(41.603298, 2.284627)"
2235,82,E,"(41.603045, 2.284451)"
2235,80,E,"(41.603102, 2.284449)"
2235,84,E,"(41.602981, 2.284461)"
2230,80,E,"(41.60268, 2.283758)"
2230,82,E,"(41.602627, 2.283542)"
2230,78,E,"(41.602692, 2.28383)"
2230,76,E,"(41.602712, 2.283946)"
2230,74,E,"(41.602725, 2.284121)"
2230,62,E,"(41.602792, 2.284478)"
2230,70-72,E,"(41.602739, 2.284204)"
2230,68,E,"(41.602751, 2.284291)"
2230,64,E,"(41.60278, 2.284418)"
2230,66,E,"(41.602773, 2.284361)"
2230,52,E,"(41.602904, 2.285174)"
2235,89,O,"(41.603214, 2.284639)"
2250,11,O,"(41.603403, 2.284861)"
2235,87,O,"(41.603251, 2.284634)"
2235,95,O,"(41.603058, 2.284653)"
2235,91,O,"(41.603156, 2.284643)"
2235,93,O,"(41.603099, 2.284649)"
2267,12,E,"(41.603223, 2.285373)"
2230,46,E,"(41.602941, 2.285384)"
2230,50,E,"(41.602917, 2.285259)"
2230,48,E,"(41.602928, 2.285324)"
2230,71,O,"(41.602644, 2.2848)"
2230,65,O,"(41.602669, 2.284946)"
2230,60,E,"(41.602843, 2.284807)"
2230,73,O,"(41.602631, 2.284705)"
2230,69,O,"(41.602652, 2.284841)"
2230,67,O,"(41.602659, 2.284885)"
2230,59,O,"(41.602694, 2.285093)"
2230,54,E,"(41.602891, 2.285104)"
2230,58,E,"(41.602871, 2.284981)"
2230,63,O,"(41.602678, 2.284999)"
2230,49,O,"(41.602799, 2.285676)"
2230,51,O,"(41.602788, 2.285619)"
2230,47,O,"(41.602808, 2.285721)"
2230,45,O,"(41.602814, 2.285764)"
1882,10,E,"(41.60247, 2.285255)"
1882,12,E,"(41.602383, 2.285254)"
1882,11,O,"(41.602399, 2.285421)"
1882,13,O,"(41.602358, 2.285415)"
1804,15,O,"(41.600278, 2.282863)"
1804,14,E,"(41.600589, 2.282854)"
1804,17,O,"(41.600275, 2.282708)"
1799,13,O,"(41.600193, 2.282688)"
1804,13,O,"(41.600286, 2.283047)"
1804,11,O,"(41.600293, 2.283276)"
1907,11,B,"(41.599993, 2.283143)"
1907,12,B,"(41.600017, 2.283361)"
1882,30,E,"(41.602012, 2.285169)"
1882,22,E,"(41.602172, 2.285202)"
1882,18,E,"(41.602243, 2.285213)"
1882,16,E,"(41.602288, 2.285225)"
1882,20,E,"(41.602207, 2.285207)"
1882,26,E,"(41.602089, 2.285185)"
1882,24,E,"(41.602132, 2.285194)"
1882,28,E,"(41.602047, 2.285177)"
1882,32,E,"(41.601928, 2.285153)"
1882,34,E,"(41.60183, 2.285139)"
1882,29,O,"(41.602014, 2.285346)"
1882,23,O,"(41.602133, 2.285368)"
1882,21,O,"(41.602175, 2.285378)"
1882,17,O,"(41.602263, 2.285397)"
1882,19,O,"(41.602218, 2.285385)"
1882,25,O,"(41.602093, 2.285359)"
1882,27,O,"(41.602049, 2.285352)"
1882,37,O,"(41.60186, 2.28531)"
1882,33,O,"(41.601938, 2.285329)"
1882,31,O,"(41.601979, 2.285337)"
1882,35,O,"(41.6019, 2.285321)"
2042,24,E,"(41.6018, 2.285663)"
2042,26-28,E,"(41.601808, 2.285598)"
2042,22,E,"(41.60179, 2.285735)"
1882,38,E,"(41.601566, 2.284832)"
1882,40,E,"(41.601441, 2.284806)"
1882,36,E,"(41.601608, 2.285087)"
1882,39,O,"(41.60165, 2.285264)"
2314,21,O,"(41.602299, 2.287113)"
1941,12,E,"(41.600913, 2.288145)"
2085,37,O,"(41.602306, 2.287764)"
2189,33,O,"(41.602317, 2.289128)"
2085,34,E,"(41.602334, 2.287559)"
2230,17,O,"(41.603027, 2.286981)"
1886,79,O,"(41.603497, 2.288049)"
2194,15,O,"(41.60385, 2.286966)"
1886,86,E,"(41.603494, 2.287808)"
2230,18,E,"(41.603197, 2.286987)"
2247,99,O,"(41.604362, 2.286376)"
2247,93,O,"(41.60453, 2.286377)"
2247,91,O,"(41.604577, 2.286378)"
2247,89,O,"(41.604603, 2.286377)"
2247,87,O,"(41.604631, 2.286378)"
2247,95,O,"(41.604487, 2.286376)"
2247,97,O,"(41.60442, 2.286374)"
2266,89,O,"(41.604303, 2.28581)"
2266,87,O,"(41.60435, 2.285811)"
2266,91,O,"(41.604258, 2.285809)"
2266,95,O,"(41.604134, 2.285811)"
2266,93,O,"(41.604181, 2.285811)"
2194,41,O,"(41.603928, 2.285972)"
2194,28,E,"(41.604042, 2.286003)"
2194,39,O,"(41.603926, 2.286184)"
2194,25,O,"(41.603879, 2.286696)"
2194,27,O,"(41.603882, 2.28666)"
2194,31,O,"(41.603895, 2.286549)"
2194,35,O,"(41.603904, 2.286447)"
2194,33,O,"(41.6039, 2.286494)"
2194,18-24,E,"(41.603998, 2.286651)"
2194,29,O,"(41.603887, 2.286604)"
2194,21,O,"(41.603867, 2.286817)"
2194,14,E,"(41.603972, 2.286892)"
2194,23,O,"(41.603874, 2.286735)"
2194,17,O,"(41.603856, 2.286911)"
2194,19,O,"(41.603863, 2.28686)"
2099,99,O,"(41.604076, 2.287663)"
1886,62,E,"(41.604091, 2.287938)"
1913,95,O,"(41.604352, 2.287224)"
1913,93,O,"(41.604388, 2.287224)"
1913,85,O,"(41.604512, 2.287219)"
1913,89,O,"(41.60444, 2.287222)"
1913,87,O,"(41.604474, 2.28722)"
1913,91,O,"(41.604419, 2.287223)"
2099,60,E,"(41.604514, 2.28752)"
2099,56,E,"(41.604643, 2.287515)"
2099,58,E,"(41.604561, 2.287519)"
2099,62,E,"(41.604486, 2.287521)"
1913,97,O,"(41.604268, 2.287228)"
1913,99,O,"(41.604193, 2.287232)"
2085,13,O,"(41.60288, 2.287901)"
2085,17,O,"(41.602807, 2.287885)"
2085,21,O,"(41.602722, 2.28787)"
2085,28,E,"(41.602547, 2.28761)"
2085,33,O,"(41.602479, 2.287815)"
2085,26,E,"(41.602578, 2.287616)"
2085,30,E,"(41.602515, 2.287602)"
2085,31,O,"(41.602528, 2.287827)"
2085,32,E,"(41.602381, 2.287568)"
2085,29,O,"(41.602556, 2.287832)"
2085,35,O,"(41.602358, 2.287777)"
2271,23,O,"(41.60349, 2.28958)"
2204,70,E,"(41.603479, 2.288648)"
1918,33,O,"(41.603719, 2.289328)"
2271,70,E,"(41.603484, 2.289422)"
2079,31,O,"(41.603056, 2.289317)"
1918,15,O,"(41.603779, 2.288744)"
2204,56,E,"(41.604095, 2.288821)"
2204,55,O,"(41.604069, 2.288898)"
1886,61,O,"(41.604082, 2.288176)"
1886,37,O,"(41.604526, 2.288276)"
1886,31,O,"(41.604623, 2.288296)"
1886,33,O,"(41.604589, 2.288289)"
1886,35,O,"(41.604547, 2.288282)"
1886,41,O,"(41.604454, 2.288256)"
1886,43-45,O,"(41.604395, 2.288246)"
1886,47,O,"(41.604343, 2.288235)"
2204,39,O,"(41.604367, 2.28896)"
2204,42,E,"(41.604407, 2.288885)"
2204,36,E,"(41.604526, 2.28891)"
2204,33,O,"(41.60451, 2.288992)"
2204,34,E,"(41.604607, 2.288928)"
2204,31,O,"(41.604554, 2.289004)"
2204,40,E,"(41.604433, 2.28889)"
2204,38,E,"(41.60448, 2.288899)"
2204,35,O,"(41.604476, 2.288986)"
2204,37,O,"(41.604423, 2.288975)"
2204,47,O,"(41.604236, 2.288932)"
2204,52,E,"(41.604213, 2.288839)"
2204,46,E,"(41.604335, 2.288856)"
2204,43,O,"(41.604299, 2.288946)"
2204,41,O,"(41.604333, 2.288954)"
2204,54,E,"(41.604143, 2.288831)"
2204,45,O,"(41.604269, 2.28894)"
2204,49,O,"(41.604203, 2.288927)"
2204,51,O,"(41.604169, 2.288922)"
2204,53,O,"(41.604104, 2.288904)"
1918,13,O,"(41.603786, 2.288685)"
1886,63,O,"(41.604026, 2.288165)"
1886,65,O,"(41.603969, 2.288155)"
1918,11,O,"(41.60379, 2.288641)"
1918,25,O,"(41.603752, 2.289016)"
2204,68,E,"(41.603588, 2.288671)"
2204,64,E,"(41.603927, 2.288783)"
2204,62,E,"(41.604014, 2.288803)"
2204,59,O,"(41.604, 2.288882)"
2204,61,O,"(41.603962, 2.288874)"
2204,57,O,"(41.604039, 2.288893)"
2204,63,O,"(41.60391, 2.288861)"
1918,17,O,"(41.60377, 2.288832)"
1918,19,O,"(41.603764, 2.288903)"
1918,10,E,"(41.603655, 2.288864)"
1918,14,E,"(41.603638, 2.289003)"
1918,21,O,"(41.60376, 2.288949)"
1918,12,E,"(41.603645, 2.288941)"
1918,23,O,"(41.603755, 2.288991)"
2204,65B,O,"(41.603516, 2.288831)"
1918,20,E,"(41.603619, 2.289183)"
1918,27,O,"(41.603744, 2.289086)"
1918,31,O,"(41.603725, 2.289265)"
1918,29,O,"(41.603731, 2.289204)"
1918,18,E,"(41.603627, 2.289104)"
1918,22,E,"(41.603609, 2.289261)"
1918,16,E,"(41.603633, 2.289046)"
2271,54,E,"(41.604095, 2.289517)"
1918,47,O,"(41.603658, 2.289917)"
2271,38,E,"(41.604371, 2.289568)"
2271,22,E,"(41.604598, 2.289604)"
2271,32-34,E,"(41.604479, 2.289585)"
2271,36,E,"(41.60442, 2.289577)"
2271,11,O,"(41.604435, 2.289737)"
2271,48,E,"(41.604206, 2.289539)"
2271,42,E,"(41.60431, 2.289557)"
2271,40,E,"(41.604345, 2.289564)"
2271,46,E,"(41.604247, 2.289547)"
2271,44,E,"(41.604277, 2.289551)"
2271,52,E,"(41.604133, 2.289523)"
2271,50,E,"(41.604173, 2.289528)"
2271,13,O,"(41.604287, 2.289718)"
2271,15,O,"(41.60414, 2.289697)"
2263,16,E,"(41.604367, 2.290328)"
2263,18,E,"(41.604197, 2.290318)"
2271,64,E,"(41.603799, 2.28947)"
2271,60-62,E,"(41.603963, 2.289496)"
2271,58,E,"(41.604023, 2.289506)"
2271,56,E,"(41.604044, 2.28951)"
2271,17,O,"(41.603993, 2.289672)"
1918,37,O,"(41.603707, 2.289438)"
1918,35,O,"(41.603713, 2.289383)"
2271,19,O,"(41.603574, 2.289588)"
2271,66,E,"(41.603585, 2.289434)"
2271,21,O,"(41.603528, 2.289585)"
2271,68,E,"(41.603535, 2.289429)"
1918,24,E,"(41.603558, 2.289654)"
1918,34,E,"(41.6035, 2.290201)"
2263,20,E,"(41.604039, 2.290313)"
1918,28,E,"(41.603524, 2.289978)"
1918,32,E,"(41.603509, 2.290137)"
1918,30,E,"(41.603511, 2.290103)"
2189,19,O,"(41.602366, 2.288725)"
2079,15,O,"(41.603172, 2.288754)"
2204,80,E,"(41.603179, 2.288585)"
2204,76,E,"(41.603332, 2.288617)"
2204,72,E,"(41.603433, 2.288638)"
2204,74,E,"(41.603387, 2.288629)"
2079,22,E,"(41.602975, 2.289016)"
2204,69,O,"(41.603351, 2.288793)"
2204,67,O,"(41.603435, 2.288812)"
2204,71,O,"(41.60324, 2.288769)"
2079,18,E,"(41.60299, 2.288891)"
2079,21,O,"(41.603108, 2.288905)"
2079,17-19,O,"(41.603164, 2.288826)"
2079,16,E,"(41.602999, 2.288831)"
2079,23,O,"(41.603097, 2.288985)"
2079,20,E,"(41.602981, 2.288948)"
2079,29,O,"(41.603071, 2.289194)"
2079,25,O,"(41.603088, 2.28907)"
2079,24,E,"(41.602966, 2.289083)"
2204,73,O,"(41.602851, 2.288673)"
2189,11,O,"(41.602416, 2.288293)"
2204,96,E,"(41.602458, 2.28843)"
2204,75,O,"(41.602724, 2.288646)"
2204,77,O,"(41.602637, 2.288629)"
2189,13,O,"(41.602408, 2.288358)"
2189,15,O,"(41.602384, 2.288569)"
2204,81,O,"(41.602472, 2.288592)"
2204,83,O,"(41.602408, 2.288575)"
2204,79,O,"(41.602531, 2.288602)"
2189,17,O,"(41.602374, 2.288657)"
2271,98,E,"(41.602663, 2.289314)"
2189,21,O,"(41.60236, 2.288778)"
2189,23,O,"(41.602352, 2.288835)"
2189,27,O,"(41.602338, 2.288958)"
2189,25,O,"(41.602343, 2.288909)"
2189,29,O,"(41.602332, 2.289011)"
2189,31,O,"(41.602324, 2.289072)"
2271,49,O,"(41.60289, 2.289519)"
2079,37,O,"(41.602985, 2.289896)"
2271,37,O,"(41.603214, 2.289545)"
2271,82,E,"(41.603179, 2.289381)"
2271,76,E,"(41.603344, 2.289404)"
2271,72,E,"(41.603429, 2.289416)"
2271,74,E,"(41.603387, 2.289409)"
2271,27,O,"(41.603423, 2.289573)"
2271,25,O,"(41.603455, 2.289576)"
2271,29,O,"(41.603376, 2.289566)"
2271,78,E,"(41.603287, 2.289396)"
2271,80,E,"(41.603231, 2.28939)"
2271,33,O,"(41.603278, 2.289554)"
2271,31,O,"(41.603323, 2.289561)"
2271,35,O,"(41.603245, 2.28955)"
2271,47,O,"(41.603032, 2.289525)"
2271,86,E,"(41.603105, 2.289372)"
2271,39,O,"(41.603173, 2.289541)"
2271,43,O,"(41.603114, 2.289537)"
2271,41,O,"(41.603148, 2.28954)"
2271,45,O,"(41.603086, 2.289534)"
2271,88,E,"(41.602925, 2.289354)"
2079,33,O,"(41.603003, 2.289746)"
2079,35,O,"(41.602996, 2.289795)"
2263,42,E,"(41.603357, 2.290296)"
2263,40,E,"(41.603424, 2.2903)"
2079,41,O,"(41.602966, 2.290036)"
2079,39,O,"(41.602972, 2.289991)"
2263,54,E,"(41.603073, 2.290268)"
2263,48,E,"(41.603178, 2.29027)"
2271,61,O,"(41.602592, 2.289481)"
2271,55,O,"(41.602739, 2.2895)"
2271,94-96,E,"(41.602737, 2.289325)"
2271,51,O,"(41.60284, 2.289513)"
2271,90,E,"(41.602853, 2.289342)"
2271,53,O,"(41.602786, 2.289505)"
2271,92,E,"(41.602806, 2.289335)"
2271,57,O,"(41.602681, 2.289493)"
2271,59,O,"(41.602637, 2.289486)"
2079,28,E,"(41.602894, 2.289729)"
2271,63,O,"(41.602543, 2.289473)"
2263,64,E,"(41.602595, 2.290274)"
2263,62,E,"(41.602745, 2.290278)"
2263,66,E,"(41.602478, 2.290271)"
2085,84,E,"(41.601152, 2.287305)"
2042,20,E,"(41.601732, 2.286366)"
2042,15,O,"(41.601586, 2.286403)"
2314,47,O,"(41.601662, 2.286978)"
1900,20,E,"(41.602286, 2.286093)"
1900,25,O,"(41.602031, 2.286209)"
1900,34,E,"(41.60202, 2.286026)"
1900,22,E,"(41.602239, 2.286081)"
1900,24,E,"(41.602193, 2.286067)"
1900,28,E,"(41.602109, 2.286046)"
1900,26,E,"(41.602151, 2.286057)"
1900,30,E,"(41.602064, 2.286037)"
1900,21,O,"(41.602176, 2.28627)"
1900,19,O,"(41.602235, 2.286285)"
1900,17,O,"(41.602276, 2.286296)"
1900,36-38,E,"(41.601954, 2.286008)"
1900,40-46,E,"(41.601829, 2.285974)"
1900,29,O,"(41.601863, 2.286175)"
1900,27,O,"(41.601936, 2.286201)"
1900,31,O,"(41.601788, 2.286164)"
2314,18,E,"(41.602015, 2.286893)"
2314,14,E,"(41.602153, 2.286922)"
2314,16,E,"(41.602092, 2.28691)"
2314,22,E,"(41.601877, 2.286857)"
2314,20,E,"(41.601933, 2.286874)"
2314,24,E,"(41.601792, 2.286837)"
1900,41,O,"(41.601438, 2.286081)"
1900,39,O,"(41.601488, 2.286097)"
1900,48,E,"(41.601649, 2.285941)"
1900,50,E,"(41.601604, 2.285928)"
1900,54,E,"(41.601515, 2.285898)"
1900,52,E,"(41.601558, 2.285907)"
1900,56,E,"(41.601468, 2.285889)"
2042,17,O,"(41.601613, 2.28618)"
1900,35,O,"(41.601576, 2.286121)"
1900,33,O,"(41.601612, 2.286128)"
1900,37,O,"(41.601535, 2.286112)"
1900,43-45,O,"(41.601353, 2.286056)"
1900,58,E,"(41.601402, 2.285869)"
1900,47,O,"(41.601258, 2.286031)"
2042,18,E,"(41.601719, 2.286459)"
2042,13,O,"(41.60158, 2.28645)"
2042,16,E,"(41.601669, 2.286734)"
2314,32,E,"(41.601492, 2.286771)"
2314,30,E,"(41.601538, 2.286781)"
2314,34,E,"(41.601456, 2.286767)"
2314,51,O,"(41.601455, 2.286935)"
2314,49,O,"(41.601485, 2.286937)"
2314,38,E,"(41.601357, 2.286742)"
2314,36,E,"(41.601408, 2.286756)"
2314,53,O,"(41.601335, 2.286906)"
2314,57,O,"(41.601204, 2.286873)"
2314,40,E,"(41.601256, 2.286721)"
2314,42,E,"(41.601164, 2.286698)"
2314,71,O,"(41.600552, 2.28674)"
2314,45,O,"(41.601738, 2.286992)"
2085,62,E,"(41.601734, 2.287433)"
2314,33,O,"(41.602035, 2.287056)"
2314,27,O,"(41.602161, 2.287082)"
2314,23,O,"(41.602256, 2.287102)"
2314,25,O,"(41.602204, 2.28709)"
2152,16,E,"(41.601059, 2.286046)"
1900,49,O,"(41.600904, 2.28594)"
2152,15,O,"(41.600923, 2.286067)"
2152,14,E,"(41.601038, 2.286216)"
2085,38,E,"(41.602237, 2.287538)"
2085,36,E,"(41.602294, 2.287551)"
2085,40,E,"(41.602195, 2.287529)"
2085,46,E,"(41.602078, 2.2875)"
2085,42,E,"(41.602149, 2.287517)"
2085,44,E,"(41.602119, 2.287511)"
2085,48,E,"(41.602044, 2.287495)"
2314,39,O,"(41.60187, 2.287019)"
2314,37,O,"(41.601937, 2.287035)"
2314,35,O,"(41.601996, 2.287047)"
2314,41,O,"(41.601814, 2.287006)"
2314,43,O,"(41.601774, 2.286996)"
2085,56,E,"(41.601859, 2.287456)"
2085,52,E,"(41.60194, 2.287474)"
2085,50,E,"(41.602, 2.287487)"
2085,54,E,"(41.601906, 2.287467)"
2085,58,E,"(41.601802, 2.287445)"
2085,60,E,"(41.601771, 2.287441)"
2152,10,E,"(41.600995, 2.286558)"
2085,43,O,"(41.602181, 2.287741)"
2152,12,E,"(41.601012, 2.286428)"
2085,41,O,"(41.602232, 2.28775)"
2085,39,O,"(41.602269, 2.287755)"
2085,45,O,"(41.602098, 2.287729)"
2314,59-63,O,"(41.601118, 2.286858)"
2314,46,E,"(41.600751, 2.28658)"
2314,65,O,"(41.60077, 2.28679)"
2314,67,O,"(41.600636, 2.286758)"
2314,69,O,"(41.600593, 2.286748)"
2085,64,E,"(41.60163, 2.287408)"
2085,78,E,"(41.601251, 2.287328)"
2085,76,E,"(41.601308, 2.287341)"
2085,82,E,"(41.601204, 2.287316)"
2085,47-51,O,"(41.601964, 2.287703)"
2314,48,E,"(41.600532, 2.28653)"
2314,73,O,"(41.600498, 2.286728)"
2103,39,O,"(41.601338, 2.289368)"
2271,97,O,"(41.601486, 2.289323)"
2103,56,E,"(41.601142, 2.289841)"
1891,33,O,"(41.600636, 2.28933)"
2085,90-92,E,"(41.600997, 2.28727)"
2085,77,O,"(41.600987, 2.287512)"
2085,86-88,E,"(41.601086, 2.287293)"
2085,73,O,"(41.601076, 2.28753)"
2085,75,O,"(41.601031, 2.287523)"
2085,94,E,"(41.600753, 2.287219)"
2085,96,E,"(41.600661, 2.287202)"
2085,87,O,"(41.600701, 2.287438)"
2085,85,O,"(41.600739, 2.287447)"
2085,91,O,"(41.600615, 2.287422)"
2085,89,O,"(41.600656, 2.287431)"
1891,10,E,"(41.600693, 2.287834)"
1891,14,E,"(41.600675, 2.288009)"
1891,11,O,"(41.600801, 2.287999)"
1891,13,O,"(41.600793, 2.288063)"
1941,14,E,"(41.600811, 2.288121)"
1891,12,E,"(41.600689, 2.287887)"
2085,97,O,"(41.600483, 2.287391)"
2085,99,O,"(41.600441, 2.287382)"
2103,55,O,"(41.601272, 2.28989)"
2103,28,E,"(41.601292, 2.288759)"
2271,89,O,"(41.601737, 2.28936)"
2189,51,O,"(41.602222, 2.289898)"
2189,42,E,"(41.602114, 2.289909)"
2271,75,O,"(41.602036, 2.289401)"
2189,41,O,"(41.602264, 2.289559)"
2189,10,E,"(41.602284, 2.288371)"
2271,71-73,O,"(41.602138, 2.289416)"
2189,47,O,"(41.602236, 2.289776)"
2189,36,E,"(41.602136, 2.28973)"
2189,38,E,"(41.60213, 2.289791)"
2189,45,O,"(41.602244, 2.289716)"
2189,43,O,"(41.60225, 2.289665)"
2189,49,O,"(41.602229, 2.289835)"
2189,34,E,"(41.602143, 2.28968)"
2204,85,O,"(41.602149, 2.288518)"
2204,87,O,"(41.6021, 2.288507)"
2204,89,O,"(41.60205, 2.288496)"
2189,40,E,"(41.602122, 2.28985)"
2271,83,O,"(41.601873, 2.28938)"
2271,79,O,"(41.601965, 2.289392)"
2271,77,O,"(41.601991, 2.289395)"
2271,81,O,"(41.60192, 2.289384)"
2271,87,O,"(41.601786, 2.289368)"
2271,85,O,"(41.601829, 2.289374)"
2204,93,O,"(41.601938, 2.288474)"
2204,91,O,"(41.601998, 2.288487)"
2204,95,O,"(41.601778, 2.288465)"
2189,55,O,"(41.602207, 2.290026)"
2271,91,O,"(41.601694, 2.289353)"
2103,25,O,"(41.60148, 2.288245)"
