ANY,IDENTIFICADOR,NOM,ADREÇA,BARRI,CODI CATEGORIA,CATEGORIA,GRUP,DATA LLICÈNCIA,LOCALITZACIÓ
2017,102640,Mutual De Conductors,"C POMPEU FABRA,    8 BX",INSTITUTS,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.608666, 2.284732)"
2017,102643,Josep Compan,"C MARE DE DEU DE NURIA,   16 Esc 1 LC 03",INSTITUTS,saba,sabateria,Roba i calçat,,"(41.608751, 2.284118)"
2017,102645,J.Palet,"C VALENCIA,   14",GRANOLLERS CENTRE,conc,cotxes i motos,Serveis a vehicles,,"(41.612591, 2.289081)"
2017,102646,Recanvis Palet,"C FONT DE L'ESCOT,   34",GRANOLLERS CENTRE,tall,taller mecànic,Serveis a vehicles,,"(41.61346, 2.288663)"
2017,102647,Maletes I Bossos Sense Nom,"C JOAN PRIM,  159",JOAN PRIM CENTRE,moda,roba i complements,Roba i calçat,,"(41.613834, 2.290381)"
2017,102648,Farmàcia Parera,"PL OLI,    3",GRANOLLERS CENTRE,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.608457, 2.287748)"
2017,102651,Tresillos Granollers,"C FRANCESC MACIA,    3",SANT MIQUEL,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.603058, 2.287935)"
2017,102653,"TURA*PASCUAL,MAGDALENA",". MERCAT DE SANT CARLES,   52",GRANOLLERS CENTRE,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.608477, 2.285945)"
2017,102656,Herbes Salvatges Maurice Messeguï¿½,"C MARE DE DEU DE NURIA,    1 LC 01",INSTITUTS,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.608976, 2.285425)"
2017,102664,La Caixa,"C ROGER DE FLOR,   68 LC B",INSTITUTS,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.607086, 2.282963)"
2017,102665,Sabadell Atlántico,"C JOAN PRIM,   36-38",JOAN PRIM CENTRE,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.610692, 2.289661)"
2017,102668,"SAINZ*MIRANDA,PILAR","CTRA CALDES,   40-44",CONGOST,rest,restaurant,"Lleure, cultura i esport",,"(41.61243, 2.27989)"
2017,102671,CARNS VIAPLANA,". MERCAT DE SANT CARLES,   37-38 -39",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608355, 2.285926)"
2017,102672,"MARES*PAIRET,JOAN",". MERCAT DE SANT CARLES,   66",GRANOLLERS CENTRE,peix,peix i marisc,Alimentació,,"(41.608586, 2.28596)"
2017,102676,CAIXA D'ESTALVIS I PENSIONS DE BARCELONA,"C JOAN PRIM,  216",LLEDONER,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.615773, 2.291204)"
2017,102677,"ORTEGA*PARRA,ANTONIO",". MERCAT DE SANT CARLES,   12-13",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608527, 2.28608)"
2017,102679,"ESPINOSA*LOZANO,FERNANDO",". MERCAT DE SANT CARLES,    8-9",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608571, 2.286088)"
2017,102682,"CONGOST*YUSTE,JESUS","CTRA MASNOU,    1 BX",CAN BASSA,conc,cotxes i motos,Serveis a vehicles,,"(41.593762, 2.285992)"
2017,102683,Santander Empresas,"C TRES TORRES,    1 BX",TRES TORRES,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.597661, 2.286349)"
2017,102688,Agudo Z,"C SANTA ANNA,   21",GRANOLLERS CENTRE,moda,roba i complements,Roba i calçat,,"(41.608682, 2.286315)"
2017,102691,MARIA MATAS CRUIXENT,"C NOU,   19",GRANOLLERS CENTRE,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.607213, 2.288046)"
2017,102695,JCB SERVICIOS SA,"C JOAN PRIM,   27 01",JOAN PRIM CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.610655, 2.289401)"
2017,102696,BAR GRANJA NÓRDICA,"C REC,    5 LC 01",INSTITUTS,bar,bar,"Lleure, cultura i esport",22/11/1990,"(41.608953, 2.285536)"
2017,102698,Gold's Fitness Gym,"C ARAGO,   47 BX",SANT MIQUEL,espop,gimnàs,"Lleure, cultura i esport",07/10/1986,"(41.601219, 2.286024)"
2017,102700,OCASO SA COMPAÑIA DE SEGUROS Y REASEGUROS,"AV SANT ESTEVE,   19-21 02",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.604229, 2.290695)"
2017,102703,DOLORS SALARICH SOLA,". MERCAT DE SANT CARLES,   35-36",GRANOLLERS CENTRE,fruit,fruites i verdures,Alimentació,,"(41.608301, 2.286047)"
2017,102720,CLINICA COSTA CODINA,"PL PORXADA,   22-23 03",GRANOLLERS CENTRE,cons,centre de salut,Serveis tècnics i professionals,,"(41.607963, 2.288062)"
2017,102730,"RAGADENTISTESGRANOLLERS, SL","C SASTRE,    6 Esc 1 EN 02",GRANOLLERS CENTRE,cons,centre de salut,Serveis tècnics i professionals,14/06/2010,"(41.608313, 2.288294)"
2017,102749,Comericial Marvi,"C GIRONA,  205",LLEDONER,ferret,ferreteria,"Decoració de la llar, mobiliari i regal",,"(41.617668, 2.292869)"
2017,102764,Espelt,"C SANT JOSEP,   20",INSTITUTS,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",27/11/1978,"(41.607574, 2.283693)"
2017,102768,"PRAL DE CAS, SL","C PRINCESA,   24 EN 01",SOTA EL CAMÍ RAL,banca,banca i serveis financers,Serveis tècnics i professionals,,"(41.605772, 2.284089)"
2017,102769,Atalaya Perfumeries,"C ANSELM CLAVE,   60 BX",GRANOLLERS CENTRE,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.606394, 2.288414)"
2017,102771,Ceràmica Cumella,"C GIRONA,   87",JOAN PRIM CENTRE,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.61329, 2.291634)"
2017,102772,Inmogra,"C GIRONA,   19 01",GRANOLLERS CENTRE,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.610157, 2.290666)"
2017,102780,Bar Yumei,"C GIRONA,  210 LC ES",GRANOLLERS NORD,bar,bar,"Lleure, cultura i esport",,"(41.615339, 2.292622)"
2017,102793,Taller Electan,"C AGUSTINA D'ARAGO,   19",GRANOLLERS CENTRE,tall,taller mecànic,Serveis a vehicles,,"(41.611927, 2.292049)"
2017,102797,"MARTRAS*DURAN,DOMINGO",CTRA MASNOU,PALOU,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.577694, 2.282572)"
2017,102799,Lares,"C ANSELM CLAVE,   46 BX",GRANOLLERS CENTRE,saba,sabateria,Roba i calçat,05/06/1971,"(41.606676, 2.288491)"
2017,102800,BOSCH MAQUINARIA,"C CONESTABLE DE PORTUGAL,    4",GRANOLLERS CENTRE,maqui,maquinària,Serveis tècnics i professionals,,"(41.605155, 2.289007)"
2017,102801,CATALUNYA CAIXA,"C JOAN PRIM,  204-206 LC",JOAN PRIM CENTRE,banca,banca i serveis financers,Serveis tècnics i professionals,13/03/2008,"(41.614614, 2.29095)"
2017,102803,"QUINTANA*VILLARINO,LAURA","C ROGER DE FLOR,   76 BX 06",SOTA EL CAMÍ RAL,pelu,perruqueria,"Perfumeria, perruqueria i complements",16/03/2005,"(41.606317, 2.282962)"
2017,102805,"CRUZ*VEGA,ISABEL MARIA",". MERCAT DE SANT CARLES,   34",GRANOLLERS CENTRE,avir,aviram,Alimentació,,"(41.608317, 2.286049)"
2017,102806,Agora,"C JOAN PRIM,    5 01",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.609966, 2.289226)"
2017,102814,"ISAUNA, SCP","C ALFONS IV,   85 BX",SANT MIQUEL,colma,queviures al detall,Alimentació,,"(41.603371, 2.288028)"
2017,102817,MILAGROS LLORENTE ESTEBAN,". MERCAT DE SANT CARLES,   14",GRANOLLERS CENTRE,colma,queviures al detall,Alimentació,,"(41.608509, 2.286078)"
2017,102818,Bar Restaurant Catalunya,"AV SANT ESTEVE,   61 LC ES",SANT MIQUEL,bar,bar,"Lleure, cultura i esport",07/03/1996,"(41.602188, 2.290633)"
2017,102819,"JURES 2002, SL","PL JOSEP TORRAS I BAGES,    1 03",GRANOLLERS CENTRE,rest,restaurant,"Lleure, cultura i esport",,"(41.610141, 2.2904)"
2017,102827,SOLEDAD SOTO FRUTOS,". MERCAT DE SANT CARLES,   53-54",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608457, 2.285938)"
2017,102828,OPTICA REIXACH,"C SANTA ELISABETH,    1",GRANOLLERS CENTRE,opti,òptica,Serveis tècnics i professionals,,"(41.608632, 2.287743)"
2017,102830,I.D.P. CATALUÑA S.L. E.T.T.,"C LLUIS COMPANYS,   23 BX",TRES TORRES,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.59918, 2.282531)"
2017,102831,Sararols,"C ALFONS IV,   42 BX",GRANOLLERS CENTRE,xarc,xarcuteria,Alimentació,06/10/2003,"(41.604453, 2.287993)"
2017,102834,Marisqueria La Alhambra,"C JOANOT MARTORELL,   68",CONGOST,rest,restaurant,"Lleure, cultura i esport",,"(41.610036, 2.276917)"
2017,102841,Canbike,"C FREDERIC MOMPOU,    5 BX",LLEDONER,tall,taller mecànic,Serveis a vehicles,10/05/2007,"(41.619259, 2.2928)"
2017,102845,Plastifot,"C TRAVESSERES,    1-3 LC 03",GRANOLLERS CENTRE,arte,galeria d'art i quadres,"Decoració de la llar, mobiliari i regal",,"(41.609086, 2.287788)"
2017,102848,Clara Perruqueria,"C ISABEL DE VILLENA,   66",SOTA EL CAMÍ RAL,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.60492, 2.28204)"
2017,102851,"PUNT INFORMATIC 2.0, SCP","C REC,   37",INSTITUTS,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.610454, 2.283874)"
2017,102852,JOMA,"C JOAN PRIM,  120",JOAN PRIM CENTRE,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.612755, 2.290292)"
2017,102853,Locutori Sase,"C PONENT,   65 LC 02",PONENT,locu,locutori,Serveis tècnics i professionals,,"(41.613779, 2.287147)"
2017,102854,Soldad Plantat,"C BARCELONA,   25 LC",GRANOLLERS CENTRE,infant,infants roba i joguines,Roba i calçat,,"(41.60707, 2.287052)"
2017,102874,Bonestil Esther Prats,"C SANT JOSEP CALASSANÇ,   71-73",SANT MIQUEL,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.602163, 2.289406)"
2017,102878,El Jardinet,"C JOAN PRIM,  101 LC",JOAN PRIM CENTRE,flor,floristeria,"Perfumeria, perruqueria i complements",,"(41.612313, 2.289911)"
2017,102887,"INDUSTRIAL ENVASES Y COMPLEMENTOS, SL","C RAMON DAGA,    9",CAN BASSA,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.595531, 2.289488)"
2017,102892,La Sirena,"C MARE DE DEU DE NURIA,   15",INSTITUTS,cong,congelats,Alimentació,19/03/2002,"(41.608664, 2.284453)"
2017,102904,Gestoria I Assessoria Del Vallès S. L.,"C GIRONA,   33 BX",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.611053, 2.290902)"
2017,102907,Carlos Capella Arto S.L,"C MIQUEL RICOMA,  162",SANT MIQUEL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.603395, 2.286263)"
2017,102908,"EL PASTISSER INDOMABLE, S.L.",". MERCAT DE SANT CARLES,   10-11",GRANOLLERS CENTRE,forn,forn de pa,Alimentació,,"(41.60855, 2.286083)"
2017,102909,J. Bretcha,"C ROGER DE FLOR,  105-107",SOTA EL CAMÍ RAL,forn,forn de pa,Alimentació,,"(41.60406, 2.283069)"
2017,102914,Gestoria Ramon Bataller,"C ALFONS IV,    4",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.60518, 2.288148)"
2017,102916,EL REBOST D'EN PORTET SL,". MERCAT DE SANT CARLES,   55-56 -57",GRANOLLERS CENTRE,ccom,supermercat,Alimentació,,"(41.60852, 2.285953)"
2017,102922,BAR RESTAURANT ALASKA,"C FRANCESC RIBAS,   28",GRANOLLERS NORD,bar,bar,"Lleure, cultura i esport",20/07/1992,"(41.613409, 2.294567)"
2017,102927,Peixateria J. Mares,"C JOSEP UMBERT,   19",GRANOLLERS CENTRE,peix,peix i marisc,Alimentació,,"(41.606537, 2.289534)"
2017,102930,FRUITS CASAS SL,"C SANT FERRAN,    3",CAN GILI,fruit,fruites i verdures,Alimentació,,"(41.612496, 2.276191)"
2017,102938,Duran Joiers,"C ANSELM CLAVE,   14",GRANOLLERS CENTRE,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements",,"(41.607887, 2.288754)"
2017,102939,BAR CAN BIN,"C ROGER DE FLOR,   61 LC 01",INSTITUTS,bar,bar,"Lleure, cultura i esport",24/12/1981,"(41.607633, 2.283387)"
2017,102940,Facil Mobel,"C ROGER DE FLOR,   47",INSTITUTS,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.608214, 2.283422)"
2017,102950,"SERGESA ASSESSORS,SL","PL JOSEP TORRAS I BAGES,    4 01 D",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.60989, 2.290557)"
2017,102955,Estudi D'Arquitectura,"C FREDERIC SOLER,   24",GRANOLLERS NORD,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.616039, 2.294498)"
2017,102958,BAR LA COLINA,"C MAS ESTAPER,    1 BX",CAN GILI,bar,bar,"Lleure, cultura i esport",,"(41.614206, 2.27505)"
2017,102961,BIODENTAL  VALLES,"PL LLUIS PERPINYA,   20 01",GRANOLLERS CENTRE,dent,dentista,Serveis tècnics i professionals,,"(41.609511, 2.289549)"
2017,102970,CONSTRUCCIONES CASALDERREY SL,"C JOSE ZORRILLA,    9 BX",GRANOLLERS NORD,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.614476, 2.294912)"
2017,102971,United Colors Of Benetton,"C ANSELM CLAVE,   62 BX",GRANOLLERS CENTRE,moda,roba i complements,Roba i calçat,,"(41.60633, 2.288397)"
2017,102972,GARATGE CLAVERA SCCL,"C ESPANYA,   29 LC",GRANOLLERS CENTRE,tall,taller mecànic,Serveis a vehicles,,"(41.611592, 2.287458)"
2017,102979,"ANDREU COMAS I FILLS, SL",". MERCAT DE SANT CARLES,   61-62",GRANOLLERS CENTRE,peix,peix i marisc,Alimentació,,"(41.608547, 2.285953)"
2017,102981,"ANDREU COMAS I FILLS, SL",". MERCAT DE SANT CARLES,   67",GRANOLLERS CENTRE,peix,peix i marisc,Alimentació,,"(41.608645, 2.285971)"
2017,102983,Annel Outlet,"C SANT JAUME,    6 LC",INSTITUTS,moda,roba i complements,Roba i calçat,23/12/1992,"(41.608677, 2.285797)"
2017,102987,Pere Blázquez,"C REC,   33 LC 03",INSTITUTS,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.610181, 2.284293)"
2017,103003,Can Paco,"AV ENRIC PRAT DE LA RIBA,   32",SANT MIQUEL,bar,bar,"Lleure, cultura i esport",27/03/1995,"(41.603076, 2.286236)"
2017,103005,Peluquería Liana,"C RIPOLLES,   29",L'HOSTAL,pelu,perruqueria,"Perfumeria, perruqueria i complements",04/05/1993,"(41.616794, 2.288377)"
2017,103006,Papelería Ruth,"C GIRONA,  210 BX DR",GRANOLLERS NORD,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,,"(41.615368, 2.292628)"
2017,103007,Taller Martinet,"C LLIRI,   21",GRANOLLERS CENTRE,tall,taller mecànic,Serveis a vehicles,07/05/2008,"(41.605859, 2.289464)"
2017,103011,Perruqueria Estètica Black,"C GUAYAQUIL,   19",GRANOLLERS CENTRE,pelu,perruqueria,"Perfumeria, perruqueria i complements",20/04/1989,"(41.606213, 2.287563)"
2017,103013,CAIXA D ESTALVIS DE CATALUNYA,"PL MALUQUER I SALVADOR,   10 01 01",GRANOLLERS CENTRE,banca,banca i serveis financers,Serveis tècnics i professionals,10/01/2008,"(41.608989, 2.288672)"
2017,103014,SAMUEL BANON BOSCH,"C SANTA ANNA,    4 01",GRANOLLERS CENTRE,salud,estètica i bellesa,Serveis tècnics i professionals,13/04/1999,"(41.608694, 2.28692)"
2017,103015,Núria Piferrer,"C SANTA ESPERANÇA,   14",GRANOLLERS CENTRE,moda,roba i complements,Roba i calçat,,"(41.607594, 2.288304)"
2017,103016,Miguel Castellsagué,"C SANT JAUME,   43 LC ES",GRANOLLERS CENTRE,cons,centre de salut,Serveis tècnics i professionals,,"(41.606053, 2.285764)"
2017,103019,EMBUTIDOS DOS MAR,"PL LLIBERTAT,    4 LC 03",CONGOST,carn,carnisseria,Alimentació,,"(41.61354, 2.280951)"
2017,103022,"RODRIGUEZ*MARTINEZ,M ISABEL","C ANNIBAL,   57 LC",SOTA EL CAMÍ RAL,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.606519, 2.283378)"
2017,103023,"CODINA I TORRUELLA, S.L.","CTRA MASNOU,      Km 0,1",PALOU,maqui,maquinària,Serveis tècnics i professionals,21/01/2005,"(41.583186, 2.283612)"
2017,103025,"MELIZ*PEREZ,ISMAEL","C FRANCESC RIBAS,   28 BX",JOAN PRIM CENTRE,foto,fotografia,Serveis tècnics i professionals,,"(41.613344, 2.292142)"
2017,103026,Autoescola Vall Del Tenes,"C CRISTOFOL COLOM,   29",SANT MIQUEL,auto,autoescola,Serveis tècnics i professionals,,"(41.600178, 2.28856)"
2017,103031,MARIA RODRIGUEZ GONZALEZ,". MERCAT DE SANT CARLES,   19",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608444, 2.286068)"
2017,103035,MAZ Granollers,"C ESTEVE TERRADES,   12 LC B",SANT MIQUEL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,22/09/2010,"(41.598824, 2.290053)"
2017,103039,PROCURADORIA ROCA,"PL LLUIS PERPINYA,   19",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.609509, 2.28951)"
2017,103042,CARNS HOMS S.C.P.,". MERCAT DE SANT CARLES,    5-6",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608589, 2.286091)"
2017,103043,CARNS HOMS S.C.P.,". MERCAT DE SANT CARLES,   15-16",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608489, 2.286074)"
2017,103056,"MALTAS*AYMA,ANGELINA",". MERCAT DE SANT CARLES,   48",GRANOLLERS CENTRE,colma,queviures al detall,Alimentació,,"(41.608441, 2.28594)"
2017,103062,Òptica Vallpi,"C JOAN PRIM,   54 BX",JOAN PRIM CENTRE,opti,òptica,Serveis tècnics i professionals,,"(41.611251, 2.289798)"
2017,103064,Restaurant Les Arcades,"C GIRONA,   29",GRANOLLERS CENTRE,rest,restaurant,"Lleure, cultura i esport",26/11/2008,"(41.610856, 2.290857)"
2017,103065,"GARCIA*CLAVERIA,LUIS","C 1R MARQUES FRANQUESES,   30 LC DR",LLEDONER,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.618334, 2.291981)"
2017,103066,Toy,"C HOSPITAL,    7",JOAN PRIM CENTRE,rest,restaurant,"Lleure, cultura i esport",,"(41.61456, 2.291543)"
2017,103067,ATENEA APARTHOTEL,C FERNAO MAGALLANES,SANT MIQUEL,rest,restaurant,"Lleure, cultura i esport",,"(41.600828, 2.28604)"
2017,103074,Marionnaud,"PL MALUQUER I SALVADOR,   24",GRANOLLERS CENTRE,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements",,"(41.6087, 2.289132)"
2017,103081,Carme Fernández,"C SANT JAUME,  122 BX",SOTA EL CAMÍ RAL,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.603686, 2.285621)"
2017,103083,"COTA MAIS 2005, S.L.","RBLA JOSEP TARRADELLAS,    1 LC 05",GRANOLLERS CENTRE,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.605805, 2.291371)"
2017,103089,Restaurant Shingari,"AV SANT ESTEVE,   59 LC ES",SANT MIQUEL,rest,restaurant,"Lleure, cultura i esport",06/06/2006,"(41.602337, 2.290644)"
2017,103090,Àguila Auto,"C PONENT,   39",PONENT,tall,taller mecànic,Serveis a vehicles,16/03/2001,"(41.611467, 2.286416)"
2017,103092,Centre D'Estètica Monnalisa,"C ROGER DE FLOR,   76-78 LC 06",SOTA EL CAMÍ RAL,salud,estètica i bellesa,Serveis tècnics i professionals,,"(41.606277, 2.282963)"
2017,103093,Olimpic 2000,"C GIRONA,  185 LC 03",LLEDONER,bar,bar,"Lleure, cultura i esport",16/04/1986,"(41.616333, 2.292533)"
2017,103094,CALEFACCION ENRIQUE RODES GUAL,"C CATALUNYA,    7",GRANOLLERS CENTRE,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.609682, 2.286841)"
2017,103106,JOSEFA ROCA CORTS,". MERCAT DE SANT CARLES,   24-25 -26",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608404, 2.286062)"
2017,103107,Manuel Serrano,"C JOSEP TORRAS I BAGES,    3",GRANOLLERS CENTRE,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.610205, 2.289041)"
2017,103109,Francisco Morales,"C ROGER DE LLURIA,   17",SOTA EL CAMÍ RAL,tall,taller mecànic,Serveis a vehicles,,"(41.603381, 2.284289)"
2017,103112,Auto Cristal Ralarsa,"C JOAN PRIM,  297",LLEDONER,tall,taller mecànic,Serveis a vehicles,23/04/1997,"(41.617448, 2.291487)"
2017,103113,Bar Extremadura,"C ANGEL GUIMERA,   14 LC B",SANT MIQUEL,bar,bar,"Lleure, cultura i esport",18/07/1997,"(41.599275, 2.288955)"
2017,103115,INSTRUMEVET SL,"C ENGINYER,    5 LC 02",GRANOLLERS CENTRE,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,,"(41.609757, 2.290173)"
2017,103117,Movistar,"C JOAN PRIM,    2",GRANOLLERS CENTRE,movi,telefonia,Serveis tècnics i professionals,,"(41.60981, 2.289377)"
2017,103120,"GONZALEZ*BECERRA,AGUSTIN",C LLEVANT,SANT MIQUEL,rest,restaurant,"Lleure, cultura i esport",,"(41.60026, 2.291002)"
2017,103127,PEDRO GUARDIA S.L.,"C FRANCESC RIBAS,   39 -1 01",GRANOLLERS NORD,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.613345, 2.293365)"
2017,103128,Igrafic,"C ROGER DE FLOR,   73 BX",INSTITUTS,impr,impressió i arts gràfiques,Serveis tècnics i professionals,29/07/2004,"(41.606658, 2.283299)"
2017,103131,CAN PARET,"BARRI SANT JOAN,    1",PALOU,carn,carnisseria,Alimentació,,"(41.579321, 2.283237)"
2017,103134,Bobinajes Robles,"C CORRO,   56 BX",GRANOLLERS CENTRE,maqui,maquinària,Serveis tècnics i professionals,,"(41.610818, 2.288365)"
2017,103136,Videoclub Vallès,"C ENGINYER,    5 LC 01",GRANOLLERS CENTRE,audiov,audio i video,Serveis tècnics i professionals,02/05/1988,"(41.609781, 2.290044)"
2017,103138,CONFECCIONES DOYMON SL,"C MOIANES,   18-20",JOAN PRIM CENTRE,moda,roba i complements,Roba i calçat,23/01/1970,"(41.614343, 2.289444)"
2017,103140,Regals Isa,"C MAS DRAPER,    5 BX",CAN BASSA,rega,regals i souvenirs,"Decoració de la llar, mobiliari i regal",,"(41.591704, 2.287781)"
2017,103142,Frank,"C NAVARRA,   85",SOTA EL CAMÍ RAL,pelu,perruqueria,"Perfumeria, perruqueria i complements",,"(41.603931, 2.28367)"
2017,103144,Loteríass Y Apuestas Del Estado N. 5,"C MARE DE DEU DE NURIA,   16 LC ES 01",INSTITUTS,lote,loteries i apostes,"Lleure, cultura i esport",,"(41.608772, 2.284211)"
2017,103147,Tramuntana,"C SANT JOSEP,   14",INSTITUTS,bar,bar,"Lleure, cultura i esport",,"(41.607655, 2.284182)"
2017,103153,Andreu Comas,"C MINETES,    4 LC 02",JOAN PRIM CENTRE,colma,queviures al detall,Alimentació,,"(41.612279, 2.29043)"
2017,103157,Montpart,"C SANT JAUME,   13",GRANOLLERS CENTRE,saba,sabateria,Roba i calçat,,"(41.606867, 2.285786)"
2017,103160,"CARNISSERIA XARCUTERIA HERMANOS ESPARZA MARTIN,SL",". MERCAT DE SANT CARLES,   40-44",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608336, 2.28592)"
2017,103161,"GREMIAL DE ARGENTONA, SL",". MERCAT DE SANT CARLES,   30",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.608352, 2.286055)"
2017,103162,MOBLES POUS SL,"C MURALLA,   15",GRANOLLERS CENTRE,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal",,"(41.609638, 2.28644)"
2017,103164,BAR ¡ANTIGUA I LA GRALLA!,"PL CAN MONIC,    6 BX LC 02",CAN MONIC,bar,bar,"Lleure, cultura i esport",24/09/1998,"(41.621883, 2.295062)"
2017,103168,"BENITA ENRIQUEZ GOMEZ,",". MERCAT DE SANT CARLES,   17-18",GRANOLLERS CENTRE,carn,carnisseria,Alimentació,,"(41.60847, 2.286072)"
2017,103169,Confecciones Riera,"PL CABRITS,    2",GRANOLLERS CENTRE,moda,roba i complements,Roba i calçat,,"(41.608469, 2.2875)"
2017,103170,Estudi Legal,"PL LLUIS PERPINYA,    4 PR",GRANOLLERS CENTRE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,,"(41.609309, 2.28906)"
2017,103176,Trash,"C GIRONA,   60",GRANOLLERS CENTRE,basar,basar,"Decoració de la llar, mobiliari i regal",,"(41.611246, 2.291287)"
2017,103177,Forn de Pa Rius,"PL AMADEU CASTELLANO,    1",SANT MIQUEL,forn,forn de pa,Alimentació,21/11/1996,"(41.60314, 2.29096)"
2017,103181,SOLUCIONS DE INVESTIGACIONS I CONEIXEMEN,"C ANGEL GUIMERA,   16",SANT MIQUEL,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.59918, 2.288902)"
2017,103183,ABELLAN PINTORS SL,"CTRA CANOVELLES,   19",CAN GILI,constr,instal·lacions i construcció,Serveis tècnics i professionals,,"(41.614463, 2.277105)"
2017,103184,FINCAS MARFER SL,"C GIRONA,   75 BX",JOAN PRIM CENTRE,inmo,agència inmobiliària,Serveis tècnics i professionals,,"(41.612593, 2.291407)"
2017,103188,Somsis,"PL MALUQUER I SALVADOR,   26 BX",GRANOLLERS CENTRE,moda,roba i complements,Roba i calçat,,"(41.608509, 2.28912)"
2017,103189,Mr. Boots,"C JOAN PRIM,   35",JOAN PRIM CENTRE,saba,sabateria,Roba i calçat,,"(41.610836, 2.289455)"
2017,103193,Bazar Susi,"C CRISTOFOL COLOM,    4 BX",SANT MIQUEL,basar,basar,"Decoració de la llar, mobiliari i regal",23/04/2007,"(41.600051, 2.287598)"
2017,103194,Motos Goya,"C JOSEP TORRAS I BAGES,    1 BX",GRANOLLERS CENTRE,tall,taller mecànic,Serveis a vehicles,,"(41.610173, 2.289202)"
2017,103197,"COMAS*PASCUAL,FRANCISCO",". MERCAT DE SANT CARLES,   69",GRANOLLERS CENTRE,peix,peix i marisc,Alimentació,,"(41.60863, 2.285968)"
2017,103198,"TABERNER*PARERA,VICENÇ",". MERCAT DE SANT CARLES,   58",GRANOLLERS CENTRE,peix,peix i marisc,Alimentació,,"(41.608503, 2.285947)"
