IDENTIFICADOR,ANY,NOM,CODI CATEGORIA,CATEGORIA,GRUP,LOCALITZACIÓ
104215,2017,Granollers Telefonia Mòbils I Reparació,movi,telefonia,Serveis tècnics i professionals,"(41.613182, 2.291908)"
104213,2017,Afros,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.607655, 2.288005)"
104209,2017,No+Vello,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.608793, 2.28424)"
104208,2017,K-Prichos,moda,roba i complements,Roba i calçat,"(41.609079, 2.285173)"
104204,2017,L'Engruna,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.609086, 2.287804)"
104203,2017,Tolino,forn,forn de pa,Alimentació,"(41.612825, 2.290303)"
104202,2017,ALMA INOX IBERICA SLU,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.591781, 2.285993)"
104201,2017,BRUSCATI  SL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.609735, 2.284509)"
104198,2017,Tailor & Co.,moda,roba i complements,Roba i calçat,"(41.609109, 2.287173)"
104195,2017,La Font De Ricomà,rest,restaurant,"Lleure, cultura i esport","(41.605525, 2.286364)"
104193,2017,Tot A Dos,moda,roba i complements,Roba i calçat,"(41.609008, 2.28572)"
104192,2017,ADVOCATS SANTA ANA,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.608584, 2.286804)"
104190,2017,Yoigo,movi,telefonia,Serveis tècnics i professionals,"(41.610555, 2.286009)"
104189,2017,Tabata,rest,restaurant,"Lleure, cultura i esport","(41.609443, 2.287895)"
104186,2017,Clemente,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.595673, 2.289909)"
104177,2017,"ABREU*AGUIRRE,PEDRO LUIS",rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.614227, 2.27512)"
104176,2017,Farmàcia Can Bassa,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.593177, 2.287838)"
104173,2017,Tribu Urbana Center,espop,gimnàs,"Lleure, cultura i esport","(41.611996, 2.286541)"
104172,2017,Ofivis,info,informàtica,Serveis tècnics i professionals,"(41.619721, 2.292216)"
104171,2017,Peluqueria,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.613559, 2.280907)"
104167,2017,Comprem I Venem Or,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.609188, 2.289027)"
104166,2017,Melamportu,moda,roba i complements,Roba i calçat,"(41.608999, 2.287799)"
104163,2017,FAM MÒBILS & INFORMÀTICA,info,informàtica,Serveis tècnics i professionals,"(41.610154, 2.284371)"
104156,2017,Les Aromes,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.609023, 2.287802)"
104154,2017,Arrels,cons,centre de salut,Serveis tècnics i professionals,"(41.609517, 2.28791)"
104153,2017,Idees,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.609288, 2.283654)"
104151,2017,AGENCIA CATALANA DE L'AIGUA,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.568247, 2.271889)"
104149,2017,"GONZALEZ*BEJERANO,EVA",masco,mascotes,"Lleure, cultura i esport","(41.598667, 2.286671)"
104140,2017,Sabadell Atlántico,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.604628, 2.288049)"
104137,2017,Supermercat,ccom,supermercat,Alimentació,"(41.60531, 2.290743)"
104136,2017,"PARRA*GUILLEN,ANTONIO",movi,telefonia,Serveis tècnics i professionals,"(41.604698, 2.284225)"
104134,2017,Art I Punt,moda,roba i complements,Roba i calçat,"(41.607095, 2.287319)"
104132,2017,Compramos Oro,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.606762, 2.285794)"
104129,2017,SERXAR S.A.,maqui,maquinària,Serveis tècnics i professionals,"(41.613006, 2.292903)"
104116,2017,Orange,movi,telefonia,Serveis tècnics i professionals,"(41.608207, 2.288042)"
104106,2017,"BUILMI,SCP",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.602678, 2.282636)"
104104,2017,C- H Locutori - Internet,locu,locutori,Serveis tècnics i professionals,"(41.60036, 2.284135)"
104103,2017,"ROIG*BARO,MANUEL",forn,forn de pa,Alimentació,"(41.613361, 2.280882)"
104098,2017,Mapfre,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.610622, 2.283195)"
104097,2017,Builmi,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.602611, 2.282586)"
104090,2017,Game,audiov,audio i video,Serveis tècnics i professionals,"(41.608619, 2.286648)"
104088,2017,Okaïdi,infant,infants roba i joguines,Roba i calçat,"(41.606277, 2.288397)"
104087,2017,La Santa,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.602349, 2.290272)"
104086,2017,Alpi,bar,bar,"Lleure, cultura i esport","(41.600531, 2.289181)"
104084,2017,VADEGUIX,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.606716, 2.289722)"
104083,2017,Alimentació Bodega Marï¿½a,colma,queviures al detall,Alimentació,"(41.603529, 2.290118)"
104081,2017,A + D,cons,centre de salut,Serveis tècnics i professionals,"(41.600247, 2.287919)"
104078,2017,Comprem Or,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.609074, 2.28781)"
104077,2017,TALLER DE JOIERIA,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.608655, 2.285639)"
104074,2017,Agora Gourmet,bar,bar,"Lleure, cultura i esport","(41.606033, 2.290175)"
104072,2017,Autoescola Granollers,auto,autoescola,Serveis tècnics i professionals,"(41.606183, 2.290381)"
104070,2017,Delicious,forn,forn de pa,Alimentació,"(41.609036, 2.290763)"
104065,2017,KISTLER IBERICA SLU,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.591591, 2.285927)"
104063,2017,GRUP RIERA-BLANCH  SL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.600631, 2.284583)"
104062,2017,Mapfre,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.612115, 2.289858)"
104060,2017,Destaca,tint,tintoreria i bugaderia,Roba i calçat,"(41.596553, 2.28978)"
104058,2017,Locutori @ Internet,locu,locutori,Serveis tècnics i professionals,"(41.599774, 2.289618)"
104056,2017,DRA.NEUS TOMÁS,cons,centre de salut,Serveis tècnics i professionals,"(41.608675, 2.287099)"
104049,2017,"PERSONAL 7  E. T. T., SA",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603014, 2.290113)"
104048,2017,INSTALACIONES MARTEL SL,tronic,electrònica,Serveis tècnics i professionals,"(41.602022, 2.286236)"
104046,2017,"GUINART*ARBOIX,ARTUR",constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.588326, 2.279787)"
104045,2017,SAT CAN PLA,avir,aviram,Alimentació,"(41.586201, 2.281208)"
104042,2017,GRUP UNIMIFER S.L.,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.598637, 2.286661)"
104040,2017,Döner Kebab Cafeteria Colï¿½n,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.59997, 2.288051)"
104039,2017,"MORENO*IGEÑO,JUAN",bar,bar,"Lleure, cultura i esport","(41.599549, 2.28837)"
104037,2017,Núvies D'Or,moda,roba i complements,Roba i calçat,"(41.609016, 2.283671)"
104034,2017,"GASCON*SEGUNDO,LUIS",saba,sabateria,Roba i calçat,"(41.617876, 2.292694)"
104032,2017,COMERCIAL MARVI EINES 1 S.L.,ferret,ferreteria,"Decoració de la llar, mobiliari i regal","(41.618095, 2.292318)"
104029,2017,BAR RESTAURANT CLUB NATACIO GRANOLLERS,rest,restaurant,"Lleure, cultura i esport","(41.600768, 2.282359)"
104026,2017,Fotomecànica Granollers,impr,impressió i arts gràfiques,Serveis tècnics i professionals,"(41.601297, 2.284696)"
104025,2017,Epos,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605832, 2.291373)"
102577,2017,ENQUADERNACIONS ROVIRA PONT SCP,arte,galeria d'art i quadres,"Decoració de la llar, mobiliari i regal","(41.60464, 2.285787)"
102576,2017,Ana Guardia,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.614024, 2.280028)"
102561,2017,LABORATORI JOAN PUJADAS FERRER,cons,centre de salut,Serveis tècnics i professionals,"(41.608943, 2.288962)"
102551,2017,ANNA SIERRA ROCA,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.609541, 2.288017)"
102546,2017,"BOSCH*MONTSERRAT,JOSEFA",pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.613093, 2.282697)"
102545,2017,"ACTUAL GRANOLLERS, SLU",tronic,electrònica,Serveis tècnics i professionals,"(41.613118, 2.278352)"
102538,2017,Fruit Sa2Pe,fruit,fruites i verdures,Alimentació,"(41.602428, 2.290635)"
102535,2017,Springfield,moda,roba i complements,Roba i calçat,"(41.606071, 2.28857)"
102531,2017,CONSULTORIA AMBIENTAL GESMAT,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.616777, 2.290616)"
102524,2017,Herrera Gargallo SL,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.617311, 2.292467)"
102523,2017,"MUELA*GALVEZ,MARIA",moda,roba i complements,Roba i calçat,"(41.614542, 2.291709)"
102522,2017,Casellas,flor,floristeria,"Perfumeria, perruqueria i complements","(41.608408, 2.287908)"
102520,2017,CatalunyaCaixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.614305, 2.275718)"
102519,2017,Hamburger St 3,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.60316, 2.290676)"
102517,2017,Snack Bar Oasis,bar,bar,"Lleure, cultura i esport","(41.614415, 2.275654)"
102515,2017,BBVA,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.604289, 2.290697)"
102514,2017,Paredes 4,bar,bar,"Lleure, cultura i esport","(41.603726, 2.290676)"
102511,2017,Calçats Zinka,saba,sabateria,Roba i calçat,"(41.603574, 2.290677)"
102508,2017,COPIRAPID,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.614697, 2.277146)"
102506,2017,FasFoto,foto,fotografia,Serveis tècnics i professionals,"(41.601484, 2.290613)"
102505,2017,La Bodeguilla,colma,queviures al detall,Alimentació,"(41.601959, 2.29114)"
102504,2017,JDA Assessors,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.604255, 2.291804)"
102502,2017,Estabanell,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.609673, 2.285125)"
102501,2017,Cajamar,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.604283, 2.283101)"
102500,2017,CatalunyaCaixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.603751, 2.283047)"
102496,2017,Synergie,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.600982, 2.291191)"
102495,2017,Mariano Hernández Perruquer,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.603869, 2.290724)"
102494,2017,Carnisseria Mari Catalan,carn,carnisseria,Alimentació,"(41.602813, 2.291316)"
102493,2017,Gabinet Gestió Artigas,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.60377, 2.291077)"
102491,2017,PELUQUERIA ANGELA SOLE,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.614781, 2.274904)"
102484,2017,JJ,bar,bar,"Lleure, cultura i esport","(41.604109, 2.290682)"
102481,2017,Fremap,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603662, 2.290679)"
102480,2017,Xiol Autoescola,auto,autoescola,Serveis tècnics i professionals,"(41.605587, 2.290972)"
102479,2017,Centre De Diagnòstic I Tractament Montserrat Estapï¿½,cons,centre de salut,Serveis tècnics i professionals,"(41.604649, 2.290973)"
102478,2017,Clínicas Melt,dent,dentista,Serveis tècnics i professionals,"(41.604581, 2.29096)"
102477,2017,PEIXETERIES ANDREU COMAS,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.606033, 2.284018)"
102476,2017,SILK,moda,roba i complements,Roba i calçat,"(41.604819, 2.28349)"
102475,2017,Activita Centre Mèdic,cons,centre de salut,Serveis tècnics i professionals,"(41.613141, 2.290401)"
102474,2017,Perfumeria Montse,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.613174, 2.290408)"
102473,2017,Papereria Molins,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.612929, 2.290322)"
102471,2017,MARTEX,moda,roba i complements,Roba i calçat,"(41.603375, 2.284088)"
102470,2017,"JIM, S.L.",ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603367, 2.283986)"
102468,2017,Blondie,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.603316, 2.283076)"
102467,2017,Manuel Serrano,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.61192, 2.290015)"
102465,2017,Auto Reparacions Joan Vega,tall,taller mecànic,Serveis a vehicles,"(41.605214, 2.285396)"
102462,2017,TIERRA EXÒTICA,masco,mascotes,"Lleure, cultura i esport","(41.604815, 2.283301)"
102461,2017,Àrea De Gestió Granollers,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.604816, 2.283384)"
102456,2017,Somnium,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.611343, 2.289826)"
102454,2017,Gestoria Domínguez,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.610744, 2.291138)"
102453,2017,LONTANO LINES SL,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.605401, 2.28421)"
102452,2017,EL TEMPLO DE BEKAA,rest,restaurant,"Lleure, cultura i esport","(41.603071, 2.291146)"
102449,2017,Schlecker,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.612686, 2.290251)"
102447,2017,Loterías Y Apuestas Del Estado N. 9,lote,loteries i apostes,"Lleure, cultura i esport","(41.612602, 2.29023)"
102443,2017,CatalunyaCaixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.602143, 2.290643)"
102442,2017,Sitjes Publicitat,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.604991, 2.291053)"
102441,2017,Quiosc,kiosk,quiosc,"Lleure, cultura i esport","(41.602006, 2.290626)"
102440,2017,Edificacions Baró,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.605048, 2.291057)"
102439,2017,Mercadona,ccom,supermercat,Alimentació,"(41.600643, 2.290594)"
102435,2017,Carrera,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal","(41.61046, 2.289587)"
102432,2017,Loterías Y Apuestas Del Estado N. 8,lote,loteries i apostes,"Lleure, cultura i esport","(41.604689, 2.284277)"
102431,2017,Centre De Recuperació Funcional Del Vallès,cons,centre de salut,Serveis tècnics i professionals,"(41.605705, 2.284111)"
102428,2017,ELCA  CAT,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.611576, 2.291944)"
102427,2017,Forn degustaci¿ Ca L'Anna,forn,forn de pa,Alimentació,"(41.612433, 2.290167)"
102424,2017,Centre Mèdic,cons,centre de salut,Serveis tècnics i professionals,"(41.605028, 2.284516)"
102423,2017,FasFoto,foto,fotografia,Serveis tècnics i professionals,"(41.612229, 2.29011)"
102422,2017,Mordisquito,bar,bar,"Lleure, cultura i esport","(41.61205, 2.290076)"
102421,2017,BAR RESTAURANT HORUS,bar,bar,"Lleure, cultura i esport","(41.605223, 2.283731)"
102420,2017,NOU MIL.LENI ASSESSORAMENT D'EMPRESES SL,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.605233, 2.284902)"
102419,2017,Dídac Selecció,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.611878, 2.290005)"
102418,2017,PARMATEX S.L.,moda,roba i complements,Roba i calçat,"(41.604353, 2.284296)"
102417,2017,FINQUES GRAINMO,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603898, 2.284364)"
102415,2017,Caprabo,ccom,supermercat,Alimentació,"(41.611063, 2.289742)"
102413,2017,Jarmar,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.603733, 2.284559)"
102412,2017,Beni Adri,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.603792, 2.284571)"
102411,2017,Editorial Alpina,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603839, 2.284564)"
102408,2017,Milkcafè,cafe,cafeteria,"Lleure, cultura i esport","(41.608584, 2.290775)"
102407,2017,Bar Taco,bar,bar,"Lleure, cultura i esport","(41.612878, 2.291817)"
102405,2017,TALLER  REPARACION,tall,taller mecànic,Serveis a vehicles,"(41.608896, 2.291765)"
102403,2017,SEGURETAT MUNTAN,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.605301, 2.285799)"
102402,2017,Ortopèdia Del Vallès,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.605735, 2.285779)"
102400,2017,Fincas & Ro,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.610109, 2.290951)"
102395,2017,La Cassoleta,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.61291, 2.291839)"
102394,2017,Europerruqueria EJR,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.612353, 2.291626)"
102393,2017,Fruteria La Ramona,fruit,fruites i verdures,Alimentació,"(41.612344, 2.290513)"
102392,2017,SARA CARNICERIA,xarc,xarcuteria,Alimentació,"(41.612261, 2.290541)"
102391,2017,Avanti,moda,roba i complements,Roba i calçat,"(41.60825, 2.288251)"
102390,2017,Claudia,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.6059, 2.286951)"
102387,2017,Generali Assegurances,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.604867, 2.286387)"
102384,2017,Nastic Gim,espop,gimnàs,"Lleure, cultura i esport","(41.603633, 2.286384)"
102383,2017,Arts Gràfiques S. L.,impr,impressió i arts gràfiques,Serveis tècnics i professionals,"(41.605741, 2.286977)"
102380,2017,ESPORTS BRUSTENGA,moda,roba i complements,Roba i calçat,"(41.606028, 2.286956)"
102379,2017,La Cuina De La Rosa,rapi,bar i menjar ràpid,"Lleure, cultura i esport","(41.606892, 2.28744)"
102377,2017,Metal Duro,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.605416, 2.287297)"
102374,2017,Jordi Ribó Fotògraf,foto,fotografia,Serveis tècnics i professionals,"(41.60831, 2.28639)"
102373,2017,Jumping,saba,sabateria,Roba i calçat,"(41.608309, 2.28657)"
102372,2017,Joieria Palau,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.603895, 2.286385)"
102371,2017,Carme's,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.603938, 2.284845)"
102370,2017,Carnisseria Econatural,carn,carnisseria,Alimentació,"(41.607399, 2.287546)"
102369,2017,Parera,carn,carnisseria,Alimentació,"(41.603928, 2.284178)"
102366,2017,Neus Campos,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.603933, 2.283315)"
102363,2017,Llok Foto,foto,fotografia,Serveis tècnics i professionals,"(41.607716, 2.287615)"
102362,2017,L'Art En Decoració,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.603907, 2.286431)"
102361,2017,TOT MODA,moda,roba i complements,Roba i calçat,"(41.608304, 2.286465)"
102360,2017,Antoni Pagès,merce,merceria i llenceria,"Perfumeria, perruqueria i complements","(41.603892, 2.286587)"
102358,2017,Advisoria,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.603781, 2.28763)"
102356,2017,Mr Boots,saba,sabateria,Roba i calçat,"(41.608309, 2.287031)"
102354,2017,Mode's,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.608298, 2.286906)"
102351,2017,Restaurant Xinès,rest,restaurant,"Lleure, cultura i esport","(41.60909, 2.290775)"
102350,2017,Bodega Montse,bode,bodega,Alimentació,"(41.60418, 2.286243)"
102349,2017,Subirana,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.612118, 2.291582)"
102347,2017,Santander,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.610637, 2.290793)"
102346,2017,La Caixa,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.613069, 2.291545)"
102345,2017,Electrolux,elect,electrodomèstics,"Decoració de la llar, mobiliari i regal","(41.604051, 2.283731)"
102344,2017,Bar Cal Jordi,bar,bar,"Lleure, cultura i esport","(41.604047, 2.283812)"
102341,2017,J. Martï¿½nez,infant,infants roba i joguines,Roba i calçat,"(41.607174, 2.286209)"
102340,2017,Instal·lacions Henares,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.604049, 2.284296)"
102337,2017,RS Microsistemes,info,informàtica,Serveis tècnics i professionals,"(41.612439, 2.291665)"
102336,2017,Portalet,rest,restaurant,"Lleure, cultura i esport","(41.607259, 2.287452)"
102335,2017,Finques Maspons,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.603992, 2.286781)"
102332,2017,Montse Interiors,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.603755, 2.287864)"
102331,2017,Polleria Brunal,avir,aviram,Alimentació,"(41.603928, 2.287902)"
102329,2017,Colomina,perfu,perfumeria i drogueria,"Perfumeria, perruqueria i complements","(41.608333, 2.287387)"
102327,2017,Pep Llasera,moda,roba i complements,Roba i calçat,"(41.608649, 2.287198)"
102326,2017,Sanyé,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.604054, 2.284793)"
102324,2017,CATALANA  OCCIDENTE,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.608311, 2.290797)"
102321,2017,Herbes Del Portalet,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.607327, 2.287459)"
102319,2017,Fruiteria Capdevila,fruit,fruites i verdures,Alimentació,"(41.603976, 2.286939)"
102317,2017,BBVA,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.608487, 2.290787)"
102315,2017,Racó De Món,bar,bar,"Lleure, cultura i esport","(41.606941, 2.287437)"
102312,2017,Sabateria Pou,saba,sabateria,Roba i calçat,"(41.6097, 2.286196)"
102310,2017,Atlantis Bar,bar,bar,"Lleure, cultura i esport","(41.608231, 2.29097)"
102309,2017,Cristoffoli,moda,roba i complements,Roba i calçat,"(41.604376, 2.287982)"
102308,2017,Ab,arte,galeria d'art i quadres,"Decoració de la llar, mobiliari i regal","(41.608148, 2.291839)"
102305,2017,Onna,moda,roba i complements,Roba i calçat,"(41.609264, 2.286835)"
102303,2017,Esports L'Aire,ardep,articles esportius,"Lleure, cultura i esport","(41.609784, 2.28697)"
102302,2017,Halcon Viatges,viat,agència de viatges,"Lleure, cultura i esport","(41.604491, 2288)"
102301,2017,Viatges Eurovacances,viat,agència de viatges,"Lleure, cultura i esport","(41.609705, 2.286946)"
102297,2017,El Racó De La Salut,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.612837, 2.291815)"
102296,2017,Oller,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.605206, 2.285629)"
102291,2017,El Mirallet,rest,restaurant,"Lleure, cultura i esport","(41.607891, 2.286731)"
102289,2017,Botiga De Roba,moda,roba i complements,Roba i calçat,"(41.60596, 2.287707)"
102287,2017,Esther Miras,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.607459, 2.287487)"
102284,2017,Bar Talgo,bar,bar,"Lleure, cultura i esport","(41.609922, 2.29092)"
102283,2017,Bar Javi's 2,bar,bar,"Lleure, cultura i esport","(41.610409, 2.291018)"
102277,2017,Porta,moda,roba i complements,Roba i calçat,"(41.609233, 2.289044)"
102276,2017,Porta,moda,roba i complements,Roba i calçat,"(41.609609, 2.289125)"
102275,2017,Tarrats 2,moda,roba i complements,Roba i calçat,"(41.609555, 2.289114)"
102274,2017,Digital Print,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.609658, 2.289143)"
102273,2017,D'I Interiors,llar,"decoració de la llar, mobiliari i regal","Decoració de la llar, mobiliari i regal","(41.605855, 2.288066)"
102272,2017,Margarida,forn,forn de pa,Alimentació,"(41.61057, 2.28626)"
102267,2017,Centres Optics Grup Maestre,opti,òptica,Serveis tècnics i professionals,"(41.608264, 2.287891)"
102264,2017,Calçats Miralles,saba,sabateria,Roba i calçat,"(41.607915, 2.288023)"
102261,2017,Rosa Fontdevila Font,colma,queviures al detall,Alimentació,"(41.607796, 2.287732)"
102260,2017,Banesto,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.607827, 2.287435)"
102259,2017,Lupo,vete,veterinaris,Serveis tècnics i professionals,"(41.609908, 2.290394)"
102258,2017,L'Estanc De La Porxada,estanc,estanc,"Lleure, cultura i esport","(41.607841, 2.287312)"
102257,2017,Magda Perruqueria,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.598435, 2.289999)"
102256,2017,Montañá,moda,roba i complements,Roba i calçat,"(41.607799, 2.287195)"
102255,2017,Font Intim Intima,moda,roba i complements,Roba i calçat,"(41.608249, 2.288062)"
102254,2017,Optica Rius,opti,òptica,Serveis tècnics i professionals,"(41.608277, 2.287419)"
102251,2017,BBVA,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.60953, 2.289303)"
102249,2017,Santander,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.609425, 2.289646)"
102244,2017,First Stop,tall,taller mecànic,Serveis a vehicles,"(41.610361, 2.291575)"
102243,2017,Ruyper,constr,instal·lacions i construcció,Serveis tècnics i professionals,"(41.604514, 2.285778)"
101849,2017,Africa,moda,roba i complements,Roba i calçat,"(41.608655, 2.286507)"
101846,2017,Forn De L'Espinasa,forn,forn de pa,Alimentació,"(41.605985, 2.288567)"
101843,2017,F.J.P. AUDITORES,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.608435, 2.285626)"
101842,2017,Benito Sports,ardep,articles esportius,"Lleure, cultura i esport","(41.606778, 2.288941)"
101840,2017,Viroestètic,salud,estètica i bellesa,Serveis tècnics i professionals,"(41.603971, 2.289771)"
101839,2017,Generali Assegurances,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.60429, 2.289697)"
101838,2017,PERRUQUERIA M MERCÈ,pelu,perruqueria,"Perfumeria, perruqueria i complements","(41.604435, 2.289721)"
101837,2017,ROBA SENYORES,moda,roba i complements,Roba i calçat,"(41.608658, 2.285508)"
101835,2017,Rètols Janer,pape,"papereria, llibreria i copisteria",Serveis tècnics i professionals,"(41.603442, 2.289403)"
101830,2017,LA QUINCALLA,joie,joieria i rellotgeria,"Perfumeria, perruqueria i complements","(41.608657, 2.285594)"
101829,2017,Profinques Artous S. L.,inmo,agència inmobiliària,Serveis tècnics i professionals,"(41.606708, 2.284583)"
101825,2017,"Pesca Salada ""Les Olives""",colma,queviures al detall,Alimentació,"(41.606591, 2.283868)"
101824,2017,Mari Luz,moda,roba i complements,Roba i calçat,"(41.605887, 2.289147)"
101821,2017,Òpticalia La Fï¿½brica - Grup Maestre,opti,òptica,Serveis tècnics i professionals,"(41.607709, 2.28338)"
101820,2017,Dau Jocs,infant,infants roba i joguines,Roba i calçat,"(41.607783, 2.283394)"
101819,2017,Pérez Sardà,ofic,gestoria i serveis a empreses,Serveis tècnics i professionals,"(41.608133, 2.283429)"
101818,2017,VITAL DENT,dent,dentista,Serveis tècnics i professionals,"(41.608279, 2.283457)"
101817,2017,Farmàcia Gemma Font,farm,farmàcia i ortopèdia,Serveis tècnics i professionals,"(41.608351, 2.28345)"
101813,2017,Bosch,maqui,maquinària,Serveis tècnics i professionals,"(41.605192, 2.288515)"
101809,2017,Targobank,banca,banca i serveis financers,Serveis tècnics i professionals,"(41.603707, 2.288089)"
