CODI,NOM DEL CENTRE,ADREÇA,LOCALITZACIÓ,TIPUS SUBMINISTRAMENT,ANY,MES,DATA,CONSUM,COST
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Gener,01/01/2013 12:00:00 AM,14533,€2798.39
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Febrer,02/01/2013 12:00:00 AM,13909,€2679.12
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Març,03/01/2013 12:00:00 AM,10786,€2096.40
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Abril,04/01/2013 12:00:00 AM,9991,€1928.75
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Maig,05/01/2013 12:00:00 AM,8713,€1694.12
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Juny,06/01/2013 12:00:00 AM,8810,€1704.33
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Juliol,07/01/2013 12:00:00 AM,15209,€2908.99
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Agost,08/01/2013 12:00:00 AM,3488,€1098.62
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Setembre,09/01/2013 12:00:00 AM,8029,€1686.44
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Octubre,10/01/2013 12:00:00 AM,11110,€2075.03
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Novembre,11/01/2013 12:00:00 AM,11911,€2254.41
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2013,Desembre,12/01/2013 12:00:00 AM,11428,€2216.87
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Gener,01/01/2014 12:00:00 AM,13706,€2477.69
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Febrer,02/01/2014 12:00:00 AM,12619,€2335.92
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Març,03/01/2014 12:00:00 AM,9952,€1982.84
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Abril,04/01/2014 12:00:00 AM,7497,€1648.48
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Maig,05/01/2014 12:00:00 AM,7582,€1597.68
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Juny,06/01/2014 12:00:00 AM,8984,€1761.91
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Juliol,07/01/2014 12:00:00 AM,10334,€1953.40
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Agost,08/01/2014 12:00:00 AM,2531,€1011.62
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Setembre,09/01/2014 12:00:00 AM,6876,€1528.05
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Octubre,10/01/2014 12:00:00 AM,8769,€1741.60
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Novembre,11/01/2014 12:00:00 AM,9441,€1869.34
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2014,Desembre,12/01/2014 12:00:00 AM,10588,€2039.39
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Gener,01/01/2015 12:00:00 AM,14161,€2733.90
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Febrer,02/01/2015 12:00:00 AM,14122,€2536.96
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Març,03/01/2015 12:00:00 AM,11156,€2122.92
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Abril,04/01/2015 12:00:00 AM,7430,€1639.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Maig,05/01/2015 12:00:00 AM,7720,€1647.21
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Juny,06/01/2015 12:00:00 AM,9843,€1922.36
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Juliol,07/01/2015 12:00:00 AM,14473,€2580.98
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Agost,08/01/2015 12:00:00 AM,3596,€1124.21
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Setembre,09/01/2015 12:00:00 AM,7269,€1551.80
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Octubre,10/01/2015 12:00:00 AM,8605,€1712.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Novembre,11/01/2015 12:00:00 AM,10094,€1910.26
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2015,Desembre,12/01/2015 12:00:00 AM,9703,€1857.22
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Gener,01/01/2016 12:00:00 AM,11272,€2057.64
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Febrer,02/01/2016 12:00:00 AM,11330,€1940.68
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Març,03/01/2016 12:00:00 AM,10379,€1818.24
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Abril,04/01/2016 12:00:00 AM,9645,€1716.29
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Maig,05/01/2016 12:00:00 AM,9290,€1665.90
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Juny,06/01/2016 12:00:00 AM,10193,€1769.53
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Juliol,07/01/2016 12:00:00 AM,9050,€1714.45
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Agost,08/01/2016 12:00:00 AM,4711,€1144.09
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Setembre,09/01/2016 12:00:00 AM,8561,€1591.86
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Octubre,10/01/2016 12:00:00 AM,8425,€1574.16
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Novembre,11/01/2016 12:00:00 AM,10663,€1861.11
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Electricitat,2016,Desembre,12/01/2016 12:00:00 AM,10536,€1904.37
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Febrer,02/01/2011 12:00:00 AM,175,€66.28
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Febrer,02/01/2011 12:00:00 AM,10692,€553.67
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Abril,04/01/2011 12:00:00 AM,1520,€100.78
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Abril,04/01/2011 12:00:00 AM,3099,€224.46
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Juny,06/01/2011 12:00:00 AM,803,€65.17
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Juny,06/01/2011 12:00:00 AM,1467,€142.04
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Agost,08/01/2011 12:00:00 AM,0,€89.42
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Agost,08/01/2011 12:00:00 AM,892,€72.91
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Octubre,10/01/2011 12:00:00 AM,1489,€107.32
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2011,Desembre,12/01/2011 12:00:00 AM,677,€61.83
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2012,Febrer,02/01/2012 12:00:00 AM,4857,€298.08
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2012,Abril,04/01/2012 12:00:00 AM,4285,€269.91
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2012,Juny,06/01/2012 12:00:00 AM,1068,€87.32
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2012,Agost,08/01/2012 12:00:00 AM,0,€25.36
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2012,Octubre,10/01/2012 12:00:00 AM,0,€24.96
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2012,Desembre,12/01/2012 12:00:00 AM,0,€24.45
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2013,Febrer,02/01/2013 12:00:00 AM,0,€22.48
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2013,Abril,04/01/2013 12:00:00 AM,0,€24.04
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2013,Juny,06/01/2013 12:00:00 AM,1565,€122.14
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2013,Agost,08/01/2013 12:00:00 AM,346,€46.44
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2013,Octubre,10/01/2013 12:00:00 AM,0,€24.42
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2013,Desembre,12/01/2013 12:00:00 AM,0,€24.13
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2014,Febrer,02/01/2014 12:00:00 AM,0,€22.37
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2014,Abril,04/01/2014 12:00:00 AM,518,€57.51
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2014,Juny,06/01/2014 12:00:00 AM,638,€63.48
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2014,Agost,08/01/2014 12:00:00 AM,0,€24.77
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2014,Octubre,10/01/2014 12:00:00 AM,0,€25.17
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2014,Desembre,12/01/2014 12:00:00 AM,0,€25.16
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2015,Febrer,02/01/2015 12:00:00 AM,0,€22.29
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2015,Abril,04/01/2015 12:00:00 AM,0,€6.22
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2015,Juny,06/01/2015 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2015,Agost,08/01/2015 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2015,Octubre,10/01/2015 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2015,Desembre,12/01/2015 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2016,Febrer,02/01/2016 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2016,Abril,04/01/2016 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2016,Juny,06/01/2016 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2016,Agost,08/01/2016 12:00:00 AM,0,€9.20
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,"(41.610567, 2.299319)",Gas,2016,Octubre,10/01/2016 12:00:00 AM,0,€9.20
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2011,Gener,01/01/2011 12:00:00 AM,683,€733.50
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2011,Març,03/01/2011 12:00:00 AM,475,€554.14
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2011,Juliol,07/01/2011 12:00:00 AM,291,€397.73
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2011,Octubre,10/01/2011 12:00:00 AM,496,€596.03
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2012,Gener,01/01/2012 12:00:00 AM,623,€719.50
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2012,Març,03/01/2012 12:00:00 AM,428,€548.70
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2012,Juliol,07/01/2012 12:00:00 AM,292,€422.75
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2012,Octubre,10/01/2012 12:00:00 AM,446,€588.84
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2013,Gener,01/01/2013 12:00:00 AM,368,€579.41
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2013,Març,03/01/2013 12:00:00 AM,439,€635.83
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2013,Juliol,07/01/2013 12:00:00 AM,672,€871.54
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2013,Octubre,10/01/2013 12:00:00 AM,814,€891.45
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2014,Gener,01/01/2014 12:00:00 AM,506,€584.88
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2014,Març,03/01/2014 12:00:00 AM,402,€498.13
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2014,Juliol,07/01/2014 12:00:00 AM,327,€417.87
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2014,Octubre,10/01/2014 12:00:00 AM,451,€550.55
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2015,Gener,01/01/2015 12:00:00 AM,389,€484.21
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2015,Març,03/01/2015 12:00:00 AM,531,€641.16
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2015,Juliol,07/01/2015 12:00:00 AM,312,€405.86
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2015,Octubre,10/01/2015 12:00:00 AM,355,€452.43
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2016,Gener,01/01/2016 12:00:00 AM,476,€583.49
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2016,Març,03/01/2016 12:00:00 AM,498,€607.31
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2016,Juliol,07/01/2016 12:00:00 AM,300,€392.87
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Aigua,2016,Octubre,10/01/2016 12:00:00 AM,399,€500.10
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Gener,01/01/2011 12:00:00 AM,7329,€1648.48
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Febrer,02/01/2011 12:00:00 AM,7199,€1617.07
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Març,03/01/2011 12:00:00 AM,7475,€1691.83
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Abril,04/01/2011 12:00:00 AM,5146,€1206.29
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Maig,05/01/2011 12:00:00 AM,6811,€1091.64
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Juny,06/01/2011 12:00:00 AM,4136,€715.87
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Juliol,07/01/2011 12:00:00 AM,387,€197.66
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Agost,08/01/2011 12:00:00 AM,3019,€561.73
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Setembre,09/01/2011 12:00:00 AM,5529,€982.39
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Octubre,10/01/2011 12:00:00 AM,6209,€1077.39
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Novembre,11/01/2011 12:00:00 AM,9003,€1450.34
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2011,Desembre,12/01/2011 12:00:00 AM,4765,€832.58
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Gener,01/01/2012 12:00:00 AM,7129,€1199.22
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Febrer,02/01/2012 12:00:00 AM,8211,€1407.01
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Març,03/01/2012 12:00:00 AM,8042,€1473.24
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Abril,04/01/2012 12:00:00 AM,7718,€1388.82
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Maig,05/01/2012 12:00:00 AM,4284,€1002.54
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Juny,06/01/2012 12:00:00 AM,3909,€809.90
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Agost,08/01/2012 12:00:00 AM,1500,€436.71
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Setembre,09/01/2012 12:00:00 AM,2889,€676.62
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Octubre,10/01/2012 12:00:00 AM,5764,€1191.25
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Novembre,11/01/2012 12:00:00 AM,6963,€1367.18
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2012,Desembre,12/01/2012 12:00:00 AM,7604,€1469.85
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Gener,01/01/2013 12:00:00 AM,11376,€1071.79
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Febrer,02/01/2013 12:00:00 AM,7681,€1425.96
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Març,03/01/2013 12:00:00 AM,7548,€1408.48
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Abril,04/01/2013 12:00:00 AM,10626,€1054.42
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Maig,05/01/2013 12:00:00 AM,12086,€1206.54
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Juny,06/01/2013 12:00:00 AM,6882,€1339.19
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Juliol,07/01/2013 12:00:00 AM,2314,€515.80
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Agost,08/01/2013 12:00:00 AM,5898,€1326.32
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,"(41.595228, 2.29052)",Electricitat,2013,Setembre,09/01/2013 12:00:00 AM,173,€373.27
