Data Inici,Data Final,President,Assumpte públic
27/07/2016 12:30:00 PM,27/07/2016 01:30:00 PM,Josep Mayoral Antigas,Visita Casla Social per a infants i joves
27/07/2016 10:00:00 AM,27/07/2016 11:00:00 AM,Josep Mayoral Antigas,Reunió Serveis d'Esports 
26/07/2016 07:30:00 PM,26/07/2016 08:30:00 PM,Josep Mayoral Antigas,Sessió Plenària
26/07/2016 07:00:00 PM,26/07/2016 07:30:00 PM,Josep Mayoral Antigas,Junta de portaveus prèvia al Ple
26/07/2016 05:15:00 PM,26/07/2016 06:15:00 PM,Josep Mayoral Antigas,Equip de Govern 
26/07/2016 05:00:00 PM,26/07/2016 06:00:00 PM,Josep Mayoral Antigas,Junta de Govern local 
26/07/2016 04:00:00 PM,26/07/2016 05:00:00 PM,Josep Mayoral Antigas,Josep Pena - director de serveis territorials d'agricultura 
26/07/2016 02:00:00 PM,26/07/2016 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
26/07/2016 01:00:00 PM,26/07/2016 02:00:00 PM,Josep Mayoral Antigas,Gerència
26/07/2016 12:00:00 PM,26/07/2016 01:00:00 PM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
25/07/2016 08:00:00 PM,25/07/2016 09:00:00 PM,Josep Mayoral Antigas,Inauguració de la instal·lació “Refugis d’ombra”
25/07/2016 11:00:00 AM,25/07/2016 12:00:00 PM,Josep Mayoral Antigas,Visita granja
25/07/2016 09:00:00 AM,25/07/2016 10:00:00 AM,Josep Mayoral Antigas,Àrea de Govern i Economia
23/07/2016 11:00:00 PM,23/07/2016 11:30:00 PM,Josep Mayoral Antigas,Sopar de germanor i ball - AV. Barri Lledoner
23/07/2016 12:00:00 PM,23/07/2016 01:00:00 PM,Josep Mayoral Antigas,Tapa solidària. Festa Major de Canovelles  
22/07/2016 08:00:00 PM,22/07/2016 09:00:00 PM,Josep Mayoral Antigas,Casament
22/07/2016 07:00:00 PM,22/07/2016 08:00:00 PM,Josep Mayoral Antigas,Casament
22/07/2016 06:00:00 PM,22/07/2016 07:00:00 PM,Josep Mayoral Antigas,Casament
22/07/2016 05:00:00 PM,22/07/2016 06:00:00 PM,Josep Mayoral Antigas,Casament
22/07/2016 04:00:00 PM,22/07/2016 05:00:00 PM,Josep Mayoral Antigas,Casament
22/07/2016 02:00:00 PM,22/07/2016 03:00:00 PM,Josep Mayoral Antigas,Regidor d'Obres i Medi Ambient
22/07/2016 11:00:00 AM,22/07/2016 01:00:00 PM,Josep Mayoral Antigas,Visita a empresa
22/07/2016 10:00:00 AM,22/07/2016 11:00:00 AM,Josep Mayoral Antigas,Visita d'obres
21/07/2016 08:00:00 PM,21/07/2016 08:45:00 PM,Josep Mayoral Antigas,Presentació bus binilat Xics Granollers
21/07/2016 04:30:00 PM,21/07/2016 05:30:00 PM,Josep Mayoral Antigas,1a Tinent d'Alcalde
21/07/2016 01:30:00 PM,21/07/2016 02:30:00 PM,Josep Mayoral Antigas,Àrea de processos estratègics i comunicació
21/07/2016 12:00:00 PM,21/07/2016 01:00:00 PM,Josep Mayoral Antigas,Regidora d'Urbanisme
21/07/2016 10:00:00 AM,21/07/2016 11:00:00 AM,Josep Mayoral Antigas,Comissió de Civisme
21/07/2016 08:30:00 AM,21/07/2016 09:30:00 AM,Josep Mayoral Antigas,Director de serveis jurídics
20/07/2016 07:00:00 PM,20/07/2016 07:30:00 PM,Josep Mayoral Antigas,Junta de Portaveus
20/07/2016 06:00:00 PM,20/07/2016 07:00:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
20/07/2016 01:00:00 PM,20/07/2016 02:00:00 PM,Josep Mayoral Antigas,"Regidor de Cultura de Girona, Carles Ribas"
20/07/2016 09:30:00 AM,20/07/2016 12:00:00 PM,Josep Mayoral Antigas,Visita als casals esportius 
20/07/2016 09:00:00 AM,20/07/2016 09:30:00 AM,Josep Mayoral Antigas,Visita als casals d'estiu
19/07/2016 05:15:00 PM,19/07/2016 07:00:00 PM,Josep Mayoral Antigas,Equip de govern
19/07/2016 05:00:00 PM,19/07/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
19/07/2016 04:00:00 PM,19/07/2016 05:00:00 PM,Josep Mayoral Antigas,Presentació dels tendals del Rec al Roc  
19/07/2016 02:00:00 PM,19/07/2016 03:00:00 PM,Josep Mayoral Antigas,Secretària General
19/07/2016 01:00:00 PM,19/07/2016 02:00:00 PM,Josep Mayoral Antigas,Gerent
19/07/2016 12:00:00 PM,19/07/2016 01:00:00 PM,Josep Mayoral Antigas,Cap de l'àrea de Serveis a la persona
19/07/2016 09:30:00 AM,19/07/2016 10:30:00 AM,Josep Mayoral Antigas,"Secretari d'Habitatge i MIllora Urbana, Carles Sala"
18/07/2016 08:00:00 PM,18/07/2016 09:00:00 PM,Josep Mayoral Antigas,Presentació de la programació de la FM 2016
18/07/2016 07:00:00 PM,18/07/2016 07:45:00 PM,Josep Mayoral Antigas,Regidora de cultura
18/07/2016 04:30:00 PM,18/07/2016 05:30:00 PM,Josep Mayoral Antigas,Comitè executiu d'AMTU
18/07/2016 02:00:00 PM,18/07/2016 03:30:00 PM,Josep Mayoral Antigas,Trobada grup d'experts Ciutat i Pau
18/07/2016 10:00:00 AM,18/07/2016 02:00:00 PM,Josep Mayoral Antigas,Jornada sobre Habitat III
08/07/2016 09:30:00 PM,08/07/2016 10:30:00 PM,Josep Mayoral Antigas,"Presentació Escena Gran i 22h retransmissió òpera ""La Bohème"""
08/07/2016 09:00:00 PM,08/07/2016 10:00:00 PM,Josep Mayoral Antigas,Sopar de gala de Sant Raimon de Penyafort
08/07/2016 06:30:00 PM,08/07/2016 07:30:00 PM,Josep Mayoral Antigas,Acte d'imposició de togues - Festivitat de Sant Raimon de Penyafort
08/07/2016 02:00:00 PM,08/07/2016 05:00:00 PM,Josep Mayoral Antigas,Dinar de treball amb el degà del col.legi d'advocats i el Conseller de Justícia
08/07/2016 12:30:00 PM,08/07/2016 01:30:00 PM,Josep Mayoral Antigas,Inauguració de la nova seu del col·legi d'advocats
08/07/2016 10:30:00 AM,08/07/2016 12:15:00 PM,Josep Mayoral Antigas,Visita als jutjats amb el Conseller de Justícia
08/07/2016 09:30:00 AM,08/07/2016 10:30:00 AM,Josep Mayoral Antigas,Recepció al Conseller de Justícia i signatura llibre d'honor
08/07/2016 09:15:00 AM,08/07/2016 09:30:00 AM,Josep Mayoral Antigas,Entrevista Ràdio Estel
08/07/2016 08:30:00 AM,08/07/2016 09:15:00 AM,Josep Mayoral Antigas,Visita d'obres
07/07/2016 09:00:00 PM,07/07/2016 11:00:00 PM,Josep Mayoral Antigas,Sopar Solidari de Gran Centre Granollers
07/07/2016 08:00:00 PM,07/07/2016 09:00:00 PM,Josep Mayoral Antigas,Visita inaugural obres de reubanització del carrer Corró
07/07/2016 07:05:00 PM,07/07/2016 08:00:00 PM,Josep Mayoral Antigas,Patronat de la Fundació Maspons i Caramassa
07/07/2016 05:30:00 PM,07/07/2016 06:30:00 PM,Josep Mayoral Antigas,Conseller Santi Vila
06/07/2016 08:00:00 PM,06/07/2016 09:00:00 PM,Josep Mayoral Antigas,Alcalde de Montmeló
06/07/2016 07:00:00 PM,06/07/2016 08:00:00 PM,Josep Mayoral Antigas,Presentació de l'estudi sociològic de Granollers des de la perspectiva de gènere
06/07/2016 01:00:00 PM,06/07/2016 02:00:00 PM,Josep Mayoral Antigas,Directora de l'Escola Municipal de Música
06/07/2016 09:30:00 AM,06/07/2016 10:30:00 AM,Josep Mayoral Antigas,Consell d'alcaldes del VO
06/07/2016 08:15:00 AM,06/07/2016 09:00:00 AM,Josep Mayoral Antigas,salutació pregraria pel fi del ramadan de la comunitat islàmica de Guinea Conakry
05/07/2016 07:30:00 PM,05/07/2016 08:45:00 PM,Josep Mayoral Antigas,Acte d'agraïment de la FP Dual
05/07/2016 06:00:00 PM,05/07/2016 07:00:00 PM,Josep Mayoral Antigas,Grup municipal socialista
05/07/2016 05:15:00 PM,05/07/2016 06:00:00 PM,Josep Mayoral Antigas,Equip de govern
05/07/2016 05:00:00 PM,05/07/2016 05:30:00 PM,Josep Mayoral Antigas,Junta de govern local
05/07/2016 04:00:00 PM,05/07/2016 05:00:00 PM,Josep Mayoral Antigas,Presentació de les polítiques d'habitatge
05/07/2016 01:30:00 PM,05/07/2016 03:00:00 PM,Josep Mayoral Antigas,Àrea de serveis a la persona
05/07/2016 01:00:00 PM,05/07/2016 01:30:00 PM,Josep Mayoral Antigas,Gerència
05/07/2016 12:30:00 PM,05/07/2016 01:00:00 PM,Josep Mayoral Antigas,Secretaria General
05/07/2016 11:00:00 AM,05/07/2016 12:00:00 PM,Josep Mayoral Antigas,Coordinació política
05/07/2016 08:30:00 AM,05/07/2016 09:00:00 AM,Josep Mayoral Antigas,Director de Serveis Jurídics
04/07/2016 07:00:00 PM,04/07/2016 09:00:00 PM,Josep Mayoral Antigas,Tast de vi DO Alella
04/07/2016 07:00:00 PM,04/07/2016 08:00:00 PM,Josep Mayoral Antigas,Consell directiu del Pla Estratègic
04/07/2016 05:00:00 PM,04/07/2016 06:00:00 PM,Josep Mayoral Antigas,Institut Cerdà
04/07/2016 12:00:00 PM,04/07/2016 02:00:00 PM,Josep Mayoral Antigas,Assemblea de la secció catalana d'alcaldes per a la Pau
04/07/2016 08:15:00 AM,04/07/2016 09:00:00 AM,Josep Mayoral Antigas,Regidor d'Obres i Projectes i Medi Ambient
03/07/2016 10:00:00 PM,03/07/2016 11:00:00 PM,Josep Mayoral Antigas,Final Cadet Masculí - Granollers Cup
03/07/2016 09:00:00 PM,03/07/2016 10:00:00 PM,Josep Mayoral Antigas,Final Cadet Femení - Granollers Cup
03/07/2016 08:00:00 PM,03/07/2016 09:00:00 PM,Josep Mayoral Antigas,Cuina solidària per L'Ecuador - Org: Cuina VO
03/07/2016 05:00:00 PM,03/07/2016 06:00:00 PM,Josep Mayoral Antigas,Final Juvenil Masculí - Granollers Cup
03/07/2016 03:00:00 PM,03/07/2016 04:45:00 PM,Josep Mayoral Antigas,Dinar 39è aniv. Festa Penya Barcelonista
03/07/2016 02:00:00 PM,03/07/2016 03:00:00 PM,Josep Mayoral Antigas,Final Junior Mascuí - Granollers Cup
03/07/2016 12:30:00 PM,03/07/2016 01:30:00 PM,Josep Mayoral Antigas,Vermut del soci - festes Can Gili
03/07/2016 09:30:00 AM,03/07/2016 10:45:00 AM,Josep Mayoral Antigas,Visita instal·lacions i partits de la Granollers Cup
02/07/2016 09:00:00 PM,02/07/2016 10:00:00 PM,Josep Mayoral Antigas,Revetlla de Sant Pere amb els veïns del carrer Ricomà
02/07/2016 06:00:00 PM,02/07/2016 07:00:00 PM,Josep Mayoral Antigas,II Festival INternacional de Cors Joves - Concert de Cloenda
02/07/2016 03:00:00 PM,02/07/2016 05:00:00 PM,Josep Mayoral Antigas,Visita a les diferents instal·lacions de la Granollers Cup amb l'alcaldessa de Badalona
02/07/2016 12:00:00 PM,02/07/2016 01:00:00 PM,Josep Mayoral Antigas,Casament
02/07/2016 11:30:00 AM,02/07/2016 12:00:00 PM,Josep Mayoral Antigas,Visita a la Fira de la Cervesa Artesana
02/07/2016 11:00:00 AM,02/07/2016 12:00:00 PM,Josep Mayoral Antigas,Casament
02/07/2016 09:30:00 AM,02/07/2016 10:00:00 AM,Josep Mayoral Antigas,"Benvinguda ""xerrada- plenari"" jornada de laboratoris de lectura"
01/07/2016 11:00:00 PM,01/07/2016 11:55:00 PM,Josep Mayoral Antigas,Musiknviu
01/07/2016 10:00:00 PM,01/07/2016 11:00:00 PM,Josep Mayoral Antigas,Sopar de germanor - Festes de Can Gili
01/07/2016 08:30:00 PM,01/07/2016 09:30:00 PM,Josep Mayoral Antigas,Sopar celebració ramadan - Associació Achoura
01/07/2016 07:30:00 PM,01/07/2016 08:30:00 PM,Josep Mayoral Antigas,Pregó de Can Gili a càrrec
01/07/2016 07:00:00 PM,01/07/2016 08:00:00 PM,Josep Mayoral Antigas,Casament
01/07/2016 06:00:00 PM,01/07/2016 07:00:00 PM,Josep Mayoral Antigas,Casament
01/07/2016 11:30:00 AM,01/07/2016 12:30:00 PM,Josep Mayoral Antigas,Comissió de Relacions Internacionals de la FEMP
01/07/2016 11:00:00 AM,01/07/2016 12:00:00 PM,Josep Mayoral Antigas,President de la Comissió de relacions Internacionals de la FEMP
30/06/2016 07:30:00 PM,30/06/2016 08:30:00 PM,Josep Mayoral Antigas,II Festival Internacional de Cors Joves - Cor Sjaloom
30/06/2016 12:00:00 PM,30/06/2016 02:00:00 PM,Josep Mayoral Antigas,Acte de cloenda dels cursos formatius per a joves (PFI-PTT)
30/06/2016 10:00:00 AM,30/06/2016 11:00:00 AM,Josep Mayoral Antigas,Diputació de Girona - Xarxa C17
29/06/2016 08:00:00 PM,29/06/2016 11:00:00 PM,Josep Mayoral Antigas,"Inauguració del Torneig Internacional d'Handbol ""Granollers Cup"""
28/06/2016 07:30:00 PM,28/06/2016 09:00:00 PM,Josep Mayoral Antigas,Sessió plenària
28/06/2016 07:00:00 PM,28/06/2016 07:30:00 PM,Josep Mayoral Antigas,Junta de portaveus prèvia al Ple
28/06/2016 05:15:00 PM,28/06/2016 07:00:00 PM,Josep Mayoral Antigas,Equip de govern
28/06/2016 05:00:00 PM,28/06/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de govern local
28/06/2016 02:00:00 PM,28/06/2016 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
28/06/2016 01:30:00 PM,28/06/2016 02:00:00 PM,Josep Mayoral Antigas,Gerència
28/06/2016 01:30:00 PM,28/06/2016 01:30:00 PM,Josep Mayoral Antigas,Gerència
28/06/2016 12:00:00 PM,28/06/2016 01:00:00 PM,Josep Mayoral Antigas,Salutació als cors del festival internacional de cors joves - Amics de la Unió 
28/06/2016 08:30:00 AM,28/06/2016 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
27/06/2016 07:30:00 PM,27/06/2016 08:30:00 PM,Josep Mayoral Antigas,Lliurament de les beques Josep Homs
27/06/2016 06:30:00 PM,27/06/2016 07:30:00 PM,Josep Mayoral Antigas,Regidora de Joventut
27/06/2016 05:30:00 PM,27/06/2016 06:30:00 PM,Josep Mayoral Antigas,Festa literaria d'Oncovalles
27/06/2016 12:00:00 PM,27/06/2016 02:00:00 PM,Josep Mayoral Antigas,Comissió executiva de la secció catalana d'alcaldes per la Pau
27/06/2016 11:00:00 AM,27/06/2016 12:00:00 PM,Josep Mayoral Antigas,Àrea d'acció comunitària i benestar
27/06/2016 10:00:00 AM,27/06/2016 11:00:00 AM,Josep Mayoral Antigas,Regidora de serveis socials
27/06/2016 09:00:00 AM,27/06/2016 10:00:00 AM,Josep Mayoral Antigas,Inici casals d'estiu
26/06/2016 08:00:00 AM,26/06/2016 09:00:00 AM,Josep Mayoral Antigas,Jornada electoral
25/06/2016 10:00:00 PM,25/06/2016 11:00:00 PM,Josep Mayoral Antigas,Festival Musik N Viu 2016
25/06/2016 09:30:00 PM,25/06/2016 10:30:00 PM,Josep Mayoral Antigas,Sopar popular festes de Sant Joan a Can Bassa
25/06/2016 07:00:00 PM,25/06/2016 08:00:00 PM,Josep Mayoral Antigas,Festival flamenc AV. Congost
25/06/2016 11:00:00 AM,25/06/2016 12:00:00 PM,Josep Mayoral Antigas,Concert solidari de Cor Nou - Mans Unides
24/06/2016 09:15:00 PM,24/06/2016 10:15:00 PM,Josep Mayoral Antigas,Implicadas. Gracias a la vida 
24/06/2016 07:30:00 PM,24/06/2016 08:30:00 PM,Josep Mayoral Antigas,Botifarrada i Festa de Sant Joan a Palou
24/06/2016 01:00:00 PM,24/06/2016 02:00:00 PM,Josep Mayoral Antigas,Vermut 3a edat festes Sant Joan de Can Bassa
23/06/2016 09:00:00 PM,23/06/2016 09:05:00 PM,Josep Mayoral Antigas,Visita a les diferents revetlles de Sant Joan de la ciutat
23/06/2016 08:00:00 PM,23/06/2016 09:00:00 PM,Josep Mayoral Antigas,Arribada de la flama del canigó
23/06/2016 02:30:00 PM,23/06/2016 03:00:00 PM,Josep Mayoral Antigas,Recepció del conseller de salut i signatura al llibre d'honor
23/06/2016 09:45:00 AM,23/06/2016 01:00:00 PM,Josep Mayoral Antigas,Visita del Conseller de salut a l'HGG
23/06/2016 08:30:00 AM,23/06/2016 09:15:00 AM,Josep Mayoral Antigas,"Regidor de Medi Ambient, Obres i Projectes"
22/06/2016 07:00:00 PM,22/06/2016 08:00:00 PM,Josep Mayoral Antigas,Junta de Portaveus
22/06/2016 05:30:00 PM,22/06/2016 06:30:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
22/06/2016 12:00:00 PM,22/06/2016 01:00:00 PM,Josep Mayoral Antigas,"Cloenda del programa: ""joves per a l'ocupació"""
22/06/2016 11:00:00 AM,22/06/2016 12:00:00 PM,Josep Mayoral Antigas,Consell general del Consorci M. Montero
22/06/2016 09:00:00 AM,22/06/2016 10:00:00 AM,Josep Mayoral Antigas,Benvinguda assistents jornada de treball sobre xarxes de calor: Eco Congost
21/06/2016 09:00:00 PM,21/06/2016 10:00:00 PM,Josep Mayoral Antigas,Festa de final de curs de Escola d'Adults
21/06/2016 08:30:00 PM,21/06/2016 09:30:00 PM,Josep Mayoral Antigas,Sopar solidari BM. Granollers - Creu Roja
21/06/2016 08:00:00 PM,21/06/2016 09:00:00 PM,Josep Mayoral Antigas,Presentació de la imatge de la Festa Major
21/06/2016 07:00:00 PM,21/06/2016 08:00:00 PM,Josep Mayoral Antigas,Inauguració mostra de treballs artesanals - Nord
21/06/2016 05:15:00 PM,21/06/2016 07:00:00 PM,Josep Mayoral Antigas,Equip de govern
21/06/2016 05:00:00 PM,21/06/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
21/06/2016 02:00:00 PM,21/06/2016 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
21/06/2016 01:30:00 PM,21/06/2016 02:00:00 PM,Josep Mayoral Antigas,Cap del servei de promoció econòmica
21/06/2016 01:00:00 PM,21/06/2016 01:30:00 PM,Josep Mayoral Antigas,Gerència
21/06/2016 12:00:00 PM,21/06/2016 01:00:00 PM,Josep Mayoral Antigas,"Presentació ""Cinema fresh"""
21/06/2016 11:00:00 AM,21/06/2016 12:00:00 PM,Josep Mayoral Antigas,Regidora d'Urbanisme
21/06/2016 10:00:00 AM,21/06/2016 11:00:00 AM,Josep Mayoral Antigas,Cloenda del programa municipal d'Activitat Física i del AFIS d'adults
21/06/2016 09:30:00 AM,21/06/2016 09:45:00 AM,Josep Mayoral Antigas,Regidor de Serveis
21/06/2016 08:30:00 AM,21/06/2016 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
20/06/2016 09:00:00 PM,20/06/2016 11:00:00 PM,Josep Mayoral Antigas,Sopar Anual de PIMEC
20/06/2016 06:00:00 PM,20/06/2016 07:00:00 PM,Josep Mayoral Antigas,Comissió de comptes del Consorci i junta general VOTV 
20/06/2016 05:00:00 PM,20/06/2016 06:00:00 PM,Josep Mayoral Antigas,Lliurament dels premis del curs educació viària
20/06/2016 04:00:00 PM,20/06/2016 05:00:00 PM,Josep Mayoral Antigas,Presentació de la Granollers Cup
20/06/2016 11:30:00 AM,20/06/2016 01:30:00 PM,Josep Mayoral Antigas,Taula d'alcaldes per l'educació - Fundació Ernest Lluch
19/06/2016 12:00:00 PM,19/06/2016 01:00:00 PM,Josep Mayoral Antigas,GAUDI'M de l'Escola Pereanton  
19/06/2016 10:30:00 AM,19/06/2016 11:30:00 AM,Josep Mayoral Antigas,Torneig de futbol Sergi López
19/06/2016 10:00:00 AM,19/06/2016 10:30:00 AM,Josep Mayoral Antigas,Visita al Rocio
18/06/2016 06:00:00 PM,18/06/2016 07:00:00 PM,Josep Mayoral Antigas,Finals del Torneig de futbol delCF. Ponent
18/06/2016 05:00:00 PM,18/06/2016 06:00:00 PM,Josep Mayoral Antigas,Exposició de manualitats - Org. AV. Barri Ponent
18/06/2016 04:45:00 PM,18/06/2016 05:00:00 PM,Josep Mayoral Antigas,Granollers es revela
18/06/2016 01:00:00 PM,18/06/2016 02:00:00 PM,Josep Mayoral Antigas,Les golfes
18/06/2016 10:30:00 AM,18/06/2016 11:00:00 AM,Josep Mayoral Antigas,Torneig de voleibol
18/06/2016 10:00:00 AM,18/06/2016 04:00:00 PM,Josep Mayoral Antigas,Activitats d'Oncovalles
17/06/2016 08:00:00 PM,17/06/2016 09:00:00 PM,Josep Mayoral Antigas,Casament
17/06/2016 07:00:00 PM,17/06/2016 08:00:00 PM,Josep Mayoral Antigas,Casament
17/06/2016 06:00:00 PM,17/06/2016 07:00:00 PM,Josep Mayoral Antigas,Casament
17/06/2016 01:00:00 PM,17/06/2016 02:00:00 PM,Josep Mayoral Antigas,Presentació de la temporada d'Escena Gran 2016/17
17/06/2016 12:00:00 PM,17/06/2016 01:00:00 PM,Josep Mayoral Antigas,Presentació del resultat del programa de mesures per combatre la pobresa energètica
17/06/2016 10:30:00 AM,17/06/2016 11:00:00 AM,Josep Mayoral Antigas,Intervenció
16/06/2016 11:00:00 AM,16/06/2016 12:00:00 PM,Josep Mayoral Antigas,Intercanvi experiencies projecte ALERA
16/06/2016 09:30:00 AM,16/06/2016 10:30:00 AM,Josep Mayoral Antigas,Presentació del projecte ALERA 
15/06/2016 06:30:00 PM,15/06/2016 07:30:00 PM,Josep Mayoral Antigas,"Visita a l'activitat ""l'artefacte d'alesplaces"""
15/06/2016 06:00:00 PM,15/06/2016 06:30:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
15/06/2016 05:00:00 PM,15/06/2016 06:00:00 PM,Josep Mayoral Antigas,1a. tinent d'alcalde
15/06/2016 05:00:00 PM,15/06/2016 05:30:00 PM,Josep Mayoral Antigas,Visita a les obres del carrer Corró
15/06/2016 01:00:00 PM,15/06/2016 02:00:00 PM,Josep Mayoral Antigas,"Jurat del curs d'auxiliar de cuina ""joves per l'ocupació"""
15/06/2016 12:00:00 PM,15/06/2016 01:00:00 PM,Josep Mayoral Antigas,President de la Fundació Pi i Sunyer
15/06/2016 10:00:00 AM,15/06/2016 11:00:00 AM,Josep Mayoral Antigas,Regidora de promoció econòmica
14/06/2016 08:00:00 PM,14/06/2016 09:00:00 PM,Josep Mayoral Antigas,Trobada equips de govern Montmeló - Granollers
14/06/2016 06:30:00 PM,14/06/2016 07:30:00 PM,Josep Mayoral Antigas,Consell dels infants
14/06/2016 05:15:00 PM,14/06/2016 06:30:00 PM,Josep Mayoral Antigas,Equip de govern
14/06/2016 05:00:00 PM,14/06/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
14/06/2016 02:00:00 PM,14/06/2016 03:00:00 PM,Josep Mayoral Antigas,Regidora de Cultura
14/06/2016 01:30:00 PM,14/06/2016 02:00:00 PM,Josep Mayoral Antigas,Secretaria General
14/06/2016 01:00:00 PM,14/06/2016 01:30:00 PM,Josep Mayoral Antigas,Gerència
14/06/2016 12:00:00 PM,14/06/2016 12:15:00 PM,Josep Mayoral Antigas,Minut de silenci per les víctimes de l'atemptat terrorista d'Orlando
14/06/2016 09:30:00 AM,14/06/2016 10:30:00 AM,Josep Mayoral Antigas,Cap de l'àrea de serveis a la persona
14/06/2016 08:30:00 AM,14/06/2016 09:30:00 AM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
13/06/2016 07:30:00 PM,13/06/2016 09:00:00 PM,Josep Mayoral Antigas,Cloenda projectes singulars
13/06/2016 06:00:00 PM,13/06/2016 07:00:00 PM,Josep Mayoral Antigas,"Regidor d'obres, projectes i medi ambient"
12/06/2016 12:00:00 PM,12/06/2016 01:00:00 PM,Josep Mayoral Antigas,Visita inaugural al festival del motor de Granollers
11/06/2016 04:45:00 PM,11/06/2016 05:15:00 PM,Josep Mayoral Antigas,"Entrevista en directe ""1mon.cat"" - La Xarxa TVL"
11/06/2016 02:00:00 PM,11/06/2016 03:00:00 PM,Josep Mayoral Antigas,Casament
11/06/2016 01:00:00 PM,11/06/2016 02:00:00 PM,Josep Mayoral Antigas,Casament
11/06/2016 12:00:00 PM,11/06/2016 01:00:00 PM,Josep Mayoral Antigas,Casament
11/06/2016 11:30:00 AM,11/06/2016 12:00:00 PM,Josep Mayoral Antigas,Presentació projecte Rottary
11/06/2016 10:30:00 AM,11/06/2016 10:45:00 AM,Josep Mayoral Antigas,Benvinguda als participants a la 10è trobada del CNL
11/06/2016 10:00:00 AM,11/06/2016 10:30:00 AM,Josep Mayoral Antigas,Botigues al carrer. Organitza Associació del Rec al Roc 
10/06/2016 12:00:00 PM,10/06/2016 01:00:00 PM,Josep Mayoral Antigas,"Alcaldessa de Badalona, Dolors Sabater Puig"
09/06/2016 08:00:00 PM,09/06/2016 09:00:00 PM,Josep Mayoral Antigas,"Inauguració de l'exposició ""Libre d'Amics e Amat"""
09/06/2016 07:30:00 PM,09/06/2016 08:00:00 PM,Josep Mayoral Antigas,"Presentació de ""Los silencios del olvido*"" de Jota López Mar"
09/06/2016 06:00:00 PM,09/06/2016 07:00:00 PM,Josep Mayoral Antigas,Acte de reconeixement al voluntariat educatiu
09/06/2016 01:30:00 PM,09/06/2016 02:30:00 PM,Josep Mayoral Antigas,Regidor d'Educació
09/06/2016 09:30:00 AM,09/06/2016 10:30:00 AM,Josep Mayoral Antigas,Sonia Racasens - Diputada de Promoció Econòmica 
08/06/2016 07:00:00 PM,08/06/2016 08:00:00 PM,Josep Mayoral Antigas,Visionat i lliurament del premi del Concurs Sobrepantalles 2016
08/06/2016 05:30:00 PM,08/06/2016 06:30:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
08/06/2016 05:00:00 PM,08/06/2016 05:30:00 PM,Josep Mayoral Antigas,Jornada de portes obertes i mostra doc. bombardeig 
08/06/2016 01:30:00 PM,08/06/2016 04:00:00 PM,Josep Mayoral Antigas,Taula rodona i cloenda Jornada AMTU
08/06/2016 12:15:00 PM,08/06/2016 01:00:00 PM,Josep Mayoral Antigas,Mesa de concertació al CCVO
08/06/2016 10:00:00 AM,08/06/2016 11:00:00 AM,Josep Mayoral Antigas,Visita empresa
07/06/2016 08:00:00 PM,07/06/2016 09:00:00 PM,Josep Mayoral Antigas,"Presentació programa ""Obert x vacances"""
07/06/2016 07:30:00 PM,07/06/2016 08:00:00 PM,Josep Mayoral Antigas,Junta de Portaveus extraordinària
07/06/2016 06:00:00 PM,07/06/2016 07:00:00 PM,Josep Mayoral Antigas,Grup municipal socialista
07/06/2016 05:15:00 PM,07/06/2016 06:00:00 PM,Josep Mayoral Antigas,Equip de govern
07/06/2016 05:00:00 PM,07/06/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
07/06/2016 04:00:00 PM,07/06/2016 05:00:00 PM,Josep Mayoral Antigas,Presentació del festival del motor
07/06/2016 01:30:00 PM,07/06/2016 02:00:00 PM,Josep Mayoral Antigas,Secretaria General
07/06/2016 01:00:00 PM,07/06/2016 01:30:00 PM,Josep Mayoral Antigas,Gerència
07/06/2016 11:00:00 AM,07/06/2016 12:00:00 PM,Josep Mayoral Antigas,Coordinació política
07/06/2016 08:30:00 AM,07/06/2016 09:00:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
06/06/2016 07:00:00 PM,06/06/2016 08:00:00 PM,Josep Mayoral Antigas,13a edició de PARAULES PER A VUIT ESPAIS
06/06/2016 06:00:00 PM,06/06/2016 07:00:00 PM,Josep Mayoral Antigas,Presentació de l'actuació a la vorera nord del c. vinyamata
06/06/2016 01:00:00 PM,06/06/2016 02:00:00 PM,Josep Mayoral Antigas,Presentació de la incorporació de La Xarxa de Comunicació Local a la plataforma audiovisual Movistar+.
06/06/2016 11:00:00 AM,06/06/2016 12:00:00 PM,Josep Mayoral Antigas,Amics dels Arbres. Plantada d'una alzina
