Data Inici,Data Final,President,Assumpte públic
09/06/2017 06:00:00 PM,09/06/2017 07:00:00 PM,Josep Mayoral Antigas,Casament
09/06/2017 01:00:00 PM,09/06/2017 02:00:00 PM,Josep Mayoral Antigas,Signatura del conveni de col·laboració dels equipaments en matèria cívica
09/06/2017 12:00:00 PM,09/06/2017 01:00:00 PM,Josep Mayoral Antigas,Seguiment administració electrònica
09/06/2017 11:00:00 AM,09/06/2017 12:00:00 PM,Josep Mayoral Antigas,Concert fi de curs Pereanton
08/06/2017 08:00:00 PM,08/06/2017 09:00:00 PM,Josep Mayoral Antigas,Liurament beques d'anglès de Cambridge School
08/06/2017 07:00:00 PM,08/06/2017 08:00:00 PM,Josep Mayoral Antigas,Els Camps de concentració de la postguerra a Catalunya i el cas de Granollers ...
08/06/2017 06:00:00 PM,08/06/2017 07:00:00 PM,Josep Mayoral Antigas,"Visita exposició projecte Hydros, alumnes Bellera"
08/06/2017 05:00:00 PM,08/06/2017 06:00:00 PM,Josep Mayoral Antigas,Gegants de Granollers
08/06/2017 01:00:00 PM,08/06/2017 02:00:00 PM,Josep Mayoral Antigas,Signatura conveni EMT - PIMEC 
08/06/2017 12:00:00 PM,08/06/2017 01:00:00 PM,Josep Mayoral Antigas,Regidor d'Obres Públiques i Medi Ambient
08/06/2017 10:00:00 AM,08/06/2017 11:00:00 AM,Josep Mayoral Antigas,Preparació actes 75è. aniv  Club BMG
08/06/2017 09:00:00 AM,08/06/2017 10:00:00 AM,Josep Mayoral Antigas,Àrea de Processos estratègics
07/06/2017 07:00:00 PM,07/06/2017 08:00:00 PM,Josep Mayoral Antigas,Xerrada:Les ciutats agents de Pau
07/06/2017 04:30:00 PM,07/06/2017 05:30:00 PM,Josep Mayoral Antigas,Consellera de Governació
07/06/2017 01:00:00 PM,07/06/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació Gran Premi de Catalunya de MotoGP™ 2017
07/06/2017 08:30:00 AM,07/06/2017 11:00:00 AM,Josep Mayoral Antigas,Jornada de Mobilitat AMTU. Sessió obertura i conferència Conseller Rull
06/06/2017 08:45:00 PM,06/06/2017 11:00:00 PM,Josep Mayoral Antigas,Acte de Lliurament dels PREMIS PIMES 2017
06/06/2017 07:30:00 PM,06/06/2017 08:30:00 PM,Josep Mayoral Antigas,Recepció cadet masculí BMG campió d'Espanya
06/06/2017 06:00:00 PM,06/06/2017 07:00:00 PM,Josep Mayoral Antigas,Grup Municipal Socialista
06/06/2017 05:15:00 PM,06/06/2017 06:00:00 PM,Josep Mayoral Antigas,Equip de Govern
06/06/2017 05:00:00 PM,06/06/2017 05:15:00 PM,Josep Mayoral Antigas,Junta General Local
06/06/2017 04:00:00 PM,06/06/2017 05:00:00 PM,Josep Mayoral Antigas,Jornada CEE Montserrat Montero
06/06/2017 02:00:00 PM,06/06/2017 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
06/06/2017 01:00:00 PM,06/06/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació MAC 2017
06/06/2017 11:00:00 AM,06/06/2017 12:00:00 PM,Josep Mayoral Antigas,Coordinació Política
06/06/2017 10:00:00 AM,06/06/2017 11:00:00 AM,Josep Mayoral Antigas,Intervenció
06/06/2017 09:30:00 AM,06/06/2017 10:00:00 AM,Josep Mayoral Antigas,Gerència
06/06/2017 08:30:00 AM,06/06/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
05/06/2017 05:30:00 PM,05/06/2017 06:30:00 PM,Josep Mayoral Antigas,President d'ADIF
05/06/2017 02:00:00 PM,05/06/2017 04:00:00 PM,Josep Mayoral Antigas,Alcalde de Segovia i Directora de serveis Internacionals de la FEMP
05/06/2017 12:00:00 PM,05/06/2017 01:00:00 PM,Josep Mayoral Antigas,Germanes Josefines
04/06/2017 07:00:00 PM,04/06/2017 09:00:00 PM,Josep Mayoral Antigas,L'auca del senyor Esteve
04/06/2017 06:00:00 PM,04/06/2017 07:00:00 PM,Josep Mayoral Antigas,La flor de Lotus: Un rèquiem Japonès
04/06/2017 03:00:00 PM,04/06/2017 04:00:00 PM,Josep Mayoral Antigas,Dinar anual dels Penya Blanc Blava de Granollers
04/06/2017 02:30:00 PM,04/06/2017 03:00:00 PM,Josep Mayoral Antigas,Segona part del campionat d''Espanya cadet Masculí - Final: BM. La Roca - BMG)
04/06/2017 01:30:00 PM,04/06/2017 02:30:00 PM,Josep Mayoral Antigas,Cloenda trofeu Coaliment 
04/06/2017 12:30:00 PM,04/06/2017 01:00:00 PM,Josep Mayoral Antigas,Segona part Campionat Espanya Cadet femení - Final
04/06/2017 11:30:00 AM,04/06/2017 12:30:00 PM,Josep Mayoral Antigas,Trobada al Bosc de la Pau 
04/06/2017 09:45:00 AM,04/06/2017 10:45:00 AM,Josep Mayoral Antigas,Campionat Espanya Cadet femení - tercer i quart lloc (BMG - Elx)
03/06/2017 08:30:00 PM,03/06/2017 09:30:00 PM,Josep Mayoral Antigas,Cantània
03/06/2017 07:30:00 PM,03/06/2017 08:00:00 PM,Josep Mayoral Antigas,Lliurament regal institucional a les colles convidades Esbart Dansaire
03/06/2017 07:00:00 PM,03/06/2017 08:00:00 PM,Josep Mayoral Antigas,Primera parts de Campionat Espanya Cadet femení semifinal BMG - Roquetas
03/06/2017 06:30:00 PM,03/06/2017 07:00:00 PM,Josep Mayoral Antigas,L'Ascensió en dansa
03/06/2017 06:30:00 PM,03/06/2017 07:00:00 PM,Josep Mayoral Antigas,La Llotja del Disseny
03/06/2017 06:00:00 PM,03/06/2017 06:30:00 PM,Josep Mayoral Antigas,Trobada de puntaires Jormades culturals de la Gent Gran
03/06/2017 05:30:00 PM,03/06/2017 06:00:00 PM,Josep Mayoral Antigas,Festa Infantil de la colla dels Blancs
03/06/2017 02:00:00 PM,03/06/2017 03:00:00 PM,Josep Mayoral Antigas,Casament
03/06/2017 01:00:00 PM,03/06/2017 02:00:00 PM,Josep Mayoral Antigas,Casament
03/06/2017 12:00:00 PM,03/06/2017 01:00:00 PM,Josep Mayoral Antigas,Casament
03/06/2017 11:00:00 AM,03/06/2017 12:00:00 PM,Josep Mayoral Antigas,Casament
03/06/2017 10:30:00 AM,03/06/2017 11:00:00 AM,Josep Mayoral Antigas,Exposició de motos a peu de carrer
03/06/2017 10:00:00 AM,03/06/2017 11:00:00 AM,Josep Mayoral Antigas,Casament
02/06/2017 07:30:00 PM,02/06/2017 08:30:00 PM,Josep Mayoral Antigas,Acte reconeixement socis i voluntaris de la Creu Roja
02/06/2017 05:30:00 PM,02/06/2017 06:30:00 PM,Josep Mayoral Antigas,Trobada de corals de les Jornades culturals de la gent gran
02/06/2017 11:00:00 AM,02/06/2017 12:00:00 PM,Josep Mayoral Antigas,Comissió de Relacions Internacionals de la FEMP
01/06/2017 07:00:00 PM,01/06/2017 08:00:00 PM,Josep Mayoral Antigas,Visita d'obres
01/06/2017 07:00:00 PM,01/06/2017 07:03:00 PM,Josep Mayoral Antigas,3 min rebuig violència de gènere
01/06/2017 06:00:00 PM,01/06/2017 07:00:00 PM,Josep Mayoral Antigas,President i Director General de la Mutua
01/06/2017 05:00:00 PM,01/06/2017 06:00:00 PM,Josep Mayoral Antigas,"Presentació Cicle Formatiu de Grau Mitjà en xarxes, instal·lacions i estacions de tractament d’aigua"
01/06/2017 04:30:00 PM,01/06/2017 05:00:00 PM,Josep Mayoral Antigas,Recepció equips cadets femeníns campionats d'espanya handbol
01/06/2017 01:45:00 PM,01/06/2017 03:45:00 PM,Josep Mayoral Antigas,Alcalde Ripoll i Alcaldessa de Vic (C17)
01/06/2017 12:00:00 PM,01/06/2017 01:00:00 PM,Josep Mayoral Antigas,Àrea territorial
01/06/2017 11:00:00 AM,01/06/2017 12:00:00 PM,Josep Mayoral Antigas,Organització esdeveniments esportius
01/06/2017 10:00:00 AM,01/06/2017 11:00:00 AM,Josep Mayoral Antigas,Visita alumnes escola 
31/05/2017 08:45:00 PM,31/05/2017 09:45:00 PM,Josep Mayoral Antigas,Campionat Espanya Cadet femení BMG - BM. Rocasa
31/05/2017 06:00:00 PM,31/05/2017 07:00:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
31/05/2017 05:00:00 PM,31/05/2017 07:00:00 PM,Josep Mayoral Antigas,Participació treball UNESCO + entitats
31/05/2017 04:00:00 PM,31/05/2017 05:00:00 PM,Josep Mayoral Antigas,Entrevista estudiants 3r ESO
31/05/2017 01:00:00 PM,31/05/2017 02:00:00 PM,Josep Mayoral Antigas,Participació treball UNESCO
31/05/2017 11:00:00 AM,31/05/2017 12:00:00 PM,Josep Mayoral Antigas,Inauguració 34s. Jornades Culturals de la Gent Gran i mostra de treballs manuals
31/05/2017 10:00:00 AM,31/05/2017 11:00:00 AM,Josep Mayoral Antigas,Activitat escoles de primària - Granollers Vila Oberta a la Pau
31/05/2017 09:00:00 AM,31/05/2017 10:00:00 AM,Josep Mayoral Antigas,Acte commemoració 79 aniv. Bombardeig
30/05/2017 07:30:00 PM,30/05/2017 08:30:00 PM,Josep Mayoral Antigas,Sessió plenària
30/05/2017 07:00:00 PM,30/05/2017 07:30:00 PM,Josep Mayoral Antigas,Junta de Portaveus prèvia al Ple
30/05/2017 05:15:00 PM,30/05/2017 07:00:00 PM,Josep Mayoral Antigas,Equip de Govern
30/05/2017 05:00:00 PM,30/05/2017 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern LOcal
30/05/2017 02:00:00 PM,30/05/2017 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
30/05/2017 12:00:00 PM,30/05/2017 01:00:00 PM,Josep Mayoral Antigas,Cloenda JPO 2016-2018-Iniciació a la mecànica de vehicles
30/05/2017 11:00:00 AM,30/05/2017 12:00:00 PM,Josep Mayoral Antigas,Cloenda activitat física de Gent Gran
30/05/2017 09:30:00 AM,30/05/2017 10:00:00 AM,Josep Mayoral Antigas,Gerència
30/05/2017 08:30:00 AM,30/05/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
29/05/2017 07:00:00 PM,29/05/2017 08:00:00 PM,Josep Mayoral Antigas,Sessió plenària del Consell de Ciutat
29/05/2017 06:00:00 PM,29/05/2017 07:00:00 PM,Josep Mayoral Antigas,Associació Cultural
29/05/2017 05:00:00 PM,29/05/2017 06:00:00 PM,Josep Mayoral Antigas,Presentació festival del motor
29/05/2017 04:00:00 PM,29/05/2017 05:00:00 PM,Josep Mayoral Antigas,Institut Cerdà
29/05/2017 01:00:00 PM,29/05/2017 02:00:00 PM,Josep Mayoral Antigas,Delegada de la Seguretat Social a BCN
29/05/2017 11:00:00 AM,29/05/2017 12:00:00 PM,Josep Mayoral Antigas,Presentació implantació de vehicles elèctrics
29/05/2017 10:00:00 AM,29/05/2017 11:00:00 AM,Josep Mayoral Antigas,Visita escolars
29/05/2017 08:00:00 AM,29/05/2017 09:00:00 AM,Josep Mayoral Antigas,Servei Català de la Salut
28/05/2017 06:30:00 PM,28/05/2017 07:30:00 PM,Josep Mayoral Antigas,Cloenda FIra de l'Ascensió 2017
28/05/2017 05:30:00 PM,28/05/2017 06:30:00 PM,Josep Mayoral Antigas,Cantada d'haveneres
28/05/2017 01:30:00 PM,28/05/2017 02:30:00 PM,Josep Mayoral Antigas,At. Vallès - Cardedeu cadet masculí
28/05/2017 11:30:00 AM,28/05/2017 12:30:00 PM,Josep Mayoral Antigas,Trobada castellera
28/05/2017 10:30:00 AM,28/05/2017 11:00:00 AM,Josep Mayoral Antigas,8a milla urbana de Granollers
27/05/2017 08:00:00 PM,27/05/2017 09:00:00 PM,Josep Mayoral Antigas,Lliurament de premis del X Concurs Ciutat de Granollers de Creació de Jocs
27/05/2017 07:00:00 PM,27/05/2017 08:00:00 PM,Josep Mayoral Antigas,La passada de l'Acensió - cercavila
27/05/2017 06:00:00 PM,27/05/2017 07:00:00 PM,Josep Mayoral Antigas,La passada - vuit recorreguts amb espectacles itinerants
27/05/2017 12:00:00 PM,27/05/2017 01:00:00 PM,Josep Mayoral Antigas,"Inauguració exposició ""El gran desfile de fuego de 1957"""
27/05/2017 11:00:00 AM,27/05/2017 12:00:00 PM,Josep Mayoral Antigas,"Visita a les places ""la passada"""
25/05/2017 06:00:00 PM,25/05/2017 07:00:00 PM,Josep Mayoral Antigas,Inauguració Fira de l'Ascensió
25/05/2017 04:30:00 PM,25/05/2017 05:15:00 PM,Josep Mayoral Antigas,Visita centre de medecina esportiva 
25/05/2017 01:00:00 PM,25/05/2017 03:30:00 PM,Josep Mayoral Antigas,Visita a la Fundació formació i treball
25/05/2017 10:00:00 AM,25/05/2017 11:00:00 AM,Josep Mayoral Antigas,Visita mercat de cooperatives escolars
25/05/2017 09:00:00 AM,25/05/2017 10:00:00 AM,Josep Mayoral Antigas,Intervenció
24/05/2017 07:30:00 PM,24/05/2017 08:30:00 PM,Josep Mayoral Antigas,Pregó de l'Ascensió
24/05/2017 07:00:00 PM,24/05/2017 07:30:00 PM,Josep Mayoral Antigas,Recepció pregonera de l'ascensió
24/05/2017 06:30:00 PM,24/05/2017 07:00:00 PM,Josep Mayoral Antigas,Junta de Portaveus
24/05/2017 06:00:00 PM,24/05/2017 06:30:00 PM,Josep Mayoral Antigas,"Inauguració exposició: ""La Porxada 430 anys"""
24/05/2017 05:00:00 PM,24/05/2017 06:00:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
24/05/2017 04:00:00 PM,24/05/2017 05:00:00 PM,Josep Mayoral Antigas,Presentació Oficina de suport a les comunitats de veïns
24/05/2017 01:00:00 PM,24/05/2017 02:00:00 PM,Josep Mayoral Antigas,Consell general Consorci Montserrat Montero
24/05/2017 12:00:00 PM,24/05/2017 01:00:00 PM,Josep Mayoral Antigas,Batucada alumnes EDUCEM 
24/05/2017 11:00:00 AM,24/05/2017 12:00:00 PM,Josep Mayoral Antigas,Presentació Cantània
24/05/2017 10:00:00 AM,24/05/2017 11:00:00 AM,Josep Mayoral Antigas,Omnium cultural
24/05/2017 09:00:00 AM,24/05/2017 10:00:00 AM,Josep Mayoral Antigas,Cap de l'àrea de serveis a la persona
23/05/2017 09:30:00 AM,23/05/2017 05:00:00 PM,Josep Mayoral Antigas,Jormada: Els bombardejos de Barcelona i Londres. Memòria d’una història compartida
22/05/2017 05:00:00 PM,22/05/2017 06:00:00 PM,Josep Mayoral Antigas,"Visita exposició: ""Siria, un motiu per la supervivència"""
22/05/2017 04:00:00 PM,22/05/2017 05:00:00 PM,Josep Mayoral Antigas,Presentació Auca del Senyor Esteve
22/05/2017 01:00:00 PM,22/05/2017 02:30:00 PM,Josep Mayoral Antigas,XXIII Trobada de Corals de secundària 
22/05/2017 12:30:00 PM,22/05/2017 01:00:00 PM,Josep Mayoral Antigas,Recepció Consellera Meritxell Ruiz
22/05/2017 11:30:00 AM,22/05/2017 12:00:00 PM,Josep Mayoral Antigas,Recepció alumnes Erasmus IES Carles Vallbona
22/05/2017 10:15:00 AM,22/05/2017 11:30:00 AM,Josep Mayoral Antigas,Trobada de corals de secundària
22/05/2017 08:30:00 AM,22/05/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
21/05/2017 07:00:00 PM,21/05/2017 08:15:00 PM,Josep Mayoral Antigas,V-E-U-S!
21/05/2017 02:30:00 PM,21/05/2017 03:30:00 PM,Josep Mayoral Antigas,BMG – CARABANCHEL (CADET A) - fase sector Campionat d'Espanya
21/05/2017 12:00:00 PM,21/05/2017 01:30:00 PM,Josep Mayoral Antigas,Campionat d’Espanya de Voleibol Infantil
21/05/2017 11:30:00 AM,21/05/2017 12:00:00 PM,Josep Mayoral Antigas,Botifarrada i torneig de Palitrocs - Av. Barri de l'Hostal
21/05/2017 10:00:00 AM,21/05/2017 11:00:00 AM,Josep Mayoral Antigas,3r i 4rt lloc campionat d'Espanya de Voleibol cadet femení
21/05/2017 09:30:00 AM,21/05/2017 10:30:00 AM,Josep Mayoral Antigas,1a. cursa solidària per la discapacitat 
20/05/2017 09:30:00 PM,20/05/2017 10:30:00 PM,Josep Mayoral Antigas,Festa de la Rosa de Canovelles
20/05/2017 09:00:00 PM,20/05/2017 09:30:00 PM,Josep Mayoral Antigas,"Inauguració expo: ""Els tancaments a la fàbrica 1977 - 78 ..."""
20/05/2017 08:00:00 PM,20/05/2017 09:00:00 PM,Josep Mayoral Antigas,BMGF - Alcobendas
20/05/2017 07:00:00 PM,20/05/2017 08:00:00 PM,Josep Mayoral Antigas,Campionat d'espanya de Voleibol cadet femení
20/05/2017 05:00:00 PM,20/05/2017 06:00:00 PM,Josep Mayoral Antigas,BMG - Naturhouse La Rioja
20/05/2017 03:00:00 PM,20/05/2017 04:00:00 PM,Josep Mayoral Antigas,Arrossada popular AV. Lledoner
20/05/2017 12:00:00 PM,20/05/2017 04:00:00 PM,Josep Mayoral Antigas,Actes 50è aniv. empresa PAVER
20/05/2017 10:00:00 AM,20/05/2017 11:00:00 AM,Josep Mayoral Antigas,Fira del dibuix
19/05/2017 08:00:00 PM,19/05/2017 09:00:00 PM,Josep Mayoral Antigas,Casament
19/05/2017 07:00:00 PM,19/05/2017 08:00:00 PM,Josep Mayoral Antigas,Casament
19/05/2017 06:00:00 PM,19/05/2017 08:00:00 PM,Josep Mayoral Antigas,Concurs literari de Can Pedrals
19/05/2017 05:00:00 PM,19/05/2017 06:00:00 PM,Josep Mayoral Antigas,Casament
19/05/2017 04:30:00 PM,19/05/2017 05:00:00 PM,Josep Mayoral Antigas,Entrevista estudiants de 4rt ESO de l'EMT
19/05/2017 11:00:00 AM,19/05/2017 01:00:00 PM,Josep Mayoral Antigas,Taula intermunicipal de la qualitat de l'aire
19/05/2017 10:00:00 AM,19/05/2017 11:00:00 AM,Josep Mayoral Antigas,Visita obres públiques
19/05/2017 09:30:00 AM,19/05/2017 10:00:00 AM,Josep Mayoral Antigas,Benvinguda Jornada de salut mental
18/04/2017 01:00:00 PM,18/04/2017 02:00:00 PM,Josep Mayoral Antigas,Projecte Kedougou
18/05/2017 08:00:00 PM,18/05/2017 09:00:00 PM,Josep Mayoral Antigas,Inauguració exposició de Germans Castells
18/05/2017 06:15:00 PM,18/05/2017 07:00:00 PM,Josep Mayoral Antigas,Benvinguda acte amb patrocinadors del BMG
18/05/2017 05:15:00 PM,18/05/2017 06:15:00 PM,Josep Mayoral Antigas,Cloenda del projecte LECXIT
18/05/2017 01:00:00 PM,18/05/2017 02:00:00 PM,Josep Mayoral Antigas,Signatura conveni amb Habitat 3
18/05/2017 12:00:00 PM,18/05/2017 01:00:00 PM,Josep Mayoral Antigas,Regidora d'Urbanisme
18/05/2017 10:00:00 AM,18/05/2017 11:00:00 AM,Josep Mayoral Antigas,Comissió de civisme
18/05/2017 08:30:00 AM,18/05/2017 09:30:00 AM,Josep Mayoral Antigas,Visita d'obres
17/05/2017 08:00:00 PM,17/05/2017 09:00:00 PM,Josep Mayoral Antigas,"Ponència ""Roca Umbert: de fàbrica tèxtil a la fàbrica de les arts"" i lliurament del 12è premi Cami Ral"
17/05/2017 07:00:00 PM,17/05/2017 08:00:00 PM,Josep Mayoral Antigas,Presentació Musik'n viu
17/05/2017 05:30:00 PM,17/05/2017 07:00:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
17/05/2017 05:00:00 PM,17/05/2017 05:30:00 PM,Josep Mayoral Antigas,Entrevista estudiant tercer d'ESO
17/05/2017 04:00:00 PM,17/05/2017 05:00:00 PM,Josep Mayoral Antigas,Jornades de cloenda del cicle de passejades de la gent gran - Lliurament diplomes
17/05/2017 02:00:00 PM,17/05/2017 03:00:00 PM,Josep Mayoral Antigas,Serveis Municipals
17/05/2017 01:00:00 PM,17/05/2017 01:50:00 PM,Josep Mayoral Antigas,Tots dansen
17/05/2017 12:00:00 PM,17/05/2017 01:00:00 PM,Josep Mayoral Antigas,1a. tinent d'alcalde
17/05/2017 11:00:00 AM,17/05/2017 12:00:00 PM,Josep Mayoral Antigas,MAC
17/05/2017 10:00:00 AM,17/05/2017 11:00:00 AM,Josep Mayoral Antigas,Comissió de transparència
17/05/2017 08:45:00 AM,17/05/2017 09:00:00 AM,Josep Mayoral Antigas,Cap de l'àrea de processos estratègics
16/05/2017 07:00:00 PM,16/05/2017 07:30:00 PM,Josep Mayoral Antigas,Entrevista estudiants UAB
16/05/2017 05:15:00 PM,16/05/2017 07:00:00 PM,Josep Mayoral Antigas,Equip de govern
16/05/2017 05:00:00 PM,16/05/2017 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
16/05/2017 04:00:00 PM,16/05/2017 05:00:00 PM,Josep Mayoral Antigas,Jornades de cloenda del cicle de passejades de la gent gran - Lliurament diplomes
16/05/2017 02:00:00 PM,16/05/2017 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
16/05/2017 01:00:00 PM,16/05/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació Passada de l'Ascensió
16/05/2017 12:00:00 PM,16/05/2017 01:00:00 PM,Josep Mayoral Antigas,Èrik Valencia
16/05/2017 11:00:00 AM,16/05/2017 11:30:00 AM,Josep Mayoral Antigas,Gerència
16/05/2017 08:30:00 AM,16/05/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
15/05/2017 08:00:00 PM,15/05/2017 09:00:00 PM,Josep Mayoral Antigas,Recepció campions d'espanya d'handbol juvenil masculí BMG
15/05/2017 06:30:00 PM,15/05/2017 08:00:00 PM,Josep Mayoral Antigas,Audiència del Consell dels Infants
15/05/2017 06:00:00 PM,15/05/2017 06:30:00 PM,Josep Mayoral Antigas,Cap de l'àrea econòmica
15/05/2017 04:00:00 PM,15/05/2017 05:00:00 PM,Josep Mayoral Antigas,Presentació de la Fira Taral·la
15/05/2017 01:00:00 PM,15/05/2017 02:00:00 PM,Josep Mayoral Antigas,Junta local de seguretat
15/05/2017 12:00:00 PM,15/05/2017 01:00:00 PM,Josep Mayoral Antigas,Intervenció
15/05/2017 09:30:00 AM,15/05/2017 12:00:00 PM,Josep Mayoral Antigas,Visita d'alumnes d'una escola
15/05/2017 08:30:00 AM,15/05/2017 09:30:00 AM,Josep Mayoral Antigas,UVIC
14/05/2017 10:00:00 AM,14/05/2017 11:00:00 AM,Josep Mayoral Antigas,2a jornada del Torneig Coaliment
13/05/2017 09:00:00 PM,13/05/2017 10:00:00 PM,Josep Mayoral Antigas,Concert: A ceremony of canticles
13/05/2017 05:30:00 PM,13/05/2017 06:30:00 PM,Josep Mayoral Antigas,Esbartiada
13/05/2017 05:00:00 PM,13/05/2017 06:00:00 PM,Josep Mayoral Antigas,Casament
13/05/2017 12:00:00 PM,13/05/2017 01:00:00 PM,Josep Mayoral Antigas,Inauguració obres remodelació plaça Onze de Setembre
13/05/2017 11:00:00 AM,13/05/2017 12:00:00 PM,Josep Mayoral Antigas,Visita a la fira de les herbes de Maig
13/05/2017 10:00:00 AM,13/05/2017 11:00:00 AM,Josep Mayoral Antigas,Esmorzar solidari
13/05/2017 09:00:00 AM,13/05/2017 10:30:00 AM,Josep Mayoral Antigas,Benvinguda participants jornada: La diversitat en l’àmbit psicoterapèutic
12/05/2017 11:00:00 AM,12/05/2017 01:00:00 PM,Josep Mayoral Antigas,BTVL Ciutats Libaneses Unides
11/05/2017 10:00:00 AM,11/05/2017 08:00:00 PM,Josep Mayoral Antigas,Visita ciutats vall de la Bekaa (Liban)
10/05/2017 10:00:00 AM,10/05/2017 08:00:00 PM,Josep Mayoral Antigas,Visita ciutats vall de la Bekaa (Liban)
09/05/2017 09:00:00 AM,09/05/2017 02:00:00 PM,Josep Mayoral Antigas,Assemblea i jornada tècnica C17
09/05/2017 08:30:00 AM,09/05/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
08/05/2017 07:00:00 PM,08/05/2017 08:00:00 PM,Josep Mayoral Antigas,Presentació esmorzar solidari Gremi - Granollers també és motor
08/05/2017 04:45:00 PM,08/05/2017 06:00:00 PM,Josep Mayoral Antigas,Comitè executiu AMTU
08/05/2017 01:00:00 PM,08/05/2017 03:00:00 PM,Josep Mayoral Antigas,Acte acadèmic Residents HGG
08/05/2017 12:00:00 PM,08/05/2017 12:45:00 PM,Josep Mayoral Antigas,Casino Granollers
08/05/2017 11:00:00 AM,08/05/2017 12:00:00 PM,Josep Mayoral Antigas,Anna M. Duran
08/05/2017 08:30:00 AM,08/05/2017 09:30:00 AM,Josep Mayoral Antigas,Regidor d'Hisenda
07/05/2017 07:00:00 PM,07/05/2017 08:15:00 PM,Josep Mayoral Antigas,Concert de Celebració dels 25 anys de l'Orquestra de Cambra de Granollers
06/05/2017 09:30:00 AM,06/05/2017 11:30:00 AM,Josep Mayoral Antigas,Comitè Executiu Mayors for Peace
05/05/2017 01:00:00 PM,05/05/2017 02:00:00 PM,Josep Mayoral Antigas,Director del TAG
05/05/2017 12:00:00 PM,05/05/2017 01:00:00 PM,Josep Mayoral Antigas,Carites
05/05/2017 10:00:00 AM,05/05/2017 11:30:00 AM,Josep Mayoral Antigas,"Projecte ""Canal booktrailer"""
05/05/2017 09:00:00 AM,05/05/2017 09:45:00 AM,Josep Mayoral Antigas,Mundial 2021 HB
04/05/2017 08:00:00 PM,04/05/2017 09:00:00 PM,Josep Mayoral Antigas,Inauguració exposició Flor de cotó. Lluís Peñaranda
04/05/2017 07:00:00 PM,04/05/2017 08:00:00 PM,Josep Mayoral Antigas,3 min de silenci en rebuig violència de gènere
04/05/2017 05:30:00 PM,04/05/2017 07:00:00 PM,Josep Mayoral Antigas,Visita participants projecte europeu SUDEP
04/05/2017 04:00:00 PM,04/05/2017 05:00:00 PM,Josep Mayoral Antigas,Acte inauguració Llar Residència Bell-lloc
04/05/2017 01:15:00 PM,04/05/2017 02:15:00 PM,Josep Mayoral Antigas,Elaboració del Pla Estratègic del Fons Català de Cooperació al Desenvolupament
04/05/2017 12:00:00 PM,04/05/2017 01:00:00 PM,Josep Mayoral Antigas,Recepció delegacions FUTSAL
04/05/2017 11:00:00 AM,04/05/2017 12:00:00 PM,Josep Mayoral Antigas,Pla estratègic del Museu La Tela
04/05/2017 10:00:00 AM,04/05/2017 11:00:00 AM,Josep Mayoral Antigas,"Ajuntament de Canovelles, Alcalde i tècnics municipals"
04/05/2017 09:30:00 AM,04/05/2017 10:30:00 AM,Josep Mayoral Antigas,Gerència
04/05/2017 08:30:00 AM,04/05/2017 09:30:00 AM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
03/05/2017 07:00:00 PM,03/05/2017 08:00:00 PM,Josep Mayoral Antigas,Lliurament Creu de Sant Jordi al BMG
03/05/2017 02:00:00 PM,03/05/2017 03:00:00 PM,Josep Mayoral Antigas,Pla de turisme
03/05/2017 01:00:00 PM,03/05/2017 02:00:00 PM,Josep Mayoral Antigas,Presentació de la Fira i Festes de l'acensió
03/05/2017 11:00:00 AM,03/05/2017 01:00:00 PM,Josep Mayoral Antigas,Trobada d'alumnes de 2n Batxillerat al l'activista Elena Maleno - Vila Oberta a la Pau
03/05/2017 10:00:00 AM,03/05/2017 11:00:00 AM,Josep Mayoral Antigas,Inauguració piscina Montserrat Montero
03/05/2017 09:00:00 AM,03/05/2017 10:00:00 AM,Josep Mayoral Antigas,Regidor de Medi Ambient i Obres i Projectes
02/05/2017 07:00:00 PM,02/05/2017 08:00:00 PM,Josep Mayoral Antigas,Conseller Rull - xarxa C17
02/05/2017 03:00:00 PM,02/05/2017 04:00:00 PM,Josep Mayoral Antigas,Junta General Ordinària i Assemblea del Consorci de Salut i Social de Catalunya
02/05/2017 02:00:00 PM,02/05/2017 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
02/05/2017 01:00:00 PM,02/05/2017 02:00:00 PM,Josep Mayoral Antigas,"Presentació Beier, vi de Palou"
