CODI,NOM DEL CENTRE,ADREÇA,TIPUS SUBMINISTRAMENT,ANY,MES,CONSUM,COST
ESP004,CAMP DE FUTBOL PALOU,PS DOCTOR FABREGAS S/N,Electricitat,2012,Febrer,171,€151.53
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Electricitat,2015,Gener,255,€74.38
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2013,Agost,2721,€244.50
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Aigua,2015,Octubre,19,€38.82
EDI087,CENTRE OBERT SUD,JULIA CENTELLES 14,Electricitat,2012,Juliol,259,€97.81
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2011,Gener,10921,€606.41
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Aigua,2014,Octubre,92,€125.23
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2012,Novembre,929,€192.15
EDI073,ESCOLA DE MUSICA JOSEP Ma RUERA,GREGORI RESINA,Electricitat,2012,Setembre,5033,€1556.93
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2011,Gener,7529,€1901.48
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2016,Febrer,2366,€510.44
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2013,Febrer,19571,€3979.01
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Aigua,2016,Juliol,34,€55.07
BOM011,SISTEMA DE REG DE LA PLAÇA DE LA PAU,MARIA PALAU C/JOAN VIDAL JUMBERT,Electricitat,2015,Febrer,44,€38.79
FLO006,AREA ECONOMICA,AREA ECONOMICA,Gasoil,2015,Novembre,907,€112.92
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Electricitat,2013,Juny,508,€210.02
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Aigua,2012,Octubre,0,€44.93
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Electricitat,2012,Novembre,402,€101.20
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Electricitat,2013,Abril,12516,€1156.18
FLO012,PAT.MUN.MUSEO,PAT.MUN.MUSEO,Gasoil,2011,Desembre,659,€74.00
EDI103,SIRIUS (CENTRE AUTONOMIA PERSONAL),C/ ALMOGAVARS. 24 A,Aigua,2015,Gener,1,€5.87
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2016,Novembre,23782,€1151.82
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Aigua,2014,Març,7,€52.55
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2014,Setembre,1078,€526.85
EDI030,EDIFICI PORTALET,PORTALET 4,Aigua,2014,Març,62,€79.09
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Aigua,2012,Març,1128,€1140.50
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2013,Març,35055,€2544.57
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Electricitat,2015,Agost,14180,€2606.78
EDI077,ROCA UMBERT COLLES BLANCS I BLAUS,ENRIC PRAT DE LA RIBA LOCAL A,Aigua,2016,Març,0,€25.80
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2014,Maig,3172,€782.42
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2014,Novembre,21936,€2786.71
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Gas,2012,Maig,3597,€377.19
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Gas,2012,Setembre,0,€114.76
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Aigua,2015,Març,463,€517.90
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Electricitat,2011,Febrer,25882,€3599.74
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2016,Gener,16596,€2588.46
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2015,Desembre,64,€41.37
REG190,FONT ORNAMENTAL PL SERRAT I BONASTRE,PL SERRAT I BONASTRE s/n,Electricitat,2011,Febrer,70,€75.35
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2013,Agost,76,€198.22
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Gas,2015,Març,13234,€845.96
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Aigua,2011,Gener,145,€151.89
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gas,2013,Novembre,83725,€5380.34
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2013,Maig,668,€106.00
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Aigua,2014,Octubre,0,€85.33
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2012,Juliol,1866,€279.88
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Electricitat,2015,Setembre,4043,€822.38
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Gas,2016,Gener,4281,€332.79
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Gas,2015,Agost,0,€137.56
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2016,Novembre,2316,€457.22
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2015,Agost,7542,€1324.03
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Aigua,2011,Gener,0,€27.47
EDI104,LOCAL PUIG DE LES FORQUES,C/ VENEÇUELA S/N,Aigua,2015,Gener,0,€25.56
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2016,Octubre,6455,€448.77
EDI077,ROCA UMBERT COLLES BLANCS I BLAUS,ENRIC PRAT DE LA RIBA LOCAL A,Aigua,2013,Octubre,5,€25.52
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2016,Novembre,15079,€764.84
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2014,Agost,547,€267.93
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2015,Setembre,3906,€872.16
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Gas,2012,Agost,197,€47.86
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2013,Novembre,5466,€1062.53
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2016,Novembre,11871,€1854.93
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Electricitat,2014,Juny,6140,€1083.26
EDI041,CENTRE DE DIA,DOCTOR FLEMING 33,Electricitat,2011,Juny,2897,€640.16
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2012,Octubre,5763,€1518.69
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Aigua,2013,Juliol,67,€94.56
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Electricitat,2012,Novembre,6983,€1252.80
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Electricitat,2016,Novembre,806,€152.84
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2016,Agost,80083,€10784.49
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2012,Octubre,5065,€417.80
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2015,Desembre,7062,€1641.89
FLO008,SALUT PUBLICA I CONSUM,SALUT PUBLICA I CONSUM,Gasoil,2013,Novembre,1404,€227.64
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2014,Abril,71896,€10452.15
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2013,Desembre,7983,€1420.29
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Electricitat,2014,Gener,7180,€1188.23
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Electricitat,2016,Gener,14836,€2599.07
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2011,Juny,70,€32.06
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2014,Juliol,2986,€692.85
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2016,Abril,1087,€325.83
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Electricitat,2015,Abril,632,€139.46
EDI081,CENTRE CIVIC NORD,ROSSELLO 79,Electricitat,2011,Febrer,14202,€2541.79
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Gas,2011,Febrer,17457,€962.40
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Gas,2013,Novembre,53404,€3458.83
FLO010,ESPORTS,ESPORTS,Gasoil,2011,Agost,1028,€133.52
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Aigua,2012,Octubre,375,€261.22
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Electricitat,2015,Març,2765,€783.34
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2012,Setembre,1889,€450.25
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2015,Abril,770,€224.16
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Gasoil,2011,Desembre,10020,€954.69
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2015,Maig,5468,€1292.38
EDI093,ROCA UMBERT ESPAI D'ARTS,C/ LLUIS COMPANYS 1º BIS,Aigua,2016,Gener,8,€35.73
REG176,FONT ORNAMENTAL CAN GILI,CAN GILI S/N,Electricitat,2013,Abril,70,€40.76
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Aigua,2014,Març,91,€124.16
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Aigua,2012,Gener,623,€719.50
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Aigua,2016,Març,0,€25.80
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2011,Octubre,32976,€4358.89
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2013,Maig,2290,€298.20
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2011,Agost,2632,€617.00
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Electricitat,2013,Novembre,553,€230.65
EDI126,CENTRE D'ACOLLIDA D'ANIMALS DOMÈSTICS,"C/SEVERO OCHOA, 103 (FONT DEL RÀDIUM)",Aigua,2015,Març,421,€481.42
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2011,Gener,5121,€1212.91
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2011,Abril,1351,€415.38
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Aigua,2014,Octubre,59,€81.37
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Gas,2013,Juny,1565,€122.14
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Electricitat,2011,Juny,2172,€554.52
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Aigua,2016,Juliol,31,€168.81
EDI073,ESCOLA DE MUSICA JOSEP Ma RUERA,GREGORI RESINA,Electricitat,2015,Octubre,8456,€2019.04
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Gas,2012,Juliol,0,€6.04
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2013,Gener,55049,€3700.71
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2014,Març,14260,€999.00
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Aigua,2016,Gener,255,€404.01
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Electricitat,2016,Juliol,3209,€739.36
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2016,Abril,20033,€2083.08
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2014,Juny,0,€120.56
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2012,Maig,5773,€1030.90
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2013,Agost,58,€76.51
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2014,Juliol,9826,€1806.89
EDI009,CENTRE CIVIC DE PALOU,PSG DR FABREGAS 38 LOCAL,Electricitat,2011,Desembre,1,€346.38
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Electricitat,2013,Gener,12995,€2493.10
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2016,Octubre,1231,€462.04
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2012,Juliol,2259,€576.69
EDI019,ANTENA EMISSORA RADIO GUARDIA RUBANA,CAMI CEMENTIRI 1,Electricitat,2013,Febrer,2788,€577.53
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2014,Juliol,15419,€9038.52
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2015,Gener,13474,€2420.15
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2013,Desembre,12703,€2065.28
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2012,Desembre,3738,€674.56
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2013,Desembre,38857,€11897.41
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2015,Gener,21795,€1395.94
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Gas,2015,Abril,11894,€845.79
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2014,Febrer,4611,€959.02
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2014,Abril,6016,€492.86
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2012,Desembre,29629,€2039.58
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2015,Gener,676,€285.15
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2011,Març,1080,€228.68
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Aigua,2012,Març,118,€131.54
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Gas,2015,Novembre,3798,€306.95
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2012,Febrer,2896,€506.11
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Gas,2012,Abril,13385,€960.89
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Gas,2015,Maig,0,€103.76
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Electricitat,2013,Agost,29977,€5844.64
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Electricitat,2011,Juliol,1317,€349.45
ESP020,PISTES DE PETANCA GRANOLLERS,CAMP DE LES MORERES,Electricitat,2012,Octubre,1053,€248.02
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2014,Juliol,357,€140.55
ESP004,CAMP DE FUTBOL PALOU,PS DOCTOR FABREGAS S/N,Electricitat,2011,Juny,279,€178.94
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2014,Febrer,60,€44.42
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2011,Desembre,0,€113.25
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Electricitat,2012,Maig,77,€119.83
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2015,Novembre,12417,€2120.97
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2011,Octubre,2232,€426.30
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2013,Desembre,17890,€1268.39
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Aigua,2016,Gener,119,€138.81
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2016,Març,1876,€470.68
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2016,Desembre,8405,€1348.02
EDI124,MAGATZEM MUSEU GRANOLLERS,"Av. Sant Julià 206, Nau 24",Aigua,2015,Juliol,0,€25.87
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2011,Febrer,52417,€2694.15
BOM013,RAFAEL CASANOVAS S/N,C/Rafael Casanovas,Electricitat,2012,Febrer,54,€68.68
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2011,Abril,2834,€292.55
EDI099,BAR CAMP DE FUTBOL 1R. MAIG CONGOST,PIUS XII,Aigua,2015,Juliol,34,€63.61
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2016,Desembre,1845,€342.28
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2013,Octubre,7383,€3490.21
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2016,Març,316,€41.60
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2012,Setembre,5274,€1405.13
EDI082,CAN JONCH CENTRE CIVIC PER LA PAU,REC 19,Electricitat,2013,Gener,5810,€1182.63
FLO010,ESPORTS,ESPORTS,Gasoil,2014,Octubre,358,€48.26
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Aigua,2014,Juliol,460,€536.72
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2013,Setembre,5601,€445.53
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Gas,2012,Febrer,7599,€458.96
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Aigua,2013,Octubre,18,€37.22
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Aigua,2014,Març,18,€16.72
EDI048,MAGATZEM INFORMÀTICA,C/ TORRAS I BAGES 15 2n,Electricitat,2011,Febrer,3976,€672.67
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Gas,2013,Novembre,915,€121.97
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2012,Febrer,8837,€1709.52
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Electricitat,2011,Març,7812,€1296.03
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2011,Setembre,18750,€3358.41
EDI020,SALA FRANCESC TARAFA,CORRO 47,Aigua,2015,Març,89,€106.02
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2013,Agost,11707,€3435.24
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2012,Agost,596,€184.39
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2014,Juliol,4729,€1471.64
ESP021,PISTES MUNICIPALS DE TENNIS,C/. CAMP DE LES MORERES 0023 LOC 08401,Aigua,2014,Octubre,85,€76.57
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2011,Setembre,2548,€224.31
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2011,Setembre,516,€147.88
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Electricitat,2012,Agost,351,€88.96
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2016,Agost,2862,€234.66
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Gas,2012,Febrer,4485,€276.88
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2015,Març,95,€13.82
FLO012,PAT.MUN.MUSEO,PAT.MUN.MUSEO,Gasoil,2016,Juny,1217,€135.23
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Aigua,2015,Octubre,89,€131.89
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Gas,2013,Desembre,5319,€362.26
BOM003,BOMBA AIGUA PASSEIG FLUVIAL CASETA REG,PS FLUVIAL MARGE ESQUERRE CASETA BOMBA,Electricitat,2012,Febrer,33,€34.34
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Electricitat,2015,Novembre,13519,€2471.24
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2015,Juny,3357,€296.90
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2015,Març,6119,€1307.30
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2015,Maig,2092,€495.35
EDI094,ROCA UMBERT VIVENDA,ENRIC PRAT DE LA RIBA 75,Aigua,2012,Juliol,0,€29.20
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2014,Octubre,3254,€791.41
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2014,Agost,23248,€3175.83
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2016,Febrer,2081,€399.34
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Gas,2012,Octubre,2544,€251.47
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2015,Juny,3736,€742.01
EDI009,CENTRE CIVIC DE PALOU,PSG DR FABREGAS 38 LOCAL,Aigua,2015,Gener,24,€18.97
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Electricitat,2016,Juliol,96,€126.35
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2012,Abril,3372,€1117.68
EDI030,EDIFICI PORTALET,PORTALET 4,Gas,2013,Agost,0,€14.13
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Electricitat,2014,Febrer,475,€112.91
EDI088,ESTACIO DE CONTROL DE CONTAMINACIO,FRANCESC MACIÀ 145,Electricitat,2016,Juliol,1739,€253.30
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gas,2013,Agost,3364,€518.29
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2013,Novembre,68,€249.02
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Gas,2012,Agost,16667,€1262.27
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Electricitat,2012,Febrer,2775,€602.13
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2016,Març,18231,€3591.44
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2013,Octubre,656,€101.53
BOM014,RAFAEL CASANOVAS S/N,RAFAEL CASANOVAS S/N,Electricitat,2013,Juliol,49,€30.67
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Gas,2012,Abril,7891,€488.33
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Gas,2016,Febrer,2252,€163.14
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Gas,2011,Gener,25234,€248.55
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Electricitat,2013,Setembre,8029,€1686.44
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Electricitat,2015,Setembre,239,€55.93
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Aigua,2016,Març,23,€43.92
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Electricitat,2013,Desembre,2801,€506.93
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2016,Agost,292,€198.62
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Aigua,2014,Gener,242,€316.31
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2015,Novembre,8232,€1377.19
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2016,Maig,69,€123.89
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Gas,2014,Abril,14732,€1104.68
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2014,Febrer,2402,€458.94
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2016,Agost,2828,€227.75
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Gas,2011,Agost,35645,€2033.15
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2014,Novembre,3371,€705.53
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2012,Febrer,1219,€249.91
