DATA,ANY,TIPUS ELECCIONS,MESA ELECTORAL,CENS,NOMBRE VOTS TOTAL,NOM PARTIT,PARTIT,NOMBRE VOTS
27/09/2015,2015,Autonòmiques,02-07 A,458,349,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,02-07 A,458,349,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Unió,UDC,17
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Catalunya Sí Que Es Pot,CatSíqueesPot,29
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Partiti dels Socialistes de Catalunya,PSC,55
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Junts pel Sí,JxSi,147
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Partit Animalista Contra el Maltractament Animal,PACMA,1
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Ciutadans,C's,76
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Partit Popular,PP,28
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Candidatura d'Unitat Popular,CUP,24
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Vots en blanc,BLANCS,3
27/09/2015,2015,Autonòmiques,02-07 B,519,381,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Unió,UDC,18
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Catalunya Sí Que Es Pot,CatSíqueesPot,21
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Partiti dels Socialistes de Catalunya,PSC,41
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Junts pel Sí,JxSi,333
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Partit Animalista Contra el Maltractament Animal,PACMA,3
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Ciutadans,C's,59
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Partit Popular,PP,36
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Candidatura d'Unitat Popular,CUP,49
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Vots en blanc,BLANCS,3
27/09/2015,2015,Autonòmiques,03-01 A,703,564,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Unió,UDC,23
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Catalunya Sí Que Es Pot,CatSíqueesPot,18
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Partiti dels Socialistes de Catalunya,PSC,53
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Junts pel Sí,JxSi,435
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Partit Animalista Contra el Maltractament Animal,PACMA,2
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Ciutadans,C's,88
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Partit Popular,PP,45
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Candidatura d'Unitat Popular,CUP,62
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,03-01 B,870,728,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Unió,UDC,7
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Catalunya Sí Que Es Pot,CatSíqueesPot,57
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Partiti dels Socialistes de Catalunya,PSC,74
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Junts pel Sí,JxSi,110
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Partit Animalista Contra el Maltractament Animal,PACMA,5
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Ciutadans,C's,146
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Partit Popular,PP,44
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Candidatura d'Unitat Popular,CUP,24
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Recortes Cero - Els Verds,RC-EV,3
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Vots en blanc,BLANCS,4
27/09/2015,2015,Autonòmiques,03-02 A,619,475,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Unió,UDC,6
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Catalunya Sí Que Es Pot,CatSíqueesPot,62
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Partiti dels Socialistes de Catalunya,PSC,98
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Junts pel Sí,JxSi,161
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Partit Animalista Contra el Maltractament Animal,PACMA,12
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Ciutadans,C's,147
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Partit Popular,PP,53
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Candidatura d'Unitat Popular,CUP,40
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Recortes Cero - Els Verds,RC-EV,4
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Vots en blanc,BLANCS,3
27/09/2015,2015,Autonòmiques,03-02 B,806,587,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Unió,UDC,6
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Catalunya Sí Que Es Pot,CatSíqueesPot,20
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Partiti dels Socialistes de Catalunya,PSC,55
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Junts pel Sí,JxSi,137
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Partit Animalista Contra el Maltractament Animal,PACMA,3
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Ciutadans,C's,60
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Partit Popular,PP,28
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Candidatura d'Unitat Popular,CUP,28
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Recortes Cero - Els Verds,RC-EV,1
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,03-03 A,476,339,Vots nuls,NULS,0
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Unió,UDC,7
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Catalunya Sí Que Es Pot,CatSíqueesPot,34
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Partiti dels Socialistes de Catalunya,PSC,78
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Junts pel Sí,JxSi,141
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Partit Animalista Contra el Maltractament Animal,PACMA,4
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Ciutadans,C's,86
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Partit Popular,PP,34
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Candidatura d'Unitat Popular,CUP,27
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Recortes Cero - Els Verds,RC-EV,2
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Vots en blanc,BLANCS,3
27/09/2015,2015,Autonòmiques,03-03 B,545,416,Vots nuls,NULS,0
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Unió,UDC,13
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Catalunya Sí Que Es Pot,CatSíqueesPot,39
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Partiti dels Socialistes de Catalunya,PSC,64
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Junts pel Sí,JxSi,252
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Partit Animalista Contra el Maltractament Animal,PACMA,0
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Ciutadans,C's,90
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Partit Popular,PP,32
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Candidatura d'Unitat Popular,CUP,41
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Vots en blanc,BLANCS,6
27/09/2015,2015,Autonòmiques,03-04 A,672,542,Vots nuls,NULS,5
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Unió,UDC,7
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Catalunya Sí Que Es Pot,CatSíqueesPot,39
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Partiti dels Socialistes de Catalunya,PSC,77
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Junts pel Sí,JxSi,303
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Partit Animalista Contra el Maltractament Animal,PACMA,5
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Ciutadans,C's,107
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Partit Popular,PP,36
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Candidatura d'Unitat Popular,CUP,44
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Vots en blanc,BLANCS,5
27/09/2015,2015,Autonòmiques,03-04 B,772,623,Vots nuls,NULS,0
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Unió,UDC,12
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Catalunya Sí Que Es Pot,CatSíqueesPot,42
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Junts pel Sí,JxSi,102
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Partiti dels Socialistes de Catalunya,PSC,83
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Junts pel Sí,JxSi,137
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Partit Animalista Contra el Maltractament Animal,PACMA,6
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Ciutadans,C's,144
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Partit Popular,PP,48
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Candidatura d'Unitat Popular,CUP,26
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Recortes Cero - Els Verds,RC-EV,5
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Vots en blanc,BLANCS,10
27/09/2015,2015,Autonòmiques,03-05 A,644,514,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Unió,UDC,7
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Catalunya Sí Que Es Pot,CatSíqueesPot,35
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Partiti dels Socialistes de Catalunya,PSC,93
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Junts pel Sí,JxSi,157
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Partit Animalista Contra el Maltractament Animal,PACMA,1
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Ciutadans,C's,143
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Partit Popular,PP,46
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Candidatura d'Unitat Popular,CUP,38
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Recortes Cero - Els Verds,RC-EV,3
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Vots en blanc,BLANCS,4
27/09/2015,2015,Autonòmiques,03-05 B,688,529,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Unió,UDC,8
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Catalunya Sí Que Es Pot,CatSíqueesPot,29
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Partiti dels Socialistes de Catalunya,PSC,46
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Junts pel Sí,JxSi,169
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Partit Animalista Contra el Maltractament Animal,PACMA,0
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Ciutadans,C's,87
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Partit Popular,PP,21
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Candidatura d'Unitat Popular,CUP,25
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,03-06 A,450,388,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Unió,UDC,12
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Catalunya Sí Que Es Pot,CatSíqueesPot,40
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Partiti dels Socialistes de Catalunya,PSC,53
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Junts pel Sí,JxSi,197
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Partit Animalista Contra el Maltractament Animal,PACMA,7
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Ciutadans,C's,90
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Partit Popular,PP,30
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Candidatura d'Unitat Popular,CUP,29
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Recortes Cero - Els Verds,RC-EV,2
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,03-06 B,580,463,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Unió,UDC,9
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Catalunya Sí Que Es Pot,CatSíqueesPot,42
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Partiti dels Socialistes de Catalunya,PSC,91
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Junts pel Sí,JxSi,152
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Partit Animalista Contra el Maltractament Animal,PACMA,3
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Ciutadans,C's,107
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Partit Popular,PP,50
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Candidatura d'Unitat Popular,CUP,35
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Recortes Cero - Els Verds,RC-EV,5
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Vots en blanc,BLANCS,3
27/09/2015,2015,Autonòmiques,03-07 U,683,499,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Unió,UDC,15
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Catalunya Sí Que Es Pot,CatSíqueesPot,63
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Partiti dels Socialistes de Catalunya,PSC,143
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Junts pel Sí,JxSi,146
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Partit Animalista Contra el Maltractament Animal,PACMA,10
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Ciutadans,C's,161
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Partit Popular,PP,34
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Candidatura d'Unitat Popular,CUP,38
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Recortes Cero - Els Verds,RC-EV,6
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Vots en blanc,BLANCS,2
27/09/2015,2015,Autonòmiques,03-08 U,946,622,Vots nuls,NULS,4
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Unió,UDC,27
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Catalunya Sí Que Es Pot,CatSíqueesPot,51
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Partiti dels Socialistes de Catalunya,PSC,68
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Junts pel Sí,JxSi,282
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Partit Animalista Contra el Maltractament Animal,PACMA,1
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Ciutadans,C's,130
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Partit Popular,PP,48
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Candidatura d'Unitat Popular,CUP,62
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Recortes Cero - Els Verds,RC-EV,1
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Vots en blanc,BLANCS,2
27/09/2015,2015,Autonòmiques,03-09 U,810,674,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Unió,UDC,8
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Catalunya Sí Que Es Pot,CatSíqueesPot,27
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Partiti dels Socialistes de Catalunya,PSC,62
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Partit Animalista Contra el Maltractament Animal,PACMA,0
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Ciutadans,C's,88
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Partit Popular,PP,26
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Candidatura d'Unitat Popular,CUP,32
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Recortes Cero - Els Verds,RC-EV,1
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,03-10 A,484,348,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Unió,UDC,5
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Catalunya Sí Que Es Pot,CatSíqueesPot,31
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Partiti dels Socialistes de Catalunya,PSC,42
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Junts pel Sí,JxSi,118
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Partit Animalista Contra el Maltractament Animal,PACMA,5
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Ciutadans,C's,112
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Partit Popular,PP,35
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Candidatura d'Unitat Popular,CUP,24
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,03-10 B,513,374,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Unió,UDC,15
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Catalunya Sí Que Es Pot,CatSíqueesPot,31
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Partiti dels Socialistes de Catalunya,PSC,55
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Junts pel Sí,JxSi,361
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Partit Animalista Contra el Maltractament Animal,PACMA,4
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Ciutadans,C's,100
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Partit Popular,PP,45
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Candidatura d'Unitat Popular,CUP,44
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Recortes Cero - Els Verds,RC-EV,2
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Vots en blanc,BLANCS,2
27/09/2015,2015,Autonòmiques,04-01 A,797,659,Vots nuls,NULS,0
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Unió,UDC,17
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Catalunya Sí Que Es Pot,CatSíqueesPot,46
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Partiti dels Socialistes de Catalunya,PSC,56
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Junts pel Sí,JxSi,381
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Partit Animalista Contra el Maltractament Animal,PACMA,2
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Ciutadans,C's,100
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Partit Popular,PP,47
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Candidatura d'Unitat Popular,CUP,63
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Recortes Cero - Els Verds,RC-EV,2
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Vots en blanc,BLANCS,3
27/09/2015,2015,Autonòmiques,04-01 B,875,718,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Unió,UDC,11
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Catalunya Sí Que Es Pot,CatSíqueesPot,43
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Partiti dels Socialistes de Catalunya,PSC,79
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Junts pel Sí,JxSi,186
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Partit Animalista Contra el Maltractament Animal,PACMA,4
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Ciutadans,C's,139
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Partit Popular,PP,61
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Candidatura d'Unitat Popular,CUP,42
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Recortes Cero - Els Verds,RC-EV,3
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Vots en blanc,BLANCS,0
27/09/2015,2015,Autonòmiques,04-02 A,754,576,Vots nuls,NULS,8
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Unió,UDC,7
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Catalunya Sí Que Es Pot,CatSíqueesPot,71
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Partiti dels Socialistes de Catalunya,PSC,91
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Junts pel Sí,JxSi,233
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Partit Animalista Contra el Maltractament Animal,PACMA,2
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Ciutadans,C's,137
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Partit Popular,PP,57
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Candidatura d'Unitat Popular,CUP,23
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Recortes Cero - Els Verds,RC-EV,3
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Vots en blanc,BLANCS,4
27/09/2015,2015,Autonòmiques,04-02 B,832,636,Vots nuls,NULS,8
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Unió,UDC,6
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Catalunya Sí Que Es Pot,CatSíqueesPot,34
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Partiti dels Socialistes de Catalunya,PSC,70
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Junts pel Sí,JxSi,166
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Partit Animalista Contra el Maltractament Animal,PACMA,7
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Ciutadans,C's,115
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Partit Popular,PP,35
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Candidatura d'Unitat Popular,CUP,45
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Recortes Cero - Els Verds,RC-EV,2
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Vots en blanc,BLANCS,2
27/09/2015,2015,Autonòmiques,04-03 U,680,482,Vots nuls,NULS,0
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Unió,UDC,9
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Catalunya Sí Que Es Pot,CatSíqueesPot,32
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Partiti dels Socialistes de Catalunya,PSC,59
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Junts pel Sí,JxSi,106
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Partit Animalista Contra el Maltractament Animal,PACMA,1
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Ciutadans,C's,97
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Partit Popular,PP,41
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Candidatura d'Unitat Popular,CUP,26
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Recortes Cero - Els Verds,RC-EV,0
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,04-04 A,523,373,Vots nuls,NULS,1
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Unió,UDC,4
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Catalunya Sí Que Es Pot,CatSíqueesPot,35
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Partiti dels Socialistes de Catalunya,PSC,67
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Junts pel Sí,JxSi,127
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Partit Animalista Contra el Maltractament Animal,PACMA,2
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Ciutadans,C's,94
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Partit Popular,PP,40
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Candidatura d'Unitat Popular,CUP,31
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Recortes Cero - Els Verds,RC-EV,1
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Vots en blanc,BLANCS,2
27/09/2015,2015,Autonòmiques,04-04 B,596,405,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Unió,UDC,8
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Catalunya Sí Que Es Pot,CatSíqueesPot,45
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Partiti dels Socialistes de Catalunya,PSC,108
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Junts pel Sí,JxSi,153
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Partit Animalista Contra el Maltractament Animal,PACMA,2
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Ciutadans,C's,136
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Partit Popular,PP,66
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Candidatura d'Unitat Popular,CUP,41
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Recortes Cero - Els Verds,RC-EV,2
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Vots en blanc,BLANCS,5
27/09/2015,2015,Autonòmiques,04-06 U,794,568,Vots nuls,NULS,2
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Unió,UDC,5
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Catalunya Sí Que Es Pot,CatSíqueesPot,53
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Partiti dels Socialistes de Catalunya,PSC,59
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Junts pel Sí,JxSi,133
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Partit Animalista Contra el Maltractament Animal,PACMA,3
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Ciutadans,C's,111
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Partit Popular,PP,24
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Candidatura d'Unitat Popular,CUP,34
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Recortes Cero - Els Verds,RC-EV,5
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Vots en blanc,BLANCS,1
27/09/2015,2015,Autonòmiques,04-07 A,529,431,Vots nuls,NULS,3
27/09/2015,2015,Autonòmiques,04-07 B,704,575,Unió,UDC,11
27/09/2015,2015,Autonòmiques,04-07 B,704,575,Catalunya Sí Que Es Pot,CatSíqueesPot,70
