fechafin,linklorcajoven,titulo,descripcion,convoca,destinatarios,lugarrealizacion,contacto,plazosolicitud,enlace
"30/06/2018 0:00:00","http://www.lorcajoven.es/Ayudas/ficha.asp?id=2926","Enisa jóvenes emprendedores","Las ayudas ENISA JÓVENES EMPRENDEDORES tienen como objetivo estimular la creación de empresas promovidas por jóvenes empresarios, facilitando el acceso a una financiación preferente con la única garantía de su proyecto empresarial.  Si apuestas por un modelo de negocio innovador y novedoso consulta estas ayudas, te facilitan el acceso a un préstamo participativo entre 25.000 y 75.000 euros con la única garantía de su proyecto empresarial.","Empresa Nacional de Innovación (ENISA)","","","","","http://www.enisa.es/es/financiacion/info/creacion/enisa-jovenes-emprendedores"
