nombre_barrio,geometria
"ANGELES (LOS)-APOLONIA","POLYGON((-1.68530767610204 37.6860454552496,-1.68530764932564 37.68604545496,-1.68439906720302 37.685963983741,-1.68439893537092 37.6859639780659,-1.68214061853477 37.6859713713162,-1.68214037197384 37.6859713937014,-1.68214013744447 37.6859714581746,-1.68140733464037 37.6862475271781,-1.68043940518167 37.6866121652691,-1.68043935720349 37.6866121792155,-1.68043930612425 37.6866121785114,-1.67905719963105 37.686491590013,-1.67905714474902 37.6864915805478,-1.67905711673079 37.6864915418685,-1.67841041811413 37.6853344308832,-1.67841037558015 37.6853343143335,-1.67838702689222 37.6852086343344,-1.67838697421504 37.685208465598,-1.67833656272376 37.6850951358651,-1.67833645207795 37.685094954656,-1.67833629355295 37.6850947975028,-1.67825049640198 37.685026930724,-1.67825035091981 37.685026833508,-1.67825018704901 37.6850267569695,-1.67825000939384 37.685026703259,-1.67806946163647 37.6849855043969,-1.67806925787096 37.6849854735853,-1.67790837682963 37.6849731053198,-1.67790832806087 37.6849730978726,-1.67790831528463 37.6849730597343,-1.67788512291654 37.6848635843501,-1.67788511680684 37.684863544997,-1.67787355992404 37.6847471248491,-1.67787352788819 37.6847469718476,-1.67781193352318 37.6845561041509,-1.67781191875267 37.6845560384647,-1.67779165169623 37.6843996427911,-1.67779161528256 37.684399491043,-1.67779154679265 37.684399346467,-1.67775088528132 37.6843317413427,-1.67775087824095 37.6843317291756,-1.67759574754832 37.6840527866591,-1.67759572722961 37.6840527521189,-1.6773472221526 37.6836525998655,-1.67734718760428 37.6836525301251,-1.67732330410082 37.6835893047992,-1.6773232739315 37.6835892353498,-1.67724565901766 37.6834316993367,-1.67724565671499 37.683431694584,-1.67719820380984 37.6833320761562,-1.67705916938215 37.683040197986,-1.6770591502167 37.6830401603363,-1.67684097830472 37.6826378881942,-1.67684096218296 37.6826378473504,-1.67684100541919 37.6826378218233,-1.6771968936115 37.682469831317,-1.67719706937635 37.6824697290028,-1.67719721727616 37.6824696018619,-1.67719733185098 37.6824694545878,-1.67719740887112 37.6824692926174,-1.67719744549327 37.6824691219301,-1.67719744036547 37.682468948827,-1.67719739367702 37.6824687796984,-1.6771973071515 37.6824686207881,-1.67719718398311 37.6824684779624,-1.6771970287188 37.6824683564939,-1.67719684709038 37.6824682608667,-1.67708963533459 37.682422935651,-1.67708959455666 37.68242291459,-1.67708956532277 37.6824228837021,-1.67703437755449 37.6823525347285,-1.67703432607091 37.6823524507478,-1.6769754558027 37.682223971686,-1.67697544306005 37.682223933808,-1.67697543885734 37.682223894742,-1.67697588838227 37.6820910432425,-1.67697588902735 37.6820910229328,-1.67698649190961 37.681914815979,-1.67698648030579 37.6819146373912,-1.67696063316192 37.6817796080789,-1.67696055187089 37.6817793840103,-1.67690030356742 37.6816693555953,-1.67690019356387 37.6816691992956,-1.67679669557962 37.6815513885619,-1.67679660662118 37.6815512997841,-1.67656744242735 37.6813500362133,-1.6765674146928 37.681350006672,-1.67656745868787 37.6813499950121,-1.6786949720905 37.6811682678137,-1.68175881789112 37.6809026907281,-1.68233937693186 37.6808864529037,-1.68233942612854 37.680886456153,-1.68233944420239 37.6808864926637,-1.68243688628885 37.6811537179458,-1.68243691132519 37.6811537785059,-1.68260943922999 37.6815261423937,-1.68260950500065 37.6815262583638,-1.68267523286821 37.6816232342673,-1.68267535133836 37.6816233753889,-1.68267550098746 37.681623496364,-1.68267567651226 37.6816235929055,-1.68267587169254 37.6816236615921,-1.6827569990408 37.6816452132339,-1.68275718074454 37.6816452485734,-1.68296566949913 37.6816715498981,-1.68296571704243 37.6816715550786,-1.68328571685902 37.6817009550309,-1.68328577922287 37.6817009635886,-1.68345703814002 37.6817323819616,-1.68345714833301 37.6817324119625,-1.68361746011918 37.6817913414493,-1.68361750313421 37.681791361137,-1.68361753477468 37.6817913915341,-1.68370001087599 37.6818868216732,-1.68370003939911 37.6818868637697,-1.68370005591969 37.6818869097436,-1.68371163923838 37.6819404443351,-1.68371168071329 37.6819405758439,-1.68374288395269 37.6820151889324,-1.68374294273116 37.6820153028259,-1.68395075710163 37.6823506912474,-1.68395075901114 37.6823506943144,-1.68412758157648 37.682633349845,-1.68412759781204 37.6826333817448,-1.68412760769734 37.6826334152465,-1.68424578385834 37.6832411464904,-1.68432522818764 37.6836728580882,-1.68432522962554 37.6836728664478,-1.6845671946334 37.6851849398168,-1.68456719614123 37.685184979753,-1.68456714742727 37.6851849896299,-1.68453144549436 37.6851893735562,-1.68453123527823 37.6851894160519,-1.68453103908953 37.6851894895803,-1.68453086410676 37.6851895914509,-1.68453071673247 37.6851897179364,-1.68453060235907 37.6851898644087,-1.68453052517144 37.6851900255085,-1.68453048799386 37.685190195341,-1.68453049218665 37.6851903676922,-1.68455657694033 37.6853696460288,-1.68455662274844 37.6853698155897,-1.68455670857671 37.6853699750376,-1.68455683124666 37.6853701184679,-1.68455698621542 37.6853702405687,-1.68455716774399 37.6853703368182,-1.68455736910981 37.6853704036522,-1.68455758285565 37.6853704385953,-1.68455780106582 37.6853704403538,-1.68485212537892 37.6853502202562,-1.6848521761107 37.6853502207155,-1.68485218582567 37.6853502602895,-1.68487866858873 37.6855710153298,-1.68487870950821 37.6855711839763,-1.68493819025996 37.6857319778103,-1.68493827255325 37.6857321400686,-1.68502065052143 37.6858577810204,-1.68502075644499 37.6858579131141,-1.68502088954921 37.6858580286367,-1.685021045813 37.6858581240982,-1.68502122051563 37.6858581966148,-1.68506521046287 37.6858727436869,-1.68506525391646 37.6858727618118,-1.68506527970866 37.6858727949917,-1.68511800282213 37.6859564441107,-1.68511809410845 37.6859565644752,-1.68511820783189 37.6859566720972,-1.68515181711326 37.6859838573083,-1.68515201866818 37.6859839867602,-1.68524356814597 37.6860301284727,-1.68524384952561 37.6860302305872,-1.68530765133708 37.6860454471527,-1.68530767610204 37.6860454552496))"
"CORAZON DE MARIA","POLYGON((-1.70641160240474 37.6880455893917,-1.70641155843934 37.688045624016,-1.70633297020231 37.6880949210046,-1.70633291798843 37.6880949468898,-1.70633285990639 37.6880949630545,-1.70620853771458 37.6881177222794,-1.70620842953459 37.6881177335041,-1.70597629666864 37.6881238694947,-1.70597610753955 37.6881238872082,-1.70597592480723 37.6881239298228,-1.70590674222007 37.6881452229457,-1.70590654007456 37.6881453044708,-1.705906362372 37.6881454163183,-1.70590621621318 37.688145554019,-1.70587661932607 37.6881798897773,-1.70587651637469 37.6881800370885,-1.70587644973173 37.6881801970554,-1.70585843270738 37.6882424437858,-1.70585840467844 37.688242611316,-1.70585841650271 37.6882427800591,-1.7058806469845 37.6883600408851,-1.70588070215216 37.6883602136128,-1.70592045400514 37.6884474045377,-1.70592055358429 37.6884475688038,-1.70603700394231 37.6885984153961,-1.70603709848068 37.6885985202129,-1.70611729227775 37.6886751882291,-1.70611736225477 37.688675249217,-1.70625524030944 37.6887848812277,-1.70625530097918 37.6887849260661,-1.70644392854966 37.6889144493851,-1.70644396704548 37.6889144746639,-1.70660302084386 37.6890143183796,-1.70660307932141 37.6890143527269,-1.70669816732293 37.6890665421992,-1.70669826461784 37.6890665900266,-1.70684303836897 37.6891299657808,-1.70684305414839 37.6891299729527,-1.70706739216898 37.6892357648929,-1.70706741767699 37.6892357776625,-1.70735707572403 37.6893894809498,-1.70735712496249 37.6893895102697,-1.70753787888052 37.6895098570364,-1.70753797204542 37.6895099361161,-1.7076570964616 37.6896393560783,-1.70765713571521 37.6896394050714,-1.70780711954383 37.6898563344535,-1.70780714778191 37.6898563815787,-1.70789349564794 37.6900250325104,-1.70789353693536 37.6900251040348,-1.70816916636664 37.6904523178181,-1.70816918872631 37.6904523569737,-1.70827167280785 37.6906573018336,-1.70827169669374 37.6906573613347,-1.70832025892482 37.6908154950272,-1.70832026245264 37.6908155062041,-1.70840608842593 37.6910802369139,-1.70840611655527 37.6910803105191,-1.70847852957071 37.6912442698798,-1.7084785359856 37.6912442852871,-1.70854550743091 37.6914154119119,-1.70854553618948 37.6914154766019,-1.70859394249863 37.6915124415468,-1.70859395745233 37.6915124753703,-1.70862958431034 37.6916046342633,-1.70862960074007 37.6916046885585,-1.70865355506023 37.6917130334439,-1.70865355702036 37.6917130428983,-1.70866957666342 37.6917957870179,-1.7086695830585 37.6917958669172,-1.7086641775255 37.6919635186313,-1.70866417720073 37.691963549944,-1.70866505046579 37.692039531855,-1.70866504657454 37.6920395887966,-1.7086373052462 37.6922261214349,-1.7086373021276 37.6922261393213,-1.70860305557109 37.6923972557408,-1.70860303445432 37.6923973251601,-1.70855117694293 37.6925230917399,-1.70855116782531 37.6925231121765,-1.70849607303188 37.6926377652077,-1.70849605127651 37.6926378006919,-1.7084960219916 37.692637832574,-1.70833215284239 37.692786569722,-1.70833213004875 37.6927865892176,-1.70811228441254 37.6929638255397,-1.70811226861324 37.6929638377904,-1.70798868305994 37.6930560020891,-1.70798866797185 37.693056012943,-1.70778875550344 37.6931947178701,-1.70768395873278 37.6932660015222,-1.70768392748344 37.6932660235841,-1.70759169201726 37.6933335987377,-1.70759166249579 37.6933336189204,-1.70719966046671 37.69358351873,-1.70719964069025 37.6935835307794,-1.70713761722594 37.6936196286112,-1.70682823782731 37.693799687271,-1.7068281985822 37.6937997111732,-1.70647411812322 37.6940252675622,-1.70647410411885 37.694025276201,-1.70645076639618 37.6940392132058,-1.70632346581149 37.6941152353951,-1.70632335749673 37.6941153089783,-1.7061445752074 37.6942531236032,-1.70601365493939 37.6943540434963,-1.70601357702209 37.6943540937142,-1.70548357473641 37.6946377312682,-1.70548355626025 37.6946377407473,-1.70539641654996 37.6946805676304,-1.70478200730465 37.6949825299809,-1.70478196040335 37.6949825481099,-1.70478193064233 37.6949825140754,-1.70467181139313 37.6948246353368,-1.70467168104721 37.6948244861946,-1.70454468240214 37.6947065834785,-1.7045445220113 37.6947064611933,-1.7043640963105 37.6945936744459,-1.70436406491984 37.6945936533136,-1.70417624282802 37.6944576060462,-1.7041761620026 37.6944575333255,-1.70407991325537 37.6943493214747,-1.70407986867427 37.6943492621627,-1.70403302442386 37.6942744246111,-1.70403289447206 37.6942742628755,-1.70397632177039 37.6942180875943,-1.70397629099007 37.6942180539566,-1.70368937970006 37.6938719672083,-1.70368934432411 37.6938719180639,-1.70358945921805 37.6937103583664,-1.7035894376984 37.6937103189013,-1.70338920367976 37.6932890130329,-1.70338917511892 37.6932889291837,-1.70336274412167 37.6931647640973,-1.70336273647895 37.6931647034461,-1.70334966673508 37.6928405933986,-1.70334965740996 37.6928405034036,-1.70331977554126 37.6926620363033,-1.70331977348798 37.6926620246251,-1.70330560617304 37.6925851217256,-1.7033055804345 37.6925850218344,-1.70328094357069 37.6925109999888,-1.70328086350136 37.6925108305211,-1.70323216957026 37.6924326851629,-1.70323211314452 37.6924326051314,-1.70312239621955 37.6922940357514,-1.70312230468333 37.6922939360185,-1.70290486228905 37.6920882441572,-1.70290481716305 37.6920882039718,-1.70259844789501 37.6918312621344,-1.70259839703818 37.691831222093,-1.70246176737507 37.6917302370126,-1.70246166724631 37.6917301710952,-1.70229988791047 37.6916355503438,-1.70229978682763 37.6916354975853,-1.70217744364424 37.691578821237,-1.70217737687693 37.6915787926396,-1.70182652766493 37.6914403434519,-1.70182648287577 37.6914403237248,-1.70156850653811 37.6913142687313,-1.70156847050386 37.6913142495772,-1.70144039016452 37.6912403821285,-1.70144033421505 37.6912403452846,-1.70128248699383 37.691122036219,-1.70128246509017 37.691122018881,-1.70118367997472 37.6910394396965,-1.70118362584946 37.6910393869856,-1.70110643832814 37.6909513895664,-1.70110638353876 37.6909513115871,-1.70099521677104 37.6907478972401,-1.70099517507461 37.6907477782178,-1.70074871867755 37.6892874618229,-1.70074871742225 37.6892874538452,-1.70066802437444 37.6887346097751,-1.7006680232941 37.6887346017454,-1.7005237697996 37.6875631964809,-1.70048310938835 37.6872135695442,-1.70048310857341 37.6872135628125,-1.70042337356331 37.6867388188495,-1.70042333618485 37.6867386626876,-1.70038128634453 37.6866208028301,-1.70038121810002 37.6866206593843,-1.70031285591612 37.6865072257449,-1.7003127758664 37.6865071141203,-1.70026228366307 37.6864470990017,-1.70026222189562 37.6864470324157,-1.70015669044632 37.6863435696678,-1.70015658405603 37.6863434789176,-1.70005351030147 37.6862668792858,-1.70005333124035 37.6862667705748,-1.7000531286668 37.6862666921467,-1.70005291057949 37.6862666470983,-1.70005268558966 37.6862666372084,-1.70005246258109 37.6862666628675,-1.70005225035934 37.6862667230624,-1.70005205730403 37.6862668154163,-1.70005189103802 37.6862669362826,-1.70000239755533 37.6863108538227,-1.70000224597666 37.6863110246643,-1.69993522981369 37.6864090014012,-1.69993517779927 37.6864090881786,-1.69989586723131 37.6864848315702,-1.69989585481108 37.6864848537819,-1.69986725325377 37.6865324965297,-1.69986722886877 37.6865325294376,-1.69986718707665 37.6865325482897,-1.69972367548125 37.6865847458221,-1.69972362379059 37.6865847622334,-1.69949429577769 37.6866473792245,-1.69949422600388 37.6866473943943,-1.69918686264104 37.6866977089903,-1.6991868062719 37.686697719416,-1.6989745146198 37.686741550567,-1.69897446731682 37.6867415566894,-1.69897445553003 37.686741519772,-1.69892708565644 37.6865017759284,-1.69892706319117 37.6865016898627,-1.69888161203777 37.6863621672515,-1.69888160651103 37.6863621486719,-1.69885679607139 37.6862700694014,-1.69885678628221 37.6862700195906,-1.69883940345813 37.6861308171753,-1.69883938993638 37.6861307416163,-1.69881327750333 37.6860190038872,-1.69881325914322 37.6860189388297,-1.69878644243405 37.6859380547341,-1.69878643847077 37.6859380420345,-1.69875216012633 37.6858209517482,-1.69875212327939 37.6858208522316,-1.69870291770811 37.6857116136441,-1.69870283316106 37.685711468201,-1.69870271754302 37.6857113369541,-1.6986297704588 37.6856424802053,-1.69862965713826 37.6856423876113,-1.69849067196807 37.6855440251383,-1.69849059614373 37.6855439596861,-1.69833721206281 37.6853819305225,-1.69833713808914 37.6853818255329,-1.69827631123666 37.68525934507,-1.69827629522719 37.6852592981008,-1.6982763062482 37.6852592502336,-1.69841336723165 37.6848973424083,-1.6984133876499 37.6848973028686,-1.69841342538676 37.6848972724175,-1.69867620440215 37.6847228169622,-1.69867636542278 37.6847226857835,-1.69877621612184 37.6846227607744,-1.69877632463373 37.684622630377,-1.69877640315675 37.6846224870381,-1.69882243466415 37.684513473136,-1.69882246841401 37.6845133752399,-1.69884711609683 37.6844219554605,-1.69884714017015 37.6844218062191,-1.69884713266426 37.6844216558747,-1.69876916275344 37.6839213720641,-1.6987691616332 37.6839213265923,-1.69876918365713 37.6839212846149,-1.69897669175395 37.6836184766967,-1.69897677064332 37.6836183330949,-1.69897681704223 37.683618180804,-1.69900683800008 37.6834608671859,-1.69900684852837 37.6834606747776,-1.69900680737382 37.6834604849851,-1.69900671641597 37.6834603064762,-1.69892250297388 37.6833353796542,-1.69892245456938 37.6833352817645,-1.69882152845742 37.6830301557338,-1.6988215205508 37.6830301165442,-1.69882156984845 37.6830301101953,-1.69908085076766 37.6830171972833,-1.69908106780718 37.6830171695048,-1.69908127402362 37.6830171089651,-1.69908146166626 37.6830170179396,-1.69908162368251 37.6830168998495,-1.69908175398293 37.6830167591333,-1.69908184767013 37.6830166010797,-1.69913414085353 37.6829002858254,-1.69913418501294 37.6829001590827,-1.69917425267578 37.6827406994564,-1.69917427463028 37.6827405241857,-1.69917425326825 37.6827403488688,-1.69917418940572 37.6827401802028,-1.69917408548225 37.6827400246308,-1.69911766430917 37.6826724621883,-1.69911748826137 37.6826722980489,-1.69897609719482 37.6825686679689,-1.69897606151199 37.6825686362272,-1.69897604352501 37.6825685961347,-1.6989468345402 37.6824760769091,-1.69894676173496 37.6824759142501,-1.69890721000701 37.6824087442957,-1.6989071771228 37.682408673521,-1.69888469798219 37.682344063809,-1.69888461587705 37.6823438955934,-1.69888449325412 37.682343743748,-1.69888433502865 37.6823436143594,-1.69888414754304 37.6823435126141,-1.69888393831253 37.6823434425905,-1.69888371572401 37.6823434070955,-1.69888348869982 37.6823434075519,-1.69865865467281 37.6823618419101,-1.69865861008308 37.6823618427404,-1.69865856588896 37.6823618379578,-1.69861123243315 37.6823536345204,-1.69861118426188 37.68235362225,-1.698611178448 37.6823535823139,-1.6986087557395 37.6822560221655,-1.69860875996486 37.6822559804727,-1.69860881040954 37.6822559685453,-1.69882336546856 37.6822233395171,-1.69882358812197 37.6822232863726,-1.69882379245864 37.6822231982568,-1.6988239698896 37.6822230788735,-1.69891761552468 37.6821456443589,-1.69891775093162 37.6821455082976,-1.69891785102779 37.6821453541378,-1.69893694811421 37.6821073541922,-1.69893701231265 37.6821071739708,-1.69893702824895 37.6821069870949,-1.69893699523472 37.6821068016372,-1.69893691469608 37.682106625609,-1.69893679011214 37.6821064666143,-1.69893662686464 37.6821063315215,-1.69893643200551 37.6821062261661,-1.69874979623237 37.6820264834116,-1.69874951316263 37.6820263988513,-1.69866130571067 37.6820102954673,-1.69866110148482 37.6820102734562,-1.69860134661814 37.6820081926316,-1.69860129317395 37.682008186335,-1.6986012833403 37.6820081441129,-1.6985875647759 37.6818715422123,-1.6985875179142 37.6818713480775,-1.69858741892307 37.6818711667331,-1.69852719176055 37.6817874168764,-1.69852716852373 37.6817873747131,-1.69852718147525 37.6817873298484,-1.69880859748475 37.6811384238891,-1.69880861755806 37.6811383887572,-1.69880866290836 37.6811384025296,-1.69987907636136 37.6815591831012,-1.69987908803396 37.6815591876237,-1.70176510041148 37.68227930035,-1.70176514388192 37.6822793210579,-1.70176516719975 37.6822793568207,-1.70234585895627 37.6834150614381,-1.70234586942199 37.6834150812273,-1.70252706569049 37.6837465868415,-1.70252714366696 37.6837467047835,-1.70274381828084 37.6840227287116,-1.70274386989019 37.684022812889,-1.70295746676557 37.6844892680034,-1.70295752464945 37.684489373068,-1.70305321502204 37.6846367480942,-1.70305335172379 37.6846369118903,-1.70305352985731 37.6846370482375,-1.70305374094922 37.6846371506501,-1.70331256630731 37.6847336899575,-1.70331275578751 37.6847337448847,-1.70359466598648 37.6847935152532,-1.70359472001514 37.6847935317607,-1.70359475104809 37.6847935705926,-1.70364064316619 37.684867273201,-1.70364066127539 37.6848673103922,-1.70364066167862 37.6848673502697,-1.70362588071457 37.6850098275784,-1.70362586765768 37.6850098786823,-1.70362583991969 37.6850099259406,-1.70355791253398 37.6850970881611,-1.70355788514704 37.6850971175719,-1.70355784723839 37.6850971383345,-1.7033569214016 37.6851887458233,-1.70335685018018 37.6851887811421,-1.70316867017963 37.6852899780052,-1.70316843828292 37.6852901439004,-1.70311325331786 37.6853422254562,-1.70311313698066 37.685342357671,-1.70311305217159 37.6853425042523,-1.70311300160872 37.6853426605023,-1.70311298691256 37.6853428214134,-1.70311300855409 37.6853429818284,-1.70313322467059 37.685423714039,-1.70313328423645 37.6854238733744,-1.70313337961099 37.6854240213055,-1.70313350754963 37.6854241528,-1.70322079801502 37.6854985349265,-1.70322094633863 37.6854986408811,-1.70322111572554 37.6854987245461,-1.70337895079516 37.6855621315032,-1.70337913557509 37.6855621901875,-1.70337933041794 37.6855622222991,-1.70356724133404 37.6855797183479,-1.70356738593142 37.6855797244138,-1.70380374616108 37.6855776293854,-1.70380379019307 37.685577628315,-1.70401301112184 37.6855693068942,-1.70401313447705 37.6855693127355,-1.70425327816223 37.6856018831072,-1.70425329070488 37.6856018849239,-1.70470740719471 37.6856718597594,-1.704707734161 37.6856718718987,-1.7048045146238 37.6856642987526,-1.70480473459302 37.6856642638224,-1.7048049416066 37.6856641951647,-1.70480512756401 37.685664095466,-1.70480528518864 37.6856639686276,-1.70487276871809 37.6855976617139,-1.7048728806207 37.6855975293206,-1.70487296140399 37.6855973833239,-1.7048730085378 37.6855972282962,-1.70487302054589 37.6855970690931,-1.70486975495855 37.6855067705006,-1.70486972331318 37.6855065834407,-1.70486964333597 37.6855064057217,-1.70477638851157 37.6853523445476,-1.70477631711193 37.6853522437232,-1.70469898200924 37.6852577866027,-1.70469896121903 37.685257756334,-1.70469894653205 37.6852577238849,-1.70467349977843 37.6851841115151,-1.70467349125893 37.685184075561,-1.70467349023785 37.685184038984,-1.70467980710553 37.6851001817383,-1.70467983803107 37.6851000598203,-1.70472671583775 37.6849940849586,-1.70472674300557 37.6849940402817,-1.70472678199419 37.6849940015246,-1.70482039058618 37.6849197783403,-1.70482052032987 37.6849197015166,-1.70491227881503 37.6848802028086,-1.70491234078985 37.6848801833403,-1.70491240681111 37.6848801761364,-1.70503270353598 37.684878602578,-1.70503275249274 37.6848786054068,-1.70503279281597 37.6848786276515,-1.70514810212974 37.684955162654,-1.70514820633678 37.6849552538693,-1.70526907389464 37.6850958481501,-1.70526910984617 37.6850958961041,-1.70541710460104 37.6853244319927,-1.70541713839337 37.6853244958203,-1.70548954131716 37.6854974127588,-1.70548956809565 37.6854975156284,-1.70551414699031 37.6857220846234,-1.70551414871543 37.6857221065882,-1.70552021058698 37.6858491225289,-1.70552021098681 37.685849137285,-1.70552174244743 37.6860854289062,-1.70552174046764 37.68608546891,-1.70550181329237 37.6862740699895,-1.70550180977795 37.6862741196678,-1.70549440206843 37.6864802467541,-1.70549440304353 37.6864803178407,-1.70550107902347 37.686585592999,-1.7055010873144 37.6865856654307,-1.70552424809062 37.6867252779785,-1.7055242706764 37.6867253737903,-1.70556797524451 37.6868677338266,-1.70556801167729 37.6868678292315,-1.70563018377427 37.6870031884982,-1.70563024991031 37.6870033057662,-1.70569653181377 37.6871014192388,-1.7056967072022 37.6871016123348,-1.70587388142688 37.6872504250171,-1.70587389053554 37.6872504325792,-1.70611525011079 37.6874484947887,-1.70611529833581 37.687448539967,-1.70619297870596 37.6875318622208,-1.70619301973958 37.6875319130379,-1.70629146453582 37.6876739714077,-1.70629147156705 37.6876739818779,-1.70640999807583 37.687856217605,-1.70641005024925 37.6878563360957,-1.70643617576205 37.6879608227471,-1.70643618108975 37.6879608694212,-1.70643617397702 37.6879609159449,-1.70641162300311 37.6880455430062,-1.70641160240474 37.6880455893917))"
