idtrafico,nombreincidencia,detalleincidencia,fechainicio,fechafin,calle,longitud,latitud,url
"12106","Calle cortada","ENTRADA PROHIBIDA, R-101, EXCEPTO VEHICULOS AUTORIZADO EN HORARIO ESCOLAR DE LUNES A VIERNES LABORABLES","10/09/2012 0:00:00","31/12/2017 0:00:00","ACCESO COLEGIO SAN FERNANDO  (C/. DEL CAMBI) entrando por C/. Poeta Para Vico,exp. 1803","-1.69253455714716","37.6682473067835","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=12106"
"18099","Calle cortada","OBRAS  DE REPARACIÓN Y REGENERACION URBANA DE ESACIOS PÚBLICOS DAÑADOS  POR EL TERREMOTO, EMPRESA RESPONSABLE SEÑALIZA SEGUN NORMATIVA VIGENTE.","16/05/2016 0:00:00","31/12/2017 0:00:00","TRAVESIA SANDOVAL,ENTRADA PROHIBIDA, R-101, EXCEPTO PASO VEHICULOS E EMERGENCIA Y PERSONAS A INMUEBLES,EXP. 844/2016","-1.6908752374344","37.6842676081993","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=18099"
"19997","Calle cortada","PROHIBIDO ESTACIONAR, POR OBRAS RENOVACIÓN URBANA. EMPRESA RESPONSABLE DEBE SEÑALIZAR SEGÚN NORMATIVA VIGENTE.","02/10/2017 0:00:00","02/12/2017 0:00:00","C/. HORNO SANTA QUITERIA, tramo entre Puente Tocinos y C/. Domingo Albarracin, ENTRADA PROHIBIDA, R-101, EXCEPTO PASO VEHÍCULOS DE EMERGENCIA, RESIDENTES.exp. 1393/2017","-1.68994654882658","37.6726640174524","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19997"
"17115","Calle cortada","INMUEBLE EN MAL ESTADO, SEÑALIZADO, ACCESO SOLO PERSONAS A INMUEBLES (REVISADO PERSONAL DE URBANISMO) 3/3/2016","12/11/2015 0:00:00","31/12/2017 0:00:00","TRAVESIA SEGURA, N  13, EXP. 1560","-1.68966536441803","37.6827045273413","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=17115"
"19975","Calle cortada","PROHIBIDO ESTACIONAR,  PARA OBRAS MEJORAS DE INFRAESTRUCTURAS BÁSICAS, empresa responsable debe señalizar según normativa vigente.","25/09/2017 0:00:00","31/12/2017 0:00:00","C/. COLMENAR, ALMAZAN, ZAMORA Y ADYACENTES,entrada prohibida, R-101, excepto  paso vehículos  de emergencia y personas a inmuebles, EXP. 1370/2017","-1.68907071045078","37.6837131049953","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19975"
"20091","Calle cortada","PROHIBIDO ESTACIONAR, RESERVADO VEHÍCULOS AUTORIZADOS, FERIAS GANADERAS, INCLUIDA SEPOR Y SEÑALIZADO ACCESOS A LA CIUDAD-SEPOR","30/10/2017 0:00:00","22/11/2017 0:00:00","CALLE DE SERVICIO JUNTO A PUERTA PRINCIPAL HUERTO LA RUEDA, EXP. 1486/2017","-1.68884503544314","37.673875681858","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20091"
"19574","Calle cortada","OBRAS MEJORA INFRAESTRUCTURAS BÁSICAS, EMPRESA RESPONSABLE SEÑALIZA SEGÚN NORMATIVA VIGENTE.","31/05/2017 0:00:00","31/10/2017 0:00:00","C/. GARCIA BOLEA, (Y CARGA -DESCARGA MATERIAL DE OBRA EN ESQUINA C/. CAMPUZANO) EXP. 923/2017","-1.6885568865082","37.6838216235243","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19574"
"19135","Calle cortada","PROHIBIDO ESTACIONAR, PARA OBRAS RENOVACIÓN URBANA, EMPRESA RESPONSABLE SEÑALIZA SEGUN NORMATIVA VIGENTE.","02/03/2017 0:00:00","31/12/2017 0:00:00","C/. CATEDRATICO JOAQUIN CASALDUERO,EXP. 255/2017","-1.68459149024352","37.6837679365949","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19135"
"20036","Calle cortada","PROHIBIDO ESTACIONAR, PARA OBRAS RENOVACIÓN URBANA, empresa responsable debe señalizar según normativa vigente, con desvios alternativos.","11/10/2017 0:00:00","31/10/2017 0:00:00","AVDA. LOS ANGELES, EXPLANADA CON PASEO DE LOS ANGELES,EXP. 1432/2017","-1.68439318346714","37.6855756703638","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20036"
"19853","Calle cortada","PROHIBIDO ESTACIONAR, POR  OBRAS RENOVACIÓN URBANA, EMPRESA RESPONSABLE DEBE SEÑALIZAR SEGÚN NORMATIVA VIGENTE, INCLUIDO DESVIOS ALTERNATIVO.","21/08/2017 0:00:00","31/10/2017 0:00:00","AVDA. LOS ANGELES, EXP. 1249/2017","-1.68414105581974","37.6839497104859","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19853"
"20094","Calle cortada","PROHIBIDO ESTACIONAR, POR ASFALTO, OBRAS RENOVACION URBANA.empresa responsable debe señalizar según normativa vigente","30/10/2017 0:00:00","31/10/2017 0:00:00","AVDA. LOS ANGELES, PASEO LOS ANGELES,JUNTO A DESCAMPADO,  Y C/. JUAN RAMON JIMENEZ,EXP. 1489/2017","-1.68413569140171","37.6840218817847","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20094"
"20093","Calle cortada","PROHIBIDO ESTACIONAR, POR OBRAS RENOVACION URBANA.empresa responsable debe señalizar según normativa vigente","30/10/2017 0:00:00","22/11/2017 0:00:00","PASEO DE LOS ANGELES, entre C/. PIntor LUis Tornero y C/. Severo Ochoa,exp.  1488/2017","-1.68318923068841","37.684143246415","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20093"
"19768","Calle cortada","PROHIBIDO ESTACIONAR, PARA OBRAS RENOVACION URBANA, empresa responsable debe señalizar según normativa vigente.  CORTADA DEL 13 JULIO AL 31 DE AGOSTO 2017, RESTO ESTRECHAMIENTOS","13/07/2017 0:00:00","31/01/2018 0:00:00","C/., DR. FLEMING-ANTONIO MERLOS Y AVDA. LOS ANGELES-ESTRECHAMIENTOS tramo entre C/. Dr. Fleming y C/. Severo Ochoa,ENTRADA PROHIBIDA, EXCEPTO PASO VEHÍCULOS DE EMERGENCIA Y PERSONAS A INMUEBLES.exp. 1164/2017","-1.68299196137696","37.6832196183445","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19768"
"20092","Calle cortada","PROHIBIDO ESTACIONAR, OBRAS RENOVACION URBANA.empresa responsable debe señalizar según normativa vigente","30/10/2017 0:00:00","18/12/2017 0:00:00","C/. PERIODISTA HUERTAS GALINDO, EXP. 1487/2017","-1.68257580503234","37.6850958312089","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20092"
"19852","Calle cortada","PROHIBIDO ESTACIONAR, POR OBRAS RENOVACION URBANA, EMPRESA RESPONSABLE DEBE SEÑALIZAR SEGUN NORMATIVA VIGENTE, CON DESVIO ALTERNATIVO.","21/08/2017 0:00:00","31/10/2017 0:00:00","C/. TRANSFORMADOR, TODA, EXP. 1248/2017","-1.68207764625549","37.6836324683914","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19852"
"20069","Calle cortada","OBRAS RENOVACIÓN URBANA. Empresa responsable  debe señalizar según normativa vigente. ","23/10/2017 0:00:00","04/12/2017 0:00:00","C/. JERONIMO QUIJANO, RONSENDA LA CAPINTANA, EXP. 1464/2017","-1.68200313743432","37.6846434906662","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20069"
"19234","Calle cortada","OBRAS RENOVACION URBANA, POR DAÑOS SEISMOS, EMPRESA RESPONSABLA SEÑALIZA SEGUN NORMATIVA VIGENTE.","22/03/2017 0:00:00","31/12/2017 0:00:00","C/. GINES DE TERUEL,ENTRADA PROHIBIDA, R-101, EXCEPTO PASO VEHÍCULOS DE EMERGENCIA Y PERSONAS A INMUEBLE,EXP. 371/2017","-1.68164830422973","37.6835103361943","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19234"
"20078","Calle cortada","PROHIBIDO ESTACIONAR, OBRAS DE ASFALTO, empresa responsable debe señalizar según normativa vigente.","25/10/2017 0:00:00","07/11/2017 0:00:00","C/. FELIPON DE COPE,entre rampa-taller y Rotonda Apolonia. C/. ROQUE LÓPEZ, C/. JERONIMO QUIJANO, C/. PERIODISTA HUERTAS GALINDO,proximidad descampado C/. FUENTE DEL ORO Y C/. TRANSFORMADOR. ","-1.6811177951065","37.6843809813772","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20078"
"19000","Calle cortada","PROHIBIDO ESTACIONAR, OBRAS RENOVACIÓN URBANA, POR DAÑOS SEISMOS, EMPRESA RESPONSABLE SEÑALIZA SEGUN NORMATIVA VIGENTE.","30/01/2017 0:00:00","31/12/2017 0:00:00","ABIERTA AL TRÁFICO RODADO CON ESTRECHAMIENTOS, DESDE 8 DE MARZO 2017: C/. PATRONATO Y C/. ESCULTOR ROQUE LOPEZ, tramo entre C/. Fuente de Oro y descampado B  Apolonia,exp. 123/2017","-1.68091394722137","37.6845040963641","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=19000"
"20040","Calle cortada","OBRAS GESTIONADAS AGUAS DE LORCA,RENOVACIÓN RED SANEAMIENTO. Empresa responsable  debe señalizar según normativa vigente","11/10/2017 0:00:00","11/11/2017 0:00:00","c/. MIRAMAR, EN POBLACIÓN LA HOYA,CORTADO TRÁFICO RODADO, EXCPETO PASO VEHÍCULOS DE EMERGENCIA. EXP. 1440/2017","-1.5961035988114","37.7109520673376","http://www.lorca.es/ficheros/File/trafico/detalle.asp?id=470&trafico=20040"
