fechafin,linklorcajoven,titulo,descripcion,convoca,destinatarios,lugarrealizacion,contacto,plazosolicitud,enlace
"31/12/2017 0:00:00","http://www.lorcajoven.es/Actividades/ficha.asp?id=4118","InterRail. Viaja por Europa de forma económica.","Interrail es un pase que permite viajar en las compañías participantes de 30 países europeos y tránsito marítimo entre Italia y Grecia, según las características de la modalidad escogida. La gama de pases Interrail comprende los Interrail Global Pass e Interrail One Country Pass. Además del pase para adultos, existen las siguientes variantes: &quot;Youth&quot; se destinan a jóvenes que no tengan cumplidos 28 años el primer día de validez del pase. &quot;Senior&quot; se destinan a adultos con 60 años cumplidos el primer día de validez del pase. Es personal e intransferible, por lo que es necesario acreditar la identidad y fecha de nacimiento mediante la presentación de D.N.I. o pasaporte que incluya una fotografía. Interrail puede adquirirse en España 3 meses antes de la fecha del primer día de validez.  Existen dos modalidades: Escoja el Global Pass para viajar en hasta 30 países europeos. Si va a visitar a un solo país, entonces el One Country Pass es la elección perfecta para usted.","","","","","","http://www.interrail.eu/interrail-passes?gclid=CP-n7pmMutECFesW0wod2YUNLQ"
