id,fechaini,fechafin,nomcurso,tipocurso,paraquien,requisitos,contenido,duracion,numalumnos,horario,lugar,plazo,instancia,urlcurso
"235","","","Proyecto ELISA. Curso Operaciones auxiliares de montaje de instalaciones electrotécnicas y de telecomunicaciones en edificios y Taller de habilidades y competencias sociolaborales","","Desempleados","Formación e inserción sociolaboral (personas en riesgo de exclusión social).","","380 Curso + 15 Taller = 395 horas.","15","Por determinar.","Centro Municipal de Formación e Iniciativas Empresariales ","Hasta el 3 de noviembre de 2017.","ELECTRICIDAD.pdf","http://www.concejaliadeempleo.lorca.es/formacion/detalle-formacion.asp?tipo=1&id=235"
