AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO IMPUESTO;NOMBRE IMPUESTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;NRO RECIBOS;IMPORTE RECAUDADO;IMPORTE EJECUTIVA PENDIENTE;.                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;1804;MIGUEL ZABALETA KALEA;001;017;76;7.208,94;452,56;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;1804;MIGUEL ZABALETA KALEA;001;022;23;2.196,38;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;1804;MIGUEL ZABALETA KALEA;001;035;20;1.933,16;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;1805;URBIA PLAZA;001;008;6;491,90;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;002;TASA RECOG. BA;1806;IGANTZI KALEA;001;008;43;4.175,97;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;002;TASA RECOG. BA;1806;IGANTZI KALEA;001;024;222;21.705,25;905,12;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;1807;MASTI-LOIDI KALEA;001;018;2;1.072,74;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1901;ALFONSO XI.AREN KALEA;000;000;26;3.359,93;616,83;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;1901;ALFONSO XI.AREN KALEA;001;009;62;7.228,72;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;1903;FRANCISCO GAZKUE KALEA;001;009;37;4.742,57;616,83;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;002;TASA RECOG. BA;1904;JOSE ERBITI KALEA;001;009;80;8.895,63;681,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;1906;SEGUNDO ISPIZUA KALEA;001;009;153;17.412,36;876,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1907;VICENTE ELIZEGI KALEA;000;000;47;5.738,58;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;1907;VICENTE ELIZEGI KALEA;001;009;11;1.709,43;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;2001;BARRIO ALABERGA/ALABERGA AUZOA;001;010;1;98,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;2001;BARRIO ALABERGA/ALABERGA AUZOA;001;028;575;53.792,26;1.572,64;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;2002;JUAN OLAZABAL KALEA;000;000;34;4.141,74;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;2002;JUAN OLAZABAL KALEA;001;030;98;10.234,27;729,97;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;002;TASA RECOG. BA;2103;KAPUTXINOGAÑA;001;028;46;4.471,55;339,42;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;002;TASA RECOG. BA;2201;DONOSTIA KALEA/CALLE SAN SEBAS;001;013;219;23.149,96;667,52;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;2201;DONOSTIA KALEA/CALLE SAN SEBAS;001;014;217;24.548,03;783,58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;2201;DONOSTIA KALEA/CALLE SAN SEBAS;001;023;1;93,46;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;2202;IZTIETA PASEALEKUA/PASEO IZTIE;001;013;160;15.638,01;1.521,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;2202;IZTIETA PASEALEKUA/PASEO IZTIE;001;014;94;8.972,11;791,98;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;2202;IZTIETA PASEALEKUA/PASEO IZTIE;001;023;1;93,46;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;2205;PASAIA KALEA;001;023;130;13.862,31;1.114,58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;2301;DIPUTAZIO PLAZA;000;000;1;184,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;2301;DIPUTAZIO PLAZA;001;013;65;8.022,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;002;TASA RECOG. BA;2301;DIPUTAZIO PLAZA;001;023;1;297,69;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;2303;HONDARRIBIA KALEA;001;013;31;3.236,85;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;2303;HONDARRIBIA KALEA;001;023;92;9.870,52;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;2304;IRUN KALEA;001;013;56;6.188,71;319,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;2304;IRUN KALEA;001;014;134;14.409,70;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;2307;OIARTZUN KALEA;001;013;96;11.011,77;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;2307;OIARTZUN KALEA;001;014;185;19.003,97;678,84;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;2307;OIARTZUN KALEA;001;023;1;98,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;2401;AMASA KALEA;001;014;69;6.896,07;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;002;TASA RECOG. BA;2406;ASTIGARRAGA KALEA;001;014;149;14.969,02;673,18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;2502;JAIZKIBEL KALEA;001;015;220;23.872,96;1.006,94;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;2504;URDABURU KALEA;001;015;4;191,84;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;002;TASA RECOG. BA;2504;URDABURU KALEA;001;032;261;25.180,14;1.018,26;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;2601;ERNIO KALEA;001;032;75;7.533,44;333,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;002;TASA RECOG. BA;2602;IRUMUGARRIETA KALEA;001;016;16;1.470,78;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;2603;LARRUNARRI KALEA;001;016;124;13.276,91;1.069,39;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;002;TASA RECOG. BA;2604;MANDOEGI KALEA;001;016;192;19.890,65;786,32;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;2605;MURUMENDI KALEA;001;032;78;7.843,09;339,42;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;2701;ARALAR PLAZA;001;017;67;6.650,61;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;2901;MOJA AGUSTINDARREN E./AGUSTINA;000;000;1;184,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;002;TASA RECOG. BA;2901;MOJA AGUSTINDARREN E./AGUSTINA;001;005;49;4.761,58;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;2901;MOJA AGUSTINDARREN E./AGUSTINA;001;034;64;6.158,58;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;2902;ATARIEDER KALEA;001;034;81;7.658,61;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;2903;ELIAS SALABERRIA KALEA;001;019;47;5.317,82;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;002;TASA RECOG. BA;2903;ELIAS SALABERRIA KALEA;001;034;86;8.446,11;220,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;002;TASA RECOG. BA;2904;HOMBRADOS OÑATIBIA KALEA;001;034;66;6.222,46;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;2905;MARKOLA ETORBIDEA/AVENIDA MARK;001;005;18;1.837,30;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;2905;MARKOLA ETORBIDEA/AVENIDA MARK;001;019;279;28.352,30;452,56;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;2905;MARKOLA ETORBIDEA/AVENIDA MARK;001;034;1;98,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;2907;RESURRECCION Mª AZKUE KALEA;001;005;1;98,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;2907;RESURRECCION Mª AZKUE KALEA;001;019;280;26.618,64;565,70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;002;TASA RECOG. BA;3001;BARRIO OLIBET/OLIBET AUZOA;001;002;439;43.396,85;1.734,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;3201;ARDITURRI KALEA;001;022;227;23.451,56;212,20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;3204;PONTIKA KALEA;000;000;231;22.562,78;678,84;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;3204;PONTIKA KALEA;001;022;1;98,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;3402;JESUS GURIDI KALEA;001;024;217;20.816,82;905,12;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;002;TASA RECOG. BA;3403;JUAN CRISOSTOMO ARRIAGA KALEA;001;024;87;8.163,15;446,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;002;TASA RECOG. BA;3405;NORBERTO ALMANDOZ KALEA;001;024;71;6.330,74;452,56;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;3501;BERAUN KALEA;000;000;494;49.417,40;1.451,08;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;3501;BERAUN KALEA;001;022;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;3501;BERAUN KALEA;001;025;6;691,21;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;002;TASA RECOG. BA;3601;AITA DONOSTIA KALEA;001;026;221;25.479,43;339,42;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;3603;MAURICE RAVEL KALEA;001;026;201;24.154,68;956,25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;002;TASA RECOG. BA;3604;SAN MARKO KALEA;001;027;415;44.307,22;2.067,91;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;3701;ALDAKONEA KALEA;001;027;56;5.361,70;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;3702;ISIDRO ANTSORENA KALEA;001;027;121;12.083,34;843,11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;3703;JOSE MARIA USANDITZAGA KALEA;001;027;204;23.168,99;545,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;3801;SORGINTZULO KALEA;000;000;1;184,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;3801;SORGINTZULO KALEA;001;028;287;27.496,45;1.728,49;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
