Mun;Referen;Superfic.;UC ;U;C;T;FechaFiO
067;8996111;   330,00;001;7;1;3;19700101
067;8996111;   330,00;002;7;1;3;19700101
067;8996112;   288,00;001;1;2;2;19620101
067;8996113;   252,80;001;1;2;2;19640101
067;8996114;   288,00;001;1;2;2;19620101
067;8996115;   288,38;001;1;2;1;19630101
067;8996116;   250,00;001;1;2;2;19610101
067;8996117;   450,00;001;1;2;2;19630101
067;8996118;   496,00;001;1;2;1;19600101
067;8996119;   289,00;001;1;2;2;19630101
067;8996120;   616,00;001;8;1;2;19710422
067;8996120;   616,00;002;3;2;1;19710422
067;8996120;   616,00;003;1;2;1;19710422
067;8996120;   616,00;099;8;1;2;19700101
067;8996121;   374,00;001;1;2;2;19520101
067;8996122;   254,00;001;1;2;2;19520101
067;8996123;   239,00;001;1;2;2;19510407
067;8996124;   181,00;001;1;2;2;19500101
067;8996125;   127,00;001;9;1;2;19270101
067;8996125;   127,00;002;1;2;2;19270101
067;8996126;   340,00;001;1;2;2;19610101
067;8996127;   391,00;001;1;2;1;19640101
067;8996128;   391,00;001;1;2;2;19640101
067;8996129;   248,00;001;1;2;2;19660101
067;8996130;   259,00;001;1;2;2;19650101
067;8996131;   475,00;001;1;2;2;19620101
067;8996132;   347,00;001;1;2;2;19620101
067;8996133;   375,00;001;1;2;2;19650101
067;8996134;   297,00;001;1;2;2;19630101
067;8996135;   324,00;001;1;2;1;19510101
067;8996136;   640,00;001;1;2;2;19630101
067;8996137;   690,00;001;1;2;2;19640501
067;8996137;   690,00;002;1;2;2;19620101
067;8996138;   287,00;001;1;2;2;19600101
067;8996139;   525,00;001;1;2;2;19670101
067;8996140;   420,00;001;1;2;2;19620101
067;8996141;   693,00;001;1;2;2;19640101
067;8996142;   266,00;001;1;2;2;19630101
067;8996143;   463,00;001;1;2;2;19620101
067;8996144;   350,00;001;1;2;2;19740125
067;8996145;  3954,93;001;9;1;2;20010522
067;8996145;  3954,93;002;1;2;2;20010522
067;8996145;  3954,93;003;1;2;2;20010522
067;8996145;  3954,93;004;1;2;2;20010522
067;8996146;   350,00;001;1;2;2;19740101
067;8996147;   350,00;001;1;2;2;19740101
067;8996148;   382,00;001;1;2;1;19750101
067;8996149;   625,00;001;1;2;1;19770101
067;8996150;   417,00;001;1;2;1;19720101
067;8996152;   991,23;001;8;2;1;20040101
067;8996153;   350,00;001;1;2;1;19750101
067;8996154;  1594,00;001;1;2;2;19920114
067;8996155;   190,00;001;1;2;2;19310101
067;8996156;   960,51;001;6;3;1;19870917
067;8996157;   450,00;001;8;2;2;19730101
067;8996158;    38,40;001;1;2;2;19961127
067;8996159;  5000,00;001;9;1;2;19890101
067;8996160;   196,00;001;1;2;2;19501220
067;8996161;   298,00;001;1;2;2;19600101
067;8996162;   680,00;001;1;2;2;19740101
067;8996163;   289,00;001;1;2;1;19550101
067;8996164;   175,00;001;1;2;2;19560101
067;8996165;   217,00;001;1;2;2;19550101
067;8996166;   230,00;001;1;2;1;19510101
067;8996167;   229,00;001;1;2;2;19250101
067;8996169;   247,00;001;1;2;2;19360101
067;8996170;   228,00;001;1;2;2;19360101
067;8996171;   174,00;001;1;2;2;19600101
067;8996172;    78,00;001;1;2;2;19590101
067;8996173;   254,00;001;1;2;2;19400101
067;8996174;   130,00;001;1;2;2;19760101
067;8996175;   240,00;001;1;2;2;19240101
067;8996176;   770,00;001;1;2;1;20030926
067;8996177;   221,70;001;2;1;2;19860101
067;8996178;   608,40;001;1;2;1;20091014
067;8996179;   278,45;001;1;2;1;20091222
067;8996180;   720,19;001;1;2;1;20091014
067;8996181;   178,50;001;1;2;1;20090928
067;8996185;  1695,40;001;9;1;2;20000101
067;8996187;   471,25;001;8;2;1;20020615
067;8996188;   811,96;001;8;2;1;20040101
067;8996189;   382,26;001;1;2;1;20120807
067;8996189;   382,26;099;4;1;2;19570101
067;8996190;   600,00;001;1;2;1;20070222
067;8996191;   586,00;001;9;3;1;19000101
067;8996193;   987,03;001;1;2;1;20010925
067;8996194;   305,60;001;1;2;2;20020531
067;8996195;   533,54;001;1;2;1;20030602
067;8996196;  4900,00;001;4;1;1;19210101
067;8996196;  4900,00;002;4;1;1;19210101
067;8996198;  1285,15;001;1;2;1;19970910
067;8996199;  2735,60;001;9;1;2;20050909
067;8996200;   493,00;001;1;2;2;19700101
067;8996203;  1908,00;001;1;2;1;20140920
067;8996204;  1135,00;001;1;2;1;20100111
067;8996205;  1228,00;001;1;2;1;20140910
067;8996205;  1228,00;002;1;2;1;20140910
067;8996207;  2378,00;001;6;3;1;19900101
067;8996208;  3311,60;001;1;2;1;20080226
067;8996208;  3311,60;002;1;2;1;20130730
067;8996209;   325,00;001;1;2;2;19340101
067;8996210;   602,00;001;1;2;2;19950823
067;8996211;   529,71;001;1;2;1;19960912
067;8996212;   300,00;001;1;2;1;19600101
067;8996213;   162,00;001;1;2;2;19300101
067;8996213;   162,00;002;1;2;2;19360101
067;8996214;   224,00;001;1;2;1;19350101
067;8996215;    86,00;001;1;2;2;19000101
067;8996216;  1712,00;001;8;2;2;19710101
067;8996216;  1712,00;002;8;2;2;19710101
067;8996217;   175,00;001;1;2;1;19650101
067;8996218;   150,00;001;1;2;2;19680101
067;8996219;   150,00;001;1;2;2;19680101
067;8996220;   160,00;001;1;2;2;19680101
067;8996221;   250,00;001;1;2;2;19680101
067;8996222;   150,00;001;1;2;1;19680101
067;8996223;   115,00;001;1;2;1;19680101
067;8996224;    80,00;001;1;2;2;19000101
067;8996225;   264,00;001;1;2;2;19700101
067;8996227;   220,00;001;1;2;1;19640101
067;8996228;  1268,00;001;1;2;1;19600101
067;8996228;  1268,00;002;1;2;1;19600101
067;8996228;  1268,00;003;1;2;1;19600101
067;8996230;   152,00;001;1;2;1;19300101
067;8996231;    97,00;001;1;2;2;19510101
067;8996232;    98,00;001;1;2;2;19690101
067;8996233;    71,00;001;1;2;2;19000101
067;8996233;    71,00;002;1;2;2;19250101
067;8996234;   160,00;001;6;2;2;19620101
067;8996235;   271,00;001;1;2;1;19100101
067;8996236;   143,00;001;1;2;1;19000101
067;8996237;   268,00;001;1;2;1;19000101
067;8996238;   286,00;001;1;2;1;19100101
067;8996239;   330,52;001;1;2;1;19000101
067;8996240;   243,00;001;1;2;2;19310101
067;8996241;   177,00;001;1;2;1;19680101
067;8996242;   462,00;001;1;2;1;19300101
067;8996243;   306,00;001;1;1;1;19900101
067;8996244;   413,00;001;1;2;1;19570101
067;8996245;   348,00;001;1;2;1;19550101
067;8996246;    91,00;001;1;2;1;19700101
067;8996247;   160,00;001;1;2;2;19490824
067;8996248;   390,00;001;1;2;1;19500101
067;8996249;   153,00;001;1;2;2;19300101
067;8996250;   900,00;001;1;2;2;19771125
067;8996251;   426,00;001;1;2;2;19770101
067;8996252;   689,00;001;1;2;2;19811009
067;8996253;   371,00;001;1;2;2;19560101
067;8996254;  2514,00;001;4;1;1;19100101
067;8996255;   168,00;001;1;2;1;19550101
067;8996256;   416,00;001;1;2;1;19500101
067;8996257;   377,00;001;1;2;2;19340101
067;8996258;   402,00;001;8;1;1;19000101
067;8996259;   332,00;001;1;2;1;19540101
067;8996260;   360,00;001;1;2;2;19700101
067;8996261;   160,00;001;1;2;1;19710101
067;8996262;   160,00;001;1;2;1;19710101
067;8996263;   750,00;001;1;2;1;19540101
067;8996264;   454,00;001;1;2;1;19570101
067;8996265;   750,00;001;1;2;1;19530101
067;8996266;   400,00;001;1;2;1;19290101
067;8996267;   309,00;001;1;2;1;19500101
067;8996268;   258,00;001;1;2;1;19280101
067;8996269;   176,00;001;1;2;1;19310101
067;8996270;   352,00;001;1;2;1;19340101
067;8996271;   100,00;001;1;2;2;19090101
067;8996271;   100,00;002;1;2;2;19610101
067;8996272;   397,00;001;1;2;1;19560101
067;8996273;   420,00;001;1;2;1;19690101
067;8996273;   420,00;002;1;2;1;19810101
067;8996274;   416,64;098;1;2;2;19000101
067;8996274;   416,64;099;1;2;2;19000101
067;8996275;   360,00;001;1;2;2;19050101
067;8996276;   523,00;001;1;2;2;19550101
067;8996277;   313,00;001;1;2;2;19290101
067;8996278;   146,00;001;1;2;2;19000101
067;8996279;   550,00;001;1;2;2;19570101
067;8996280;   386,00;001;1;2;1;20140314
067;8996280;   386,00;099;1;2;2;19050101
067;8996281;  6919,23;001;2;2;1;20050905
067;8996281;  6919,23;002;9;2;2;20050905
067;8996282;   172,00;001;1;2;1;19270101
067;8996282;   172,00;002;1;2;1;19340101
067;8996283;   417,00;001;1;2;2;19760101
067;8996284;   661,00;001;1;2;2;19750101
067;8996285;   315,00;001;1;2;2;19720101
067;8996286;   312,00;001;1;2;2;18900101
067;8996287;   338,00;001;1;2;1;19271215
067;8996288;   175,00;001;1;2;2;19000101
067;8996289;   180,00;001;1;2;2;19360101
067;8996290;    69,00;001;1;2;2;19350101
067;8996291;   222,00;001;1;2;2;19000101
067;8996291;   222,00;002;9;3;2;19000101
067;8996292;   510,70;001;1;2;2;19270101
067;8996292;   510,70;002;9;1;1;20080101
067;8996293;   460,00;001;1;2;2;19740101
067;8996294;   450,00;001;1;2;1;19980107
067;8996295;   214,00;001;1;2;2;19700101
067;8996296;   183,92;001;1;2;2;19360101
067;8996297;   450,00;001;1;2;2;19910228
067;8996298;   190,00;001;1;2;2;19220101
067;8996299;   140,00;001;1;2;2;19550101
067;8996300;   170,00;001;1;2;2;19200101
067;8996301;   154,00;001;1;2;2;19261022
067;8996302;   219,00;001;1;2;2;19140101
067;8996303;   228,00;001;1;2;2;19300101
067;8996304;   181,00;001;1;2;2;19360101
067;8996305;   143,33;001;1;2;2;19970609
067;8996306;   561,00;001;1;2;1;19300101
067;8996307;   188,28;001;1;1;2;20080225
067;8996307;   188,28;099;1;2;2;19000101
067;8996308;   124,00;001;1;2;2;19880331
067;8996309;  6787,00;001;1;2;1;19970407
067;8996309;  6787,00;002;1;2;1;19970610
067;8996309;  6787,00;003;1;2;1;19970708
067;8996309;  6787,00;004;1;2;1;19970908
067;8996310;    84,00;001;1;2;2;19220101
067;8996311;   160,00;001;8;2;1;19000101
067;8996312;    73,00;001;1;2;2;19000101
067;8996313;   126,00;001;1;2;2;19700101
067;8996314;    82,00;001;1;2;2;19000101
067;8996315;   105,00;001;1;2;2;19230101
067;8996316;    90,00;001;1;2;2;18940101
067;8996317;   141,70;001;1;2;2;19000101
067;8996318;    82,00;001;1;2;2;19650101
067;8996319;    90,00;001;1;2;2;19300101
067;8996319;    90,00;002;1;2;2;19700101
067;8996320; 68638,00;001;4;1;1;19800101
067;8996320; 68638,00;002;4;2;1;19800101
067;8996320; 68638,00;003;4;1;3;19800101
067;8996320; 68638,00;004;4;2;1;19800101
067;8996320; 68638,00;005;3;2;1;19800101
067;8996320; 68638,00;006;4;2;1;19800101
067;8996320; 68638,00;007;4;2;1;19800101
067;8996320; 68638,00;008;9;1;1;19800101
067;8996320; 68638,00;009;4;2;1;20041201
067;8996320; 68638,00;010;4;1;1;20041201
067;8996320; 68638,00;011;4;2;1;20041201
067;8996320; 68638,00;012;3;2;1;20041201
067;8996320; 68638,00;013;9;1;1;20041201
067;8996321;   140,00;001;1;2;2;19090101
067;8996322;   459,00;001;1;2;2;19790101
067;8996323;   250,00;001;1;2;2;19750101
067;8996324;   322,00;001;1;2;2;19871029
067;8996325;   434,10;001;1;2;1;19660101
067;8996326;   397,00;001;1;2;2;19570101
067;8996327;    90,40;001;1;2;2;20020218
067;8996327;    90,40;099;1;2;2;19000101
067;8996328;   100,00;001;1;2;2;18000101
067;8996329;   159,78;001;1;2;1;19971001
067;8996330;   200,00;001;1;2;2;19450101
067;8996331;   204,00;001;1;2;2;19860729
067;8996332;   330,00;001;1;2;2;19700101
067;8996333;   275,00;001;1;2;2;19460101
067;8996334;   183,00;001;1;2;2;19600101
067;8996335;   580,00;001;1;2;2;19860930
067;8996336;   203,30;001;1;2;2;19630101
067;8996337;   587,00;001;1;2;2;19891122
067;8996337;   587,00;002;2;2;2;19891122
067;8996338;   746,00;001;1;2;2;19610101
067;8996338;   746,00;002;9;1;2;19690801
067;8996338;   746,00;003;1;2;1;19610101
067;8996338;   746,00;004;1;2;1;19610101
067;8996339;   525,00;001;1;2;1;19660101
067;8996340;   770,00;001;1;2;1;19660101
067;8996341;   748,00;001;1;2;2;19660101
067;8996342;   770,00;001;1;2;1;19660101
067;8996343;   316,00;001;1;2;1;19740101
067;8996344;   500,00;001;1;2;2;19720101
067;8996345;   153,00;001;1;2;2;19530101
067;8996345;   153,00;002;1;2;2;19710101
067;8996346;   484,00;001;1;2;2;19640101
067;8996347;   160,25;001;1;2;1;20061030
067;8996347;   160,25;099;1;2;2;19300101
067;8996348;   220,00;001;1;2;2;19780101
067;8996349;   108,48;001;1;2;1;19991214
067;8996350;  1500,00;001;1;2;1;19720101
067;8996351;   160,00;001;1;2;1;19960628
067;8996352;   896,00;001;1;2;1;19660101
067;8996353;   638,00;001;1;2;2;19741105
067;8996354;   360,00;001;1;2;2;19740101
067;8996355;   378,00;001;1;2;2;19710101
067;8996356;   250,00;001;1;2;2;19770613
067;8996357;   248,00;001;1;2;2;19420520
067;8996358;   172,00;001;1;2;2;19410101
067;8996359;  2928,00;001;9;1;2;19830506
067;8996360;   297,00;001;1;2;1;19720101
067;8996361;   160,00;001;1;2;1;19330101
067;8996362;   105,00;001;1;2;1;19420101
067;8996363;   388,00;001;1;2;2;19690101
067;8996364;   483,00;001;1;2;2;19680101
067;8996365;   407,00;001;1;2;2;19680101
067;8996366;   362,00;001;1;2;1;19630101
067;8996366;   362,00;002;1;2;1;19630101
067;8996367;   416,00;001;1;2;2;19730101
067;8996368;   313,00;001;1;2;2;19400101
067;8996369;   872,61;002;1;2;1;20080530
067;8996369;   872,61;001;1;2;1;20080521
067;8996370;   695,00;001;1;2;1;19800130
067;8996371;   390,00;001;1;2;1;19300101
067;8996372;   134,00;001;1;2;1;19270101
067;8996372;   134,00;002;9;3;2;19500101
067;8996373;   129,00;001;1;2;1;19490101
067;8996374;   133,00;001;1;2;1;19370101
067;8996375;   157,00;001;1;2;1;19350101
067;8996376;   723,40;001;1;2;1;20080411
067;8996376;   723,40;002;1;2;1;20080530
067;8996377;   206,00;001;1;2;1;19360101
067;8996378;   160,00;001;1;2;2;19740101
067;8996379;  1543,70;001;1;2;1;20020903
067;8996381;   780,00;001;1;2;1;19740101
067;8996382;   360,00;001;1;2;1;19890101
067;8996383;   402,17;001;1;2;1;20010925
067;8996385;   233,00;001;1;2;2;19600101
067;8996386;   160,00;001;1;2;1;19340101
067;8996387;   160,00;001;1;2;2;19570506
067;8996388;   396,00;001;1;2;1;19720101
067;8996388;   396,00;002;1;2;1;19720101
067;8996389;   239,00;001;1;2;2;19620101
067;8996390;   288,00;001;1;2;2;19670101
067;8996391;   790,00;001;1;2;1;19350101
067;8996392;   232,00;001;1;2;1;19670101
067;8996393;   103,00;001;1;2;2;19220101
067;8996394;   146,00;001;1;2;2;19740101
067;8996395;   270,00;001;1;2;2;19640101
067;8996396;   466,00;001;1;2;1;19620101
067;8996397;   313,00;001;1;2;2;19670101
067;8996398;   149,00;001;1;2;2;19650101
067;8996399;   140,00;001;1;2;2;19890529
067;8996400;   272,00;001;1;2;2;19650101
067;8996401;   255,00;001;1;2;2;19710101
067;8996402;   121,00;001;1;2;2;19000101
067;8996403;   486,00;001;1;2;1;19680101
067;8996403;   486,00;002;1;2;1;19680101
067;8996403;   486,00;003;1;2;1;19680101
067;8996404;   111,00;001;1;1;1;19000101
067;8996406;   426,00;001;1;2;1;19600101
067;8996407;   139,00;001;1;2;1;19590101
067;8996408;   221,00;001;1;2;2;19000101
067;8996409;   139,00;001;1;2;2;19580101
067;8996411;    90,00;001;1;2;2;19000101
067;8996412;    96,00;001;1;2;2;19930101
067;8996413;  1971,35;001;9;1;2;19990412
067;8996413;  1971,35;002;1;2;1;19990517
067;8996414;   790,00;001;1;2;2;19891221
067;8996415;   207,00;001;1;2;2;19200101
067;8996416;   426,00;001;1;2;1;19590101
067;8996417;    87,84;001;1;2;2;20070621
067;8996417;    87,84;099;1;2;2;18400101
067;8996418;   132,00;001;3;2;2;19000101
067;8996419;   156,82;001;1;2;1;20090302
067;8996419;   156,82;099;1;2;2;19560101
067;8996420;   192,00;001;1;2;2;19720101
067;8996421;   156,00;001;1;2;2;19000101
067;8996421;   156,00;002;2;2;2;19000101
067;8996422;   241,00;001;1;2;2;19670101
067;8996423;    77,00;001;1;2;1;19590101
067;8996424;    90,00;001;1;2;2;19580101
067;8996425;   108,00;001;1;2;2;19000101
067;8996426;    61,00;001;1;2;2;19000101
067;8996427;   204,32;001;1;2;1;19570101
067;8996428;    80,00;001;1;2;2;19000101
067;8996429;   686,00;001;1;2;1;19000101
067;8996429;   686,00;002;1;2;1;19360101
067;8996430;   179,00;001;1;2;1;19550101
067;8996431;   248,00;001;1;2;1;19350101
067;8996432;   100,00;001;1;2;2;19360101
067;8996433;   146,00;001;1;2;2;19000101
067;8996434;   436,00;001;1;2;1;19580101
067;8996435;   151,00;001;1;2;2;19000101
067;8996436;   143,00;001;1;2;2;19780101
067;8996437;   313,00;001;1;2;2;19530428
067;8996438;   421,00;001;1;2;2;19530101
067;8996439;   144,00;001;1;2;2;19000101
067;8996440;   155,00;001;1;2;2;19000101
067;8996441;   179,00;001;1;2;2;19030101
067;8996442;   147,00;001;1;2;2;19000101
067;8996443;   149,00;001;1;2;2;19120101
067;8996444;   143,00;001;1;2;2;19000101
067;8996445;   148,00;001;1;2;2;19000101
067;8996446;   126,00;001;1;2;2;19000101
067;8996447;   144,00;001;1;2;2;19090101
067;8996448;   328,00;001;1;2;1;19160101
067;8996449;   186,00;001;1;2;2;19700801
067;8996450;    97,00;001;1;2;2;19000101
067;8996451;   114,00;001;1;2;2;19380101
067;8996452;   109,00;001;1;2;2;19660101
067;8996453;    99,00;001;1;2;2;19000101
067;8996454;   698,31;001;1;2;1;20030127
067;8996455;   156,00;001;1;2;2;19070101
067;8996456;   158,00;001;1;2;2;19570101
067;8996456;   158,00;002;1;2;2;19570101
067;8996456;   158,00;003;1;2;2;20151201
067;8996457;  1470,00;001;8;1;2;19000101
067;8996458;  1257,60;001;1;2;2;19680101
067;8996459;   209,00;001;1;2;2;19660101
067;8996460;   330,00;001;1;1;1;19680101
067;8996460;   330,00;002;9;3;2;19680101
067;8996461;   169,00;001;1;2;2;19740101
067;8996462;   190,00;001;1;2;2;19120101
067;8996463;   185,00;001;1;2;2;19100101
067;8996464;  1258,00;001;9;2;1;19920101
067;8996465;    93,00;001;1;2;2;19000101
067;8996466;    91,00;001;1;2;2;19000101
067;8996467;    80,00;001;1;2;2;19000101
067;8996468;   100,00;001;1;2;2;19000101
067;8996469;   260,00;001;1;2;1;19570101
067;8996470;   108,00;001;1;2;2;19000101
067;8996471;    91,00;001;1;2;2;19000101
067;8996472;    85,00;001;1;2;1;19000101
067;8996473;   126,00;001;1;2;2;19000101
067;8996474;    98,00;001;1;2;2;19000101
067;8996475;   101,00;001;1;2;2;19000101
067;8996476;   110,00;001;1;2;2;19000101
067;8996477;    88,00;001;1;2;1;19240101
067;8996478;   147,02;001;1;2;2;19000101
067;8996479;    90,00;001;1;2;2;19000101
067;8996480;    58,00;001;1;2;2;19000101
067;8996481;   340,00;001;1;2;1;19640101
067;8996482;    78,00;001;1;2;2;19470428
067;8996483;   218,00;001;1;2;2;19150101
067;8996484;   162,00;001;1;2;2;19000101
067;8996485;   107,00;001;1;2;2;19150101
067;8996486;   138,81;001;1;2;2;20041122
067;8996486;   138,81;099;1;2;2;19000101
067;8996486;   138,81;100;1;2;2;19000101
067;8996487;    97,00;001;1;2;2;19000101
067;8996488;    80,00;001;1;2;2;19000101
067;8996489;   117,00;001;1;2;2;19600101
067;8996490;    68,00;001;1;2;2;19000101
067;8996491;   649,00;001;8;2;1;19820101
067;8996492;   122,00;001;1;2;2;19000101
067;8996493;   104,00;001;1;2;2;19710101
067;8996494;   145,39;001;1;2;1;20041019
067;8996494;   145,39;099;1;2;1;19000101
067;8996495;    90,00;001;1;2;2;19000101
067;8996496;    73,00;001;1;2;2;19690101
067;8996497;   166,00;001;1;2;2;19200101
067;8996498;   120,00;001;1;2;2;19000101
067;8996499;   176,00;001;1;2;2;19000101
067;8996500;    65,00;001;1;2;2;19000101
067;8996501;   102,00;001;1;2;2;19000101
067;8996502;   100,95;001;1;2;2;19700101
067;8996503;   318,00;001;1;2;2;19521203
067;8996504;   123,00;001;1;2;2;19000101
067;8996505;   198,00;001;1;2;2;19000101
067;8996506;   220,00;001;1;2;2;19590101
067;8996507;    61,52;001;1;2;2;20070621
067;8996507;    61,52;099;1;2;2;19000101
067;8996508;   398,00;001;1;2;2;19921014
067;8996508;   398,00;002;1;2;2;19000101
067;8996509;    87,00;001;1;2;2;19000101
067;8996510;   101,03;001;1;2;1;20080303
067;8996510;   101,03;099;1;2;2;19000101
067;8996511;   233,00;001;1;2;1;19000101
067;8996512;   260,00;001;1;2;2;19910701
067;8996513;   620,00;001;8;2;2;19790101
067;8996514;   121,00;001;1;2;2;19000101
067;8996515;   120,00;001;1;2;2;19000101
067;8996516;    80,00;001;1;2;2;19000101
067;8996517;   151,00;001;1;2;1;19000101
067;8996518;    60,00;001;1;2;2;19000101
067;8996519;   135,00;001;1;2;2;19000101
067;8996520;   250,00;001;1;2;2;19940101
067;8996521;   129,00;001;1;2;2;19590101
067;8996522;   150,00;001;2;2;2;19000101
067;8996523;    69,00;001;1;2;2;19000101
067;8996524;   204,00;001;1;2;2;19360101
067;8996525;   168,00;001;1;2;2;19550101
067;8996526;    53,00;001;1;2;1;19000101
067;8996527;   417,00;001;3;1;2;19000101
067;8996528;   200,00;001;3;2;2;19000101
067;8996529;   182,00;001;1;2;1;20000712
067;8996559;    20,00;001;9;3;3;20091112
067;8996560;    11,07;001;9;3;3;20100406
067;8996562;   128,59;001;1;2;1;20140422
067;8997001; 30000,00;001;9;2;2;19800101
067;9085001;   325,00;001;4;2;1;19500101
067;9085001;   325,00;002;4;1;1;19500101
067;9090001;   245,00;001;1;1;1;19000101
067;9090002;   258,00;001;1;1;1;19940901
067;9090003;   159,00;001;1;1;1;19000101
067;9090003;   159,00;002;9;3;2;19700101
067;9090004;   191,70;001;1;1;2;20070117
067;9090004;   191,70;099;1;1;1;19000101
067;9091001;   208,94;001;1;1;2;20110601
067;9091001;   208,94;099;1;1;1;19000101
067;9091002;    51,00;001;9;3;1;19600101
067;9091003;   124,00;001;1;1;1;19000101
067;9091003;   124,00;002;9;3;2;19000101
067;9091004;   320,00;001;1;1;1;19000101
067;9091004;   320,00;002;9;3;2;19000101
067;9091005;   266,00;001;1;1;1;19000101
067;9091005;   266,00;002;9;3;2;19000101
067;9092001;   106,00;001;1;1;1;19000101
067;9092002;    82,00;001;1;1;1;19000101
067;9092003;   132,00;001;1;1;1;19000101
067;9092004;   120,00;001;1;1;1;20020301
067;9092005;   100,00;001;1;1;1;19000101
067;9092006;   200,00;001;1;1;1;19750325
067;9092006;   200,00;002;9;3;2;19750101
067;9092006;   200,00;003;9;3;2;20090101
067;9092007;   155,00;001;1;1;1;19000101
067;9092007;   155,00;002;1;1;1;19000101
067;9092008;   144,67;001;1;1;1;20050127
067;9092008;   144,67;002;9;3;2;20050127
067;9092009;   260,00;001;1;1;1;19000101
067;9092009;   260,00;002;1;1;1;19000101
067;9093001;   252,96;001;6;1;1;19950220
067;9095001;  2726,00;001;1;1;2;20061020
067;9095002;  4654,00;001;1;1;2;19840101
067;9095005;  3110,00;001;1;2;1;20060421
067;9095005;  3110,00;002;1;2;1;20060601
067;9095006;  1844,00;001;1;2;1;20060331
067;9095007;  2299,00;001;1;2;1;20060630
067;9095009;  1804,00;001;1;2;1;20060726
067;9095010;  1958,00;001;1;2;1;20060601
067;9095011;   840,00;001;1;2;1;20010528
067;9095012;  2652,00;001;1;1;1;19270101
067;9095012;  2652,00;002;9;3;2;19600101
067;9095012;  2652,00;003;9;3;2;19600101
067;9095012;  2652,00;004;9;3;2;19600101
067;9095014;   228,00;001;1;1;1;19000101
067;9095015;    15,00;001;9;3;3;20060426
067;9095017;  3139,00;001;9;3;1;19500101
067;9095018;  1844,00;001;1;2;1;20060601
067;9095024;    13,25;001;9;3;3;20060929
067;9095028;  3479,00;001;1;1;1;19700101
067;9095030;  2187,00;001;3;2;1;20080730
067;9095032;  2351,00;001;1;2;1;20060914
067;9095033;   831,00;001;1;2;1;20080601
067;9095034;  1702,00;001;1;2;1;20080601
067;9095035;    15,00;001;9;3;3;20060929
067;9095037;  1991,00;001;1;2;1;19981016
067;9095038; 34812,00;001;4;1;1;19650101
067;9095038; 34812,00;002;4;1;1;19680101
067;9095038; 34812,00;003;4;1;1;19700101
067;9095038; 34812,00;004;4;1;1;19780101
067;9095039;  1716,00;001;1;2;1;20040223
067;9095040;  2136,00;001;1;2;1;19990611
067;9095041;  1003,20;001;1;2;1;19990623
067;9095042;  1991,00;001;1;2;1;19990414
067;9095043;  1680,00;001;1;2;1;19980727
067;9095044;   840,00;001;1;2;1;20011003
067;9095045;  1991,00;001;1;2;1;19980330
067;9095046;  1991,00;001;1;2;1;19980309
067;9095047;   994,80;001;1;2;1;19971201
067;9095048;  1036,80;001;1;2;1;19990330
067;9095049;  2485,00;001;1;2;1;19971201
067;9095050;  2136,00;001;1;2;1;19991022
067;9096001;   911,70;001;1;2;1;19730418
067;9096003;  1900,00;001;1;2;1;19270101
067;9096004;  2961,00;001;1;2;1;20080601
067;9096005;   333,00;001;1;2;2;19620101
067;9096006;    75,00;001;1;1;1;19500101
067;9096007;   336,00;001;1;2;2;19610101
067;9096008;   594,00;001;1;2;2;19520101
067;9096009;  4106,00;001;9;1;2;19980529
067;9096010;   241,00;001;4;1;1;19970101
067;9096012;    68,00;001;1;2;2;19930201
067;9096013;  2065,00;001;7;1;3;19891212
067;9096014;   320,00;001;1;2;2;19530101
067;9096015;   352,00;001;1;2;2;19570101
067;9096016;   385,00;001;1;2;2;19520101
067;9096017;   308,00;001;1;2;2;19650101
067;9096018;   320,00;001;1;2;2;19520101
067;9096019;   517,00;001;1;2;1;19980128
067;9096020;   392,00;001;1;2;1;20010827
067;9096020;   392,00;098;1;2;1;19000101
067;9096020;   392,00;099;1;2;1;19000101
067;9096021;   276,00;001;1;2;2;19680101
067;9096022;   323,00;001;1;2;2;19650101
067;9096023;   155,00;001;9;3;2;19600101
067;9096023;   155,00;002;9;1;1;19600101
067;9096023;   155,00;003;9;3;1;19600101
067;9096024;   321,00;001;1;2;2;19690101
067;9096025;   280,00;001;1;2;2;19630101
067;9096026;   325,00;001;1;2;2;19591008
067;9185001;   420,00;001;1;1;1;19910101
067;9185001;   420,00;002;9;1;2;19910101
067;9185001;   420,00;003;4;1;1;19910101
067;9190001;    90,00;001;1;1;1;19000101
067;9190002;   155,18;001;1;1;1;19000101
067;9190002;   155,18;002;9;3;2;19000101
067;9190002;   155,18;003;9;3;2;19000101
067;9191001;   182,10;001;1;2;1;20031222
067;9191002;   386,00;001;1;1;1;19000101
067;9191003;   303,00;001;1;1;1;19000101
067;9191003;   303,00;002;9;3;2;19000101
067;9191004;   249,25;001;1;1;1;20091002
067;9192001;   127,28;001;1;1;1;20040403
067;9290001;   129,00;001;1;1;1;19981230
