AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO IMPUESTO;NOMBRE IMPUESTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;NRO RECIBOS;IMPORTE RECAUDADO;IMPORTE EJECUTIVA PENDIENTE;.                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;002;TASA RECOG. BA;6005;GELTOKIKO KALEA / CALLE APEADE;001;007;63;6.264,57;115,74;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;002;TASA RECOG. BA;6006;SAN MARKO GUNEA;000;000;1;525,85;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;002;TASA RECOG. BA;6006;SAN MARKO GUNEA;001;018;2;622,30;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;002;TASA RECOG. BA;6007;ZENTOLEN GUNEA;001;018;5;482,25;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;002;TASA RECOG. BA;6008;ZAMALBIDE GUNEA;000;000;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;002;TASA RECOG. BA;6008;ZAMALBIDE GUNEA;001;018;5;1.275,71;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;002;TASA RECOG. BA;6009;ALDURA GUNEA;001;018;6;2.810,15;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;002;TASA RECOG. BA;6010;URBASA KALEA;001;017;20;2.485,72;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;002;TASA RECOG. BA;6010;URBASA KALEA;001;035;1;96,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;002;TASA RECOG. BA;6012;IKUTZA KORTSARIOA KALEA;001;030;111;11.958,82;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;002;TASA RECOG. BA;6017;TOURING ETORBIDEA/AVENIDA TOUR;001;004;10;1.393,90;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;002;TASA RECOG. BA;6018;DOLORES IBARRURI ZUMARDIA/ALAM;001;036;66;6.814,39;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;002;TASA RECOG. BA;6019;DARIO REGOYOS KALEA;001;036;247;25.053,50;115,74;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;002;TASA RECOG. BA;6020;FEDERICO GARCIA LORCA KALEA;001;036;16;1.743,42;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;002;TASA RECOG. BA;6023;ANDONI KORTA KALEA;001;036;9;868,05;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;002;TASA RECOG. BA;6025;XABIER OLASKOAGA PLAZA;001;009;11;4.404,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;002;TASA RECOG. BA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;58;5.608,46;31,54;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;002;TASA RECOG. BA;6031;BITTOR IDIAZABAL KALEA;001;030;63;7.000,08;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;002;TASA RECOG. BA;6032;TULLE KALEA;001;035;115;13.323,57;217,08;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;002;TASA RECOG. BA;6033;LOUSADA KALEA;001;005;148;14.477,25;115,74;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;002;TASA RECOG. BA;6034;TXIRRITA PARKEA;001;020;3;1.343,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;002;TASA RECOG. BA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;018;96;9.143,60;347,22;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;002;TASA RECOG. BA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;1;96,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;002;TASA RECOG. BA;6036;TELLERIALDE PLAZA;001;030;40;3.858,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;002;TASA RECOG. BA;6043;ERRAMUN ASTIBIA KALEA;001;019;318;30.826,00;365,48;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;002;TASA RECOG. BA;6045;VICENTE ZAPIRAIN KALEA;001;019;18;1.750,57;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;002;TASA RECOG. BA;6054;ALTXU KALEA;001;005;65;6.322,30;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;002;TASA RECOG. BA;6054;ALTXU KALEA;001;022;1;96,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;002;TASA RECOG. BA;6056;AZAÑETA KALEA;001;018;8;771,60;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;002;TASA RECOG. BA;6057;SAGARDIBURU KALEA;001;018;33;3.196,56;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;002;TASA RECOG. BA;6061;AÑABITARTE KALEA;001;018;20;1.157,40;814,25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1101;GOIKO KALEA / CALLE ARRIBA;001;001;112;7.174,06;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1103;HERRIKO PLAZA;000;000;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1103;HERRIKO PLAZA;001;001;4;29,73;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1103;HERRIKO PLAZA;001;003;71;6.572,45;908,73;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1104;ELIZAKO KALEA / CALLE IGLESIA;001;001;116;6.166,47;220,02;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1105;MADALEN KALEA;000;000;17;2.444,37;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1105;MADALEN KALEA;001;001;84;5.670,84;33,34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1105;MADALEN KALEA;001;003;195;16.484,74;186,55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1106;ERDIKO KALEA / CALLE MEDIO;001;001;186;9.111,12;534,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1107;MIGUEL ALDUNTZIN KALEA;000;000;1;10,29;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1107;MIGUEL ALDUNTZIN KALEA;001;005;263;21.874,15;55,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1107;MIGUEL ALDUNTZIN KALEA;001;020;24;3.056,05;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1107;MIGUEL ALDUNTZIN KALEA;001;034;67;6.857,17;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1108;ORERETA KALEA;001;001;48;3.216,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1109;PABLO IGLESIAS KALEA;000;000;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1109;PABLO IGLESIAS KALEA;001;001;57;5.810,94;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1109;PABLO IGLESIAS KALEA;001;020;147;9.953,83;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1110;SANTA KLARA KALEA;001;001;1;2.093,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1110;SANTA KLARA KALEA;001;020;402;33.503,28;1.151,81;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1201;KAPITANENEA KALEA;000;000;1;31,30;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1201;KAPITANENEA KALEA;001;003;233;18.636,57;1.425,87;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1202;KRISTOBAL GAMON KALEA;001;002;72;12.863,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1203;FERNANDEZ DE LANDA PLAZA;001;003;91;4.572,86;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1203;FERNANDEZ DE LANDA PLAZA;001;009;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1204;JUAN IGNACIO GAMON ZUMARDIA/AL;000;000;52;10.272,54;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1204;JUAN IGNACIO GAMON ZUMARDIA/AL;001;001;12;6.457,11;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1204;JUAN IGNACIO GAMON ZUMARDIA/AL;001;003;4;380,34;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1207;ASKATASUNAREN MARTIRIEN KALEA;001;002;32;11.524,86;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;000;000;1;22,78;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;002;8;41,68;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;004;4;19,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;009;44;8.255,36;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;011;186;38.928,47;1.369,97;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;013;52;2.284,98;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;014;116;3.448,42;132,36;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;020;330;17.433,68;934,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;023;76;3.061,82;63,30;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1209;SANTXOENEA KALEA;001;003;314;17.023,32;168,89;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1210;SANTA MARIA KALEA;001;003;160;10.641,96;159,94;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1211;URANTZU KALEA;000;000;43;14.143,24;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1211;URANTZU KALEA;001;002;1;49,94;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1212;BITERI KALEA;000;000;48;6.299,21;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1212;BITERI KALEA;001;003;1;313,17;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1212;BITERI KALEA;001;006;264;27.272,22;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1212;BITERI KALEA;001;009;727;38.405,64;426,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;003;TASA AGUA Y AL;1212;BITERI KALEA;001;030;24;3.280,11;172,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
