Mun;N.Fijo ;D;Po;Par;Su;Nombre                   ;Tc;Cc;Superfic
067;0315996;H;04;173;B ;                         ;MB;04;00001793
067;0316006;T;04;096;A ;                         ;I ;01;00000057
067;0316006;T;04;096;B ;                         ;MF;01;00006635
067;0316009;U;03;015;B ;                         ;MF;03;00017246
067;0316009;U;05;073;A ;                         ;MM;02;00012676
067;0316019;V;05;029;A ;                         ;MB;04;00000783
067;0316019;V;05;043;A ;                         ;CS;01;00000255
067;0316019;V;05;043;B ;                         ;CG;01;00001082
067;0316019;V;05;043;C ;                         ;CS;01;00000171
067;0316019;V;05;043;D ;                         ;CS;02;00000780
067;0316019;V;05;043;E ;                         ;F ;01;00001271
067;0316019;V;05;043;F ;                         ;C ;01;00009024
067;0316019;V;05;043;G ;                         ;F ;01;00002068
067;0316019;V;05;043;H ;                         ;PD;01;00006845
067;0316019;V;05;043;I ;                         ;PD;02;00003409
067;0316019;V;05;043;J ;                         ;MF;02;00005918
067;0316019;V;05;043;K ;                         ;PD;01;00002256
067;0316019;V;05;099;A ;                         ;F ;01;00007828
067;0316019;V;05;099;B ;                         ;PD;01;00006934
067;0316019;V;05;100;A ;                         ;PD;01;00003520
067;0316019;V;05;104;A ;                         ;F ;01;00002035
067;0316021;E;07;060;A ;                         ;MM;01;00005370
067;0316021;E;07;060;B ;                         ;MF;01;00015605
067;0316021;E;07;128;A ;                         ;CS;01;00000190
067;0316021;E;07;128;B ;                         ;F ;01;00007030
067;0316021;E;07;128;E ;                         ;MM;01;00003784
067;0316021;E;07;128;F ;                         ;C ;01;00000387
067;0316023;U;05;039;A ;                         ;CS;01;00000243
067;0316023;U;05;039;D ;                         ;MF;01;00004660
067;0316023;U;05;039;E ;                         ;MF;01;00000694
067;0316023;U;05;039;F ;                         ;C ;01;00004113
067;0316027;G;06;016;A ;                         ;MF;02;00001509
067;0316027;G;06;025;A ;                         ;MF;01;00014533
067;0316027;G;06;026;A ;                         ;MF;01;00006104
067;0316032;N;07;070;A ;                         ;F ;02;00004954
067;0316032;N;07;070;B ;                         ;MM;02;00001258
067;0316032;N;08;004;A ;                         ;PD;04;00001740
067;0316032;N;08;004;B ;                         ;MM;01;00028007
067;0316036;W;08;030;A ;                         ;E ;02;00006049
067;0316036;W;08;031;A ;                         ;CS;01;00000227
067;0316036;W;08;031;B ;                         ;I ;01;00000022
067;0316036;W;08;031;C ;                         ;CS;01;00000084
067;0316036;W;08;031;D ;                         ;C ;04;00016845
067;0316036;W;08;031;E ;                         ;C ;04;00008360
067;0316036;W;08;031;F ;                         ;C ;04;00000154
067;0316036;W;08;031;G ;                         ;F ;04;00010488
067;0316036;W;08;031;I ;                         ;RI;04;00000954
067;0316036;W;08;031;J ;                         ;RI;04;00001147
067;0316036;W;08;031;K ;                         ;RI;04;00003957
067;0316036;W;08;031;L ;                         ;MF;04;00000710
067;0316036;W;08;031;M ;                         ;C ;04;00000266
067;0316037;H;08;032;A ;                         ;PD;01;00005047
067;0316037;H;08;032;B ;                         ;MF;01;00000369
067;0316038;P;08;033;A ;                         ;C ;01;00004362
067;0316038;P;08;033;B ;                         ;MF;01;00001056
067;0316039;A;08;034;A ;                         ;PD;01;00003143
067;0316039;A;08;034;B ;                         ;PD;02;00002270
067;0316041;G;04;032;B ;                         ;C ;01;00005843
067;0316041;G;04;032;C ;                         ;PD;01;00010099
067;0316041;G;04;032;F ;                         ;PD;02;00008165
067;0316041;G;04;032;I ;                         ;I ;01;00005513
067;0316041;G;04;032;K ;                         ;C ;01;00000306
067;0316041;G;04;036;A ;                         ;PD;03;00003121
067;0316041;G;04;224;A ;                         ;PD;03;00004330
067;0316043;W;07;051;A ;                         ;MM;01;00006016
067;0316044;H;04;013;A ;                         ;E ;02;00011567
067;0316044;H;04;013;B ;                         ;MB;04;00003817
067;0316044;H;04;013;C ;                         ;MF;01;00015250
067;0316046;A;01;159;A ;                         ;CS;02;00000502
067;0316046;A;01;159;B ;                         ;C ;01;00002519
067;0316047;Y;05;086;A ;                         ;E ;02;00004725
067;0316048;Q;01;100;A ;                         ;I ;01;00000203
067;0316048;Q;01;100;B ;                         ;E ;02;00001510
067;0316048;Q;01;100;C ;                         ;MB;04;00004077
067;0316048;Q;01;100;D ;                         ;C ;02;00000827
067;0316048;Q;01;100;E ;                         ;MF;04;00002853
067;0316048;Q;03;009;A ;                         ;F ;01;00002193
067;0316048;Q;03;009;B ;                         ;E ;01;00005671
067;0316048;Q;03;009;C ;                         ;MB;03;00000114
067;0316048;Q;03;011;A ;                         ;MF;01;00000309
067;0316048;Q;03;011;B ;                         ;PD;01;00000591
067;0316054;Y;04;174;A ;                         ;C ;02;00002118
067;0316054;Y;04;174;B ;                         ;F ;03;00001424
067;0316055;Q;04;175;A ;                         ;I ;01;00000132
067;0316055;Q;04;175;B ;                         ;I ;01;00000704
067;0316055;Q;04;175;C ;                         ;I ;01;00000183
067;0316055;Q;04;175;D ;                         ;I ;01;00001263
067;0316055;Q;04;175;E ;                         ;C ;01;00004477
067;0316055;Q;04;175;F ;                         ;IN;01;00000200
067;0316059;C;01;035;A ;                         ;CS;01;00000254
067;0316059;C;01;035;B ;                         ;MF;02;00001670
067;0316059;C;01;035;C ;                         ;MF;02;00000682
067;0316059;C;01;035;D ;                         ;E ;03;00019431
067;0316059;C;01;035;E ;                         ;MF;02;00003097
067;0316059;C;01;035;F ;                         ;MF;02;00000409
067;0316059;C;01;035;G ;                         ;C ;03;00000366
067;0316059;C;01;035;H ;                         ;PD;03;00006188
067;0316059;C;01;035;I ;                         ;C ;03;00001323
067;0316059;C;01;035;J ;                         ;F ;03;00000719
067;0316059;C;01;035;K ;                         ;PD;03;00001146
067;0316059;C;01;036;A ;                         ;PD;03;00015935
067;0316060;A;07;006;A ;                         ;F ;01;00010959
067;0316060;A;07;006;B ;                         ;C ;04;00000505
067;0316060;A;07;028;A ;                         ;F ;01;00003091
067;0316060;A;07;028;B ;                         ;MM;02;00021069
067;0316060;A;07;028;C ;                         ;MF;01;00001694
067;0316061;Y;05;049;A ;                         ;MF;02;00009504
067;0316061;Y;05;102;A ;                         ;E ;01;00000825
067;0316063;B;04;131;A ;                         ;CS;01;00000281
067;0316063;B;04;131;B ;                         ;C ;04;00002081
067;0316063;B;04;131;C ;                         ;C ;04;00000538
067;0316063;B;04;131;D ;                         ;PD;04;00024934
067;0316063;B;04;131;E ;                         ;MB;04;00000588
067;0316063;B;04;131;F ;                         ;MB;04;00000396
067;0316063;B;04;131;G ;                         ;C ;04;00000394
067;0316063;B;04;131;H ;                         ;C ;04;00000154
067;0316063;B;04;133;A ;                         ;F ;01;00001832
067;0316063;B;04;133;B ;                         ;E ;04;00000954
067;0316063;B;04;133;C ;                         ;MB;01;00000683
067;0316063;B;04;133;D ;                         ;PD;04;00009907
067;0316063;B;04;133;E ;                         ;MF;01;00006727
067;0316063;B;04;133;F ;                         ;MF;01;00005382
067;0316063;B;04;133;G ;                         ;MF;01;00000345
067;0316064;J;04;074;A ;                         ;CR;01;00000102
067;0316064;J;04;074;B ;                         ;F ;01;00000415
067;0316064;J;04;074;C ;                         ;PD;01;00005327
067;0316064;J;04;074;D ;                         ;E ;01;00003676
067;0316064;J;04;074;E ;                         ;MF;01;00001868
067;0316064;J;04;074;F ;                         ;MF;01;00001296
067;0316064;J;04;074;G ;                         ;C ;01;00000392
067;0316065;R;04;187;A ;                         ;F ;04;00002487
067;0316065;R;04;187;B ;                         ;MT;01;00001815
067;0316065;R;04;187;C ;                         ;E ;02;00002682
067;0316065;R;04;187;D ;                         ;MF;02;00003526
067;0316065;R;04;187;E ;                         ;MB;04;00000869
067;0316065;R;04;187;F ;                         ;C ;04;00000122
067;0316067;K;04;180;A ;                         ;MM;01;00007383
067;0316067;K;04;180;B ;                         ;MM;01;00002726
067;0316067;K;04;180;C ;                         ;MF;01;00001790
067;0316068;S;04;183;A ;                         ;MF;01;00005675
067;0316068;S;04;186;A ;                         ;PD;02;00001958
067;0316068;S;04;186;B ;                         ;MB;03;00000511
067;0316069;D;04;092;A ;                         ;C ;01;00003683
067;0316069;D;04;092;B ;                         ;MF;01;00000424
067;0316069;D;04;184;A ;                         ;MM;01;00005420
067;0316069;D;04;184;B ;                         ;E ;02;00002471
067;0316069;D;04;184;C ;                         ;MF;01;00004383
067;0316070;B;04;179;A ;                         ;E ;01;00004270
067;0316070;B;04;179;B ;                         ;E ;02;00003991
067;0316070;B;04;179;C ;                         ;MF;01;00003294
067;0316071;J;04;052;A ;                         ;MF;01;00010834
067;0316071;J;04;052;B ;                         ;MM;01;00004471
067;0316072;R;04;181;A ;                         ;MT;02;00004672
067;0316072;R;04;181;B ;                         ;MF;01;00004554
067;0316072;R;04;181;C ;                         ;E ;01;00003263
067;0316073;C;04;095;A ;                         ;MT;01;00004064
067;0316073;C;04;095;B ;                         ;E ;01;00005792
067;0316073;C;04;095;C ;                         ;MF;01;00002843
067;0316074;K;04;054;A ;                         ;MM;01;00000356
067;0316074;K;04;054;B ;                         ;MF;01;00001298
067;0316074;K;04;054;C ;                         ;MF;01;00000915
067;0316074;K;04;054;D ;                         ;MT;02;00002908
067;0316074;K;04;185;A ;                         ;CS;01;00000317
067;0316074;K;04;185;B ;                         ;C ;01;00001938
067;0316074;K;04;185;C ;                         ;C ;01;00000729
067;0316075;S;04;089;B ;                         ;I ;01;00000086
067;0316075;S;04;089;C ;                         ;F ;03;00003345
067;0316075;S;04;089;D ;                         ;MM;02;00005507
067;0316075;S;04;089;E ;                         ;MM;02;00000576
067;0316075;S;04;089;F ;                         ;PD;04;00021944
067;0316075;S;04;089;G ;                         ;MF;02;00006139
067;0316075;S;04;089;H ;                         ;C ;04;00000266
067;0316075;S;04;089;I ;                         ;MT;01;00005479
067;0316075;S;04;182;A ;                         ;MM;01;00008602
067;0316075;S;04;182;B ;                         ;E ;03;00003076
067;0316075;S;04;182;C ;                         ;MF;02;00003819
067;0316075;S;04;182;D ;                         ;MB;03;00000590
067;0316075;S;06;015;A ;                         ;MF;02;00003424
067;0316076;D;04;150;A ;                         ;MF;01;00019154
067;0316077;L;03;020;A ;                         ;MM;03;00018370
067;0321949;H;07;136;A ;                         ;MM;01;00003517
067;0321950;F;06;023;A ;                         ;CS;01;00000192
067;0321950;F;06;023;B ;                         ;MB;03;00001660
067;0321950;F;06;023;C ;                         ;E ;02;00024384
067;0321950;F;06;023;D ;                         ;E ;02;00011464
067;0321950;F;06;023;E ;                         ;MM;02;00028641
067;0321950;F;07;097;A ;                         ;CS;01;00000245
067;0321950;F;07;097;B ;                         ;I ;01;00000108
067;0321950;F;07;097;C ;                         ;I ;01;00000256
067;0321950;F;07;097;D ;                         ;I ;01;00000026
067;0321950;F;07;097;E ;                         ;C ;04;00005732
067;0321950;F;07;097;F ;                         ;F ;02;00009555
067;0321950;F;07;097;G ;                         ;PD;04;00033733
067;0321950;F;07;097;H ;                         ;E ;04;00001142
067;0321950;F;07;097;I ;                         ;MM;01;00022892
067;0321950;F;07;097;J ;                         ;MB;04;00003647
067;0321950;F;07;097;K ;                         ;MF;02;00000537
067;0321950;F;07;097;L ;                         ;C ;04;00000644
067;0321950;F;07;097;M ;                         ;C ;04;00002594
067;0321950;F;07;101;A ;                         ;MM;02;00001494
067;0321950;F;07;101;B ;                         ;MM;02;00004820
067;0321950;F;07;107;A ;                         ;MM;01;00007043
067;0321954;X;04;120;A ;                         ;MT;01;00001186
067;0321954;X;04;120;B ;                         ;MF;02;00004584
067;0321955;W;04;005;A ;                         ;I ;01;00002033
067;0321955;W;04;005;B ;                         ;CG;01;00000767
067;0321955;W;04;005;C ;                         ;PD;01;00011604
067;0321955;W;04;005;D ;                         ;C ;02;00016108
067;0321955;W;04;005;F ;                         ;E ;01;00014417
067;0321955;W;04;005;I ;                         ;C ;01;00006243
067;0321955;W;04;005;J ;                         ;IN;01;00001600
067;0321955;W;04;005;K ;                         ;C ;01;00001184
067;0321955;W;04;145;A ;                         ;C ;03;00015111
067;0321955;W;04;145;B ;                         ;E ;03;00001403
067;0321955;W;04;148;A ;                         ;MM;02;00039402
067;0321955;W;04;148;B ;                         ;MF;01;00020963
067;0321955;W;04;171;A ;                         ;C ;02;00015575
067;0321955;W;04;171;B ;                         ;MB;01;00000519
067;0321955;W;04;171;C ;                         ;C ;02;00000315
067;0322085;A;01;083;A ;                         ;I ;01;00000096
067;0322085;A;01;083;B ;                         ;E ;01;00001877
067;0322085;A;01;083;C ;                         ;MF;02;00012103
067;0322085;A;01;083;D ;                         ;E ;04;00001760
067;0322085;A;01;083;E ;                         ;E ;01;00001730
067;0322085;A;01;083;G ;                         ;PD;02;00002810
067;0322085;A;01;083;J ;                         ;MF;02;00001004
067;0322085;A;01;083;K ;                         ;C ;01;00003735
067;0322085;A;01;083;L ;                         ;CR;01;00000022
067;0322085;A;01;083;M ;                         ;CR;01;00000014
067;0322085;A;01;162;A ;                         ;MF;04;00002549
067;0322085;A;01;162;B ;                         ;MM;01;00002091
067;0322086;Y;07;104;A ;                         ;MM;01;00006475
067;0322086;Y;07;104;B ;                         ;MF;01;00003434
067;0322086;Y;07;125;A ;                         ;CS;02;00000425
067;0322086;Y;07;125;B ;                         ;I ;01;00000116
067;0322086;Y;07;125;C ;                         ;C ;02;00007315
067;0322086;Y;07;125;D ;                         ;F ;01;00004901
067;0322086;Y;07;125;E ;                         ;E ;04;00026380
067;0322086;Y;07;125;F ;                         ;MT;02;00003965
067;0322086;Y;07;125;G ;                         ;E ;04;00000850
067;0322086;Y;07;125;H ;                         ;PD;04;00050379
067;0322086;Y;07;125;I ;                         ;PD;04;00000739
067;0322086;Y;07;125;J ;                         ;MF;01;00045983
067;0322086;Y;07;125;K ;                         ;MF;01;00004508
067;0322086;Y;07;125;L ;                         ;MM;02;00010905
067;0322086;Y;07;125;M ;                         ;MM;02;00000391
067;0322086;Y;07;125;N ;                         ;C ;02;00001732
067;0322087;Q;01;088;A ;                         ;CS;01;00000234
067;0322087;Q;01;088;B ;                         ;C ;01;00015359
067;0322087;Q;01;088;C ;                         ;F ;01;00002159
067;0322087;Q;01;088;D ;                         ;MB;01;00002860
067;0322087;Q;01;088;E ;                         ;MB;01;00001664
067;0322087;Q;01;088;F ;                         ;MT;02;00021840
067;0322087;Q;01;088;G ;                         ;E ;02;00007461
067;0322087;Q;01;088;H ;                         ;E ;02;00006108
067;0322087;Q;01;088;I ;                         ;PD;02;00005400
067;0322087;Q;01;088;J ;                         ;PD;02;00002284
067;0322087;Q;01;088;K ;                         ;MF;02;00073742
067;0322087;Q;01;088;L ;                         ;MF;02;00003378
067;0322326;D;01;033;A ;                         ;I ;01;00000087
067;0322326;D;01;033;B ;                         ;C ;04;00007432
067;0322326;D;01;033;C ;                         ;MF;02;00002943
067;0322326;D;01;033;D ;                         ;C ;04;00000402
067;0322326;D;01;034;A ;                         ;C ;04;00006577
067;0322351;M;01;101;A ;                         ;MB;03;00008450
067;0322351;M;01;101;B ;                         ;C ;01;00000709
067;0322351;M;01;101;C ;                         ;I ;01;00000212
067;0322351;M;05;002;A ;                         ;MM;01;00002927
067;0322351;M;05;002;B ;                         ;MF;01;00002165
067;0322351;M;05;004;A ;                         ;MM;01;00007295
067;0322986;L;02;143;A ;                         ;MB;01;00003540
067;0322986;L;02;143;B ;                         ;MF;01;00005289
067;0322986;L;02;144;A ;                         ;CR;01;00000026
067;0322986;L;02;144;B ;                         ;MF;01;00001925
067;0322986;L;02;149;A ;                         ;CR;01;00000023
067;0322986;L;02;149;C ;                         ;MF;01;00001340
067;0322986;L;02;149;D ;                         ;F ;01;00001934
067;0322987;T;02;148;A ;                         ;C ;02;00006558
067;0322987;T;02;148;B ;                         ;MF;01;00000716
067;0322987;T;02;148;C ;                         ;MF;02;00000603
067;0322987;T;02;151;A ;                         ;F ;01;00000574
067;0322987;T;02;151;C ;                         ;PD;01;00001442
067;0322987;T;02;151;D ;                         ;MF;02;00002838
067;0322989;M;02;150;A ;                         ;PD;01;00000687
067;0322989;M;02;150;B ;                         ;MF;01;00001219
067;0323605;S;04;126;A ;                         ;CS;01;00000296
067;0323605;S;04;126;B ;                         ;CG;01;00000432
067;0323605;S;04;126;C ;                         ;C ;02;00017018
067;0323605;S;04;126;D ;                         ;F ;04;00000833
067;0323605;S;04;126;E ;                         ;MB;04;00001275
067;0323605;S;04;126;F ;                         ;MB;04;00000236
067;0323605;S;04;126;G ;                         ;C ;02;00001547
067;0323645;W;05;066;A ;                         ;E ;02;00013033
067;0323645;W;05;067;A ;                         ;E ;02;00000665
067;0323645;W;05;068;A ;                         ;CR;01;00000294
067;0323645;W;05;068;B ;                         ;C ;02;00001439
067;0323645;W;05;068;C ;                         ;MT;01;00000523
067;0323645;W;05;068;D ;                         ;PD;02;00015592
067;0323645;W;05;068;E ;                         ;E ;02;00002911
067;0323645;W;05;068;F ;                         ;MF;01;00007128
067;0323645;W;05;068;G ;                         ;MF;02;00000616
067;0323645;W;05;068;H ;                         ;C ;02;00001431
067;0323691;S;01;099;A ;                         ;E ;02;00003241
067;0323691;S;01;099;B ;                         ;MB;02;00001991
067;0323691;S;01;099;C ;                         ;PD;04;00024218
067;0323691;S;01;099;D ;                         ;MF;02;00021623
067;0323691;S;05;005;A ;                         ;E ;02;00000882
067;0323691;S;05;005;B ;                         ;MF;01;00001380
067;0323691;S;05;011;A ;                         ;MB;04;00007642
067;0324025;T;06;004;A ;                         ;MT;01;00001793
067;0324025;T;06;004;B ;                         ;MF;01;00011687
067;0325262;Q;01;148;A ;                         ;E ;03;00001698
067;0325262;Q;01;148;B ;                         ;PD;03;00001683
067;0325262;Q;01;148;C ;                         ;MF;03;00001847
067;0325262;Q;01;148;D ;                         ;MF;03;00000429
067;0325273;C;04;035;A ;                         ;PD;04;00000151
067;0325273;C;04;037;A ;                         ;I ;01;00000089
067;0325273;C;04;037;B ;                         ;C ;04;00017710
067;0325273;C;04;037;C ;                         ;F ;01;00012466
067;0325273;C;04;037;D ;                         ;MT;01;00009785
067;0325273;C;04;037;E ;                         ;MM;01;00017182
067;0325273;C;04;037;F ;                         ;MM;01;00013194
067;0325273;C;04;058;A ;                         ;MF;03;00007255
067;0325273;C;04;058;B ;                         ;MM;02;00005505
067;0325273;C;04;060;A ;                         ;MM;02;00001831
067;0325273;C;04;060;B ;                         ;MM;02;00002366
067;0325273;C;04;225;A ;                         ;CS;01;00000251
067;0325273;C;04;225;B ;                         ;CR;01;00000108
067;0325275;S;04;059;A ;                         ;E ;02;00004729
067;0325275;S;04;059;B ;                         ;MF;03;00003608
067;0325286;E;05;023;A ;                         ;MB;01;00003732
067;0325292;T;07;022;A ;                         ;MF;01;00017239
067;0325294;M;07;066;A ;                         ;MF;03;00005239
067;0325294;M;07;067;A ;                         ;MF;03;00003691
067;0325295;U;06;013;A ;                         ;MF;02;00005478
067;0325295;U;06;017;A ;                         ;PD;04;00004502
067;0325295;U;06;017;B ;                         ;MF;04;00004382
067;0325295;U;06;021;A ;                         ;MT;02;00000612
067;0325295;U;06;021;B ;                         ;MM;02;00019384
067;0325295;U;06;021;C ;                         ;MF;04;00018300
067;0325295;U;07;120;A ;                         ;MF;01;00030885
067;0325603;E;04;193;A ;                         ;CR;01;00000153
067;0325603;E;04;193;B ;                         ;C ;01;00003162
067;0325603;E;04;193;C ;                         ;C ;01;00000507
067;0325603;E;04;193;D ;                         ;F ;01;00005174
067;0325603;E;04;193;F ;                         ;C ;01;00000419
067;0325603;E;04;193;G ;                         ;C ;01;00000628
067;0325604;M;04;078;A ;                         ;E ;04;00011996
067;0325604;M;04;078;B ;                         ;MF;01;00000849
067;0325605;U;05;083;A ;                         ;I ;01;00000064
067;0325605;U;05;083;B ;                         ;E ;01;00008905
067;0325605;U;05;090;A ;                         ;E ;01;00005769
067;0325605;U;05;090;B ;                         ;MF;01;00000513
067;0325916;H;07;009;A ;                         ;MT;01;00006531
067;0325916;H;07;009;B ;                         ;MF;01;00009478
067;0325916;H;07;009;C ;                         ;MF;01;00000384
067;0325916;H;07;012;A ;                         ;MT;01;00008080
067;0325916;H;07;012;B ;                         ;MF;03;00008166
067;0325917;P;05;024;A ;                         ;PD;01;00013212
067;0325917;P;05;037;A ;                         ;PD;01;00006898
067;0325917;P;05;037;B ;                         ;MF;01;00004425
067;0326580;E;01;084;A ;                         ;MF;03;00002137
067;0326580;E;01;087;A ;                         ;CS;01;00000375
067;0326580;E;01;087;B ;                         ;C ;01;00006112
067;0326580;E;01;087;C ;                         ;PD;01;00000337
067;0326580;E;01;087;D ;                         ;MF;02;00001442
067;0326580;E;01;087;E ;                         ;MF;01;00000078
067;0326580;E;01;087;F ;                         ;C ;01;00000217
067;0326580;E;01;173;A ;                         ;C ;01;00005318
067;0326580;E;01;173;B ;                         ;MF;01;00000103
067;0326725;Y;07;020;A ;                         ;E ;02;00003560
067;0326725;Y;07;020;B ;                         ;MF;01;00012748
067;0326725;Y;07;039;A ;                         ;PD;04;00000456
067;0326792;X;02;028;A ;                         ;CS;01;00000093
067;0326792;X;02;028;B ;                         ;F ;01;00003726
067;0326792;X;02;028;C ;                         ;PD;01;00002612
067;0326792;X;02;028;D ;                         ;C ;01;00000814
067;0326794;H;04;098;A ;                         ;MM;01;00014277
067;0326796;A;04;162;A ;                         ;PD;02;00004474
067;0326799;B;07;095;A ;                         ;CS;01;00000277
067;0326799;B;07;095;B ;                         ;I ;01;00000165
067;0326799;B;07;095;C ;                         ;F ;01;00003570
067;0326799;B;07;095;D ;                         ;C ;01;00001348
067;0326799;B;07;095;E ;                         ;MB;01;00000568
067;0326799;B;07;095;F ;                         ;PD;01;00021671
067;0326799;B;07;095;G ;                         ;MF;01;00000865
067;0326799;B;07;095;H ;                         ;C ;01;00000194
067;0326801;F;03;031;A ;                         ;PD;04;00000041
067;0326801;F;03;043;A ;                         ;C ;01;00000430
067;0326801;F;03;065;A ;                         ;MF;01;00001665
067;0326802;N;03;030;A ;                         ;CS;01;00000188
067;0326802;N;03;030;B ;                         ;C ;04;00001523
067;0326802;N;03;030;C ;                         ;MF;02;00001534
067;0326802;N;03;030;D ;                         ;E ;02;00005393
067;0326802;N;03;030;E ;                         ;MF;02;00015904
067;0326802;N;03;030;F ;                         ;MF;02;00002903
067;0326802;N;03;030;G ;                         ;C ;04;00000444
067;0327240;A;01;096;A ;                         ;MF;02;00010007
067;0327240;A;02;115;A ;                         ;F ;03;00008257
067;0327240;A;02;115;B ;                         ;MB;03;00003935
067;0327240;A;02;115;C ;                         ;PD;03;00006553
067;0327240;A;02;115;D ;                         ;PD;03;00007009
067;0327240;A;02;115;E ;                         ;MF;03;00003936
067;0327240;A;04;159;A ;                         ;C ;04;00000211
067;0327240;A;04;159;B ;                         ;PD;03;00012118
067;0327240;A;04;159;C ;                         ;MF;02;00015914
067;0327240;A;04;159;D ;                         ;C ;04;00000852
067;0327545;S;04;142;A ;                         ;MF;01;00013405
067;0327545;S;04;195;A ;                         ;MT;02;00006989
067;0327545;S;04;195;B ;                         ;MF;03;00023526
067;0327546;D;04;139;A ;                         ;I ;01;00000040
067;0327546;D;04;139;B ;                         ;CS;01;00000040
067;0327546;D;04;139;C ;                         ;I ;01;00000723
067;0327546;D;04;139;D ;                         ;C ;04;00001403
067;0327546;D;04;139;E ;                         ;C ;04;00003095
067;0327645;D;06;003;A ;                         ;C ;01;00006494
067;0327645;D;06;003;B ;                         ;MF;01;00003870
067;0327645;D;06;003;C ;                         ;MF;01;00001090
067;0327645;D;06;027;A ;                         ;C ;01;00000948
067;0327645;D;06;027;B ;                         ;MF;01;00007895
067;0327646;L;07;122;B ;                         ;MF;01;00008656
067;0327647;T;07;121;A ;                         ;MF;01;00008789
067;0327792;P;02;039;C ;                         ;MM;01;00003037
067;0327792;P;07;052;A ;                         ;CS;01;00000191
067;0327792;P;07;052;B ;                         ;MM;02;00039834
067;0328005;V;03;021;A ;                         ;CS;01;00000162
067;0328005;V;03;021;B ;                         ;F ;04;00005182
067;0328005;V;03;021;C ;                         ;C ;04;00001756
067;0328006;G;03;023;A ;                         ;CS;01;00000284
067;0328006;G;03;023;B ;                         ;CS;01;00000357
067;0328006;G;03;023;C ;                         ;C ;04;00000592
067;0328006;G;03;023;D ;                         ;E ;04;00013555
067;0328006;G;03;023;E ;                         ;MF;01;00002370
067;0328006;G;03;023;F ;                         ;PD;04;00007697
067;0328006;G;06;008;A ;                         ;MF;04;00010604
067;0328110;N;03;022;A ;                         ;CS;01;00000172
067;0328110;N;03;022;B ;                         ;F ;04;00002960
067;0328110;N;03;022;C ;                         ;PD;04;00003099
067;0328110;N;03;022;D ;                         ;C ;04;00000102
067;0328111;V;03;019;A ;                         ;CS;01;00000236
067;0328111;V;03;019;B ;                         ;C ;02;00000149
067;0328111;V;03;019;C ;                         ;PD;02;00021203
067;0328111;V;03;019;D ;                         ;C ;02;00003425
067;0328111;V;03;019;E ;                         ;MF;03;00001705
067;0328111;V;03;019;G ;                         ;I ;01;00000170
067;0328112;G;03;026;A ;                         ;C ;04;00000851
067;0328112;G;03;026;B ;                         ;I ;01;00000087
067;0328112;G;03;032;A ;                         ;C ;01;00000402
067;0328112;G;04;031;A ;                         ;PD;03;00002109
067;0328112;G;04;167;A ;                         ;PD;03;00003882
067;0328112;G;05;069;A ;                         ;E ;04;00001245
067;0328112;G;05;069;B ;                         ;PD;04;00001700
067;0328112;G;05;069;C ;                         ;MF;01;00002059
067;0328112;G;05;069;D ;                         ;I ;01;00000211
067;0328112;G;06;012;A ;                         ;MF;02;00005852
067;0328114;W;03;036;A ;ZAMORA                   ;E ;01;00004585
067;0328114;W;03;036;B ;                         ;MF;01;00008633
067;0328114;W;03;037;A ;ZAMORA                   ;PD;01;00001732
067;0328114;W;03;037;B ;                         ;MB;01;00000202
067;0328115;H;02;117;A ;                         ;PD;02;00003071
067;0328116;P;05;030;A ;                         ;PD;02;00050216
067;0328116;P;05;109;A ;                         ;C ;01;00000954
067;0328682;H;05;020;A ;                         ;C ;01;00011263
067;0328683;P;04;080;A ;                         ;CR;01;00000112
067;0328683;P;04;080;B ;                         ;C ;01;00001654
067;0328683;P;04;080;D ;                         ;F ;01;00006719
067;0328683;P;04;080;E ;                         ;C ;01;00000588
067;0328902;A;02;139;A ;                         ;MB;01;00003418
067;0328902;A;02;139;B ;                         ;E ;02;00001261
067;0328902;A;02;147;A ;                         ;PD;02;00003289
067;0328902;A;02;147;B ;                         ;MF;01;00005104
067;0329239;E;05;033;A ;                         ;F ;01;00003509
067;0329239;E;05;033;B ;                         ;PD;01;00004071
067;0329239;E;05;034;A ;                         ;F ;01;00003075
067;0329239;E;05;034;B ;                         ;PD;01;00007133
067;0329239;E;05;035;A ;                         ;F ;01;00000567
067;0329239;E;05;035;C ;                         ;PD;01;00003290
067;0329241;K;02;114;C ;                         ;MB;02;00001301
067;0329241;K;02;114;E ;                         ;E ;01;00004657
067;0329241;K;02;114;G ;                         ;MF;02;00001421
067;0329924;T;04;099;A ;                         ;CR;01;00000040
067;0329924;T;04;099;B ;                         ;F ;02;00005140
067;0329924;T;04;099;C ;                         ;E ;02;00003560
067;0329924;T;04;099;D ;                         ;PD;02;00002944
067;0329924;T;04;099;E ;                         ;MF;01;00003979
067;0329924;T;04;099;F ;                         ;MF;01;00001358
067;0329925;E;04;189;A ;                         ;E ;02;00000947
067;0329925;E;04;189;B ;                         ;MM;03;00001297
067;0329963;P;04;197;B ;                         ;PD;01;00000490
067;0329963;P;04;197;C ;                         ;MM;01;00017468
067;0330240;B;05;042;A ;                         ;CS;01;00000170
067;0330240;B;05;042;B ;                         ;CS;01;00000236
067;0330240;B;05;042;C ;                         ;C ;01;00005906
067;0330240;B;05;042;D ;                         ;C ;01;00000214
067;0330240;B;05;042;E ;                         ;MF;01;00001393
067;0330240;B;05;091;A ;                         ;CS;01;00000162
