URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;KALIFIKAZIOA;ISUNEN KOPURUA;ORDAINDUTAKO ZENBATEKOA;EXEKUTIBOAN KOBRATZEKE ZENBATEKOA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;3601;AITA DONOSTIA KALEA;ARINA;5;260,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;3601;AITA DONOSTIA KALEA;OSO LARRIA;1;0,00;604,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;3603;MAURICE RAVEL KALEA;LARRIA;6;789,90;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;3603;MAURICE RAVEL KALEA;ARINA;12;345,90;399,80;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;3604;SAN MARKO KALEA;LARRIA;10;652,49;817,32;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;3604;SAN MARKO KALEA;ARINA;13;460,90;230,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;3604;SAN MARKO KALEA;OSO LARRIA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;3702;ISIDRO ANTSORENA KALEA;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;3703;JOSE MARIA USANDITZAGA KALEA;LARRIA;22;1.200,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;3703;JOSE MARIA USANDITZAGA KALEA;ARINA;27;961,95;193,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;3801;SORGINTZULO KALEA;LARRIA;35;2.244,95;1.939,60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;3801;SORGINTZULO KALEA;ARINA;56;1.426,90;1.180,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;3801;SORGINTZULO KALEA;OSO LARRIA;2;500,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;3901;BASANOAGA KALEA;LARRIA;8;700,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;3901;BASANOAGA KALEA;ARINA;16;525,95;403,80;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;3903;VERSALLES KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;3903;VERSALLES KALEA;ARINA;5;160,00;100,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;3904;ESNABIDE KALEA;LARRIA;4;344,94;244,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;3904;ESNABIDE KALEA;OSO LARRIA;1;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6002;EVARISTO BOZAS PLAZA;ARINA;1;40,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6003;ZABALETA ANAIEN KALEA/C.HNOS.Z;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6003;ZABALETA ANAIEN KALEA/C.HNOS.Z;ARINA;22;290,00;484,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6004;AIAKO HARRIA KALEA;LARRIA;6;400,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6004;AIAKO HARRIA KALEA;ARINA;74;1.572,15;1.114,25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;6005;GELTOKIKO KALEA / CALLE APEADE;LARRIA;2;234,95;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6005;GELTOKIKO KALEA / CALLE APEADE;ARINA;8;281,95;129,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6006;SAN MARKO GUNEA;LARRIA;1;0,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6009;ALDURA GUNEA;LARRIA;3;0,00;704,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6009;ALDURA GUNEA;ARINA;2;80,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;6010;URBASA KALEA;LARRIA;3;310,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6010;URBASA KALEA;ARINA;44;429,95;743,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;LARRIA;7;600,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;ARINA;127;1.540,71;2.891,44;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;OSO LARRIA;2;0,00;1.204,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6017;TOURING ETORBIDEA/AVENIDA TOUR;LARRIA;9;700,00;479,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6017;TOURING ETORBIDEA/AVENIDA TOUR;ARINA;16;561,90;294,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6017;TOURING ETORBIDEA/AVENIDA TOUR;OSO LARRIA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;ARINA;5;129,95;62,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;6020;FEDERICO GARCIA LORCA KALEA;ARINA;6;285,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;6022;AGIRRE LEHENDAKARIAREN PLAZA;ARINA;4;80,00;100,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6023;ANDONI KORTA KALEA;LARRIA;16;1.344,95;714,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6023;ANDONI KORTA KALEA;ARINA;66;1.222,05;704,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6027;ZAPIRAIN ANAIEN KAL/C.HNOS.ZAP;LARRIA;9;540,00;479,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6027;ZAPIRAIN ANAIEN KAL/C.HNOS.ZAP;ARINA;43;1.080,17;637,54;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6029;MONROY PLAZA;LARRIA;1;0,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6029;MONROY PLAZA;OSO LARRIA;1;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;ARINA;41;239,95;647,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;LARRIA;11;1.000,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;ARINA;40;742,15;574,55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;6032;TULLE KALEA;LARRIA;4;634,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;6032;TULLE KALEA;ARINA;68;1.292,31;1.165,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;6033;LOUSADA KALEA;LARRIA;3;200,00;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6033;LOUSADA KALEA;ARINA;5;91,69;150,66;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6033;LOUSADA KALEA;OSO LARRIA;1;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;LARRIA;11;1.000,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;ARINA;20;439,95;194,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6040;LUIS MARIANO PLAZA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6040;LUIS MARIANO PLAZA;ARINA;5;80,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;LARRIA;4;100,00;734,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;ARINA;9;340,95;96,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6046;JORGE OTEITZA PASEALEKUA/PASEO;OSO LARRIA;1;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6048;ALDAKONEA PLAZA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6051;JOSE MIGUEL BARANDIARAN PARKEA;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6051;JOSE MIGUEL BARANDIARAN PARKEA;ARINA;109;1.819,45;2.109,40;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6054;ALTXU KALEA;LARRIA;6;300,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6054;ALTXU KALEA;ARINA;78;1.444,15;824,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6054;ALTXU KALEA;OSO LARRIA;2;500,00;604,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;6057;SAGARDIBURU KALEA;LARRIA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6063;XABIER M.DE MUNIBE,PEÑAFLORIDA;ARINA;9;280,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;7003;NAFARROA BIRIBILGUNEA/GLORIETA;LARRIA;2;334,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;7003;NAFARROA BIRIBILGUNEA/GLORIETA;OSO LARRIA;2;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;7004;GALIZIA BIRIBILGUNEA-GLORIETA;LARRIA;5;500,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;7004;GALIZIA BIRIBILGUNEA-GLORIETA;ARINA;1;40,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;7004;GALIZIA BIRIBILGUNEA-GLORIETA;OSO LARRIA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;7006;ARAGOI BIRIBILGUNEA/GLORIETA A;OSO LARRIA;1;500,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;7009;EXTREMADURA BIRIBILGUNEA/GLORI;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;7009;EXTREMADURA BIRIBILGUNEA/GLORI;OSO LARRIA;1;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;7015;MURTZIA BIRIBILGUNEA/GLORIETA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
