URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;ALDAKUNTZA MOTA;ALDAKUNTZAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1101;GOIKO KALEA / CALLE ARRIBA;001;001;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;1101;GOIKO KALEA / CALLE ARRIBA;001;001;EM;BAJA HABITANTE POR EMIGRACION;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;1101;GOIKO KALEA / CALLE ARRIBA;001;001;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1101;GOIKO KALEA / CALLE ARRIBA;001;001;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1101;GOIKO KALEA / CALLE ARRIBA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;001;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;001;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;001;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;003;DE;BAJA HABITANTE POR DEFUNCION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;003;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;003;ER;MODIFICACION DATOS DE HABITANT;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;003;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1103;HERRIKO PLAZA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;7;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1104;ELIZAKO KALEA / CALLE IGLESIA;001;001;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1104;ELIZAKO KALEA / CALLE IGLESIA;001;001;IN;ALTA HABITANTE POR INMIGRACION;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1104;ELIZAKO KALEA / CALLE IGLESIA;001;001;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1104;ELIZAKO KALEA / CALLE IGLESIA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;DE;BAJA HABITANTE POR DEFUNCION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;ER;MODIFICACION DATOS DE HABITANT;4;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;IN;ALTA HABITANTE POR INMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;5;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;001;RN;MODIFICACION POR RENOVACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;EM;BAJA HABITANTE POR EMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;ER;MODIFICACION DATOS DE HABITANT;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;IN;ALTA HABITANTE POR INMIGRACION;4;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1105;MADALEN KALEA;001;003;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;DE;BAJA HABITANTE POR DEFUNCION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;EM;BAJA HABITANTE POR EMIGRACION;9;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;ER;MODIFICACION DATOS DE HABITANT;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;IN;ALTA HABITANTE POR INMIGRACION;9;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;NA;ALTA HABITANTE POR NACIMIENTO;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1106;ERDIKO KALEA / CALLE MEDIO;001;001;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;005;DE;BAJA HABITANTE POR DEFUNCION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;005;EM;BAJA HABITANTE POR EMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;005;ER;MODIFICACION DATOS DE HABITANT;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;005;IN;ALTA HABITANTE POR INMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;005;OB;BAJA DE HABITANTE POR OTRAS CA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;005;OC;CAMBIO DE DOMICILIO DE HABITAN;9;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;EM;BAJA HABITANTE POR EMIGRACION;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;ER;MODIFICACION DATOS DE HABITANT;1;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;IN;ALTA HABITANTE POR INMIGRACION;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;OC;CAMBIO DE DOMICILIO DE HABITAN;3;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;020;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;034;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1107;MIGUEL ALDUNTZIN KALEA;001;034;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1108;ORERETA KALEA;001;001;EM;BAJA HABITANTE POR EMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1108;ORERETA KALEA;001;001;ER;MODIFICACION DATOS DE HABITANT;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1108;ORERETA KALEA;001;001;IN;ALTA HABITANTE POR INMIGRACION;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1108;ORERETA KALEA;001;001;OB;BAJA DE HABITANTE POR OTRAS CA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1108;ORERETA KALEA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;001;DE;BAJA HABITANTE POR DEFUNCION;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;001;EM;BAJA HABITANTE POR EMIGRACION;4;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;001;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;CO;CONFIRMACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;DE;BAJA HABITANTE POR DEFUNCION;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;ER;MODIFICACION DATOS DE HABITANT;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;IN;ALTA HABITANTE POR INMIGRACION;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;NA;ALTA HABITANTE POR NACIMIENTO;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;OB;BAJA DE HABITANTE POR OTRAS CA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;OC;CAMBIO DE DOMICILIO DE HABITAN;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;OM;ALTA DE HABITANTE POR OMISION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;1109;PABLO IGLESIAS KALEA;001;020;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;1110;SANTA KLARA KALEA;001;001;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
