URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;ALDAKUNTZA MOTA;ALDAKUNTZAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1212;BITERI KALEA;001;009;OC;CAMBIO DE DOMICILIO DE HABITAN;8;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1212;BITERI KALEA;001;009;RN;MODIFICACION POR RENOVACION;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;1212;BITERI KALEA;001;030;ER;MODIFICACION DATOS DE HABITANT;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1212;BITERI KALEA;001;030;IN;ALTA HABITANTE POR INMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1212;BITERI KALEA;001;030;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;1212;BITERI KALEA;001;030;OC;CAMBIO DE DOMICILIO DE HABITAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;ER;MODIFICACION DATOS DE HABITANT;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;IN;ALTA HABITANTE POR INMIGRACION;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;NA;ALTA HABITANTE POR NACIMIENTO;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;OC;CAMBIO DE DOMICILIO DE HABITAN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1213;ZAMALBIDE KALEA;001;002;RN;MODIFICACION POR RENOVACION;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1214;ZUBIAURRE KALEA;001;002;EM;BAJA HABITANTE POR EMIGRACION;4;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1214;ZUBIAURRE KALEA;001;002;ER;MODIFICACION DATOS DE HABITANT;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1214;ZUBIAURRE KALEA;001;002;IN;ALTA HABITANTE POR INMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1214;ZUBIAURRE KALEA;001;002;OC;CAMBIO DE DOMICILIO DE HABITAN;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1301;FORU PLAZA;001;003;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;1301;FORU PLAZA;001;003;ER;MODIFICACION DATOS DE HABITANT;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1301;FORU PLAZA;001;003;IN;ALTA HABITANTE POR INMIGRACION;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1301;FORU PLAZA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;DE;BAJA HABITANTE POR DEFUNCION;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;EM;BAJA HABITANTE POR EMIGRACION;14;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;ER;MODIFICACION DATOS DE HABITANT;16;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;IN;ALTA HABITANTE POR INMIGRACION;11;13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;NA;ALTA HABITANTE POR NACIMIENTO;2;11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;OB;BAJA DE HABITANTE POR OTRAS CA;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1302;BARRIO GAZTA—O/GAZTA—O AUZOA;001;005;OC;CAMBIO DE DOMICILIO DE HABITAN;11;18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;EM;BAJA HABITANTE POR EMIGRACION;6;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;ER;MODIFICACION DATOS DE HABITANT;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;IN;ALTA HABITANTE POR INMIGRACION;7;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;NA;ALTA HABITANTE POR NACIMIENTO;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;8;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;003;OM;ALTA DE HABITANTE POR OMISION;5;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;006;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;006;ER;MODIFICACION DATOS DE HABITANT;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;006;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;006;OC;CAMBIO DE DOMICILIO DE HABITAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;022;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;022;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;022;ER;MODIFICACION DATOS DE HABITANT;2;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;022;IN;ALTA HABITANTE POR INMIGRACION;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;022;NA;ALTA HABITANTE POR NACIMIENTO;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;022;OC;CAMBIO DE DOMICILIO DE HABITAN;3;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;DE;BAJA HABITANTE POR DEFUNCION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;EM;BAJA HABITANTE POR EMIGRACION;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;ER;MODIFICACION DATOS DE HABITANT;4;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;IN;ALTA HABITANTE POR INMIGRACION;3;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;NA;ALTA HABITANTE POR NACIMIENTO;1;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;OB;BAJA DE HABITANTE POR OTRAS CA;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1304;MARIA LEZO KALEA;001;035;OC;CAMBIO DE DOMICILIO DE HABITAN;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;DE;BAJA HABITANTE POR DEFUNCION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;EM;BAJA HABITANTE POR EMIGRACION;2;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;ER;MODIFICACION DATOS DE HABITANT;5;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;IN;ALTA HABITANTE POR INMIGRACION;15;13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;OB;BAJA DE HABITANTE POR OTRAS CA;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;OC;CAMBIO DE DOMICILIO DE HABITAN;8;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1402;ALEXANDER FLEMING KALEA;001;004;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1402;ALEXANDER FLEMING KALEA;001;004;ER;MODIFICACION DATOS DE HABITANT;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;1402;ALEXANDER FLEMING KALEA;001;004;IN;ALTA HABITANTE POR INMIGRACION;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;1402;ALEXANDER FLEMING KALEA;001;004;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;EM;BAJA HABITANTE POR EMIGRACION;1;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;ER;MODIFICACION DATOS DE HABITANT;12;15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;IN;ALTA HABITANTE POR INMIGRACION;4;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;NA;ALTA HABITANTE POR NACIMIENTO;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;OC;CAMBIO DE DOMICILIO DE HABITAN;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;CO;CONFIRMACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;DE;BAJA HABITANTE POR DEFUNCION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;EM;BAJA HABITANTE POR EMIGRACION;5;10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;ER;MODIFICACION DATOS DE HABITANT;9;11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;IN;ALTA HABITANTE POR INMIGRACION;6;11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;NA;ALTA HABITANTE POR NACIMIENTO;5;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;OC;CAMBIO DE DOMICILIO DE HABITAN;16;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
