Mun;N.Fijo ;D;Mod;Sección;Epígrafe;Amb;Fec.Alta;Inicio Prof.;Uso;Super1 ;Super2 ;Super3 ;Super4 ;Super5 ;Super6 ;Super7 ;Super8 ;Super9 ;Super10;PotInd ;PotBan ;Obrer;Afecto Sim.;Máq.Apuestas;Toneladas;Nro.Viaj.;Ho;Plz;Máq.A;Máq.B;Descr.Elem1         ;Tipo Elem1;Valor Elem1  ;Descr.Elem2         ;Tipo Elem2;Valor Elem2  ;Descr.Elem3         ;Tipo Elem3;Valor Elem3  ;Descr.Elem4         ;Tipo Elem4;Valor Elem4  ;Título Epígrafe Euskera                                     ;Título Epígrafe castellano
067;0478930;F;840;      1;  641   ;  M;20170601;        0000;   ;0000100;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;FRUITU, ORTUKARIAK,  BARAZKIAK ETA TUBERKULUEN TXIKIK. SALM.;VENTA MENOR FRUTAS,   VERDURAS HORTALIZAS Y TUBERCULOS
067;0479043;F;840;      1;  8611  ;  E;20170702;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ETXEBIZITZEN ALOKAIRUA                                      ;ALQUILER DE VIVIENDAS
067;0479049;H;840;      1;  5056  ;  M;20170601;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PINTAKETA, ESTALDURAK, ETA LOKALEN AKABERA ETA APAINKETA    ;PINTURA, REVESTIMENTOS Y TERMINACION Y DECORACION LOCALES
067;0479088;D;840;      1;  6471  ;  M;20170626;        0000;   ;0000015;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;SALTZAILE BIDEZKO ELIKAGAI ETA EDARIEN EKOIZK. TXIKIZK. SALM;VENTA MENOR DE PRODUCTOS  ALIMENTICIOS Y BEB. CON VENDEDOR
067;0479089;L;840;      1;  6441  ;  M;20170626;        0000;   ;0000015;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;OGIA,PASTELG.,GOZOG. ETA ANTZEK. ETA ESNEAREN TXI. SALM.    ;VENTA MENOR DE PAN, PASTELERIA CONFITERIA Y SIMILARES Y LECH
067;0479120;K;840;      1;  6732  ;  M;20170626;        0000;   ;0000060;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    1;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0479129;N;840;      1;  6545  ;  M;20170601;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ERA  GUZTIETAKO   MAKINERIAREN TXIKIZKAKO SALMENTA          ;VENTA MENOR DE TODA  CLASE  DE MAQUINARIA
067;0479130;L;840;      1;  5013  ;  M;20170601;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0479158;Y;840;      1;  722   ;  E;20170627;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      2,2;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0479168;J;840;      1;  8612  ;  E;20170601;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0479230;T;840;      2;  431   ;  M;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;DELINEATZAILEAK                                             ;DELINEANTES
067;0479276;C;840;      1;  8612  ;  E;20170628;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0479283;C;840;      1;  6197  ;  M;20130101;        0000;   ;0000264;0000850;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PREZISIO NEURKETA ETA  ANTZEKO TRESNEN HANDIZKAKO SALMENTA  ;VENTA MAYOR INSTRUMENTOS  PRECISION MEDIDA Y SIMILARES
067;0479284;K;840;      1;  859   ;  M;20170602;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BES. ONDAS. HIGIGA. BATZ. ALOK. (PERT. IRAUN GABE;ALQUILER DE OTROS BIENES MUEB. N.C.O.P.(SIN PERSONAL PERMAN)
067;0479289;E;840;      3;  011   ;  M;20170703;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZINE ETA ANTZERKI ZUZENDARIAK                               ;DIRECTORES DE CINE Y TEATRO
067;0479290;C;840;      2;  521   ;  M;20170701;        0000;   ;0000080;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;OSTALARITZA TEKNIKARIAK                                     ;TECNICOS EN HOSTELERIA
067;0479317;M;840;      2;  826   ;  M;20170629;        0000;   ;0000005;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IRAKASKUNTZA EZBERDINEN IRAKASLE PERTSONALGOA               ;PERSONAL DOCENTE ENSEÑANZAS DIVERSAS
067;0479320;D;840;      3;  032   ;  M;20170629;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MUSIKA TRESNEN INTERPRETARIAK                               ;INTERPRETES DE INSTRUMENTOS MUSICALES
067;0479339;H;840;      1;  5041  ;  P;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INSTALAZIO ELEKTRIKOAK OROHAR                               ;INSTALACIONES  ELECTRICAS   EN GENERAL
067;0479403;K;840;      1;  4144  ;  M;20170701;        0000;   ;0000091;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000017;0000000;00002;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IZOZKI ETA ANTZEKOEN  FABRIKAZIOA                           ;ELABORACION DE HELADOS Y SIMILARES
067;0479428;G;840;      3;  022   ;  M;20170616;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;DANTZARIAK                                                  ;BAILARINES
067;0479442;G;840;      1;  6593  ;  M;20170701;        0000;   ;0000068;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MEDIK.,ORTOP., OPTIKA ETA ARGAZKIG. APARATUEN TXIK. SALM.   ;VENTA MENOR  APARATOS MEDICOS, ORTOPEDICOS, OPTICOS Y FOTOG.
067;0479478;L;840;      1;  6732  ;  M;20170703;        0000;   ;0000120;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    1;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0479508;M;840;      1;  722   ;  E;20170628;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;     24,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0479541;G;840;      1;  9892  ;  M;20170601;        0000;   ;0000006;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BILTZARRE, BATZARRE ETA ANTZEKOAK ANTOLATZEKO ZERBITZUAK    ;SERVICIOS ORGANIZACION DE CONGRESOS ASAMBLEAS Y SIMILARES
067;0479553;A;840;      2;  224   ;  M;20170704;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;TEKNIKARI MARRAZKILARIAK                                    ;DIBUJANTES TECNICOS
067;0479613;E;840;      1;  722   ;  E;20170703;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      1,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0479615;U;840;      2;  826   ;  M;20170705;        0000;   ;0000015;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IRAKASKUNTZA EZBERDINEN IRAKASLE PERTSONALGOA               ;PERSONAL DOCENTE ENSEÑANZAS DIVERSAS
067;0479674;S;840;      1;  5013  ;  P;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0479696;N;840;      2;  432   ;  M;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BARNEKOEN DEKORATZAILEAK                                    ;DECORADORES-DISEÑADORES DE INTERIORES
067;0479705;E;840;      1;  5013  ;  M;20170706;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0479823;V;840;      1;  5013  ;  M;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0479839;B;840;      1;  952   ;  M;20150725;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ASISTENTZIA ETA ZERBITZU SOZI. EGOITZAK EZ DIREN ZENTRUE    ;ASISTENCIA Y SERVICIOS SOCIAL. EN CENTROS NO RESIDENCIALES
067;0479843;A;840;      1;  5041  ;  P;20170620;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INSTALAZIO ELEKTRIKOAK OROHAR                               ;INSTALACIONES  ELECTRICAS   EN GENERAL
067;0479846;B;840;      1;  6512  ;  M;20170701;        0000;   ;0000040;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
067;0479904;M;840;      2;  751   ;  M;20170711;        0000;   ;0000015;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PUBLIZITATE,HARREMAN PUBLIKO ETA ANTZEKOEN PROFESIONALAK    ;PROFESIONALES DE LA PUBLICIDAD RELACIONES PUBLICAS Y SIMILA.
067;0479911;M;840;      1;  5053  ;  M;20170701;        2017;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;LUR LAUSOKETA ETA  ZOLAZTAKETA EGURREZ PRESTATZEA ETA EGITEA;PREPARACION Y COLOCACION SOLADOS Y PAVIMENTOS DE MADERA
067;0479912;U;840;      1;  8499  ;  M;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE ZERBITZU INDEPENDIENTE BATZUK              ;OTROS SERVICIOS INDEPENDIENTES N.C.O.P.
067;0479936;Y;840;      1;  5057  ;  P;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSU ETA ESKAIOL. EGIND. LANAK, ERAIK. ETA LOKALENAPAIN. ;TRABAJOS EN YESO Y ESCAYOLA Y DECORAC. EDIFICIOS Y LOCALES
067;0480055;V;840;      1;  5047  ;  M;20170701;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INSTALAZIO TELEFONIKOAK, TELEGRAFIKOAK, ETA TELEBISTARENAK  ;INSTALACIONES TELEFONICAS, TELEGRAFICAS,TELEVISION ETC.
067;0480057;X;840;      1;  8495  ;  M;20170714;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MEZULARITZA, MANDATAR. ETA POSTA BANAK. MANIPUL. ZERBITZUAK ;SERVICIOS DE MENSAJERIA, RECADERIA Y REPARTO Y MAN. CORRESP.
067;0480069;Y;840;      1;  5042  ;  P;20170712;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ITURGINTZA INSTALAZIOAK                                     ;INSTALACIONES FONTANERIA
067;0480071;X;840;      1;  8612  ;  E;20170614;        0000;   ;0001208;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0480174;A;840;      2;  798   ;  M;20170715;        0000;   ;0000005;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;FINANTZA ETA LEGE JARDUEREKIN LOTUTAKO BESTE PROFES. BATZUK ;OTROS PROF. RELAC. CON ACTIVIDADES FINANCIERAS Y JURIDICAS
067;0480182;Y;840;      1;  6512  ;  M;20170718;        0000;   ;0000060;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
067;0480236;U;840;      1;  6732  ;  M;20170721;        0000;   ;0000165;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    1;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0480262;X;840;      1;  722   ;  E;20170720;        2016;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      3,5;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0480320;C;840;      1;  6516  ;  M;20170707;        0000;   ;0000122;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;OINET.,LARRUZ.,ART., BOLTSOEN GERRIK. ETAB... TXIKIZK SALM. ;VENTA MENOR CALZADO, ARTICULOS DE PIEL CINTURONES,BOLSOS, ET
067;0480321;K;840;      1;  6129  ;  M;20170707;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE JANARI BATZUEN, EDOZ. MOTAT. IZOZKIEN HANDIZKAKO SALM.;VENTA MAYOR OTROS PRODUCTOS ALIMENT., HELADOS TODAS CLASES..
067;0480326;E;840;      1;  4541  ;  M;20170703;        0000;   ;0000035;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;NEURRIAN EGINDAKO JANZKIAK                                  ;PRENDAS DE VESTIR HECHAS A MEDIDA
067;0480370;H;840;      2;  899   ;  M;20170726;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE PROFESIONAL BATZU                                     ;OTROS PROFESIONALES
067;0480412;C;840;      2;  841   ;  M;20170801;        2017;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;NATUROP.,AKUPUNT. ETA BESTE PROFESIONAL PARASANITARIOAK     ;NATUROPATAS, ACUPUNTORES Y OTROS PROFESIONALES PARASANITAR
067;0480440;M;840;      1;  6732  ;  M;20170727;        0000;   ;0000040;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0480502;J;840;      1;  3141  ;  M;20170713;        0000;   ;0000035;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000019;0000000;00001;          N;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;METAL AROZKINTZA                                            ;CARPINTERIA METALICA
067;0480503;R;840;      1;  6535  ;  M;20170713;        0000;   ;0000001;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ATE. LEHIO ETA PERTSIANA, MOLDURA ETA MARKOEN TXIKIZK SALME ;VENTA MENOR PUERTAS Y VENTANAS PERSIANAS, MOLDURAS, MARCOS..
067;0480514;D;840;      1;  7212  ;  E;20170728;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTOTAXI BIDEZKO GARRAIOA                                   ;TRANSPORTE POR AUTOTAXIS
067;0480516;T;840;      1;  9721  ;  M;20170719;        0000;   ;0000050;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;EMAKUME ETA GIZONEZKO ILEAPAINDEGIAK                        ;SERVICIOS DE PELUQUERIA DE SEÑORAS  Y CABALLEROS
067;0480578;S;840;      1;  5052  ;  M;20170801;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;EDOZEIN MOETATAKO OBRETAN ERA GUZTIET. LAUSOKETA ETA ZOLAZ. ;SOLADOS Y PAVIMENTOS DE  TODAS CLASES EN CUALQUIER TIPO OBRA
067;0480663;Y;840;      1;  8495  ;  M;20170802;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MEZULARITZA, MANDATAR. ETA POSTA BANAK. MANIPUL. ZERBITZUAK ;SERVICIOS DE MENSAJERIA, RECADERIA Y REPARTO Y MAN. CORRESP.
067;0480667;R;840;      1;  5013  ;  M;20170802;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0480684;S;840;      1;  6512  ;  M;20170801;        0000;   ;0000032;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
067;0480694;T;840;      1;  5013  ;  M;20170801;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
