Mun;N.Fijo ;D;Mod;Sección;Epígrafe;Amb;Fec.Alta;Inicio Prof.;Uso;Super1 ;Super2 ;Super3 ;Super4 ;Super5 ;Super6 ;Super7 ;Super8 ;Super9 ;Super10;PotInd ;PotBan ;Obrer;Afecto Sim.;Máq.Apuestas;Toneladas;Nro.Viaj.;Ho;Plz;Máq.A;Máq.B;Descr.Elem1         ;Tipo Elem1;Valor Elem1  ;Descr.Elem2         ;Tipo Elem2;Valor Elem2  ;Descr.Elem3         ;Tipo Elem3;Valor Elem3  ;Descr.Elem4         ;Tipo Elem4;Valor Elem4  ;Título Epígrafe Euskera                                     ;Título Epígrafe castellano
067;0442338;X;840;      1;  631   ;  M;20150321;        0000;   ;0000030;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;SALMENTARAKO BITARTEKARIAK                                  ;INTERMEDIARIOS DEL COMERCIO
067;0442348;P;840;      1;  722   ;  E;20150401;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      1,3;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0442372;Q;840;      1;  5013  ;  P;20150401;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0442486;L;840;      1;  722   ;  E;20150407;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      3,4;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0442502;C;840;      1;  9669  ;  M;20141001;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE KULTUR ZERBITZU BATZUK                     ;OTROS SERVICIOS CULTURALES N.C.O.P.
067;0442571;B;840;      1;  722   ;  P;20150408;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      1,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0442582;K;840;      1;  5041  ;  M;20150410;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INSTALAZIO ELEKTRIKOAK OROHAR                               ;INSTALACIONES  ELECTRICAS   EN GENERAL
067;0442665;R;840;      1;  722   ;  E;20150413;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      9,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0442787;U;840;      2;  411   ;  M;20150401;        0000;   ;0000015;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ARKITEKTOAK                                                 ;ARQUITECTOS
067;0442800;K;840;      1;  8612  ;  E;20150401;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0442802;D;840;      1;  6779  ;  M;20150415;        0000;   ;0000040;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JATETXEEKIN ZERIKUSIA DUTEN BESTE ELIKAGAI ZERBITZU BATZUK  ;OTROS SERVICIOS DE ALIMENTACION PROPIOS DE LA RESTAURACIO
067;0442968;T;840;      1;  8612  ;  E;20150415;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0442969;E;840;      1;  8612  ;  E;20150415;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0442971;K;840;      1;  8612  ;  E;20150415;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0443019;U;840;      1;  9429  ;  M;20150420;        0000;   ;0000120;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INTERNATURIK GABEKO SAILKATU EZ DIREN BES. OSAS. ZER. BATZ. ;OTROS SERVICIOS SANITARIOS SIN INTERNADOS, NO CLASIFICADOS
067;0443021;D;840;      1;  6592  ;  M;20150420;        0000;   ;0000040;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BULEGOKO ALTZARIEN ETA BULEGO MAKINA ETA EKIPOEN TXIK. SALM.;VENTA MENOR MUEBLES OFICINA  Y MAQUINAS Y EQUIPOS DE OFICINA
067;0443049;A;840;      2;  882   ;  M;20150420;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;TURISMO GIDATZAILEAK                                        ;GUIAS DE TURISMO
067;0443056;A;840;      1;  845   ;  M;20150422;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;USTIAPEN ELEKTRONIKOA HIRUGARREN BATZUEN KONTURA            ;EXPLOTACION ELECTRONICA POR CUENTA DE TERCEROS
067;0443069;C;840;      2;  832   ;  M;20150401;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MEDIKU ESPEZIALISTAK (ESTOMATOLOG. ETA ODONTOLOGOAK EZIK)   ;MEDICOS ESPECIALISTAS (EXCLUIDOS ESTOMATOLOGOS Y ODONTOLOG)
067;0443088;T;840;      1;  5053  ;  M;20150420;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;LUR LAUSOKETA ETA  ZOLAZTAKETA EGURREZ PRESTATZEA ETA EGITEA;PREPARACION Y COLOCACION SOLADOS Y PAVIMENTOS DE MADERA
067;0443177;S;840;      1;  8439  ;  M;20150421;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO ZENBAIT ZERBITZU TEKNIKO                         ;OTROS SERVICIOS TECNICOS N.C. O.P.
067;0443201;R;840;      1;  722   ;  E;20150424;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      1,6;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0443234;V;840;      1;  7213  ;  E;20150427;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      057;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BIDAIARIEN GARRAIOA, ERREPIDEZ                              ;TRANSPORTE VIAJEROS POR CARRETERA
067;0443236;X;840;      2;  777   ;  M;20150413;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PERTSONALGO ARAZOETAN ETA AZTERKETETAKO ESPEZIALISTAK       ;ESPECIALISTAS ASUNTOS DE PERSONAL Y ANALISIS PROFESIONAL
067;0443316;U;840;      1;  8497  ;  M;20150504;        0000;   ;0000005;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ADMINISTRAZIO KUDEAKETAGINTZA ZERBITZUAK                    ;SERVICIOS DE GESTION ADMINISTRATIVA
067;0443319;V;840;      1;  8612  ;  E;20150401;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0443326;V;840;      1;  834   ;  M;20150413;        0000;   ;0000040;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JABETASUN INMOBIL. ETA INDUST. JABETASUNARI BURUZKO ZERBITZ.;SERVICIOS RELATIVOS A LA PROPIEDAD INMOBILIARIA E INDUSTRI
067;0443330;U;840;      1;  6541  ;  M;20150429;        0000;   ;0000077;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;LEHORREKO IBILGAILUEN  TXIKIZKAKO SALMENTA                  ;VENTA MENOR VEHICULOS  TERRESTRES
067;0443332;N;840;      1;  6912  ;  M;20150429;        0000;   ;0000077;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000005;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTO IBILGAILU, BIZIKLETA ETA BESTE IBIL. ZENB. KONPONKETA  ;REPARACION VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICU
067;0443347;Y;840;      1;  944   ;  M;20150401;        0000;   ;0000035;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;NATUROP.,AKUNPUNT. ETA OSASUNAREN INGUR. BES. ZERB. BATZUK  ;SERVICIOS DE NATUROPATIA, ACUPUNTURA Y OTROS SERV. PARASANI
067;0443368;S;840;      1;  9669  ;  M;20150501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE KULTUR ZERBITZU BATZUK                     ;OTROS SERVICIOS CULTURALES N.C.O.P.
067;0443475;D;840;      1;  5055  ;  P;20150501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZURGINTZA ETA ZERRAILGINTZA                                 ;CARPINTERIA Y CERRAJERIA
067;0443477;T;840;      2;  861   ;  M;20150410;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PINTORE,ESKULTORE,ZERAMIKARI, ARTISAU ETA ANTZEKO ARTISTAK  ;PINTORES, ESCULTORES, CERAMISTAS, ARTESANOS, Y ARTIST. SIM.
067;0443503;L;840;      2;  811   ;  M;20150504;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;GARBIKETA ZERBITZUAK PRESTATZEN DITUZTEN PROFESIONALAK      ;PROFESIONALES QUE PRESTAN SERVICIOS DE LIMPIEZA
067;0443517;V;840;      1;  5055  ;  P;20150504;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZURGINTZA ETA ZERRAILGINTZA                                 ;CARPINTERIA Y CERRAJERIA
067;0443546;Q;840;      1;  9221  ;  M;20150501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BARNEKOAK GARBITZEKO ZERBITZUAK                             ;SERVICIOS LIMPIEZA DE INTERIORES
067;0443547;B;840;      2;  799   ;  M;20150501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ASEGURU ETA ALOKAIRUKO JARDUER. LOTUTAKO BESTE PROF. BATZUK ;OTROS PROF. RELAC. CON ACTIVID. DE SEGUROS Y DE ALQUILERES
067;0443591;E;840;      2;  836   ;  M;20150505;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;OSASUN TEKNIKARI LAGUNTZAILEAK ETA FISIOTERAPEUTAK          ;AYUDANTES TECNICOS SANITARIOS Y FISIOTERAPEUTAS
067;0443630;V;840;      1;  5056  ;  P;20150505;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PINTAKETA, ESTALDURAK, ETA LOKALEN AKABERA ETA APAINKETA    ;PINTURA, REVESTIMENTOS Y TERMINACION Y DECORACION LOCALES
067;0443633;W;840;      1;  6532  ;  M;20150502;        0000;   ;0000037;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MAT. ETA APAR. ELEK.,ELEKTROD. ETA SUKALD. ALTZ. TXIK. SALM.;VENTA MENOR MATE. Y APARATOS ELECTRIC.,ELECTRODO.Y M COCINA
067;0443651;Y;840;      1;  6732  ;  M;20150501;        0000;   ;0000120;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0443657;K;840;      1;  9721  ;  M;20150505;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;EMAKUME ETA GIZONEZKO ILEAPAINDEGIAK                        ;SERVICIOS DE PELUQUERIA DE SEÑORAS  Y CABALLEROS
067;0443732;W;840;      1;  5013  ;  P;20150505;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0443790;M;840;      1;  5013  ;  E;20150421;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0443810;M;840;      1;  722   ;  E;20150507;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,4;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
067;0443854;C;840;      1;  8612  ;  E;20150415;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0444016;U;840;      1;  6541  ;  M;20150508;        0000;   ;0000200;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;LEHORREKO IBILGAILUEN  TXIKIZKAKO SALMENTA                  ;VENTA MENOR VEHICULOS  TERRESTRES
067;0444017;F;840;      1;  6912  ;  M;20150508;        0000;   ;0000200;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000002;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTO IBILGAILU, BIZIKLETA ETA BESTE IBIL. ZENB. KONPONKETA  ;REPARACION VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICU
067;0444051;H;840;      1;  999   ;  M;20150427;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BESTE ZERBITZU BATZUK                            ;OTROS SERVICIOS N.C.O.P.
067;0444078;T;840;      2;  511   ;  M;20150504;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKATARITZA AGENTEAK                                       ;AGENTES COMERCIALES
067;0444084;L;840;      1;  6912  ;  M;20150505;        0000;   ;0000175;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000007;0000000;00002;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTO IBILGAILU, BIZIKLETA ETA BESTE IBIL. ZENB. KONPONKETA  ;REPARACION VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICU
067;0444185;E;840;      1;  5013  ;  P;20150514;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IGELTSARITZA ETA,OROHAR, ERAIKINTZAKO LAN TXIKIAK           ;ALBAÑILERIA Y PEQUEÑOS  TRABAJOS DE CONSTRUCCION EN GENERAL
067;0444209;N;840;      1;  621   ;  M;20150515;        0000;   ;0000025;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;TXATARRAREN ETA BURDINEZKO ETA BURDINEZKO EZ DIREN HAND. SAL;VENTA MAYOR CHATARRA Y METALES DE DESECHO FERREOS Y NO FERRE
067;0444216;N;840;      1;  8439  ;  M;20150512;        0000;   ;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO ZENBAIT ZERBITZU TEKNIKO                         ;OTROS SERVICIOS TECNICOS N.C. O.P.
067;0444265;K;840;      1;  454   ;  M;20150501;        0000;   ;0000053;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANZKIAK  ETA  BERE OSAGARRIEN KONFEKZIOA NEURRIAN          ;CONFECCION A MEDIDA DE PRENDAS DE VESTIR Y SUS COMPLEMENTOS
067;0444266;S;840;      1;  9339  ;  M;20150501;        0000;   ;0000000;0000000;0000000;0000000;0000053;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IRAKASK. BESTE IHARD. BATZUK, HALA NOLA, HIZK.,MEKANOGR.,...;OTRAS ACTIVIDADES DE ENSEÑANZA TALES COMO IDIOMAS, MECANOGRA
067;0444287;F;840;      1;  6512  ;  M;20150301;        0000;   ;0000036;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
067;0444302;L;840;      1;  6732  ;  M;20150520;        0000;   ;0000080;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0444303;T;840;      1;  8612  ;  E;20150501;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
067;0444324;G;840;      1;  6732  ;  M;20150520;        0000;   ;0000200;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
067;0444366;D;840;      1;  7212  ;  E;20150521;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTOTAXI BIDEZKO GARRAIOA                                   ;TRANSPORTE POR AUTOTAXIS
